"LOCALITY.ID","LATITUDE","LONGITUDE"
"L3458479",32.369378,78.041296
"L3458476",32.3576332,78.0050755
"L3458475",32.3434215,78.0133581
"L3458474",32.3394331,78.0178857
"L3458471",32.3200688,78.0102253
"L3458469",32.3281196,78.0101824
"L3458466",32.33704,78.0088735
"L3662960",31.6413573,77.4086367
"L3663000",31.6398582,77.4026858
"L3670970",30.3439819,78.0131489
"L3705631",29.8517937,77.8877449
"L3705644",30.7309087,78.4359884
"L3705634",30.808146,78.2097173
"L4393809",26.9899069,92.9132867
"L3767901",32.0728896,76.1373889
"L3781624",29.5818174,79.1537046
"L3727198",30.4552085,78.1002617
"L3708375",27.2602516,92.4166918
"L3708363",27.2385567,92.4145031
"L3708350",27.1629051,92.556982
"L3708324",27.0290584,92.6108408
"L3797652",30.4519766,78.1091881
"L3797975",30.4542495,78.1115055
"L3799749",30.4560767,78.1184042
"L3799758",30.4557003,78.121655
"L3807290",31.9469914,76.8673468
"L3807309",31.9703489,76.8879354
"L3807363",32.041004,76.8424988
"L2424190",34.0565385,77.4256654
"L3790750",34.1399136,77.4924088
"L3790760",34.1366802,77.5030839
"L3790893",33.2251287,78.3262539
"L3793888",34.0904557,77.5985813
"L3806300",32.0545719,76.6332865
"L3815624",32.0522804,76.6896343
"L3815629",32.0520622,76.7054701
"L3815648",32.0657013,76.7490292
"L3816857",32.0869787,76.2543333
"L3816865",32.0534717,76.0933363
"L3816878",32.044096,76.0604954
"L3875364",30.4550461,78.0988401
"L3895334",30.4592726,78.0982339
"L3922980",34.1307585,74.8361206
"L3930447",29.378112,79.527426
"L959251",29.3523407,79.5276968
"L3930450",29.351836,79.521866
"L3930451",29.369165,79.57283
"L3930453",29.421265,79.514943
"L3930457",29.373789,79.532684
"L3933648",29.3514692,79.527787
"L3932001",33.0279258,75.7726541
"L3933640",33.52585,75.56641
"L3933633",33.27987,75.76812
"L3932030",33.6127966,75.4324079
"L3932026",33.0325109,75.7826185
"L3932025",33.0088338,75.7136965
"L3933204",29.388992,79.441798
"L3933223",29.467081,79.387911
"L3933222",29.452246,79.41343
"L3830151",29.3211282,79.3608999
"L2611778",29.396702,79.1264641
"L3937613",33.32124,75.76172
"L3708447",27.3322294,92.2532272
"L3713395",27.5056463,92.1060934
"L3732768",27.5869255,91.9782983
"L3937780",27.18573,88.68091
"L3944888",31.1162226,78.3450937
"L3174893",29.4077313,79.0522528
"L3948399",29.4015713,79.0657282
"L3090533",30.286179,77.9737097
"L3983295",26.69688,88.31999
"L10496822",26.7566261,88.5714342
"L3614445",26.8439071,88.8384962
"L9956552",26.8447739,88.830149
"L3980405",26.69415,88.76104
"L3980268",26.68218,88.76074
"L3988983",30.28025,77.98159
"L3933988",34.0126669,74.9371219
"L4289532",29.796154,78.215189
"L3866301",29.7749,78.24933
"L3994185",29.77561,78.24886
"L4001403",30.3260047,78.0458504
"L4001442",30.4049037,78.0948222
"L3946801",32.2507003,77.190274
"L4002868",30.40058,78.0594
"L4004419",30.44127,78.2148
"L4004799",30.4528,78.1291
"L4004391",30.43205,78.09405
"L4004395",30.45415,78.0903
"L4007446",30.31469,78.03402
"L4007993",30.3804787,78.0674529
"L1967959",30.3858934,78.0611444
"L3881983",30.393955,78.0694701
"L4008049",30.393969,78.0627228
"L3954338",34.160452,77.578804
"L4014197",26.72649,88.41653
"L4016018",28.00826,95.46184
"L4013252",30.45208,78.10941
"L5506056",27.3790843,88.7401986
"L4028261",30.2803494,77.9817047
"L4025490",30.2803504,77.9816394
"L4039932",30.4529837,78.1085309
"L4041459",30.75851,78.45697
"L4041456",30.47477,78.36624
"L4032427",29.96602,78.17632
"L4030507",29.81375,77.87876
"L2628182",29.3983284,79.1310883
"L4043384",29.91271,78.03023
"L4022284",30.4526692,78.1044245
"L3962520",27.399271,88.2133698
"L2567336",27.3052157,88.2515538
"L4050069",30.3500649,77.9944861
"L4052336",30.3519044,77.9941428
"L4052328",30.3519351,77.9942286
"L4052527",29.3679403,79.0522742
"L4052570",29.3604433,79.0414783
"L4016922",27.14944,88.53403
"L3513531",27.0072976,88.7952054
"L4066930",30.4638411,78.0933201
"L4097976",29.3990014,79.0681314
"L4134951",29.536325,79.162807
"L4134867",29.494264,79.140712
"L4134991",29.5461092,79.0961976
"L946861",29.4819259,79.0538406
"L3913864",29.29035,79.54703
"L3915426",29.4327205,79.6445382
"L4186389",29.4565706,79.6565212
"L4186921",29.4073808,79.6333672
"L4192784",29.475031,79.643417
"L4194506",29.4297134,79.6628234
"L4195149",29.4392607,79.6639475
"L4195157",29.4826803,79.6817295
"L4195153",29.4756672,79.6891279
"L4195161",29.4760672,79.6887694
"L4195165",29.4835815,79.6817703
"L4195168",29.4922217,79.6749553
"L4192718",30.435085,77.667039
"L4199930",30.7440381,77.1669671
"L4199957",30.6932107,77.2125789
"L4199851",30.5582506,77.3026609
"L4199682",30.7377191,77.1702681
"L3987500",29.74183,78.20766
"L1967666",29.9038139,78.2676825
"L5988430",30.3175827,78.0435806
"L4205628",30.8875624,76.9569858
"L4205622",30.8766393,76.9576279
"L4205619",30.8676029,76.9530962
"L4205617",30.8651237,76.9488915
"L4202024",30.2843642,77.9754949
"L4202151",26.9837632,93.0248022
"L3932047",29.8025601,78.2537269
"L4202807",31.0772694,78.1834745
"L4203136",31.0778575,78.2468176
"L4203044",31.1408357,78.4156466
"L4242423",33.3334816,75.7552383
"L4025382",30.286355,77.9744017
"L8718686",29.95634,78.1805134
"L4304130",32.9382113,75.7432387
"L3016538",29.905861,79.6153021
"L3321346",30.4358603,77.6670206
"L4221844",29.50495,79.116932
"L4219697",29.556956,79.110714
"L4219707",29.530318,79.07204
"L4219714",29.536598,79.054582
"L4219718",29.538858,79.025988
"L4213938",29.3651215,79.0253878
"L2987261",33.3660905,74.3156433
"L4043468",29.4570747,79.1450813
"L4326964",27.4948966,96.3884544
"L4303944",30.887692,76.9574706
"L4303893",30.8723706,76.9521751
"L4303719",30.6897753,77.214931
"L2658645",30.8529977,77.002573
"L4303723",30.839308,77.0633111
"L4304061",30.6928024,77.4316041
"L4303711",30.6715777,77.2023268
"L4304012",30.6644922,77.4292502
"L4303997",30.612629,77.3671351
"L4304191",30.5097917,77.4069568
"L4304350",30.5982451,77.4396787
"L4304369",30.599447,77.3995432
"L4304258",30.6186318,77.3552771
"L4304283",30.6055228,77.3953836
"L2948616",32.2477638,76.338281
"L4225803",32.2366201,76.3234819
"L4225808",32.2401896,76.3232419
"L4225777",32.2111441,76.3340592
"L4054306",26.8994152,88.4726
"L2616069",29.565208,79.1099256
"L3774779",27.1571114,92.4611092
"L4323120",27.2052132,92.396543
"L4323109",27.1871584,92.5832033
"L4322770",27.0273241,92.610755
"L4345551",29.5573815,79.1109972
"L4354787",29.5853522,79.1196372
"L4348937",29.5849051,79.1200144
"L4348947",29.5393338,79.0976924
"L2618511",29.4944476,79.1412055
"L4351703",27.097502,92.8159523
"L4354815",29.5595255,79.1079329
"L4354711",29.5380418,79.0963475
"L4354792",29.5813601,79.0937961
"L4353723",29.4733494,79.1498791
"L4372896",29.4794957,79.1494882
"L2464264",29.4226085,79.4288349
"L4221687",29.556088,78.914109
"L4221691",29.578441,78.854983
"L987622",29.5863565,78.8620359
"L4221782",29.53706,79.161874
"L4221786",29.543875,79.179434
"L4221796",29.55269,79.192562
"L4221720",29.548879,79.146452
"L4219420",29.562623,79.101377
"L4221806",29.54753,79.1068
"L4221825",29.502019,79.122512
"L4221849",29.434855,79.129345
"L4219415",29.399287,79.134308
"L4220850",29.288191,79.31903
"L4219429",29.325094,79.365734
"L4221677",29.336945,79.388392
"L4219391",29.34985,79.398911
"L4219389",29.368563,79.409786
"L4219351",29.383279,79.430032
"L4221723",29.466807,79.395563
"L4221695",29.48143,79.373388
"L4221699",29.480943,79.351964
"L4222262",29.473239,79.383624
"L4221703",29.421548,79.393493
"L3802150",29.3476013,79.5288706
"L4379442",29.369113,79.57283
"L4282256",30.075043,80.2317381
"L1108461",34.1200937,74.8618591
"L3056874",33.2171982,78.3744108
"L3819757",33.2267138,78.3150074
"L4309063",27.0196629,93.051796
"L4311145",27.0607589,93.0382347
"L3231340",29.9414268,78.224153
"L4427419",30.482247,79.133784
"L6789615",30.7030755,77.8659225
"L4441585",27.497004,96.3920903
"L4450511",29.308859,79.550365
"L4287540",30.5341723,78.199482
"L3231459",27.0870404,88.6624038
"L4478513",28.158187,95.8555144
"L3887253",30.4661715,78.0947042
"L4399416",30.4555829,78.0870223
"L3046520",30.2566948,77.9543495
"L4497920",27.1067397,88.6495011
"L4507718",27.3063883,88.3641315
"L4501479",27.3412555,88.6216772
"L4507694",27.3478312,88.6287273
"L4501507",27.3125657,88.6135125
"L4507626",27.350652,88.6040711
"L4501495",27.3332212,88.6121231
"L4506800",26.7652184,88.4443191
"L4515910",27.7581215,96.3594957
"L4515908",27.7950556,96.1545371
"L4515907",27.7958382,95.9939038
"L4554864",29.328887,79.3770576
"L4058636",30.4856811,79.2009115
"L4555117",30.4801804,79.2831856
"L3813041",30.4781648,79.2105795
"L4560640",34.0825658,74.8600976
"L4555800",34.0627242,74.8459196
"L4560760",34.0783309,74.8719883
"L4546286",30.2803807,77.9812434
"L4573732",28.1581302,95.8534062
"L4411872",28.1672909,95.8374319
"L4573743",28.1425406,95.8431387
"L4573727",28.2193223,95.8469528
"L3056866",34.1306786,77.5225621
"L2583632",34.1633806,77.5801277
"L4610440",29.9660268,79.3585372
"L4602823",30.2890876,79.1503721
"L2507946",27.1064752,92.3958778
"L4629986",29.4975105,79.3363738
"L4631852",27.0734183,88.0201864
"L4664482",29.8616348,78.3109342
"L3883115",29.8514852,78.3166865
"L3738945",30.297913,78.049773
"L4635286",29.5120023,79.309659
"L4635308",29.4286464,79.4231915
"L4611313",27.3611196,92.2699257
"L4638691",29.0193992,79.4898176
"L1070696",29.3442408,79.5577776
"L3173739",32.24434,76.3345
"L3173783",32.24665,76.33368
"L3173784",32.23826,76.3239
"L3542716",27.2789672,88.2730007
"L4661475",27.3703952,88.2252081
"L4661474",27.3703714,88.2252403
"L4661451",27.3159413,88.3599394
"L4650506",31.5053329,77.7847128
"L4650500",31.5088604,77.7936769
"L3616999",31.5070205,77.7961743
"L4672989",31.4918832,77.820518
"L4673013",31.4917185,77.8248203
"L4650504",31.4964322,77.812078
"L4672967",31.501499,77.799576
"L4650977",31.2094383,77.1718944
"L4654540",29.8358813,78.6838326
"L4431032",28.167603,95.8370832
"L4431029",28.1874865,95.8252079
"L4024478",28.2331972,95.9123719
"L4714415",30.3514412,77.9967879
"L4635210",30.5437308,78.184671
"L4635206",30.309174,78.4091454
"L3046619",30.4209963,78.2459164
"L4711005",29.4233086,79.4264359
"L4711009",29.4222863,79.4268966
"L4718090",29.5102,79.0287
"L4639128",29.3726763,79.5800257
"L3335638",29.3727511,79.4287384
"L4680107",29.4551439,79.412055
"L4535352",30.89,77.082
"L4743212",34.1707552,74.9054217
"L4743658",34.1759,74.93648
"L4743723",27.0903034,88.6565526
"L4743901",27.056789,88.6528617
"L4208850",27.0187614,88.6457068
"L3010063",26.914797,88.403592
"L4749966",29.77543,78.2490367
"L949536",34.0705424,77.6341152
"L4812366",29.4674746,79.14738
"L3819732",34.278425,77.6044178
"L3819716",34.2498649,77.6197493
"L3149449",31.2029412,77.7502871
"L2594439",29.1308709,79.2905617
"L4903405",34.2935657,77.2158194
"L4903400",34.2985647,76.9931316
"L4903505",34.282964,76.7744458
"L4903594",34.6037003,76.5071476
"L4903714",34.3236616,76.9882393
"L4903838",34.31842,77.63103
"L4903839",34.54106,77.55681
"L4903840",34.59796,77.46256
"L4905525",33.96565,77.79367
"L4905524",34.0156727,77.9066277
"L4905526",33.9068956,78.4602356
"L4905527",34.03676,78.16557
"L4905569",34.08328,77.96199
"L4905622",34.04435,77.67125
"L4905662",34.05452,77.64187
"L4905930",33.7371884,77.7557373
"L4905933",33.5070492,77.8003693
"L4905934",33.32002,77.95245
"L4905929",32.90905,77.58242
"L4905932",33.12978,77.78659
"L4906131",32.63336,77.17502
"L4906132",32.57263,77.037
"L4906133",32.41047,77.24053
"L4906130",32.3597,77.23242
"L4906192",32.24441,77.1822
"L4906272",32.03926,77.13236
"L4906337",31.64124,77.41037
"L4903571",34.2728219,77.0905495
"L4905621",34.07061,77.63374
"L4917592",30.3459911,78.1109905
"L4917597",30.3422134,78.1111622
"L2424236",33.3139945,77.9982948
"L3822199",33.2157347,78.377189
"L3822176",32.9646748,78.2645416
"L3822152",34.0999,78.0406
"L3820236",34.0184473,78.2848835
"L3822142",33.9664982,78.4195518
"L3822102",33.9341919,78.4527898
"L3820243",33.9085785,78.4623063
"L3820185",34.0454056,77.9298019
"L3819737",34.5753306,77.4982667
"L3819733",34.3294031,77.6432133
"L3819712",34.1743169,77.5754929
"L3317125",30.4123733,78.3443642
"L2948716",31.5205592,77.7586555
"L2948715",31.8797202,78.6279917
"L2579673",32.2342938,78.0619812
"L2948678",31.5442121,78.253684
"L2948635",31.2379833,77.5534773
"L4927032",29.8463572,78.2317345
"L1967770",29.8703081,78.2872009
"L4824212",31.5102776,77.7941935
"L3934718",29.4131216,79.1444671
"L959201",29.417268,79.1334615
"L4924994",29.3213278,78.9546512
"L4388882",29.487413,79.1425681
"L2619996",29.2941841,79.3301725
"L2647105",30.782253,77.8363752
"L2594417",29.3308749,79.3813249
"L3391838",29.4034506,79.133234
"L4907244",27.087957,88.657806
"L4941002",29.4519903,79.1453995
"L4381685",29.631452,79.6253309
"L3056882",33.5103413,77.7673244
"L4848042",33.1164544,78.2895398
"L4202387",33.8637164,78.5238791
"L4927778",34.0848674,78.1254262
"L3954348",34.12236,77.51331
"L4978744",29.747559,78.745318
"L4989462",29.3709796,79.5673656
"L4981518",32.2415453,77.1914883
"L4980948",31.4610958,76.8611921
"L4994322",32.2415174,77.1910679
"L4414851",29.3648583,79.1895966
"L4979890",29.3647783,79.1896517
"L4974317",27.1593833,88.6269772
"L4994444",29.3668981,79.1920736
"L7172421",26.9902627,92.421345
"L5038824",26.9742504,88.7006736
"L5067361",29.4942772,79.139728
"L2589981",29.39954,79.13261
"L5071186",30.488671,79.1527369
"L5083530",28.99399,94.8942697
"L5100255",29.456233,79.41217
"L5125998",30.3115463,78.0556739
"L5121983",29.4954269,79.1392563
"L2410558",32.2425156,76.3181591
"L5139343",32.2414919,76.3226588
"L5168758",32.2416143,76.3226384
"L5168597",32.2433934,76.3215923
"L5168293",32.2107677,76.3380527
"L5168792",32.2335241,76.3278848
"L5140589",29.340901,79.53233
"L5141432",29.481822,79.364706
"L2686228",30.4908068,79.0893617
"L5145575",29.457306,79.145163
"L5119074",29.8261314,80.1380569
"L5165553",26.7879126,88.8416314
"L5168159",31.469143,76.271347
"L5168278",31.8420538,76.1815038
"L5168284",32.1108894,76.2778046
"L5168287",32.2267992,76.3172124
"L5168295",32.2270819,76.3169005
"L5168296",32.2408791,76.3162742
"L2100776",32.2474338,76.3251543
"L2652781",26.6522174,88.406393
"L5168888",31.9652488,75.9094304
"L5196018",29.4245348,79.3239284
"L5195714",29.3646727,79.2304802
"L5193644",29.4731351,79.1448212
"L5203077",27.066358,92.592543
"L5203142",27.099939,92.574517
"L5203171",27.100829,92.535211
"L5203185",27.104673,92.529381
"L5203203",27.193344,92.575189
"L5203415",27.405629,92.134488
"L5203480",27.291447,92.259803
"L5203636",27.266001,92.256787
"L5203673",27.257904,92.249004
"L5203718",27.236428,92.249412
"L5203756",27.226928,92.243286
"L5203795",27.180016,92.220713
"L5204555",27.167721,92.458095
"L3508347",27.1528728,92.4738121
"L5204870",27.068391,92.402186
"L5205647",27.112371,92.433606
"L5205757",27.165328,92.458492
"L5206541",27.198846,92.467009
"L5206652",27.112549,92.544641
"L5206703",27.100658,92.541273
"L5173931",27.4916009,96.2094283
"L4696975",27.4972833,96.3914694
"L5214928",29.3466664,79.1529573
"L5215245",29.3099899,79.208706
"L3373081",29.4038619,79.1307235
"L5222944",29.3999219,79.1323398
"L5164731",27.0931,92.5841
"L5164758",27.162,92.5574
"L5164763",27.1826,92.5822
"L5164848",27.484173,92.1117
"L4237073",29.5450865,79.1066211
"L5243795",30.3748699,78.0584165
"L5243885",30.3851761,78.0643603
"L5243908",30.393975,78.0628811
"L5245887",27.1508568,88.287518
"L4830015",29.3710682,79.4180417
"L4148000",29.525977,79.099498
"L5248875",30.3167509,78.0406502
"L5260392",29.4646656,79.2322109
"L9932391",26.9666269,88.3152932
"L5274386",30.3783823,79.1491472
"L5269647",30.2625229,79.2155084
"L5274478",30.3421729,79.1984838
"L4229358",29.3604089,79.0408802
"L2663277",31.9300203,76.1201477
"L5323816",31.683868,76.1342897
"L5323817",31.5123803,76.2156221
"L5133832",30.4610597,78.0535576
"L5380064",31.7608251,76.2131244
"L5375804",32.2096918,76.3391988
"L5375344",32.2426985,76.3305925
"L4225815",32.2543042,76.3248566
"L5375374",32.2030962,76.3258941
"L5375377",32.1918109,76.349553
"L2863785",32.2012937,76.3726854
"L2909954",32.2113668,76.3718784
"L5372237",32.1570031,76.2741089
"L5102223",29.131362,79.705084
"L5332678",27.5159558,88.5576438
"L5380806",27.7305199,88.5499328
"L5392213",30.3766,78.0612
"L5391541",29.537665,79.162157
"L5391543",29.541286,79.156733
"L5385116",29.457009,79.145557
"L5388746",29.481668,79.145538
"L5388533",29.48362,79.143625
"L5388529",29.551625,79.109274
"L3442980",29.457695,79.144533
"L5380274",29.457679,79.144358
"L5380286",29.495027,79.132706
"L3217299",26.48177,89.53009
"L3670713",26.5100581,89.5410204
"L4016696",30.46584,78.01158
"L5422143",29.3806419,79.4312006
"L5422163",29.7455997,79.4343495
"L4659307",30.4860331,79.1487265
"L4381966",30.077086,80.2332422
"L5428071",29.7222372,79.22142
"L5428569",29.6452727,79.1220898
"L4974320",26.9359973,88.4474409
"L3968794",26.94049,92.99636
"L5432885",30.3180533,78.0406402
"L8504621",26.84827,88.84807
"L5400278",26.5371963,88.7165603
"L1070019",29.4485644,79.4151521
"L1069983",29.4481533,79.1439915
"L5447620",28.1503863,95.8419143
"L5447019",28.1609815,95.8427833
"L5435453",28.1506934,95.8405761
"L5432623",28.1506551,95.8405322
"L5449846",31.9932113,76.7951591
"L5443758",31.8380059,76.9355354
"L922575",29.3972815,79.4448853
"L5465767",32.2223899,76.3302827
"L3980414",32.1383972,76.4537823
"L5392148",30.3077402,78.0367597
"L5446952",31.3177291,77.4438026
"L5450361",32.727428,76.6582776
"L5446963",31.093611,77.173158
"L5482211",29.7533217,78.0188325
"L5482224",29.8520993,77.8746745
"L3357112",31.0869725,77.1602011
"L5554632",31.9917941,76.7921242
"L5470022",31.9916667,76.7921296
"L5485503",32.2015977,76.3277547
"L5485204",32.201316,76.3267559
"L3025478",34.435916,75.6626916
"L5531167",29.8211778,78.2209849
"L5537009",29.1650246,79.7113621
"L5546504",31.7835596,77.2047394
"L5541145",32.0470655,76.0685759
"L5551770",29.3029098,79.2279297
"L4569654",30.3153345,78.0230784
"L5051596",27.1465338,92.4735546
"L5467217",30.5252286,78.1748274
"L4338422",29.1237756,79.7012186
"L5565433",34.1625817,74.7313683
"L3686245",31.1043546,77.1727538
"L5565303",29.890243,78.2956553
"L4252156",29.423152,79.426421
"L5594284",32.2074623,76.319342
"L5447438",32.2074943,76.316077
"L5594200",30.4013699,78.0939348
"L5590112",30.4010768,78.0937322
"L5594501",31.0946266,77.1737243
"L5589725",31.0946383,77.1735653
"L5594309",31.0880446,77.1728159
"L5584778",30.4013295,78.0937964
"L5608190",30.4669485,78.0574315
"L5544873",29.1197504,79.7100806
"L2043006",29.7848183,78.6254221
"L4269087",29.3662436,79.1877365
"L5584378",30.4020788,78.0936853
"L3926267",29.5587875,79.0024924
"L5591185",29.495916,79.138475
"L5557763",29.549125,79.147254
"L5557765",29.541384,79.156611
"L5557772",29.537546,79.162319
"L5554928",29.457608,79.144547
"L5578478",29.467094,79.389027
"L5578479",29.46352,79.398025
"L5584589",29.452059,79.412777
"L5578470",29.433697,79.423042
"L5584595",29.349598,79.473042
"L5584597",29.394902,79.511576
"L4042319",29.4216599,79.5141882
"L5584609",29.369391,79.57267
"L5584614",29.368866,79.580741
"L5580778",29.34092,79.531965
"L5590405",29.338956,79.535359
"L5590411",29.33536,79.539191
"L5590414",29.3736,79.532858
"L4669375",30.0035901,78.0199403
"L5585522",31.1028756,77.1476483
"L5594407",31.0929018,77.1741705
"L5576461",31.9929298,76.7936134
"L5594442",31.0888509,77.1691063
"L5594271",31.10418,77.1761978
"L5594261",31.1017548,77.177681
"L5594244",31.1046761,77.1737891
"L5594249",31.0982179,77.1609092
"L5594253",31.0993571,77.17498
"L5594265",31.1043201,77.1732701
"L5585583",32.187744,76.3130307
"L5594242",31.1042168,77.1765894
"L5585268",31.3366305,76.7587709
"L5585498",31.1075881,77.2128367
"L5584661",32.0555194,76.0857298
"L3118449",31.1119106,77.2351265
"L4925125",31.0816433,77.1595305
"L5584704",32.0488315,76.0738399
"L5584724",32.0536554,76.0826447
"L5584717",32.0534393,76.0834427
"L4206993",29.3982013,79.2993121
"L4146772",29.3996271,79.1337061
"L5652639",27.3980796,92.1682129
"L5943639",30.0913847,78.1277781
"L5656570",32.2214568,77.1998253
"L3834855",27.0474736,92.4183092
"L5681544",27.061009,92.41179
"L5715041",26.9120788,88.4075851
"L5704454",27.0889642,88.6606167
"L5719181",27.1353824,88.1653368
"L5671989",30.4902059,79.0851893
"L4257168",30.7985312,78.164277
"L4894677",29.8372191,79.7737799
"L5132081",29.9893002,80.1415215
"L10976572",27.1495172,88.1018972
"L4195792",29.404106,79.559417
"L4012182",32.5411713,74.6910372
"L3652111",30.4693143,78.0284916
"L3652108",30.4690184,78.0226551
"L3652104",30.470276,78.0144154
"L3652099",30.4687231,78.0077713
"L3652021",30.4655057,78.0114913
"L3652018",30.4635082,78.019731
"L3652007",30.4613997,78.028121
"L3649188",30.4594748,78.0347573
"L2038053",29.7076565,78.573913
"L5791334",29.71128,78.58161
"L5770544",30.3375,78.00076
"L5771617",30.08294,78.13953
"L5771645",30.07559,78.141202
"L5783080",30.065,78.11066
"L5870530",30.0663456,78.1107116
"L5783108",30.07814,78.14479
"L5783118",30.0596,78.17343
"L5870527",30.0608486,78.1731105
"L5792420",32.6776612,75.8177204
"L5791647",32.6421787,75.9039809
"L5783721",32.5607401,75.5912621
"L5783196",32.4701713,75.3167718
"L3496108",29.4078937,79.0106839
"L5821734",29.4722932,79.6480834
"L5822042",29.4633033,79.6519317
"L5822407",29.4830817,79.63842
"L5832548",29.5341933,79.7836367
"L5878728",29.534,79.734
"L5770380",32.2527831,77.1780241
"L5878729",29.6546999,79.8537827
"L5832032",29.6528533,79.8581483
"L5878736",29.6322892,79.8436975
"L5830353",29.6259617,79.8351817
"L5822530",29.52274,79.6228867
"L5822657",29.5659933,79.6121083
"L5840841",32.0132141,77.3196829
"L5752705",30.3238668,78.0457851
"L5791392",27.852509,96.0261941
"L5786844",27.8471266,95.8901465
"L5760667",27.7696842,95.9758759
"L5823693",30.000064,79.5650053
"L5807422",29.78503,78.62545
"L5807444",29.78896,78.628881
"L5815812",29.797,78.25208
"L5816015",29.789154,78.2458
"L5819859",29.78546,78.24383
"L5827127",30.26399,78.14634
"L5870501",30.2651833,78.1472754
"L5827377",30.41954,78.2504
"L3849480",29.7056831,78.6517342
"L5677322",29.7079224,78.6526563
"L4902616",29.8704197,78.272438
"L5821588",30.9685552,77.1918554
"L5821485",30.9733943,77.1894085
"L5908934",27.107,92.525
"L5943614",27.1068777,92.5251791
"L4020036",30.3443041,78.1250668
"L5926441",30.2873178,77.9967599
"L5912521",30.2084558,79.6605241
"L5912333",30.1652766,79.631567
"L5959431",28.9852481,79.4055429
"L5954570",29.1287944,79.3053867
"L5983900",30.248615,77.9728733
"L5969194",29.59276,80.23578
"L5970293",29.586621,80.2410075
"L5977370",30.0708267,80.2327717
"L5432680",29.2870165,79.3318838
"L4218584",29.350472,79.2284578
"L6020444",29.4173611,79.3291111
"L6020999",30.2777185,77.9548739
"L5516511",30.0377869,80.1999164
"L5516529",30.0389826,80.1934147
"L4214237",29.7652376,80.0517511
"L5521447",29.826748,80.1420021
"L5860382",29.9572671,80.3053379
"L6028565",29.3990996,79.1341755
"L6028613",29.3513382,79.5321858
"L5891614",27.2848456,88.3242214
"L3992373",27.2822373,88.3202398
"L5912509",27.3604226,88.1982422
"L3031224",27.3494322,88.1883931
"L2567294",27.3016597,88.2554054
"L5912492",27.3261884,88.6119577
"L5921234",27.3744585,88.7630259
"L9096701",27.3419608,88.6212158
"L5929935",30.8724214,77.0876
"L6036731",29.4455025,79.6132421
"L6036658",29.487126,79.6256447
"L5917388",32.2311718,77.277317
"L5833409",32.1342659,77.1135521
"L5911972",32.2040319,77.2135127
"L5833315",32.2586122,77.1679688
"L6082451",32.1461268,76.4188305
"L6082471",32.1294813,76.5318135
"L6068667",29.4156755,79.1291142
"L6092749",29.3694661,79.4237635
"L5388690",32.7300178,74.888252
"L6112139",32.6643317,74.8168133
"L4861604",29.399,79.1338
"L6121889",34.3298009,77.6440226
"L6121886",34.5473411,77.5566383
"L6173787",33.130049,77.78687
"L6174309",33.359199,78.356455
"L6177256",32.247145,77.188874
"L6177362",32.332716,78.010268
"L6171238",32.7938889,77.3922222
"L6171244",32.7494444,77.3675
"L6171071",34.2261111,77.5386111
"L6171086",34.2902778,77.6791667
"L6171096",34.1544444,77.5561111
"L6171117",34.131247,77.444531
"L6171241",32.7775,77.3641667
"L6171249",32.6358333,77.21
"L6171197",32.3276516,77.1970293
"L6064464",30.3820572,77.798308
"L6171001",33.2830556,77.8533333
"L6171014",33.8622222,77.9919444
"L6171205",34.1861926,77.4887234
"L6171125",34.2002778,77.6355556
"L6171149",34.1104455,77.5836655
"L6171206",34.3711185,76.8029598
"L6171185",34.6672222,76.6647222
"L6187076",32.9279198,75.7383945
"L6187567",32.9540834,75.7255973
"L6187582",32.8721727,75.7296592
"L6187603",32.9494963,75.7138191
"L6171223",32.6358333,77.0988889
"L6171022",31.9627164,77.1108008
"L6143104",31.1124625,77.1090971
"L1879786",31.9950034,77.1409146
"L6193526",32.8785847,75.6891416
"L6193528",32.8844467,75.6981265
"L6193521",32.8761389,75.7277741
"L4496960",33.8297669,77.8150463
"L6200623",29.4558913,79.4136429
"L6196962",29.3883357,79.4484097
"L6196915",29.963858,78.7528753
"L6196934",29.7465918,79.198004
"L6266527",32.6966043,74.9277369
"L6268038",32.697375,74.929895
"L6005001",30.8366101,78.4530687
"L3870315",30.9799726,78.9300312
"L6015563",30.7269601,78.437705
"L6020719",30.8979065,78.5248232
"L2948717",31.2484238,77.4959278
"L6294818",32.716451,74.846377
"L6284885",29.3409587,79.5320618
"L6038744",30.94274,77.89889
"L6038749",30.94322,77.89715
"L6038753",30.94385,77.89856
"L6038761",30.94286,77.90007
"L8332187",26.7522786,89.5911026
"L6339283",29.3081248,79.2108142
"L6349478",29.4229083,79.4265117
"L6349490",29.4230967,79.4270467
"L5890662",29.6739473,79.7834337
"L6365224",29.53906,79.569035
"L6365238",30.072944,80.24076
"L6365267",30.0701803,80.2310461
"L6365249",30.050881,80.224732
"L6365292",30.027191,80.185387
"L6365272",30.068276,80.25346
"L6365319",30.101633,80.247869
"L6365325",30.077458,80.277193
"L6365367",29.7758509,80.0552166
"L6365373",29.583495,79.548774
"L3458731",29.5472867,79.1096306
"L6380131",30.0485813,80.2267331
"L3684202",30.0740718,80.2386475
"L6380147",30.0394519,80.1627839
"L5890672",29.3976691,79.6555781
"L6082770",32.7290611,74.9100637
"L6132778",30.310165,78.006381
"L6438712",32.7106111,74.7447538
"L6443239",29.4211893,79.429425
"L6445055",29.286324,79.3466306
"L6453062",29.4782722,79.626739
"L3845285",29.4694736,79.6559429
