"LOCALITY.ID","LATITUDE","LONGITUDE"
"L9019391",27.3476507,88.6160585
"L9019741",27.071719,92.399937
"L9019744",27.08354,92.404575
"L9019758",27.12552,92.445562
"L6841146",29.4452782,79.5561433
"L9019864",29.399721,79.1248345
"L9020013",34.1368479,74.9281772
"L9020048",29.6330739,79.4347942
"L9020855",31.5489729,77.8223614
"L9020856",31.5202981,78.2692631
"L9020871",31.5203871,78.2692468
"L9020891",31.5312649,78.2719501
"L9020899",31.4996864,78.2018916
"L9021947",27.3417077,88.6271197
"L9024777",29.7561105,78.4708083
"L9024802",34.148946,74.8779188
"L9024891",30.8637194,77.1713017
"L9024896",34.1443013,74.8788023
"L9024945",27.125018,92.455483
"L9024955",27.123203,92.450401
"L9025294",31.1108166,77.1391949
"L9025480",29.4003989,79.1286387
"L9026902",29.4066784,79.4438103
"L9030561",26.9160995,88.4025881
"L9031269",26.9324839,88.4499785
"L9031311",31.5487923,77.8219379
"L9031612",31.1157805,77.1400015
"L9031749",34.136146,77.5045417
"L9032076",31.5362952,78.2577659
"L9032100",30.2811516,77.9721285
"L9032279",29.3688769,79.1047557
"L9032495",29.7495917,78.4750493
"L9033202",34.1413566,77.544165
"L9037625",30.3472514,78.0599048
"L9038643",31.917374,77.1589453
"L9039285",30.2919733,77.9639903
"L9039380",29.7686135,78.4646905
"L9039383",27.0025316,92.6241585
"L9039710",29.3998502,79.1274724
"L9039851",30.3601839,78.0944168
"L9041434",30.285026,77.974121
"L9041253",31.587226,77.351255
"L9048738",31.9172439,77.1643029
"L9048801",31.585337,78.363986
"L9048902",30.4619504,77.5830218
"L9049694",31.533295,78.2767081
"L9049820",31.5335767,78.2750618
"L9049870",27.035371,92.6071286
"L8128606",32.7302003,76.640225
"L9049969",32.7281031,76.6684657
"L9049992",32.7374411,76.6310203
"L9050086",29.6894722,79.0924585
"L9050088",29.4020058,79.1284048
"L9050121",30.3613425,78.1414508
"L9049890",30.360856,78.140351
"L9050542",29.3999963,79.1277265
"L9050740",29.7557035,78.4707663
"L9051287",27.5937122,91.8264087
"L9051659",27.5810604,91.844696
"L9051920",27.721755,91.8222764
"L9052474",32.7235927,76.6675357
"L9054559",29.6943346,79.0849203
"L9054732",29.7557864,78.4706781
"L9055233",31.4343813,76.8513364
"L9055709",30.2834135,77.9755037
"L9055750",29.4825935,79.144787
"L9020911",29.4242632,79.4263408
"L9055989",31.6390577,77.4300693
"L9056204",31.5650272,76.706575
"L9056220",30.2549525,78.9218974
"L9061159",30.4890197,79.2143425
"L9061179",30.486929,79.2206683
"L9061338",29.3875594,79.4628663
"L9061564",33.026862,75.257766
"L9061710",30.3548257,78.0830131
"L9061807",33.7764037,74.9122259
"L9061924",33.7650667,74.9097267
"L9062074",29.630879,79.8525505
"L10880359",30.4638219,77.5882032
"L8977289",32.9827785,75.7109408
"L9063418",30.3089902,78.0382983
"L9063604",29.350122,79.398231
"L9063668",29.400517,79.131723
"L9065835",31.593666,76.9233444
"L9066408",30.5062051,77.4136383
"L9066749",27.3880047,88.5233065
"L9066826",27.4589509,88.5240089
"L9066951",33.2843601,75.7661675
"L9066968",27.5431241,88.6296585
"L9067287",33.3123879,75.7659489
"L9067306",30.4818317,78.0461862
"L9067906",30.3089911,78.0383024
"L9067981",31.6419181,77.4075579
"L9067982",30.2825819,77.9763539
"L7331421",29.3652758,79.5369574
"L9069007",29.878514,77.893369
"L9071839",29.3669647,79.4579445
"L9071973",31.5091106,77.7937569
"L9072333",33.7682699,74.9025029
"L9072343",33.7702266,74.9046377
"L9072508",33.3271672,75.7539945
"L9072526",27.5938429,91.8588352
"L9072720",27.4921819,88.5284527
"L9072815",33.323203,75.7561772
"L9073033",30.3386377,77.9962284
"L9073320",30.359915,78.0945383
"L9073629",29.3707895,79.5715944
"L9073669",29.3530949,79.5258734
"L9075057",30.230503,78.679306
"L9076665",30.2780143,77.9698193
"L9079120",29.874534,77.888853
"L9079677",33.7700022,74.9040027
"L9080309",29.3862486,79.4564001
"L9080767",31.6418455,77.4077538
"L9080855",33.0247002,75.2518015
"L9080863",30.463828,79.269071
"L9086493",32.742046,76.6213506
"L9086560",32.6784211,76.7120268
"L9086698",32.7402048,76.6261665
"L9086881",30.9522112,77.1753486
"L9086914",30.0643878,78.3737372
"L9087230",27.3469862,88.6291397
"L9087239",34.1808143,77.5907519
"L9087346",30.0770835,80.2290678
"L9087490",31.6419074,77.4076094
"L9087497",30.0990386,77.9893143
"L9087552",30.334242,77.9634834
"L9087611",26.683128,88.445455
"L9087700",34.0612286,74.8108831
"L9088245",30.3385383,77.9982964
"L9089211",29.3981016,79.4413343
"L9089461",29.3604743,79.4832569
"L9089664",33.9835097,77.4755001
"L9093381",27.0443537,88.2627815
"L9094368",32.567617,76.1115254
"L9095029",29.4381445,79.2581655
"L9095833",30.2854995,77.9748301
"L9095865",29.6058272,80.2291088
"L9031646",30.0621115,80.2140354
"L9096000",29.3913573,79.4564522
"L9096270",31.1053858,77.1728983
"L9096700",31.1025483,77.147295
"L9096854",33.0016584,75.7033086
"L9096875",26.7975155,88.3604617
"L9097752",30.3388796,77.9955244
"L9097692",27.1050159,88.6751121
"L9101521",30.12824,78.318814
"L9102091",34.2799489,77.2046327
"L7030345",29.3522734,79.5263922
"L9102333",29.4211215,79.4333765
"L9102371",26.7083104,88.3619263
"L9102427",26.8799179,88.4718282
"L9102656",29.3888508,79.4545744
"L9102709",27.1096928,88.3608115
"L9102711",29.389975,79.4590783
"L9102789",27.1226257,88.3181542
"L9103027",27.192027,92.461563
"L9103033",26.9301093,88.4303983
"L9107684",27.210947,92.468574
"L9107917",29.4228924,79.4269681
"L9108817",29.3883851,79.4619014
"L9109110",32.7196727,74.8665693
"L8700029",32.210728,76.2885599
"L9110386",30.3210361,78.023579
"L9110975",31.1010207,77.1258865
"L9113501",32.6325688,76.8526365
"L9113791",29.266158,79.546161
"L9113894",30.29544,77.9641367
"L9114076",29.322457,79.505229
"L9114204",29.34328,79.485352
"L9114304",32.7336411,76.1252023
"L9114342",29.346048,79.459738
"L9114365",29.367915,79.454618
"L9114651",29.406242,79.446966
"L9114657",28.9964476,80.1064983
"L9114753",29.424265,79.426338
"L9114901",29.3892917,79.4598308
"L9020844",29.4270281,79.4287634
"L9114966",29.4238467,79.4264223
"L8953122",29.7566156,78.5198438
"L9115153",29.440427,79.420518
"L9115159",29.433678,79.423131
"L9115272",30.3603319,78.0946985
"L9115624",30.3387109,77.9962886
"L9119906",27.3305054,88.6095792
"L9120197",30.6095138,77.4555844
"L9120551",29.459482,79.410283
"L9120554",29.440179,79.421505
"L9120695",32.7213657,76.6691976
"L9120686",34.1351898,77.5013719
"L9121045",29.3881675,79.4624879
"L9121098",33.1243127,75.2586909
"L9121460",29.7753887,78.249088
"L9125424",29.386088,79.500226
"L9126127",31.549119,77.9345175
"L9126129",31.5520195,77.9315262
"L9126139",31.5524919,77.9315957
"L9126192",31.5523328,77.9314637
"L9126207",31.5522428,77.9314265
"L9126226",31.557349,77.9360277
"L9126229",31.5337384,78.2683872
"L9126246",31.5190074,78.2679299
"L9126254",31.5195144,78.2693358
"L9126259",31.5647771,77.9344643
"L9126262",31.552406,77.9313509
"L9126264",31.4065134,78.3093335
"L9126281",34.277965,77.2043812
"L9126409",27.097346,88.871732
"L9126531",30.3177023,78.0407404
"L9126540",29.35408,79.528199
"L9126553",29.364372,79.536635
"L9126573",29.35539,79.528484
"L9126577",29.360902,79.53129
"L9126584",27.105217,92.568514
"L9129150",27.0729535,92.406845
"L9126928",27.547583,93.898083
"L9133379",31.0831066,77.1711875
"L9133559",29.3527932,79.5253797
"L9133564",29.5702084,79.6296342
"L9120345",30.8550799,77.1774606
"L9133862",27.6693096,88.726965
"L9133979",34.2802436,77.2045117
"L9133996",29.439382,79.42082
"L9134000",29.423902,79.43381
"L9134058",29.7548323,80.2812133
"L9134384",31.3356435,77.4445959
"L9135346",31.1034569,77.2394208
"L9135550",29.3882447,79.4561518
"L9139475",32.6741777,76.706225
"L9140670",27.0994444,92.5844444
"L9140685",27.1019444,92.5536111
"L9140728",27.1377778,92.5425
"L9141734",30.2905796,77.9642745
"L4938672",26.3467164,89.4427577
"L8574084",30.303545,78.0608264
"L9141854",30.4636212,79.2758042
"L9142487",31.12091,77.1379767
"L9142504",31.3765617,76.8094967
"L9142534",30.1710646,78.865571
"L9142565",30.6558112,79.0285492
"L9142576",30.7360359,79.0669241
"L9142589",30.2864315,78.9787417
"L9142611",30.5640664,79.5516272
"L9142628",30.5213079,79.5614433
"L9142643",30.4023632,79.3297734
"L9142685",31.5371403,76.8930909
"L9142767",31.58649,76.92151
"L9142677",30.2588819,79.2197084
"L6974404",29.9458616,78.1663942
"L9142938",30.94683,76.954695
"L9143245",30.1185732,78.3106761
"L9143495",27.297473,88.2708964
"L9147399",31.1120799,77.220424
"L9147548",31.1145564,77.2261789
"L9147698",31.1163051,77.2284047
"L9147786",31.1173644,77.2299232
"L9147862",31.1159189,77.2324695
"L9147935",31.1140809,77.2375633
"L9148040",31.1096891,77.2406873
"L9148085",31.1068068,77.2368708
"L9148125",31.1058008,77.2309642
"L9148150",34.2784911,77.2045672
"L9148160",27.1475935,88.0823391
"L9148217",31.1004179,77.2344136
"L9148480",30.2367918,78.1001365
"L9148493",30.8971271,76.9697708
"L9148560",29.3749848,79.5302294
"L9148631",32.0466648,76.8182774
"L9148687",31.9154219,76.9398284
"L9148767",29.3940023,79.459647
"L9153511",27.0619262,88.4621905
"L9153950",26.726216,88.4008052
"L9153955",26.694853,88.3165224
"L9154596",34.2792936,77.204935
"L9154699",32.2337002,76.316699
"L9154883",32.7222227,76.6682076
"L9154960",27.0764395,88.4726974
"L9155242",29.388157,79.4628602
"L9155461",31.4971037,77.8122631
"L9159565",31.1113937,77.2196421
"L9159709",31.1119037,77.2235216
"L9159872",31.1125291,77.2270673
"L9159938",31.1130481,77.229138
"L9160039",31.1129486,77.2310888
"L9160427",34.2770863,77.2045789
"L9161248",27.6864638,88.7485349
"L9162158",29.3548577,79.5471724
"L4748292",32.7226243,76.6679098
"L9162204",32.7256519,76.6690504
"L9161539",27.1412068,88.1048531
"L8162790",32.7322296,76.6443376
"L9166286",31.1112658,77.2200305
"L9166391",31.1120366,77.2231491
"L9166494",31.1122243,77.228362
"L9166643",31.1089217,77.2238168
"L9166688",31.1083104,77.2229078
"L9166778",31.1072359,77.2215302
"L9166807",31.102343,77.2217327
"L9166891",30.4415096,77.6772167
"L9166940",29.4239472,79.4273302
"L9167016",29.4256985,79.4278962
"L9167026",30.3370834,77.9950507
"L9167947",30.4674526,78.025053
"L9168985",30.467621,78.024486
"L9169128",29.3496363,79.5331715
"L9169578",32.7850729,74.9441197
"L9173072",30.4903072,78.040739
"L9173129",31.112868,77.2198647
"L9173282",31.1158361,77.2228179
"L9173412",31.118326,77.2251432
"L9173428",30.4661537,78.0471833
"L9173470",32.5674561,76.1111212
"L9173548",31.1158131,77.223613
"L9173615",30.2923117,77.96423
"L9173617",30.4525175,78.1530104
"L9173679",31.1181946,77.2263851
"L9173686",29.7755914,78.2487836
"L9173741",29.7530492,78.5356619
"L9173831",30.4543483,78.1507453
"L9173901",31.1199872,77.2306185
"L9173968",30.9904046,77.2073912
"L9173980",30.4734618,78.0485027
"L9173990",32.9827588,75.7121254
"L9174039",29.7270603,78.5291141
"L9174234",34.2776856,77.2043995
"L9174418",29.3532031,79.553495
"L9174506",31.1112981,77.1362145
"L9174576",30.9555655,77.1897052
"L9174562",29.348448,79.5910442
"L7771444",30.452653,79.2791801
"L9174657",34.1360761,77.5046074
"L9174704",30.3739649,78.0762186
"L9174838",30.3331953,78.0103208
"L9174864",30.3532124,78.0246063
"L9174913",31.101328,77.1903693
"L9175301",26.7343042,88.411113
"L9175402",26.791861,88.44816
"L9175496",31.9921456,76.7933543
"L9175665",31.526545,78.2520799
"L9175692",31.5265388,78.2521851
"L9175727",31.5265697,78.2580971
"L9176115",32.7242188,76.666975
"L9176126",31.9180035,77.157893
"L9176181",30.3602654,78.0949995
"L9176260",32.7238373,76.6670887
"L9176019",32.7242599,76.6673373
"L9177175",29.2758477,79.5473825
"L9177676",32.5671826,76.1077686
"L8822418",33.7402126,74.0363027
"L9179661",31.9137696,76.9376502
"L9180545",31.9100475,76.9407075
"L9180681",30.8205369,76.9906492
"L9180688",31.9139912,76.9376629
"L9182342",33.1344698,75.5538187
"L9193160",31.5250875,78.2700005
"L9193385",34.2788004,77.2044123
"L9194605",30.3377977,77.9995583
"L9194615",29.3926667,79.4603562
"L9194617",29.3954336,79.4582856
"L6986562",32.920675,75.773664
"L9204469",29.178819,79.1668656
"L9204579",31.9187057,77.1587312
"L9204882",30.4705254,78.171007
"L9205219",29.3892873,79.4598335
"L9205463",33.7348033,74.0389741
"L9206902",33.7368008,74.0308678
"L11770271",26.6811744,88.4081518
"L9214948",27.3039859,88.5853386
"L9215665",29.6350618,79.6248468
"L9215830",31.3372688,77.1603691
"L9215833",31.3703165,77.2673944
"L9215836",31.3447584,77.3197855
"L9215838",31.3447108,77.3273581
"L9215841",31.3423651,77.3002026
"L9220174",30.9553004,77.189181
"L9220401",30.9542402,77.1858182
"L9220553",30.9520138,77.1834364
"L9220712",30.9524331,77.1757151
"L9220804",30.2820764,77.976644
"L9220841",30.9535469,77.1709273
"L9221088",30.9585624,77.1663665
"L9221230",30.9580338,77.1680469
"L9221583",33.7358874,74.0438088
"L9221914",33.7463095,74.0288823
"L9222252",30.9721076,77.1893205
"L9222425",30.9751553,77.190259
"L9222590",30.2822648,77.9759787
"L9222643",30.36115,78.0953768
"L9222743",30.9753616,77.1909973
"L9223589",29.3892715,79.4598384
"L2617762",27.256766,88.1414652
"L9226565",30.9725589,77.1883455
"L9226725",30.9600545,77.1934845
"L9226842",30.9561201,77.1903858
"L9226953",30.4673094,78.0296726
"L9226967",30.5286911,78.1766824
"L7537672",30.543302,78.1847191
"L9227058",30.954393,77.1825342
"L9227086",27.1001502,92.1543213
"L9227148",27.165152,92.458792
"L9227154",30.9556468,77.173209
"L9227250",30.9630945,77.1597612
"L9227282",31.7662184,77.3045348
"L9228137",27.1474893,88.2461274
"L9230215",34.476188,76.082315
"L9231143",27.3751622,92.2684245
"L9231154",27.4069614,92.2872068
"L9231200",27.4016653,92.1446002
"L9231530",29.4434096,79.5506716
"L9232973",30.3250738,78.0420218
"L9233023",34.5502692,76.13427
"L9233332",31.79,77.49
"L9226962",30.5416746,78.1947988
"L9233443",29.707348,79.51297
"L9233711",34.265869,77.166107
"L9233714",34.298691,77.159701
"L9233766",31.7191862,76.9304014
"L9233767",31.715952,76.9282177
"L9233768",31.2971736,77.154456
"L9233861",32.9839361,75.7113898
"L9233900",29.3492248,79.5555961
"L9233924",27.5378633,93.8285596
"L9233968",29.4234716,79.4254302
"L9174746",29.3805484,79.495225
"L9233953",27.5358569,93.8173923
"L9234045",27.5172222,93.8727778
"L9234089",30.5482042,78.2122171
"L9234128",30.5479931,78.2111219
"L9234268",33.4088463,74.9027963
"L9234574",30.2831833,77.9726499
"L9234715",30.9863313,77.1961749
"L9235127",30.737563,78.530543
"L9235167",30.685813,79.8905132
"L9235235",30.728492,79.6054597
"L9235416",30.9832546,77.2044892
"L9236043",32.754498,76.6178749
"L9236095",32.7263,76.6631255
"L9239710",30.2821934,77.9760727
"L9240066",30.2824559,77.9764308
"L9240160",34.066655,77.620713
"L9320751",32.6030421,74.7322417
"L9240917",33.4087489,74.9026259
"L9241056",30.3596933,78.094315
"L9241359",29.3886313,79.4615931
"L9241364",29.3986159,79.1235829
"L9241534",30.282589,77.9770921
"L9241466",27.3312156,88.5871947
"L9241802",31.9183731,77.1574062
"L9239447",26.763339,88.5722263
"L9245042",30.9632893,77.2050938
"L9247624",29.3026676,79.5591406
"L9248094",32.9728436,74.7421994
"L9248285",32.7262867,76.6625533
"L9249078",33.7402964,74.0360525
"L9249089",33.736343,74.0319652
"L9249675",30.360455,78.0946524
"L9250310",30.2817582,77.9756979
"L9251167",27.3579482,88.6231024
"L9252066",32.3310882,78.0097522
"L9252370",30.2819142,77.9765259
"L8327895",28.9434891,79.5696463
"L9247972",27.3322929,88.5854877
"L9255855",31.6391492,77.4235655
"L9255918",29.399751,79.1257636
"L9256317",31.6686243,77.4731062
"L9256326",31.6656284,77.4719583
"L9256331",31.6424473,77.4375391
"L9256333",31.6377282,77.428822
"L9256436",29.2656979,79.546262
"L9256453",31.6413157,77.3888218
"L9256563",29.5997156,79.659722
"L9256828",30.0353405,78.210066
"L9256973",30.2810212,77.9761673
"L9257214",34.1317915,77.4666538
"L9257845",30.2823041,77.9740378
"L9258857",29.4231541,79.4364788
"L9258858",30.0400272,80.1609957
"L9258861",29.4627075,79.4867032
"L9258993",29.3677421,79.5760587
"L9258999",29.3635532,79.5866486
"L9263177",30.3561253,78.083057
"L9263203",30.2824847,77.9763141
"L9263506",34.2745306,77.1967318
"L4869303",34.628828,77.6140777
"L9263655",34.1821277,78.1410993
"L9263808",32.692275,74.848355
"L9263858",30.32925,78.049491
"L9263924",32.719546,74.882721
"L9263925",32.681114,74.840976
"L9265847",26.9358333,92.1325
"L9268656",32.715991,74.889828
"L9268699",27.3030275,88.2310745
"L9269157",29.3031623,79.5598505
"L9269262",29.8486005,78.6794021
"L9269279",31.674797,77.474999
"L9269281",31.6734615,77.4738252
"L9269291",31.6712593,77.4793448
"L9269497",34.1704448,77.5840142
"L9269747",29.59977,79.6594465
"L9269753",32.802478,74.896616
"L9269993",33.9572653,78.4325086
"L9269995",34.0393978,78.1642763
"L9270008",34.1001433,78.0122939
"L9270012",27.3484622,88.1924148
"L9270018",34.0813224,77.9419098
"L9270023",33.9636532,77.8016983
"L9270150",27.3677521,88.2059615
"L9270382",30.2841822,77.9745248
"L9270684",29.5984578,79.6599085
"L9270826",33.7400679,74.0363271
"L9271857",31.2794472,76.9534933
"L9275578",29.5996784,79.659577
"L9275588",29.5733023,79.6304171
"L9275679",31.313819,77.599188
"L9275763",29.3649181,79.5367354
"L9360758",30.3929825,78.0751237
"L9275873",31.2595091,76.9821962
"L9275994",31.2635694,76.9854255
"L9250503",30.0484641,80.2271126
"L9276029",31.5651518,76.7065481
"L9276081",31.2645771,76.9874467
"L9276156",32.724027,74.876763
"L9276188",31.7644928,77.3039165
"L9276193",31.2648486,76.9916326
"L9276223",32.723673,74.875512
"L9276265",31.2668268,76.9919754
"L9276368",31.2738462,76.9947008
"L9276434",31.2675406,76.9954932
"L9276783",29.3804751,79.4465372
"L9276791",29.38803,79.4552557
"L9277036",32.191422,76.364328
"L9277100",30.5500961,78.2006951
"L9277353",29.6396263,79.6225214
"L9278248",30.070948,80.2328599
"L9278253",30.0860457,80.2532341
"L9278265",29.8945534,80.3167588
"L9281552",31.2586397,77.0039677
"L9281698",31.2575683,77.0021259
"L9281997",31.2630743,77.0080696
"L9282222",30.351294,78.096416
"L9282236",31.2591278,77.0147646
"L9282337",31.2587002,77.0116232
"L9282424",31.2289128,76.7185915
"L9282660",29.5391249,79.569221
"L9283215",32.191466,76.36434
"L9281650",32.187532,76.361195
"L9283746",27.2123268,88.6211221
"L9287836",26.698881,88.3166308
"L9263311",34.476142,76.083389
"L9288261",26.8575956,88.3587393
"L9288465",30.2919628,77.9640219
"L9288860",29.5392031,79.5691811
"L9288871",29.42626,79.635557
"L9288911",29.5016605,79.4930656
"L9289489",29.3822913,79.4636771
"L9289581",29.3923489,79.4618734
"L9289832",29.3180453,79.5835152
"L9290684",30.3623701,78.0948165
"L9295641",34.2557763,77.6294341
"L9295658",34.3286981,77.6434483
"L9295665",34.6319357,77.6252727
"L9295683",34.7805031,77.5428231
"L9295692",34.7478164,77.5527779
"L9295732",34.5749377,77.4997703
"L9295748",34.5445325,77.5702615
"L9296699",31.8587031,77.1486451
"L9296762",29.6398736,79.6227412
"L9296804",30.939454,76.781378
"L9296890",30.2618978,77.9967326
"L9297189",30.1601752,78.290422
"L9297397",32.191561,76.364566
"L9297950",30.3603635,78.0935547
"L9303918",34.2940304,77.2151468
"L9303921",34.2396708,77.1499489
"L9303929",34.2235736,77.1760284
"L9303936",34.2495359,76.8286376
"L9303942",34.1655894,77.3332235
"L8013991",34.0041436,77.6796927
"L9303959",33.9195403,77.7350713
"L9304358",31.2597517,76.9815583
"L9304768",29.590957,79.6411042
"L9304939",29.4254719,79.4311494
"L9304941",29.4232262,79.4268913
"L9305251",31.6687529,77.4732756
"L9305269",31.6777137,77.4756854
"L9305296",31.6828379,77.4803932
"L9305317",31.6828701,77.4799453
"L9305326",31.6827249,77.4801643
"L9305333",31.6882015,77.4836506
"L9305339",31.6827008,77.4802219
"L9305343",31.6875645,77.4833037
"L9305350",31.6876135,77.4833893
"L9305373",31.6933494,77.490666
"L9305402",31.6828767,77.4801931
"L9305932",30.3605102,78.0933796
"L9311832",32.191459,76.364311
"L9312128",29.3374368,79.4910349
"L9313096",31.8917458,77.1428963
"L9313133",30.8528898,77.1795237
"L9314183",33.7435774,74.0503474
"L9314759",32.4454345,77.6906865
"L9295932",32.0926808,78.374684
"L9318724",26.9504447,92.986281
"L9319225",30.0817667,80.2348683
"L9319250",29.388149,79.4637399
"L9319251",29.3953652,79.4585399
"L9319270",29.3893245,79.4598275
"L9319489",32.9665256,74.7555217
"L9221281",30.455744,78.11627
"L9319579",30.2875833,77.959385
"L9319988",33.318854,78.8639563
"L9320006",33.6004741,78.6611089
"L9320079",30.2869878,77.9661869
"L9320395",33.9107253,78.4599029
"L9320408",34.0810174,77.9425405
"L9325410",29.6412563,79.6232634
"L9325480",32.9673041,75.7179542
"L9325589",32.719315,74.8679527
"L9325620",27.2564571,88.2756353
"L9325988",30.3605678,78.0934884
"L9329284",29.4203072,78.9984797
"L9330077",30.3373022,77.9472833
"L9330530",30.2317626,79.2566381
"L9330637",27.0588615,88.8595282
"L9330649",27.1033755,88.8705655
"L9330660",27.0342888,88.8654205
"L9331250",30.2818592,77.9756428
"L9331659",31.1080288,77.1790016
"L9332135",30.2782262,77.9902716
"L9335790",30.2824408,77.9764801
"L9336111",30.409033,77.9701269
"L9325713",34.0955901,77.6001532
"L9337212",31.7672422,77.3059918
"L9337308",26.873959,88.291547
"L9337317",27.082544,88.440911
"L9337604",30.2822808,77.9760459
"L9337875",30.109753,78.380554
"L9340834",30.5496284,79.569215
"L9340873",30.4794075,78.6290562
"L9343667",30.357923,78.100524
"L9343867",30.303102,78.0288645
"L9344220",34.105003,77.571286
"L9344250",34.3756532,77.6673018
"L9344224",34.7554498,77.5514139
"L9303826",26.874106,88.291172
"L9344504",26.879578,88.284088
"L9344510",26.936204,88.314647
"L9344515",26.931133,88.411573
"L9345336",30.3611209,78.0943452
"L9346162",30.2823496,77.9766059
"L9346965",29.3038615,79.3404269
"L9350527",32.1989102,76.3096629
"L9350554",32.0730709,76.1375472
"L9350568",32.0870968,76.2608783
"L9350625",32.2073374,76.3213647
"L9351716",29.7831974,79.4847547
"L9351754",30.0527617,79.5910483
"L9351895",29.3879828,79.4623758
"L9351897",29.3879568,79.4626469
"L9351898",29.3871937,79.4548454
"L9351912",29.3764469,79.4808568
"L9352806",30.2618102,77.9965782
"L9353475",31.323716,77.4969109
"L9358568",30.2657307,78.0901009
"L9359209",32.5725883,77.0245317
"L9360074",29.3885383,79.4618161
"L9360595",31.0314157,78.7496528
"L9360964",31.0964674,77.1799608
"L9361485",31.4501918,77.6316836
"L9361462",27.0482934,88.268818
"L9361632",27.0598949,88.4666886
"L9362039",30.1530401,80.2519568
"L9362151",30.3002364,80.2652427
"L9362301",30.2821977,77.9757354
"L9363167",29.3857414,79.5312461
"L9363239",29.4086004,79.5403181
"L9365597",31.0887598,77.1774962
"L9365717",34.2782725,77.2044581
"L9365764",31.089697,77.1789203
"L9365910",31.0864216,77.2989035
"L9365990",34.1666332,77.5827808
"L9366039",31.1152179,77.1823933
"L9366584",31.5154986,78.1097508
"L9366620",31.4541462,77.6534322
"L9366624",31.0273022,77.259024
"L9366800",31.1042006,77.1449846
"L9367079",30.2611954,77.9996606
"L9367145",31.0669529,77.3263063
"L9371086",31.5222693,78.2485094
"L8040088",31.5972526,77.8360534
"L9371395",31.3912962,78.3533479
"L9371469",33.7086111,77.8647222
"L9371596",31.100738,77.1597203
"L9371663",31.8744577,77.124818
"L9371784",30.0724272,80.2371256
"L9371983",31.1116938,77.1360988
"L9372132",29.3907076,79.4577656
"L9372230",30.292363,78.045065
"L9372326",32.20332,76.314446
"L9372724",31.4274894,78.2643347
"L9372807",31.924235,77.1255183
"L9374052",30.6070751,77.4641945
"L9377027",31.9246946,77.1260146
"L9377115",30.0704026,80.2311956
"L9377245",31.4380374,77.6272721
"L9377247",31.5161618,78.1081964
"L9377441",31.259425,76.9843517
"L9377728",32.087867,76.254077
"L9377731",34.0574838,77.6484862
"L9377756",30.0485396,80.227407
"L9361016",32.252589,76.303789
"L9378066",34.0663967,77.629422
"L9378250",29.5967011,79.2998331
"L9383172",27.3527334,88.6163159
"L9383175",26.8807112,88.4724174
"L9383268",32.2141807,77.2012648
"L9384043",32.2141661,77.2023952
"L9385907",30.2824139,77.9762131
"L9386031",32.246605,76.32908
"L9387004",26.4801637,88.7401257
"L9387055",32.0559098,76.7228673
"L9389873",31.1064356,77.1638276
"L9390318",31.9237911,77.1253729
"L9391120",31.765514,77.3042464
"L9392246",30.3602491,78.0940073
"L9336929",27.1469296,88.1050492
"L9392330",27.1105905,88.6835991
"L9392393",34.0944579,77.5993344
"L9392601",31.195853,78.3657834
"L9392702",27.1704387,88.11253
"L9392726",32.252728,76.30387
"L9392838",27.1423403,88.1703692
"L9393304",27.3530155,88.6164529
"L9393474",32.047239,76.069863
"L9398226",31.1028776,77.1589702
"L9399510",27.3573662,88.6205445
"L9399610",30.3606659,78.0934279
"L9400807",31.0987355,77.2627452
"L9401281",30.3387699,77.9981476
"L9401358",30.459316,77.5348591
"L9404781",30.4709659,78.2167618
"L9404990",29.3909003,79.4578692
"L9404995",29.3819976,79.4489492
"L9405001",29.401082,79.4642003
"L9405002",29.3907567,79.4623702
"L9405018",31.4276155,78.2627666
"L8621110",31.1003454,77.1594699
"L9405487",31.1111859,77.2181457
"L9405891",31.1824221,77.3826781
"L9406094",31.2429786,76.9952265
"L9405993",29.4934428,79.4807059
"L9406446",29.3854658,79.5853043
"L9407096",31.5355571,76.8960925
"L9410533",30.4903847,78.0329202
"L9411085",29.338159,79.5582366
"L9411128",29.3273421,79.5837863
"L9411762",29.5389052,79.5692288
"L9415553",30.3978612,77.5514726
"L9415670",30.3974278,77.5481524
"L9304204",30.2889753,77.958394
"L9416056",29.6240567,79.6744132
"L9416061",29.6241114,79.6746412
"L9416253",30.4043323,77.561611
"L9416262",30.4042806,77.5615256
"L9416266",30.4041654,77.5608742
"L9416272",30.4043039,77.5600888
"L9416275",30.4043134,77.5616173
"L9416320",30.4042682,77.5556722
"L9417010",34.1560971,77.6622251
"L9417217",30.4569051,77.5560493
"L9417514",32.036771,76.845467
"L9417577",31.3430166,76.7547537
"L9417774",29.3953157,79.4580698
"L9417779",30.36036,78.0937633
"L9418414",33.2131036,78.3763525
"L9418482",33.0722968,78.2751712
"L9418529",33.2819083,78.4241736
"L8149573",31.1062235,77.1641244
"L9421190",30.4462581,77.5211029
"L9421298",30.4449713,77.5178237
"L9421437",30.4460381,77.5155817
"L9421628",31.1207011,77.3562555
"L9421679",31.9241703,77.125787
"L9421773",32.2489443,77.190728
"L9422011",30.42786,77.48678
"L9422045",30.43244,77.49184
"L9422053",30.43025,77.48898
"L9422068",30.42919,77.48746
"L9422102",30.4561093,77.5557508
"L9422108",30.4561439,77.555921
"L9422117",30.4560793,77.5560465
"L9422123",30.4560241,77.5560551
"L9422174",30.4564015,77.5562735
"L9422175",30.456132,77.5560201
