Order,ALTALTSPECIES,IUCN name,Tree name,HWI,Sample size,Body mass (log),Range Size,Island,Migration-1,Migration-2,Migration-3,Territoriality,Diet,Habitat,Latitude,AnnualTemp,TempRange,AnnualPrecip,PrecipRange,ALTSPECIES 
Musophagiformes,Crinifer_piscator,Crinifer piscator,Crinifer_piscator,19.71848328,4,2.568201724,421,0,Not a Migrant,1,resident,strong,fruit,3,9.08,26.35020244,20.03933193,1222.42312,266.3135118,Crinifer_piscator
Musophagiformes,Crinifer_zonurus,Crinifer zonurus,Crinifer_zonurus,18.80297967,4,2.721810615,222,0,Not a Migrant,1,resident,strong,fruit,3,6.32,23.14072132,18.28534772,1078.137929,184.0162207,Crinifer_zonurus
Cuculiformes,Guira_guira,Guira guira,Guira_guira,24.92802701,11,2.149219113,692,0,Full Migrant,1,resident,strong,invertebrates,3,-19.84,21.92698534,19.64339211,1212.800276,171.5996435,Guira_guira
Cuculiformes,Crotophaga_major,Crotophaga major,Crotophaga_major,23.71275868,8,2.170994702,1078,0.000927644,Full Migrant,1,resident,weak,omnivore,1,-7.73,24.67417895,14.94308531,1860.544901,236.9048966,Crotophaga_major
Cuculiformes,Crotophaga_ani,Crotophaga ani,Crotophaga_ani,24.92479608,11,2.041747872,1304,0.049079755,Not a Migrant,1,resident,strong,omnivore,3,-6.56,24.29051891,15.39273232,1768.825824,222.7278053,Crotophaga_ani
Cuculiformes,Crotophaga_sulcirostris,Crotophaga sulcirostris,Crotophaga_sulcirostris,19.31863142,4,1.914025652,325,0.024615385,Nomadic,1,dispersive migratory,strong,invertebrates,3,10.87,22.61351027,16.91006611,1315.275192,211.1162653,Crotophaga_sulcirostris
Cuculiformes,Tapera_naevia,Tapera naevia,Tapera_naevia,22.83420633,10,1.685024785,1153,0.002601908,Full Migrant,1,resident,none,invertebrates,3,-7.63,24.22730314,15.4212533,1746.173262,234.1500361,Tapera_naevia
Cuculiformes,Dromococcyx_phasianellus,Dromococcyx phasianellus,Dromococcyx_phasianellus,25.67997796,9,1.926856709,854,0.005854801,Not a Migrant,1,resident,none,invertebrates,1,-7.8,24.40520775,15.58787574,1780.19373,238.6445752,Dromococcyx_phasianellus
Cuculiformes,Dromococcyx_pavoninus,Dromococcyx pavoninus,Dromococcyx_pavoninus,21.80915986,8,1.666517981,344,0,Not a Migrant,1,resident,none,invertebrates,1,-10.93,23.92644057,16.23137229,1871.60109,237.4916858,Dromococcyx_pavoninus
Cuculiformes,Morococcyx_erythropygus,Morococcyx erythropygus,Morococcyx_erythropygus,8.3430325,4,1.809761665,61,0,Not a Migrant,1,resident,strong,invertebrates,2,16.69,23.31602527,17.9226978,1501.071319,292.5820204,Morococcyx_erythropygus
Cuculiformes,Geococcyx_californianus,Geococcyx californianus,Geococcyx_californianus,6.475186807,4,2.575187845,304,0.019736842,Not a Migrant,1,resident,strong,invertebrates,2,30.73,17.27194968,32.50903406,553.4703971,79.81834438,Geococcyx_californianus
Cuculiformes,Geococcyx_velox,Geococcyx velox,Geococcyx_velox,6.491611383,4,2.255007022,82,0.024390244,Not a Migrant,1,resident,weak,invertebrates,2,18.66,22.77208532,19.54483119,1299.754018,255.3013234,Geococcyx_velox
Cuculiformes,Neomorphus_geoffroyi,Neomorphus geoffroyi,Neomorphus_geoffroyi,4.807324264,4,2.550265052,55,0,Not a Migrant,1,resident,weak,invertebrates,1,-6.5,24.79897099,14.05763547,2098.540795,275.1306126,Neomorphus_geoffroyi
Cuculiformes,Neomorphus_squamiger, NA,Neomorphus_squamiger,12.59146341,1,2.550265052,38,0,NA,1,resident,weak,invertebrates,1,-4.4,26.24986923,12.84685385,2104.043846,274.0825923,Neomorphus_squamiger
Cuculiformes,Neomorphus_radiolosus,Neomorphus radiolosus,Neomorphus_radiolosus,0.065789474,1,2.600972896,10,0,Not a Migrant,1,resident,weak,invertebrates,1,1.77,22.08361111,9.798303889,3049.163889,263.0912611,Neomorphus_radiolosus
Cuculiformes,Neomorphus_rufipennis,Neomorphus rufipennis,Neomorphus_rufipennis,5.259487617,4,2.577181479,69,0,Not a Migrant,1,resident,weak,invertebrates,1,4.69,25.68154186,11.93630709,2394.296163,291.971636,Neomorphus_rufipennis
Cuculiformes,Neomorphus_pucheranii,Neomorphus pucheranii,Neomorphus_pucheranii,5.85741342,3,2.51851394,117,0,Not a Migrant,1,resident,weak,invertebrates,1,-4.17,26.02165035,11.64053546,2631.645532,189.3536546,Neomorphus_pucheranii
Cuculiformes,Centropus_milo,Centropus milo,Centropus_milo,7.05965323,4,2.88592634,7,1,Not a Migrant,1,resident,strong,invertebrates,1,-8.73,26.00078,8.35602,3110.08,213.9594,Centropus_milo
Cuculiformes,Centropus_ateralbus,Centropus ateralbus,Centropus_ateralbus,8.196109184,4,2.530199698,14,0.714285714,Not a Migrant,1,resident,strong,invertebrates,1,-4.81,25.603625,8.436367,3329.9385,288.76435,Centropus_ateralbus
Cuculiformes,Centropus_menbeki,Centropus menbeki,Centropus_menbeki,4.309945475,4,2.715167358,93,0.172043011,Not a Migrant,1,resident,strong,vertebrates,2,-6.96,24.40734776,10.7673306,2810.636716,203.0550493,Centropus_menbeki
Cuculiformes,Centropus_chalybeus,Centropus chalybeus,Centropus_chalybeus,10.45321744,2,2.388030116,2,1,Not a Migrant,1,resident,strong,invertebrates,1,7.38,27.1907125,7.302113125,4220.985625,216.2086438,Centropus_chalybeus
Cuculiformes,Centropus_unirufus,Centropus unirufus,Centropus_unirufus,13.56750576,4,2.264250982,20,0.45,Not a Migrant,1,resident,weak,invertebrates,1,15.61,25.9363875,12.2078125,2693.212188,459.8111769,Centropus_unirufus
Cuculiformes,Centropus_chlororhynchos,Centropus chlororhynchos,Centropus_chlororhynchus,8.117540927,4,2.388030116,5,0,Not a Migrant,1,resident,strong,invertebrates,1,7.33,26.85406667,10.80902917,1859.554167,283.69584,Centropus_chlororhynchus
Cuculiformes,Centropus_melanops,Centropus melanops,Centropus_melanops,6.660546501,4,2.344785123,24,0.583333333,Not a Migrant,1,resident,strong,invertebrates,1,8.59,25.96572632,10.54239632,2644.408158,259.9800684,Centropus_melanops
Cuculiformes,Centropus_steerii,Centropus steerii,Centropus_steerii,4.957052241,4,2.297607332,3,1,Not a Migrant,1,resident,strong,invertebrates,1,12.97,26.3755,10.1475125,2421.2325,421.505975,Centropus_steerii
Cuculiformes,Centropus_rectunguis,Centropus rectunguis,Centropus_rectunguis,10.15641101,4,2.376576957,143,0.104895105,Not a Migrant,1,resident,strong,invertebrates,1,0.94,25.9438107,9.581133767,2774.942884,203.9770856,Centropus_rectunguis
Cuculiformes,Centropus_celebensis,Centropus celebensis,Centropus_celebensis,8.160239945,4,2.388030116,29,0.206896552,Not a Migrant,1,resident,strong,invertebrates,1,-2.09,25.34024727,10.27995164,2084.574727,188.7253545,Centropus_celebensis
Cuculiformes,Centropus_anselli,Centropus anselli,Centropus_anselli,5.652784035,4,2.322219295,147,0,Not a Migrant,1,resident,strong,invertebrates,1,-1.17,24.60424167,12.32617442,1739.568897,219.746962,Centropus_anselli
Cuculiformes,Centropus_leucogaster,Centropus leucogaster,Centropus_leucogaster,6.681223567,4,2.488282725,171,0.005847953,Not a Migrant,1,resident,strong,invertebrates,1,5.82,25.83078854,12.52688531,2128.563229,365.8541186,Centropus_leucogaster
Cuculiformes,Centropus_senegalensis,Centropus senegalensis,Centropus_senegalensis,12.9881451,4,2.227886705,984,0,Not a Migrant,1,resident,strong,vertebrates,2,3.81,25.0104582,19.91857695,1121.662052,216.8011434,Centropus_senegalensis
Cuculiformes,Centropus_monachus,Centropus monachus,Centropus_monachus,9.858070205,6,2.303865349,404,0.002475248,Not a Migrant,1,resident,weak,vertebrates,1,4.83,24.0462974,15.72433647,1384.544132,224.9383297,Centropus_monachus
Cuculiformes,Centropus_cupreicaudus,Centropus cupreicaudus,Centropus_cupreicaudus,13.07633506,4,2.455119065,203,0,Not a Migrant,1,resident,weak,vertebrates,1,-12.11,21.69788821,22.24085641,1037.365938,213.5131282,Centropus_cupreicaudus
Cuculiformes,Centropus_superciliosus,Centropus superciliosus,Centropus_superciliosus,14.33412772,4,2.171580202,718,0.008356546,Not a Migrant,1,resident,strong,invertebrates,1,-3.43,23.10340734,19.34751371,894.5592646,176.4256858,Centropus_superciliosus
Cuculiformes,Centropus_nigrorufus,Centropus nigrorufus,Centropus_nigrorufus,11.20933014,2,2.388030116,17,0.117647059,Not a Migrant,1,resident,strong,omnivore,1,-7.25,25.77036452,12.10409258,2396.860323,300.7277258,Centropus_nigrorufus
Cuculiformes,Centropus_sinensis,Centropus sinensis,Centropus_sinensis,13.23180548,4,2.448242413,781,0.065300896,Not a Migrant,1,resident,strong,vertebrates,2,16.77,23.78440817,21.00948197,1689.026863,287.7135773,Centropus_sinensis
Cuculiformes,Centropus_toulou,Centropus toulou,Centropus_toulou,12.28638814,4,2.221022805,56,0.017857143,Not a Migrant,1,resident,strong,omnivore,1,-18.94,23.49157692,17.45797363,1433.716143,295.6684872,Centropus_toulou
Cuculiformes,Centropus_goliath,Centropus goliath,Centropus_goliath,9.179582741,4,2.69846593,11,1,Not a Migrant,2,resident,weak,invertebrates,2,0.2,26.00795385,8.445741538,1966.068462,135.7758308,Centropus_goliath
Cuculiformes,Centropus_grillii,Centropus grillii,Centropus_grillii,21.01308147,4,2.089481203,1127,0.004436557,Not a Migrant,2,dispersive migratory,weak,invertebrates,2,-1.18,24.25525823,18.15864802,1262.04331,227.591243,Centropus_grillii
Cuculiformes,Centropus_viridis,Centropus viridis,Centropus_viridis,14.74013102,4,2.152288344,54,0.611111111,Not a Migrant,1,resident,weak,invertebrates,2,11.85,26.08288072,11.09714398,2675.90241,362.3986031,Centropus_viridis
Cuculiformes,Centropus_bengalensis,Centropus bengalensis,Centropus_bengalensis,18.59217974,4,2.172923864,849,0.183745583,Not a Migrant,1,resident,strong,invertebrates,2,12.08,23.59059112,16.58148956,2067.625585,302.3149883,Centropus_bengalensis
Cuculiformes,Centropus_violaceus,Centropus violaceus,Centropus_violaceus,8.703096981,4,2.698961318,15,0.733333333,Not a Migrant,1,resident,strong,invertebrates,1,-4.76,25.6026,8.387268947,3351.716842,290.254,Centropus_violaceus
Cuculiformes,Centropus_bernsteini,Centropus bernsteini,Centropus_bernsteini,14.39282129,4,2.209809806,70,0.1,Not a Migrant,1,resident,strong,invertebrates,2,-4.69,24.43991739,10.16679217,2781.435652,190.9613391,Centropus_bernsteini
Cuculiformes,Centropus_phasianinus,Centropus phasianinus,Centropus_phasianinus,11.74821436,4,2.582040624,270,0.055555556,Not a Migrant,1,resident,weak,invertebrates,2,-17.88,24.43685506,21.94956566,1068.043674,180.2260114,Centropus_phasianinus
Cuculiformes,Centropus_spilopterus,Centropus spilopterus,Centropus_spilopterus,19.39914163,1,2.388030116,2,1,Not a Migrant,1,resident,strong,invertebrates,1,-5.3,26.7625,8.575,2455.875,266.687625,Centropus_spilopterus
Cuculiformes,Centropus_andamanensis,Centropus andamanensis,Centropus_andamanensis,11.2122918,4,2.369215857,7,1,Not a Migrant,1,resident,strong,invertebrates,2,10.35,26.87064,8.50075,2653.299,382.935607,Centropus_andamanensis
Cuculiformes,Carpococcyx_radiceus,Carpococcyx radiceus,Carpococcyx_radiatus,6.274783825,4,2.695201396,75,0.093333333,Not a Migrant,1,resident,strong,invertebrates,1,0.21,25.82502444,9.17260037,2892.827259,190.5935941,Carpococcyx_radiatus
Cuculiformes,Carpococcyx_renauldi,Carpococcyx renauldi,Carpococcyx_renauldi,1.942666345,4,2.740362689,68,0,Not a Migrant,1,resident,strong,invertebrates,1,14.5,25.64119907,16.41125148,1765.336898,352.1035193,Carpococcyx_renauldi
Cuculiformes,Coua_cristata,Coua cristata,Coua_cristata,6.190489629,4,2.167317335,53,0,Not a Migrant,1,resident,weak,invertebrates,1,-19,23.66548235,17.43124235,1440.031871,295.5101839,Coua_cristata
Cuculiformes,Coua_verreauxi,Coua verreauxi,Coua_verreauxi,10.20263651,4,2.309097617,3,0,Not a Migrant,1,resident,weak,invertebrates,2,-24.66,23.78865,20.39085,574.907875,103.9915225,Coua_verreauxi
Cuculiformes,Coua_caerulea,Coua caerulea,Coua_caerulea,4.943537124,4,2.387389826,23,0,Not a Migrant,1,resident,weak,invertebrates,1,-18.88,22.10447368,15.80824211,1860.236184,298.15275,Coua_caerulea
Cuculiformes,Coua_ruficeps,Coua ruficeps,Coua_ruficeps,6.343119149,4,2.255272505,27,0,Not a Migrant,1,resident,weak,invertebrates,2,-19.92,24.97059744,19.28974359,1063.583128,289.6086267,Coua_ruficeps
Cuculiformes,Coua_reynaudii,Coua reynaudii,Coua_reynaudii,1.892844967,4,2.184691431,23,0,Not a Migrant,1,resident,weak,invertebrates,1,-18.74,22.16888974,15.76176923,1851.684231,297.9266205,Coua_reynaudii
Cuculiformes,Coua_coquereli,Coua coquereli,Coua_coquereli,2.973050723,4,2.204119983,23,0,Not a Migrant,1,resident,weak,invertebrates,1,-17.85,25.36022059,18.20009706,1280.020853,354.8984968,Coua_coquereli
Cuculiformes,Coua_cursor,Coua cursor,Coua_cursor,7.560734515,4,2.041392685,10,0,Not a Migrant,1,resident,weak,invertebrates,2,-23.92,23.86769231,20.76957692,587.0409231,123.3913027,Coua_cursor
Cuculiformes,Coua_gigas,Coua gigas,Coua_gigas,5.744593981,4,2.627365857,24,0,Not a Migrant,1,resident,weak,invertebrates,2,-20.52,24.88354857,19.53881429,990.4877714,266.8541649,Coua_gigas
Cuculiformes,Coua_serriana,Coua serriana,Coua_serriana,2.056133519,4,2.46686762,16,0,Not a Migrant,1,resident,weak,fruit,1,-15.12,23.53619333,14.33674667,2009.648,332.1771113,Coua_serriana
Cuculiformes,Rhinortha_chlorophaea,Rhinortha chlorophaea,Phaenicophaeus_chlorophaeus,9.926037127,4,1.709354776,156,0.102564103,Not a Migrant,1,resident,strong,invertebrates,2,1.59,26.00660468,9.816242809,2747.805447,220.1289443,Phaenicophaeus_chlorophaeus
Cuculiformes,Ceuthmochares_aereus,Ceuthmochares aereus,Ceuthmochares_aereus,13.40220511,4,1.818225894,683,0.008784773,Not a Migrant,1,resident,strong,invertebrates,1,-3.71,23.93898531,14.83886027,1479.057554,227.8121446,Ceuthmochares_aereus
Cuculiformes,Ceuthmochares_australis,Ceuthmochares australis,NA,15.58151222,4,1.792391689,NA,NA,Not a Migrant,1,resident,strong,NA,1,NA,NA,NA,NA,NA,NA
Cuculiformes,Taccocua_leschenaultii,Taccocua leschenaultii,Phaenicophaeus_leschenaultii,11.21464087,4,2.242268045,261,0,Not a Migrant,1,resident,strong,invertebrates,2,21.21,25.58727756,25.9299306,1111.223852,318.3004717,Phaenicophaeus_leschenaultii
Cuculiformes,Zanclostomus_javanicus,Zanclostomus javanicus,Phaenicophaeus_javanicus,11.68413006,4,2.037426498,173,0.115606936,Not a Migrant,1,resident,strong,invertebrates,2,0.83,25.98193011,10.10769755,2697.031822,231.2208993,Phaenicophaeus_javanicus
Cuculiformes,Rhamphococcyx_calyorhynchus,Rhamphococcyx calyorhynchus,Phaenicophaeus_calyorhynchus,12.08620816,4,2.046690221,29,0.206896552,Not a Migrant,1,resident,strong,invertebrates,2,-2.09,25.34024727,10.27995164,2084.574727,188.7253545,Phaenicophaeus_calyorhynchus
Cuculiformes,Phaenicophaeus_curvirostris,Phaenicophaeus curvirostris,Phaenicophaeus_curvirostris,10.65786892,4,2.187520721,186,0.193548387,Not a Migrant,1,resident,strong,invertebrates,1,0.81,26.02239507,10.03238792,2679.715387,231.3385378,Phaenicophaeus_curvirostris
Cuculiformes,Phaenicophaeus_pyrrhocephalus,Phaenicophaeus pyrrhocephalus,Phaenicophaeus_pyrrhocephalus,11.40892963,4,2.046690221,8,0,Not a Migrant,1,resident,strong,invertebrates,1,7.71,27.05474,10.67685,1755.51,294.8269587,Phaenicophaeus_pyrrhocephalus
Cuculiformes,Phaenicophaeus_sumatranus,Phaenicophaeus sumatranus,Phaenicophaeus_sumatranus,10.6119291,4,1.963504499,156,0.128205128,Not a Migrant,1,resident,strong,invertebrates,1,1.17,26.05788725,9.720790598,2779.806892,214.247506,Phaenicophaeus_sumatranus
Cuculiformes,Phaenicophaeus_viridirostris,Phaenicophaeus viridirostris,Phaenicophaeus_viridirostris,15.44286966,4,1.826074803,104,0,Not a Migrant,1,resident,strong,invertebrates,2,15.44,26.65953354,19.39245044,1374.247886,368.1824103,Phaenicophaeus_viridirostris
Cuculiformes,Phaenicophaeus_diardi,Phaenicophaeus diardi,Phaenicophaeus_diardi,9.769276069,4,1.7930916,150,0.1,Not a Migrant,1,resident,strong,invertebrates,1,1.52,25.98684148,9.805563188,2748.979563,216.7900795,Phaenicophaeus_diardi
Cuculiformes,Phaenicophaeus_tristis,Phaenicophaeus tristis,Phaenicophaeus_tristis,16.03892839,4,2.068185862,386,0.025906736,Not a Migrant,1,resident,strong,invertebrates,1,17.2,22.97742103,19.26027272,1887.832174,335.6673578,Phaenicophaeus_tristis
Cuculiformes,Dasylophus_superciliosus,Dasylophus superciliosus,Phaenicophaeus_superciliosus,9.990426082,4,2.089905111,19,0.421052632,Not a Migrant,1,resident,strong,invertebrates,2,15.61,25.9363875,12.2078125,2693.212188,459.8111769,Phaenicophaeus_superciliosus
Cuculiformes,Dasylophus_cumingi,Lepidogrammus cumingi,Phaenicophaeus_cumingi,6.830085201,4,2.231622484,20,0.45,Not a Migrant,1,resident,strong,invertebrates,1,15.56,25.94892121,12.15909091,2739.54303,464.9078079,Phaenicophaeus_cumingi
Cuculiformes,Clamator_coromandus,Clamator coromandus,Clamator_coromandus,26.44210595,4,1.872680607,514,0.013618677,Full Migrant,3,directional migratory,none,invertebrates,2,24.19,19.19145399,24.49304463,1539.34515,296.2496548,Clamator_coromandus
Cuculiformes,Clamator_glandarius,Clamator glandarius,Clamator_glandarius,41.90002714,4,2.155336037,1128,0.00177305,Full Migrant,3,directional migratory,none,invertebrates,2,2.89,22.93694047,22.00806137,862.2253292,176.1721302,Clamator_glandarius
Cuculiformes,Clamator_levaillantii,Clamator levaillantii,Clamator_levaillantii,26.79298498,4,2.086359831,827,0.004836759,Full Migrant,3,directional migratory,none,invertebrates,2,-4.26,23.53036658,20.98618294,955.546871,206.0754199,Clamator_levaillantii
Cuculiformes,Clamator_jacobinus,Clamator jacobinus,Clamator_jacobinus,35.25717227,4,1.89965638,1439,0.002779708,Full Migrant,3,directional migratory,none,invertebrates,2,3.29,23.99125887,22.70223445,947.1377675,215.983719,Clamator_jacobinus
Cuculiformes,Coccycua_minuta,Coccycua minuta,Coccycua_minuta,14.61344127,9,1.59439255,792,0.001262626,Not a Migrant,1,resident,weak,invertebrates,1,-3.93,25.32809472,13.70888336,2119.959842,262.5139041,Coccycua_minuta
Cuculiformes,Coccycua_pumila,Coccycua pumila,Coccycua_pumila,26.75804997,4,1.56937391,91,0,Not a Migrant,1,resident,weak,invertebrates,2,7.08,25.29357778,12.5919394,1883.070171,264.2411614,Coccycua_pumila
Cuculiformes,Coccycua_cinerea,Coccycua cinerea,Coccycua_cinerea,24.55007803,4,1.613207352,221,0,Full Migrant,3,directional migratory,weak,invertebrates,2,-27.92,19.87043715,23.8209566,1099.333434,99.32016215,Coccycua_cinerea
Cuculiformes,Piaya_cayana,Piaya cayana,Piaya_cayana,11.2998413,13,2.008515008,1296,0.005401235,Not a Migrant,1,resident,weak,invertebrates,1,-5.4,24.18561374,15.4231776,1803.09503,234.6066302,Piaya_cayana
Cuculiformes,Piaya_melanogaster,Piaya melanogaster,Piaya_melanogaster,8.833766088,8,2.0120776,448,0,Not a Migrant,1,resident,weak,invertebrates,1,-2.77,25.53436495,12.77107826,2368.615241,253.899312,Piaya_melanogaster
Cuculiformes,Coccyzus_melacoryphus,Coccyzus melacoryphus,Coccyzus_melacoryphus,28.22090323,10,1.696443763,1217,0.006573541,Full Migrant,1,directional migratory,weak,invertebrates,1,-9.45,24.06029273,15.63544063,1768.23861,220.7901957,Coccyzus_melacoryphus
Cuculiformes,Coccyzus_americanus,Coccyzus americanus,Coccyzus_americanus,42.99572377,4,1.806179974,846,0.086288416,Full Migrant,3,directional migratory,weak,invertebrates,1,34.66,14.60161596,33.99516571,903.1124279,85.54707652,Coccyzus_americanus
Cuculiformes,Coccyzus_euleri,Coccyzus euleri,Coccyzus_euleri,33.90160654,9,1.718501689,796,0,Full Migrant,3,directional migratory,weak,invertebrates,1,-7.34,24.85520046,14.9027113,1744.172588,249.3063219,Coccyzus_euleri
Cuculiformes,Coccyzus_minor,Coccyzus minor,Coccyzus_minor,29.64539545,4,1.805432888,237,0.299578059,Full Migrant,2,resident,weak,invertebrates,2,17.8,24.67467456,15.47156556,1546.579743,229.4825759,Coccyzus_minor
Cuculiformes,Coccyzus_ferrugineus,Coccyzus ferrugineus,Coccyzus_ferrugineus,29.0825998,4,1.84509804,1,1,Full Migrant,1,resident,weak,invertebrates,1,5.68,NA,NA,NA,NA,Coccyzus_ferrugineus
Cuculiformes,Coccyzus_erythropthalmus,Coccyzus erythropthalmus,Coccyzus_erythropthalmus,40.74626732,4,1.706717782,891,0.03030303,Full Migrant,3,directional migratory,weak,invertebrates,1,43.2,7.757136098,40.84584628,824.9940577,61.63883106,Coccyzus_erythropthalmus
Cuculiformes,Coccyzus_lansbergi,Coccyzus lansbergi,Coccyzus_lansbergi,25.25088238,4,1.701567985,51,0,Full Migrant,3,directional migratory,weak,invertebrates,2,5.41,24.03143247,11.95875364,1299.478178,186.1940267,Coccyzus_lansbergi
Cuculiformes,Coccyzus_pluvialis,Coccyzus pluvialis,Coccyzus_pluvialis,12.80223681,4,2.212187604,5,1,Altitudinal Migrant,1,resident,weak,vertebrates,2,18.38,25.035275,10.173225,1723.065,202.2754,Coccyzus_pluvialis
Cuculiformes,Coccyzus_rufigularis,Coccyzus rufigularis,Coccyzus_rufigularis,13.68849249,4,2.10720997,6,0,Not a Migrant,1,resident,weak,vertebrates,1,18.97,24.18281429,15.25267143,1298.024286,154.3939857,Coccyzus_rufigularis
Cuculiformes,Coccyzus_vetula,Coccyzus vetula,Coccyzus_vetula,11.47648657,4,1.982271233,5,1,Altitudinal Migrant,1,resident,weak,vertebrates,1,18.38,25.035275,10.173225,1723.065,202.2754,Coccyzus_vetula
Cuculiformes,Coccyzus_merlini,Coccyzus merlini,Coccyzus_merlini,12.78912865,4,2.22940024,23,0.47826087,Not a Migrant,2,resident,weak,omnivore,1,22.07,25.18993243,15.15128919,1243.404108,166.4632378,Coccyzus_merlini
Cuculiformes,Coccyzus_vieilloti,Coccyzus vieilloti,Coccyzus_vieilloti,13.68511077,4,1.913283902,7,1,Not a Migrant,1,resident,weak,omnivore,2,18.46,25.150825,12.985425,1556.065,138.200075,Coccyzus_vieilloti
Cuculiformes,Coccyzus_longirostris,Coccyzus longirostris,Coccyzus_longirostris,12.48197723,4,2,9,0,Not a Migrant,1,resident,weak,invertebrates,2,18.79,24.84316667,14.03246667,1393.193143,157.1743381,Coccyzus_longirostris
Cuculiformes,Pachycoccyx_audeberti,Pachycoccyx audeberti,Pachycoccyx_audeberti,37.60669407,4,2.012204296,398,0.010050251,Not a Migrant,1,resident,none,invertebrates,2,-11.15,22.61092962,18.78479841,1121.269664,205.8618498,Pachycoccyx_audeberti
Cuculiformes,Microdynamis_parva,Microdynamis parva,Microdynamis_parva,19.28507238,4,1.674125983,87,0.114942529,Not a Migrant,2,resident,none,fruit,1,-6.96,24.40734776,10.7673306,2810.636716,203.0550493,Microdynamis_parva
Cuculiformes,Eudynamys_scolopaceus,Eudynamys scolopaceus,Eudynamys_scolopaceus,31.36645392,8,2.289856403,1377,0.164851126,Full Migrant,2,directional migratory,none,fruit,2,9.67,22.79268348,20.44914484,1665.095,261.2530552,Eudynamys_scolopaceus
Cuculiformes,Eudynamys_melanorhynchus, NA,Eudynamys_melanorhynchus,23.69666014,4,2.289856403,31,0.225806452,NA,1,resident,none,fruit,2,-2.18,25.40999344,10.25914098,2071.027705,190.0047721,Eudynamys_melanorhynchus
Cuculiformes,Eudynamys_orientalis,Eudynamys orientalis,Eudynamys_orientalis,24.20441303,4,2.289856403,11,1,Full Migrant,1,directional migratory,none,fruit,2,-5.64,NA,NA,NA,NA,Eudynamys_orientalis
Cuculiformes,Urodynamis_taitensis,Urodynamis taitensis,Eudynamys_taitensis,44.80819055,4,2.068185862,32,0.15625,Full Migrant,3,directional migratory,none,invertebrates,1,-40.74,11.49381231,18.84339615,1720.995519,77.95966731,Eudynamys_taitensis
Cuculiformes,Scythrops_novaehollandiae,Scythrops novaehollandiae,Scythrops_novaehollandiae,45.10077708,4,2.835049752,271,0.099630996,Full Migrant,3,directional migratory,none,fruit,2,-15.08,23.80311157,18.51898736,1496.079861,180.6884247,Scythrops_novaehollandiae
Cuculiformes,Chrysococcyx_maculatus,Chrysococcyx maculatus,Chrysococcyx_maculatus,44.32390777,4,1.437433444,389,0.002570694,Full Migrant,1,directional migratory,none,invertebrates,1,24.27,18.36996696,23.77989495,1584.946191,318.2562715,Chrysococcyx_maculatus
Cuculiformes,Chrysococcyx_xanthorhynchus,Chrysococcyx xanthorhynchus,Chrysococcyx_xanthorhynchus,41.02031078,4,1.349665984,489,0.153374233,Full Migrant,1,directional migratory,none,invertebrates,1,8.5,25.47795904,13.39612541,2393.818242,310.0107154,Chrysococcyx_xanthorhynchus
Cuculiformes,Chrysococcyx_caprius,Chrysococcyx caprius,Chrysococcyx_caprius,38.53822911,4,1.515741417,1708,0.0029274,Full Migrant,1,directional migratory,none,invertebrates,2,-2.37,23.88461908,20.10241809,1001.482649,189.3462738,Chrysococcyx_caprius
Cuculiformes,Chrysococcyx_klaas,Chrysococcyx klaas,Chrysococcyx_klaas,36.56417782,4,1.437274797,1422,0.004219409,Full Migrant,1,directional migratory,none,invertebrates,2,-2.59,23.80848539,18.97549739,1156.099893,212.4006443,Chrysococcyx_klaas
Cuculiformes,Chrysococcyx_flavigularis,Chrysococcyx flavigularis,Chrysococcyx_flavigularis,28.19039292,4,1.465234095,274,0,Not a Migrant,1,resident,none,invertebrates,1,-0.18,24.20233058,12.64264058,1697.966194,178.2953297,Chrysococcyx_flavigularis
Cuculiformes,Chrysococcyx_cupreus,Chrysococcyx cupreus,Chrysococcyx_cupreus,38.28058379,4,1.57634135,1140,0.006140351,Full Migrant,1,directional migratory,none,invertebrates,2,-2.03,23.79860433,17.63206691,1246.760052,219.3803579,Chrysococcyx_cupreus
Cuculiformes,Chrysococcyx_megarhynchus,Chalcites megarhynchus,Rhamphomantis_megarhynchus,28.96907216,1,1.498310554,27,0.37037037,Not a Migrant,1,resident,none,invertebrates,1,-6.68,24.32339231,11.28372308,2742.219231,203.9872538,Rhamphomantis_megarhynchus
Cuculiformes,Chrysococcyx_basalis,Chalcites basalis,Chrysococcyx_basalis,40.60024741,4,1.36398783,662,0.00755287,Full Migrant,1,directional migratory,none,invertebrates,2,-25.63,21.4946651,26.88758168,531.143583,90.4921351,Chrysococcyx_basalis
Cuculiformes,Chrysococcyx_osculans,Chalcites osculans,Chrysococcyx_osculans,39.7604983,4,1.489958479,571,0.001751313,Full Migrant,1,dispersive migratory,none,invertebrates,2,-26.3,21.14879198,27.91806389,470.2074043,75.97657293,Chrysococcyx_osculans
Cuculiformes,Chrysococcyx_ruficollis,Chalcites ruficollis,Chrysococcyx_ruficollis,38.10526316,1,1.322219295,45,0.022222222,Not a Migrant,1,resident,none,invertebrates,1,-7.15,22.40462759,11.41995793,3003.048966,190.3086655,Chrysococcyx_ruficollis
Cuculiformes,Chrysococcyx_lucidus,Chalcites lucidus,Chrysococcyx_lucidus,43.9623664,4,1.388101202,285,0.115789474,Full Migrant,1,directional migratory,none,invertebrates,2,-25.16,19.37116454,19.33683799,1458.951788,127.8852388,Chrysococcyx_lucidus
