"","Value","Std.Error","t-value","p-value","Lambda"
"(Intercept)",15.0912175613856,190.074068599622,0.0793965093322341,0.936829025502145,0.635837818018047
"Median_S",0.189341129525244,0.0339792676344167,5.57225457482979,1.22326306209364e-07,0.635837818018047
