"","Value","Std.Error","t-value","p-value","Lambda"
"(Intercept)",-25.7830929111677,88.1740536107187,-0.292411337069724,0.770245242184298,0.337651401433287
"Median_S",0.1446528875068,0.023596220388924,6.13034143276181,3.96288538181379e-09,0.337651401433287
