"Species","Group","Median_S","LCI_S","UCI_S","Median_W","LCI_W","UCI_W","Median_diff","LCI_diff","UCI_diff"
"Indian Gray Hornbill",0,272,272,272,272,272,279,0,-7,0
"Hill Partridge",0,1580,1574.595,1743,1560.55,1378.4625,1795.62875,28.5500000000001,-215.62875,238.52
"Chestnut-bellied Rock-Thrush",2,1255.45,1226.77375,1373.40875,658.8,474.07625,821.6225,619.45,445.315,819.24
"Hume's Warbler",2,1353.6,1202.82875,1585.5025,272,272,272,1081.6,930.82875,1313.5025
"Pink-browed Rosefinch",2,1828.4,1626.14625,2005.2125,1255,1131.695,1301.735,577.55,370.05,768.635
"Rosy Pipit",2,1581.975,1580,2156.07,255.1,237.3,287,1333.95,1296.52125,1907.2125
"Buff-barred Warbler",2,1514.65,1514.65,1514.65,1212.6,1212.6,1212.6,302.05,302.05,302.05
"Chestnut-tailed Minla",0,1772.4,1401.9,2305.62,1290.5,1154,1548.06,448.1,-23.64,1072.62
"Fulvous-breasted Woodpecker",0,430.25,306.65,455.30625,381.05,315.36,415.0075,47.225,-80.55625,124.1525
"Gray-capped Pygmy Woodpecker",0,386,372,408.7025,372.35,306.185,388,10.45,-16,79.85125
"Rusty-cheeked Scimitar-Babbler",0,591,590.2975,602,602,591,602,-6.60000000000002,-11,11
"Small Minivet",0,272,259.85,302.5075,246.1,245,283.8075,26,-10.3375,55.5125
"Brown Rock Chat",0,272,272,272,272,267.44875,272,0,0,4.55125000000001
"Common Babbler",0,272,246,272,272,254.83,274.16125,0,-26,15.305
"Gray Francolin",0,272,263.3,272,270,260.99375,272,0.800000000000011,-7.70124999999999,10
"Laughing Dove",2,316.025,295.74875,324.23,267.5,237.74875,300.4025,45.625,7.14125000000003,81.35875
"Indian Silverbill",1,245,245,245,262,262,262,-17,-17,-17
"Brahminy Starling",0,276.25,272,305.4625,269.875,245,272,12.25,0,45.71375
"Common Greenshank",0,257.15,254.1575,289.545,273.5,272.455,282.905,-16.35,-18.2975,6.64000000000002
"Common Redshank",2,1582.25,1580,3159.3,275.825,257,298,1321.675,1287.865,2886.70625
"Gray-throated Martin",0,244.5,240.0825,272,269.5,255.31,272,-20.1,-31.1225,11.5724999999999
"Little Ringed Plover",0,250.65,238,274.1,262,257,287,-16.75,-48.4,12.1
"Temminck's Stint",2,1580,1580,1580,267.7,267.7,267.7,1312.3,1312.3,1312.3
"Rufous-bellied Niltava",2,1962.775,1851.975,2055,539.025,434,592.1,1448.05,1281.73875,1605.57125
"Citrine Wagtail",2,1580,1580,1597.7075,260.65,244.55,272,1322,1309,1345.5575
"Black-rumped Flameback",0,254.1,245,272,267.25,249.24125,272,-10.775,-27,13
"Green Sandpiper",0,284.5,272,347.56375,273.1,262.8475,292.305,7.375,-16.1025,69.9424999999999
"Indian Spot-billed Duck",0,275.45,262.64875,319.04,267,245,317.2075,6.47499999999999,-47.8025,54.70875
"Plain Prinia",0,263.95,261.9425,285.915,262.55,251.84375,276.6575,2.17499999999998,-12.82375,22.77875
"Spotted Owlet",0,272,270.03375,272,259.6,245,272,12.375,0,27
"Bar-headed Goose",2,602,420.6,4236.95,262,257.825,262,340,158.6,3974.95
"Bank Myna",0,253.9,238,264,244.5,236.9925,258.75625,8.90000000000003,-11.00125,25.15
"Bluethroat",2,3160.25,3081.745,3183,262,257.5,262,2898.9,2819.745,2921.56875
"Asian Pied Starling",0,264,258.5975,272,261.625,245,272,7.30000000000004,-9.005,27
"Rufous-naped Tit",0,1706.35,1515.295,2056.635,1605.3,1590,1806.485,85.8,-178.1375,451.05
"Indian Roller",0,245,244.89875,245,245,244.2,250.6,0,-5.6,0.901250000000004
"Common Woodshrike",0,277.125,272.46125,349.44125,269.6,246.485,275.47875,13.7,-1.19374999999999,94.08375
"Crested Serpent-Eagle",0,272,254.45,275.2025,264.125,245,272,6.95000000000005,-7.2525,27
"Fire-fronted Serin",2,2624.9,2187.5575,2704,1415.25,1262.795,1434,1203.475,757,1384.58125
"Shikra",0,272,272,272,270,255.09625,272,2.25,0,17.05125
"Hair-crested Drongo",2,372,366.34625,383.75875,307,286.0975,354.06,65,15.5375,89.77125
"Wire-tailed Swallow",0,245,245,272,206,206,269.53125,39,-23,64.9625
"Oriental Honey-buzzard",0,272,268.45375,278,257.95,245,277.85,14.05,-6.28875000000001,31.1025
"Yellow-eyed Babbler",0,290.925,272.2925,316.7,272,269.8,332.5275,16.4,-40.9525,44.405
"Orange-headed Thrush",0,386,386,460.24375,334.825,248.87,591,55.4,-205,200.8825
"Puff-throated Babbler",1,375.6,286.35,386.9025,491.35,415.4975,591,-119.225,-247.6075,-38
"Verditer Flycatcher",2,1093,1027.925,1164,317.75,273.09875,386.9675,773.025,664.54625,865.00125
"White-browed Wagtail",0,272,245,272,249.4,242.8975,268.22,15,-14.3,27.00875
"Peregrine Falcon",0,386.45,302.03,590.9275,373.15,304.6625,414.70375,17.475,-78.07375,217.69
"Ibisbill",2,1901.2,1886,2301,441,402.5625,441,1465.75,1445,1860
"Speckled Piculet",0,602,590.4975,666,602,591,666,0,-57.6375,64
"Whiskered Yuhina",2,1861.35,1691.995,1890,771,659.7,861,1087.075,902.1175,1199.63
"Bearded Vulture",0,1671.025,1559.6,2086.2775,1515.875,1268.85,1799.12375,235.4,-148.96125,663.82625
"Blue-capped Redstart",2,1369,1369,1369,977,977,977,392,392,392
"Chukar",0,1871.9,1643.42375,2379.04,1866.25,1742.8625,2113.08625,-35.15,-394.79375,480.92375
"River Lapwing",0,245,243.7,245,246.4,245,266.50125,-1.64999999999998,-21.50125,0
"Ruddy Shelduck",2,2578.725,412.5,3840.86875,249.55,245,271.2,2327.875,158,3588.8
"Fire-breasted Flowerpecker",2,1862,1845.8125,1946.3025,688.35,602,919,1189.225,946.4925,1307.425
"Black Francolin",0,664.125,533,841.805,755.75,433.98125,1093.35,-51.4750000000001,-448.44125,318.7025
"Red-billed Chough",2,2737.65,2692.5,2768.69,2404.7,2151.96625,2630,319.675,98.9149999999998,586.71
"Yellow-billed Chough",2,2724,2703,2840.14875,2259.4,1728.745,2625.1,477.8,117.80375,1018.92375
"Lesser Whitethroat",2,2351.875,1684.2,2759.7675,272,272,272,2079.875,1412.2,2487.7675
"Red-naped Ibis",0,245,227.8525,254.82125,244.3,208.745,246.5,0.349999999999994,-16.24625,36.255
"Pale-billed Flowerpecker",0,591,388,601.75,388.55,326.19,602,162.55,-145.87125,260.57375
"White-throated Laughingthrush",0,1332,1332,1332,1248,1225.05,1332,84,0,106.95
"Streak-throated Swallow",1,294,281.9,317.46,311.225,299.775,359.36125,-18.15,-69.7275,-1.815
"Himalayan Black-lored Tit",2,1256.4,1035,1332,962,771,1044.1,302.85,71.3899999999999,513.515
"Booted Eagle",2,1284.95,712.94375,1580,292.3,266.5775,330.48375,1002.15,408.57125,1311.79875
"Red-crested Pochard",2,377.5,368,1847.2,283,253.4,343.06875,104.275,40.36875,1529.275
"Common Iora",0,259.65,245,272,275.15,257.15,305.1,-13,-49.125,10.325
"Brown-headed Gull",2,1844.85,422,4069.01875,280.975,230.1375,330.0175,1567.85,109.59625,3807.21375
"Rufous-gorgeted Flycatcher",2,2398.5,2055.6,2627,541.4,431.26,602,1880.75,1498.78,2143.82
"Whistler's Warbler",2,1928.6,1893.07,1964.13,416.325,398.29875,434.35125,1512.275,1494.77125,1529.77875
"Gray Treepie",2,602,602,602,582.775,446,591,19.5,11,156
"Common Merganser",2,3191.6,3183,3208.4175,358,331.76375,422,2828.475,2768.41,2857.44125
"Great Crested Grebe",2,4211.675,4186.09625,4237.25375,251.25,247.2125,255.2875,3960.425,3930.80875,3990.04125
"Hill Pigeon",2,2664.8,2414.3125,2754.25,1457.6,1263.75,2046.93,1176.975,613.86625,1434.45
"Snow Pigeon",2,2646.1,2611.75,2771.4175,1673.2,1573,1912.9,962.15,719.705,1109.675
"Little Swift",0,584,395.3,596.9025,396.8,342.88,412.2525,183.275,-3.30249999999995,238.95125
"Collared Owlet",0,1332,1322.65,1364.04,1330.25,1221.105,1500.3,8.25,-166.795,111.5
"Koklass Pheasant",0,1953.125,1761.11625,2060.77125,1711.4,1449.5275,2006.11,230.425,-121.01625,561.05
"Himalayan Shrike-Babbler",2,1422.15,1332,1678.81,1074.15,772.75125,1256.5325,382.125,136.13625,706.01875
"Lesser Yellownape",0,421.6,386,602,575.25,425.185,602,-92.925,-214,157.8
"Himalayan Monal",0,2425.4,2117.0875,2604.23,2111,1897.07875,2375.43,302.925,-105.7025,639
"White-winged Redstart",2,3263,3193.1,3558.1,3150.8,3056,3172.55875,119.4,40.2725000000002,425.426249999999
"Red-breasted Parakeet",2,378.8,378.8,378.8,377,377,377,1.80000000000001,1.80000000000001,1.80000000000001
"Black Eagle",2,1119.875,946.90375,1292.84625,534.175,312.04125,756.30875,585.7,536.5375,634.8625
"Horned Lark",2,3883.85,3630,4051,3198,3197.7975,3198,685.85,432,853
"Chestnut-crowned Laughingthrush",2,1754.95,1542,1910.04375,1260.7,1242.37375,1335.22,469.275,286.975,641.63625
"Asian Emerald Dove",1,350.85,286.285,385.305,388,388,444.26625,-42,-128.21875,-4.19500000000005
"Robin Accentor",2,3352.2,3178.2825,3820.445,2796.1,2790.25,2817.2,552.05,377.24875,1017.41125
"Eurasian Magpie",1,2719.75,2694,2742,3196.25,3182.5,3198,-474.75,-503,-448.195
"Black-headed Mountain Finch",0,3787.6,3369.6,4046.245,3362,3349.5,3793.75,394.8,-84.3500000000003,677.505
"Twite",2,4114.6,4017.295,4201.25,3237,3237,3242.5,876.200000000001,780.175,964.25
"Great Rosefinch",2,3570.675,3291.28875,3933.8425,3170.7,3150.6,3178.405,400.575,117.21125,766.32125
"Mountain Hawk-Eagle",0,1204,748.92,1332,497.025,379.7,1037.2275,660.5,-71.5225,907.9425
"Bar-winged Flycatcher-shrike",0,372,370.5,421.125,357.6,326,382.8225,20,-8.85000000000002,78.31
"Red-billed Blue-Magpie",0,666,652.6775,794.6,677.4,665.775,791,0,-125,124.805
"White-crested Laughingthrush",1,386,386,425.5,498.35,441.8,625.9275,-110.7,-239.315,-41.97
"Rufous-chinned Laughingthrush",1,666,655.55,728.22,871,666,1140.2,-187.2,-474.2,-4.18
"Chestnut-headed Tesia",2,1448,1269.3,1752.75,801,580.5,1000.11875,653.75,302.25,1134.05625
"Dusky Crag-Martin",2,591,403,599,398.975,361.39,406.9075,188,7.38499999999987,230.95125
"White-tailed Nuthatch",0,1532,1383,1653.025,1396.05,1365,1608.7875,117.3,-124.3525,271.81
"Eurasian Nutcracker",1,1558.95,1348,1862,1884.525,1816.4,1983.81,-322.55,-555.80625,-1.73750000000001
"White-collared Blackbird",2,2445.15,2213,2484,1573.35,1395.8,1754.8775,877.125,611.6925,1086.005
"Himalayan Swiftlet",2,639.1,504.275,879.06875,368,277.4,399.075,295.7,131.9,523.06875
"Ashy-throated Warbler",2,1770.9,1443.9,2173,1213.8,1149.6,1305.76,567.4,227.075,989.4125
"Greater Flameback",0,278,245,370.545,297,274.8575,321,-19,-65.635,73.715
"Striated Laughingthrush",2,1332,1267.95,1332,1248,1248,1308.015,84,3.94875000000004,84
"Small Niltava",2,1293,1254,1332,456.3,388,602,826.8,660.8,929.75
"Black-hooded Oriole",0,248.9,245,272,259,245,272,-4.60000000000001,-27,25.7
"Stork-billed Kingfisher",0,313.6,245,384.79,308.7,251.51,380.28125,6.5,-106.99125,103.46875
"Jungle Owlet",0,245,245,272,247,245,274.3025,-0.799999999999983,-28.4075,21.605
"Rufous-bellied Woodpecker",0,1681.275,1576.6,1861.81875,1577.5,1542,1747.8375,76.8000000000001,-107.82,282.81625
"Blue-bearded Bee-eater",0,245,245,265.295,311,245,379.89,-65.5,-134.47,0.989999999999971
"Changeable Hawk-Eagle",2,258.5,258.5,258.5,245,245,245,13.5,13.5,13.5
"Himalayan Flameback",0,339.25,277.85,369.5,318.2,313,358.89375,7.125,-39.35,36.55
"Scarlet Minivet",2,635,420.18,1089,354,294,385.5025,295.675,51.8925,755.675
"Lineated Barbet",2,333.8,325.7,372,303,273.5,326,33,2.74125,79.5225
"Green-tailed Sunbird",2,2146,2030.195,2173,718.3,456.3975,987.41375,1420.525,1137.09625,1687.715
"Oriental Pied-Hornbill",0,245,245,250.01,259.8,245,289.8025,-14.1,-44.51,0
"Maroon Oriole",2,1369.5,651.28625,1494.3175,379.025,301.18875,591.56375,962.875,224.95625,1092.3175
"Velvet-fronted Nuthatch",0,408.75,330.45,443.7525,372,366.31,403.685,36.05,-39.24,51.0475
"Black-faced Warbler",2,1576.2,1472.4,1848.55,1332,1249.25,1430.6,238.45,91.8,538.4
"Red-whiskered Bulbul",0,270.5,245,272,250.4,245,272,7.30000000000001,-26.2,27
"Greater Yellownape",0,522.875,405.98125,823.065,602,460.24375,970.255,-68.975,-435.87875,220.25875
"Ashy Bulbul",0,386,383.3625,404.15,377.35,298.2025,464.8625,8.5,-78.8625,87.7975
"Blue-winged Minla",0,1296.9,881.3775,1332,1248,917.95875,1332,27.375,-407.16625,362.30125
"Mountain Bulbul",2,1332,1332,1332,1205.25,1127.15,1294.08,126.75,37.92,204.85
"Bronzed Drongo",2,730.425,505.13,1239.96375,437,396.61,591.14625,270.35,31.4387500000001,763.41
"Streak-breasted Scimitar-Babbler",0,2173,1703,2173,1864.125,1574,2173,223.825,-278.27875,593.4
