"Species","Group","Median_S","LCI_S","UCI_S","Median_W","LCI_W","UCI_W","Median_diff","LCI_diff","UCI_diff"
"Orange-bellied Leafbird",1,1839.55,1755.21875,1914.24,2291.45,1991.20375,2463,-437.249999999998,-655.592500000001,-138.64375
"Red-tailed Minla",2,3020.25,2988.39375,3088.05,2476.2,2280.4,2560.35,563.600000000001,448.595,762.1325
"White-crested Laughingthrush",0,1751.25,1739,1902.8175,1831.9,1756.5725,1935,-66.8500000000005,-194.4,99.313749999999
"Little Cormorant",0,831.899999999999,426.49625,906,1266,386.705,1270,-360,-781.305000000001,491.09
"Black Bulbul",2,2771,2749,2823.03,2387.55,2203,2463,391.600000000002,286.097499999999,591.035
"Black-hooded Oriole",0,540,531.2,540,485,411.98625,540,54.9000000000003,0,126.535
"Black-throated Tit",0,2544.7,2472.4475,2767,2632.9,2471.5425,2677,-31.650000000001,-203,229.4125
"Common Iora",0,1498,1063.6,1675.2,1277.75,1069.5,1394.485,214.025,-217.033750000001,549.6
"Golden-throated Barbet",0,2325,2201.5,2474,2412,2242.15375,2474,-45.25,-233.77875,158.3675
"Gray-capped Pygmy Woodpecker",0,1720.25,1134.8875,1801.75,1406.4,1369.94375,1436.5,312.95,-269.3875,398.5875
"Gray-hooded Warbler",2,2446.55,2368,2474,2325,2302.8675,2374,104.7,14.9000000000003,149
"Hill Partridge",2,3143,3137,3240.55,2771.4,2674.81,2795.9,385.2,343.8,521.98
"Little Pied Flycatcher",2,2325,2094,2381.5,1420.2,1342.8,1452.45,918.1,696.019999999999,1006.47
"Mountain Bulbul",1,2088.4,1943.5825,2368.06625,2451,2339.84,2474,-337.75,-516.045,-14.4050000000001
"Spotted Dove",2,2184.5,2040.65,2259,1628.625,1412.045,1847.4,541.95,286.06625,774.45875
"Verditer Flycatcher",2,2768,2719.38125,2771,1980.55,1718.9375,1986.3,787.299999999999,735.7,1052.0625
"White-naped Yuhina",0,1947.8,1619.2,2003,2108,1771.8,2267.75,-153.3,-498.879999999999,206.519999999999
"White-throated Fantail",2,2479.2,2474,2534.8,2222.6,1990.93625,2310,277.65,164,493.53
"Asian Palm-Swift",0,805.699999999999,655.8125,911,872,497.5625,891.499999999999,-38.9999999999989,-223.424999999999,389.512500000001
"Asian Pied Starling",0,419,335.225,440,449.4,346.09625,463,-27.7499999999996,-110.245,81.0025000000001
"Himalayan Swiftlet",2,3872.4,3642.54,4116,2155.3,1863.82,2276.5,1704.8,1395.54,2092.83
"Beautiful Sibia",2,3046,2937.09375,3071,2474,2468,2474,572,463.093749999998,597
"Black-throated Sunbird",2,2141,2054,2255,1807.35,1672.2,1956.7,345.95,149.0275,520.616249999999
"Brownish-flanked Bush Warbler",2,2771,2771,2771,2419.4,2419.4,2419.4,351.6,351.6,351.6
"Bay Woodpecker",0,2474,2463,2488.3,2491.55,2367.87,2546.6,-16.1999999999998,-72.5999999999995,113.8
"Olive-backed Pipit",2,4058.6,3950.45,4096,2902,2842.175,2902,1163.4,1055.5,1230.95625
"Small Niltava",2,2392.05,2077.22125,2474,1769.95,1591.775,1827.5,630.825,278.79,843.337500000001
"Ashy Drongo",2,2814,2750.5,2878.9,1763.7,1739,1821.82625,1050,966.5,1121.5075
"Blue-winged Laughingthrush",2,2474,2474,2474,2396.75,2131,2446.75,77.25,27.25,343
"Hair-crested Drongo",2,1737.175,1623.6,1849.20375,1446.6,1344.4625,1551.3025,306.975,145.82875,470.59
"Little Egret",2,2304.6,1199.7,2309,406.5,310.4,657.050000000001,1825.05,728.175000000002,1990.575
"Silver-eared Mesia",0,1885.2,1761.79,1944,1950.75,1574.20375,2041.3,-71.1249999999999,-250.45875,293.682500000001
"Red-vented Bulbul",0,1944.15,1873.74625,2012.4,1973.975,1935,2043.3325,-34.3750000000005,-128.609999999999,41.3499999999999
"Tickell's Leaf Warbler",2,4363.6,4027.935,4421.95,2913.65,2460.73375,2973.45,1448.5,1205.88375,1912.0625
"Asian Barred Owlet",0,1998,1660.5875,2166.05,2072.8,1902.2925,2280.25,-82.0249999999996,-424.97375,186.375
"Red-breasted Parakeet",0,433.3,298.9625,452.65,289.3,231.7725,408.53,127.65,-25.9249999999999,218.35
"Crested Serpent-Eagle",0,2114,1998.565,2151.1,2054,1859.05,2188.8,56.1249999999993,-103.405,241.082499999999
"Chestnut-crowned Laughingthrush",2,3146,3146,3146,2979,2912.38375,2979,167,167,233.6
"Gray-cheeked Warbler",0,2464.9,2343.85,2475.35,2474,2306.51,2562.2,-18.1999999999998,-165.19,157.285
"Streak-breasted Scimitar-Babbler",2,3049.5,2968.4925,3131,2739,2739,2758.15,305,226.028749999999,387.02875
"Striated Laughingthrush",0,2732.15,2677,2771,2681.35,2677,2759.75875,40.9249999999993,-47.8537499999995,94
"Wedge-tailed Green-Pigeon",2,2791.4,2712.25,2839,2465.2,1937.6,2477.6,363.8,250.932499999999,888.125
"Yellow-breasted Greenfinch",2,3146,3109,3146,2615,2577.93875,2677,519.6,458.575,566.5875
"Black-winged Cuckooshrike",2,2693.8,2560.93,2749,1196.3,1067,1470.25,1468.775,1191.75,1654.79375
"Blyth's Leaf Warbler",2,3140,3137,3145.7,2410.175,1843,2474,729.000000000001,663,1295.09875
"Slaty-bellied Tesia",2,2474,2337.5,2492.9,1740.5,1613.865,1751.1,734.925,600.31375,857.1775
"Chestnut-crowned Warbler",2,2717.2,2588.5,2862.05,2540,2445.76,2632.25,191.05,26,360.047500000001
"Rufous-winged Fulvetta",2,2919.4,2741.80375,3057.4,2653.9,2442.97,2677,288.399999999999,85.3325000000004,523.245000000002
"Gray-throated Babbler",0,1962.775,1739,2082,1838.6,1534.74625,2193,115.4,-308.089999999998,500.5775
"Pin-striped Tit-Babbler",2,908.3,884,2361.64999999999,625,574.65,955.249999999999,310.525,9.90625000000221,1693.70125
"Puff-throated Babbler",2,1402,1172.4225,1476.8,1069.275,1009.47,1069.95,364.45,140.7675,452.02
"Black-tailed Crake",0,2786,2677,2867.4,2614.45,2538,2677,149,0,309.03
"Blue-winged Minla",2,2658.625,2494.64625,2698,2030,1874.72125,2301.35,584.000000000001,289.468749999999,806.129999999999
"Blyth's Shrike-Babbler",2,2536.8,2474,2613.595,2387,1919.275,2463,185.9,35.3899999999996,624.362499999999
"Gray Bushchat",2,3013.9,2962,3046,2321.2,2104.5,2325,711.05,637,916.87875
"Gray-headed Canary-Flycatcher",2,2561,2520.735,2633.085,1697.5,1543.35625,1813.62875,855.775,736.438749999999,1039.2025
"Nepal Fulvetta",0,2110.4,1956.3975,2366.82375,1946.75,1867.45,2030.1,169.524999999999,-22.8237500000002,440.93125
"Russet Sparrow",0,3137,3102.62125,3140,3140,3137.15,3140,-3,-37.3787500000011,0.600000000000364
"White-tailed Nuthatch",2,3113.6,2825.735,3138.35375,2744.6,2619.76625,2817.16125,350.675,62.3912499999994,471.951250000001
"Gray-sided Bush Warbler",2,4116,4116,4116,2203,2027.65,2309.05,1911.15,1806.95,2088.35
"Nepal House-Martin",2,4293,4217,4464,2587.6,2266.8,2809,1726.3,1457.2,2109.295
"Plain Mountain Finch",2,4915,4915,4915,3930,3916.48,3942.705,985,972.295,998.52
"Himalayan Bulbul",0,2192.8,2015.14625,2272.95,2089.75,1836.875,2161.95,110.85,-86.1225000000003,368.47
"Oriental Turtle-Dove",2,3140,3137,3167.215,2842.05,2767.98375,2853.60875,300.800000000001,285.35,374.1
"Rufous Sibia",2,3017,2947.995,3025,2799.4,2764.99375,2805.8,216.8,148.9975,250.95625
"Large Niltava",0,2254.05,2101,2303,2268.7,2117,2325,-22,-207,186
"Lineated Barbet",0,417.4,330,822.399999999999,442.1,304.175,494.6,-16.4749999999999,-133.6375,399.931249999999
"White-rumped Shama",0,811.15,610.02,841.7,1044.15,575,1264.65,-234.899999999999,-646.649999999999,252.365
"Greater Necklaced Laughingthrush",0,1517.5,1117.74375,1549,1815.8,1387.8475,2019.96,-350.424999999999,-777.975,25.7962499999989
"Greater Yellownape",2,2187,1977.2,2311.8,1945,1860,2075.5,226.275,11.9925000000004,394.842499999999
"Red Junglefowl",0,1379.8,1035.27,1422.6,1456.8,1134.89,1550.95,-88.4999999999998,-411.05,185.14
"Asian Emerald Dove",0,1412.6,1119.165,1635,1343.75,1229.25,1347.5,83.0000000000001,-223.797500000001,287.5375
"Black-crested Bulbul",0,1605.09999999999,1109.73,1988.6,1274.5,1127,1317.2,350.399999999999,-170.5525,773.015
"Common Green-Magpie",1,1544.45,1402.4875,1595.75,1982,1758.9,2070.62,-435.299999999999,-628.601249999998,-202.62625
"Eurasian Kestrel",2,4207.65,4207.65,4207.65,3710,3710,3710,497.65,497.65,497.65
"Oriental Magpie-Robin",1,1620.25,1493.27375,1736,1784,1724.6975,1844.1275,-163.7,-300.48,-36.6787500000014
"Common Myna",1,1826.1,1723,1882.25125,1952.1,1854.55125,2097.06375,-138.674999999999,-307.736250000001,-3.92875000000035
"Common Tailorbird",1,1466.9,1413.095,1637.26125,1673,1590.25,1733.5025,-202.125,-286.367499999999,-9.84874999999969
"Ibisbill",1,2578,2440.37375,2580,2979.75,2598,2991.35625,-401.25,-518.86875,-18
"Red-wattled Lapwing",0,1456.25,1222,1640.1,1642,1475.3,1796.7,-214.55,-503.595000000001,75.0512500000004
"Rufous-gorgeted Flycatcher",2,3612.35,3447,3631.6,2391.25,2323.3675,2464.65,1182.7,1027.9325,1305.3
"Whiskered Yuhina",2,2804.1,2771,2827,2505.5,2474,2585.445,297.15,211.87625,353
"Barred Cuckoo-Dove",2,2638.3,2525.695,2692.855,2289.6,1983.4,2463,352.75,81.4299999999999,685.305
"Striated Yuhina",0,1245.225,1130.54,1395,1818.3,1222.5,1904.95,-557.25,-730.745,42.0724999999997
"Scarlet Minivet",2,2793.8,2615.99375,2933.4,1795.5,1664.1,1878.6975,994.9,816.786249999999,1153.3525
"Barn Swallow",2,2152.75,2086.95,2298.75,1695.3,1582.65,1775.8,476.5,335.2,666.304999999999
"Rufous-bellied Niltava",2,2835.25,2744.35,2867,2082.8,1783.5425,2351.25,748.425000000001,441.646249999999,1073.21125
"Gray-chinned Minivet",2,2916,2534.55,2951.4,2198.45,2070.6325,2235.78,717.55,333.102500000001,855.522499999998
"White-collared Blackbird",2,3837.85,3710.6,3894.5,3356,3255.65,3386,483.1,349.462500000001,597.935000000002
"Blue-fronted Redstart",2,4358,4317,4389.5,3040,2995.2875,3067.35,1314.025,1258.995,1369.805
"Black-chinned Yuhina",1,2029.9,1978.43875,2257.6,2463,2274.985,2548.6,-377.874999999999,-528.081249999999,-129.47625
"Yellow-bellied Warbler",0,1419.75,1402,1505.8,1847.5,1402,2159.5,-411.774999999999,-748.11875,39.0499999999997
"Cattle Egret",2,849,619.94,1198.40125,527.8,475.335,603,312.95,84.4899999999994,680.5575
"Gray-backed Shrike",2,3446,3264.6,3620.6,2558,2530,2598,885.65,705.789999999999,1060.04625
"Gray-headed Woodpecker",0,1804.8,1661.23,1938.2,1700.95,1502.23,1798,116.5,-73.7750000000003,341.829999999999
"Mountain Imperial-Pigeon",2,2700,2240.47625,2719.2,1739,1556.7,1759,959.85,498.405,1138.35875
"Long-tailed Broadbill",0,1572.65,1265.1,1696.95,1413.4,1309,1641.85,102.2,-237.265,354.77
"Gray Treepie",0,1987.525,1872,2153.37875,2200.65,2042,2257.75,-150.375000000001,-344.16625,78.6562500000001
"Red-whiskered Bulbul",0,1352,954,1484.81,1225.3,1145.59,1251.7075,133.875,-283.015,312.3325
"Large Cuckooshrike",0,1343.7,1247.5125,1351.87,1283.5,1151.925,1285.5425,66.6499999999999,-35.6650000000004,192.0975
"Rufous-necked Laughingthrush",0,1772.9,1556,1951.6975,1668.5,1522,1787.6,92.4500000000002,-174.21375,323.077500000001
"Asian Openbill",1,105.125,98.9262499999999,111.32375,124.125,114.50625,133.74375,-19,-34.8175000000001,-3.18250000000001
"Chestnut-tailed Starling",2,1416,1253.4725,1488.85,873.299999999999,838.765,1086.65,525.3,296.99,633.42
"Velvet-fronted Nuthatch",0,1651.475,1395.3375,1871,1543.925,1402,1597.25,150.8,-164.872499999999,425.293749999999
"Great Myna",0,1018.7,595,1197.62,1736.8,1003.65,1802.35,-635.45,-1185.5,103.064999999999
"Bar-winged Flycatcher-shrike",0,2118.15,1873.24,2365.9,1935.2,1785.24,1950.2,229.2,-43.5500000000004,495.18
"Greenish Warbler",2,4214.75,4132.125,4217,2069.8,1669.5,2233,2139.55,1934.375,2534.7125
"Lesser Yellownape",2,2403.4,1915.85625,2688.61375,1733.25,1503.095,1900.075,608.574999999999,94.9575000000002,1005.61
"Mountain Tailorbird",2,2586.2,2526,2705.5,2371,2076.7,2399.2,263,126.800000000002,554.72
"White-bellied Erpornis",0,1757.5,1650.03,1796.45,1718.9,1513.36,1732.73,57.6499999999999,-23.94,241.3
"Black Eagle",2,2771,2731.1,2958.35375,2474,2297.2,2510.3,302.5,249.01875,521.999999999998
"Collared Owlet",1,2536.8,2526,2651,3221,3145.2,3257,-684.2,-728.4975,-552.027500000001
"Himalayan Cutia",2,2677,2499.07625,2682.25,2303.25,2103.93875,2353.2,360.400000000001,255.184999999999,569
"Chestnut-headed Tesia",2,3146,3146,3146,2358.8,2287.9075,2454.65,787.2,691.350000000001,858.0925
"Chestnut-bellied Rock-Thrush",2,3426.8,3320.38,3434,2309.95,2156.29875,2434.85,1092.125,963.0325,1258.96125
"Darjeeling Woodpecker",1,3143.6,3041.5,3146,3431,3309.9875,3442.1,-296.099999999999,-396.849999999999,-194.7375
"Short-billed Minivet",2,2848.4,2761.25,2945.075,1837.6,1737.8875,1839.7,1051.7,921.55,1203.615
"Stripe-throated Yuhina",2,3354.45,3268.45,3361,2761.4,2709.16,2775.4,589.425,504.295,638.025
"Whistler's Warbler",2,3264,3177.0675,3358.2,1836.25,1760.7725,2018.5,1428.2,1222.0575,1565.0675
"Yellow-browed Tit",2,3138.05,3137,3138.65,2843.5,2745.0375,2904.1,293.5,233.972500000001,392.997500000001
"Fire-tailed Sunbird",2,4217,4217,4252,2284.3,2226.8,2325,1937,1892,1998.685
"Red-billed Chough",2,4784.625,4704,4860.55,4241.25,4114.15,4284.9,546,436.6725,685.265
"Rufous-vented Tit",2,4190.35,3799.5,4198.55,3752,3734,3752,438.349999999999,47.5,456.9
"Eurasian Nutcracker",2,3722,3691.355,3725.3,3602.45,3569.6,3632.9,118.7,79.2349999999993,152.4
"Fulvous-breasted Woodpecker",0,1634.4,919.85,1834.5,1513.4,1285.0025,1638.8,133.85,-596.0575,466.742499999998
"Snow Pigeon",2,4878.25,4852.5,4890.5,4199.95,4033,4281.5,673.150000000001,591.74375,851.05
"Rufous-breasted Accentor",2,4383.5,4258.2,4394.65,3221,3221,3249.5,1151.35,1018.60625,1173.65
"Yellow-billed Blue-Magpie",0,3287.1,3146,3309.5,3325.1,3253.6,3358.25,-36.1999999999998,-184.11375,47.653750000001
"Black-faced Warbler",2,2713.6,2698,2722,2474,2474,2474,239.6,224,248
"White-throated Laughingthrush",2,3145.1,3100.55375,3205.75,2809,2768.55,2832.2,338.075,291.84125,413.8
"Dark-breasted Rosefinch",2,4254.1,4217,4275.3,3422.3,3416,3432.2,830.9,788.4,854.799999999999
"Red-headed Bullfinch",2,4118,3973,4127,3445,3436.75,3445,673,528,687.994999999999
"Red-billed Leiothrix",2,2749,2749,2771,2472.9,2377.385,2582.5,282.15,170.308750000001,379.415
"Scaly-breasted Munia",0,1704.5,1613.575,1775.5,1606.9,1550.45,1689.3,82.7000000000005,-46.3100000000001,204.37
"Rufous Treepie",0,577.25,415.8,633.5,730.999999999997,579.975,1045.4,-177.125,-511.125,12.5149999999999
"Green-billed Malkoha",0,1220.225,1078.08125,1345.32625,1121.85,1072.65,1612.55,11.1750000000002,-458.84625,267.12625
"Long-tailed Shrike",2,3033.25,2896.74625,3099,2048,1948.63875,2272.46125,976.35,730.2925,1118.21
"Himalayan White-browed Rosefinch",2,4272,4248.15,4272,3925.05,3859.7625,3925.95,346.5,323.05625,405.418750000001
"Indian Pond-Heron",0,865,275.1,1198,488.5,379.89875,521.2,377.474999999999,-219.02125,776.0325
"Red-faced Liocichla",0,2474,1959.065,2474,2048.3,1991.5,2053.55,421.5,-74.34125,477.45
"Black Drongo",2,2276,2075.8225,2551,1457.4,1329.295,1729.85,794.225000000001,416.048750000002,1166.315
"House Sparrow",2,2077,1999.5,2155.2,1854,1592.4775,2005.55,220,70.8349999999999,509.5575
"Jungle Myna",0,1097.3,399.062499999999,1281,1148.65,796,1249,-50.0000000000007,-735.902500000001,366.477499999999
"White-breasted Waterhen",0,1318.4,519.4,1796,2315.2,661.8625,2342.75,-696.275,-1789.54,703.911250000002
"Coal Tit",2,4119,4032.4,4137,3744.5,3722,3752,376,290.8975,400
"Eurasian Hoopoe",2,2899.3,2845.78125,2931.15,2329.5,2309,2350.5,572.1,504.20625,625.75
"Black-faced Laughingthrush",2,4158,4116,4226.4,3793.55,3752,3834.5,367.849999999999,295.150000000001,445.356250000001
"Spotted Laughingthrush",1,3403.45,3326,3425.6,3542,3537.2,3542.9,-138.55,-216,-115.3925
"Cinereous Tit",0,1655,884.179999999998,1809.4,1793.5,1152.5,2066.95,-237.95,-958.62875,544.307500000003
"Kalij Pheasant",2,3058.6,2943.135,3114,2903.45,2871.6,2922.3,155.75,45.5999999999999,219
"Rock Pigeon",1,2829,2375.925,2873.1,3673.55,3661.4,3673.55,-836.45,-1291.55,-788.300000000002
"White-winged Grosbeak",2,4255.35,4255.35,4255.35,3755.4,3752.77,3755.8,499.949999999999,499.55,502.579999999999
"Paddyfield Pipit",0,1425.15,1232,1425.15,1542.6,1069.035,1645.02,-176.250000000001,-387.465,355.345
"Hoary-throated Barwing",1,3140,2986.80625,3140,3422.3,3198.78125,3465.05,-290.849999999999,-433.73125,-58.7812499999994
"Gray-winged Blackbird",2,2835.4,2751,3022.945,2400.1,2251,2489.25,433.275,284.735,663.2075
"Crimson Sunbird",0,1558.8,1402,1893.5,1427.05,1402,1500.25,142.874999999999,-25.50875,470.25
"Rose-ringed Parakeet",0,439.65,234.175,1077.7,1270.4,449.775,1619.7,-820.899999999999,-1309.225,103.675
"Black Kite",0,482.899999999999,213,628.05,1034.35,295.899999999999,1266,-585.949999999999,-1017.6925,171.02875
"Brown Parrotbill",1,3031,3022.285,3172.05,3229.25,3155.94,3245.75,-190,-217.4,-47.7750000000002
"House Crow",0,2560.45,2555.89125,2589.6025,2558,2538,2558,8.19999999999982,0,36.9074999999996
"Himalayan Prinia",0,1767.65,1556,1948,2021.15,1846,2064.25,-219.575,-490.22,81.5599999999999
"Eurasian Jay",0,3098.6,2849.45,3137.75,2913,2683.75,2913,199.15,-59.0000000000005,429.045
"White-browed Fulvetta",0,3620,3482.5,3701.6,3560.8,3542,3586.65,50.5749999999998,-82.9512500000007,143.17
"Rusty-cheeked Scimitar-Babbler",0,1994.85,1944,2027,1965.525,1935,2008.3,24.225,-49.0125,75.53125
"Alexandrine Parakeet",1,290.3,235.025,380,463,381.879999999999,463,-101.899999999999,-227.645,-9.28999999999933
"White-browed Wagtail",2,4023.5,3700.8225,4084.5,2309,2309,2314.75,1714.5,1391.27,1775.5
"Indian Peafowl",1,593.9,537.25,603,1007.25,900,1071.55,-422.225,-527.7175,-316.27375
"Jungle Babbler",1,910.199999999997,556.15,1136.25,1315.1,1262,1460.7,-446.650000000002,-794.9175,-167.890000000001
"Eurasian Collared-Dove",2,1067,463,1936.55,463,312,463,630.199999999998,25.8812499999985,1500.38625
"Purple Sunbird",0,455.949999999999,173,487.9,283,250.42,323,158.4,-114.74625,225
"Red-naped Ibis",0,213.8,203.95,274.55,258,251.16,275.6,-44.2,-65.265,16.5499999999997
