"","Value","Std.Error","t-value","p-value","Lambda"
"(Intercept)",-38.8474771682218,95.9105427016123,-0.405038654499957,0.686152675194572,0.285258986385359
"Median_S",0.205321494923693,0.0354931995771289,5.78481222797389,5.6459013883023e-08,0.285258986385359
