"","Value","Std.Error","t-value","p-value","Lambda"
"(Intercept)",-306.692765840493,184.619793018439,-1.66121281378461,0.0984510107631087,0.728132649124704
"Median_S",0.246698122951924,0.0236511015588357,10.4307244353176,3.88378174477858e-20,0.728132649124704
