"","Value","Std.Error","t-value","p-value","Lambda"
"(Intercept)",-14.912980726874,91.0151462933102,-0.163851637163936,0.870060032640298,0.318380513136534
"Median_S",0.18716093502549,0.0308848130481824,6.05996658401353,9.83010428449822e-09,0.318380513136534
