"","Value","Std.Error","t-value","p-value","Lambda"
"(Intercept)",-349.674063808273,192.791000129831,-1.81374682206531,0.0711441008349755,0.620811227170056
"Median_S",0.25905860400424,0.0253354324554645,10.2251502696716,3.55255777351645e-20,0.620811227170056
