"Species","Group","Median_S","LCI_S","UCI_S","Median_W","LCI_W","UCI_W","Median_diff","LCI_diff","UCI_diff"
"Black-headed Jay",0,2417,2417,2417,2417,2417,2417,0,0,0
"Eurasian Kestrel",2,4457.85,4328.55,4470.4,4145.6,3560.59999999999,4152.8,318.8,180.19125,849.272499999998
"Gray-headed Canary-Flycatcher",2,2499,2499,2499,1332,1300.5,1384.5,1167,1114.5,1198.5
"Indian White-eye",2,2115.6,2093,2149.6075,2011,1966.065,2026.0225,109,82,162
"Mistle Thrush",2,3278.95,3103.5,3332.15,2844,2844,2844,434.95,259.499999999999,488.15
"Rock Pigeon",0,2067,2035,2095.6275,2067,2056.2,2080.2675,0,-33,27.7537499999996
"Scaly-bellied Woodpecker",2,2738,2687.7,2812.015,2635.5,2629.75,2642,100,49.0974999999999,179.5175
"Spotted Forktail",2,2480.2,2420.84875,2499,2417,2417,2417,63.2000000000003,3.84874999999946,82
"Black Drongo",2,1683.8,1606.4925,1763.0275,861,827,861,836.35,750.6,917.74125
"Common Kingfisher",0,1775,1619.795,1845.95625,1771.35,1704.28,1810,-5.42499999999984,-150.543750000001,90.28875
"Eurasian Coot",2,4534,3487,4536,3237,3236,3237,1297,250,1299
"Eurasian Moorhen",2,3242.725,3238.595,3261.7025,3220,3220,3220,22.7249999999999,18.5949999999999,41.7999999999997
"Gray Heron",0,3240,3222.54625,3337,3239.5,3232.75,3240,1.67500000000018,-17.4500000000003,97.1187500000008
"Little Grebe",2,3181,3181,3186.86125,1586.95,1581,1595,1594.375,1586,1601.1
"Mallard",2,4127.09999999999,3263,4504.3,3246.25,3244.2,3251.3,881.599999999999,16.1475000000001,1259.05625
"White-throated Kingfisher",0,1580,1580,1584,1584,1581,1588,-4,-8,0.456250000000034
"Black-throated Tit",2,2601.35,2548,2621,2417,2417,2417,184.35,131,204
"Variegated Laughingthrush",2,3436.05,3330.61625,3524,2893,2858.75,2914.25,545.025,436.192499999999,641.86375
"Eurasian Jay",2,2484,2484,2490.3,2417,2417,2417,67,67,73.3000000000002
"Gray-headed Woodpecker",0,2485.95,2417,2499,2417,2417,2417,68.9499999999998,0,82
"Himalayan Woodpecker",2,2893,2893,2959.3,2860,2860,2860,33,33,99.3000000000002
"Asian Barred Owlet",2,2313,2230.4875,2417,2175.25,2173,2233,136,29.7349999999988,244
"Crested Kingfisher",0,1781,1757,1872.30625,1738.1,1656.5,1757.8,59.8000000000004,0,167.93875
"Golden Eagle",2,5294.6,4798.50125,5359,4211,4211,4211,1083.6,587.501249999999,1148
"Intermediate Egret",2,1581.6,1024.92,2492.64,693.6,602,796.75,964.5,310.72,1791.14
"Jungle Babbler",1,1419,1413,1423,1477.9,1434,1523,-58.8999999999996,-103.415,-15
"Jungle Myna",2,1952,1952,1971.6,1584.1,1370.79,1633.08125,370.6,319.9775,583.9025
"Oriental Magpie-Robin",2,1434,1419,1491,1223.6,1094,1255,213.300000000001,168,345.307500000001
"Red-wattled Lapwing",0,827,827,827,837.35,827,919,-10.3499999999996,-92,0
"Himalayan Bluetail",2,3574.6,3490.4,3667.05375,2499,2417,2499,1088.5,994.45625,1181.6025
"Lemon-rumped Warbler",2,3242,3216,3288.25,2282,2227.5975,2293,963.9,923,1043.04
"Blue-throated Barbet",2,2011,2010,2022.005,1901,1870,1937.0125,109.1,73.4875,141
"Brownish-flanked Bush Warbler",2,2772.6,2729.25,2784,2233,2141.5,2293,537.5,454.5,634.10375
"Common Tailorbird",1,936.35,901.997499999999,988.161249999999,1163.2,1143,1191,-221.750000000001,-264.2,-166.2875
"Indian Pond-Heron",2,3190,2161.66499999999,3234.20125,1595,1589.6975,1601,1592.225,566.702499999986,1638.11
"Little Egret",2,1622.5,1612.2,1779,1580,1579,1584,43,29.94125,199
"Plum-headed Parakeet",2,1775.1,1677.975,1846.46625,1365,1352,1383,409.975,307.60375,484.063749999999
"Black-chinned Babbler",2,2417,2417,2417,2227.25,2174,2234.2075,189.75,181,243
"Black-crowned Night-Heron",2,1613,1604.6,1841.2575,1601.5,1596.8,1604.2,15.3,3.04999999999988,240.204999999999
"Brown-fronted Woodpecker",0,2388,2250.32375,2417,2244.75,2230.78625,2293,123.875,-11.4012500000004,183.05
"Chestnut-bellied Nuthatch",2,2067,2049,2093,1922.25,1791,1951,151.9,104.64375,279.95625
"Himalayan Prinia",2,2233,2198.2375,2233.25,2132.6,2112.1925,2178.55,90.3,32.8412499999999,119.6075
"Kalij Pheasant",0,2417,2417,2483.6775,2417,2417,2495,0,-78,52.7637499999986
"Pied Kingfisher",0,1587,1585,1600.5,1596,1585.49875,1605,-6.79999999999995,-19.1012500000001,8.85375000000012
"Red-billed Leiothrix",0,2045,2004.78875,2052.6225,2070.2,2049,2096.25,-26.0250000000001,-71.53375,0
"Rufous Sibia",2,2627,2607.48125,2627.87125,2417,2417,2417,210,186,210.849999999999
"Slaty-blue Flycatcher",2,3160.5,3073.91875,3221.45,1601,1577,1640,1558.175,1459.85125,1625.6775
"Carrion Crow",2,4405,3576,4524,3525.4,3430.05,3640.6,850.500000000001,35.7700000000024,1037
"Eurasian Hoopoe",2,4250.45,4211,4265.3,1838.35,1720.51,2076.08,2394.45,2156.395,2527.7975
"Slaty-headed Parakeet",2,2417,2417,2417,2173.2,2173,2180.3025,243.8,236.6975,244
"Long-tailed Minivet",2,2810,2788.85,2838.015,2173,2133.74375,2182.82,643.799999999999,615,688.00875
"Eurasian Collared-Dove",2,2417,2417,2417,1586.125,1397.4,1643.7125,830.875,773.287499999999,1019.6
"Long-tailed Shrike",2,3423.25,3352.4,3525.2225,2030,1918.18375,2087.60125,1399.325,1322.99,1536.05375
"Black-and-yellow Grosbeak",2,3253.4,3148.97,3370.75,2860,2860,2860,393.4,288.97,510.75
"Blue-fronted Redstart",2,3698.4,3589.4025,3930.31,2417,2417,2417,1281.4,1172.4025,1513.31
"Brown Dipper",2,3816.75,3560.7425,3887.75,3420,3420,3460.2,382.15,137.529999999999,464.4675
"Greenish Warbler",2,3243.7,3202.1475,3326.4,864.424999999999,717.5475,1188.8,2405.45,2051.19375,2561.01125
"Little Forktail",2,3251,3171.695,3251,2844,2788,2852,403,332.59,446.1125
"Siberian Stonechat",2,3404.4,3220,3504,2021.775,1911.1975,2049,1374.5,1186.0975,1551.8025
"White-capped Bunting",2,2934,2934,2934,2009,2001.185,2038.85,925,895.15,932.815000000001
"Eurasian Wren",2,4230.2,3908.9375,4542.5,3424.8,3420,3440.8,802.2,488.937499999999,1120.2625
"Great Egret",1,2490.99999999999,1676.9,3075.99999999999,3236.3,3230,3238.8825,-745.125000000006,-1560.51625,-155.907500000006
"Northern Shoveler",2,4536,4536,4536,1588,1588,1588,2948,2948,2948
"Baya Weaver",0,827,827,827,827,827,827,0,0,0
"Black-winged Stilt",2,4536,4522.3675,4539.5,602,602,602,3934,3916.89375,3937.5
"Cattle Egret",2,1323,1178.5925,1579.1,1038.45,892.534999999994,1194,253.400000000007,17.8937499999919,551.1925
"Common Sandpiper",2,4533.4,4523.49875,4534,1863.225,1779,1887.49625,2667.475,2634.4275,2751.8025
"Garganey",2,4536,4530.25,4536,3251,3244.475,3252.2,1284.05,1278.05,1291.3525
"Gray-headed Swamphen",0,1590,1585,1594.1,1589.2,1586,1596.17,0.599999999999909,-9.09999999999991,6.84000000000006
"Pied Bushchat",0,1908.35,1830.0975,1959.005,1662.8,1376.9,1921,253.250000000002,-51.3149999999993,544.523750000002
"White-breasted Waterhen",0,919,804.4,1175,854.4,789.5325,919,62.7999999999979,-61.045,337.61125
"Barn Swallow",2,3244.3,3237,3263,2108,2108,2108,1136.3,1129,1155
"Gray-breasted Prinia",0,1434.85,1419,1507.1025,1483.15,1419,1524.405,-19.6750000000002,-90.6249999999997,70.2025000000003
"Paddyfield Pipit",0,886.1,616.9,1071,804.949999999999,666,1066.69,60.0500000000026,-287.80375,345.5275
"Red-rumped Swallow",1,2030,2011,2035,2104,2083.23875,2108,-74.1249999999998,-97,-49.74625
"Upland Pipit",2,2781.6,2527.2,2928.8675,2211.45,2181.7,2216.85,575.599999999999,314.298749999998,714.863749999999
"Indian Robin",2,1362.25,1323,1395,1255,1226,1261.75,111.8,68,159.71
"Purple Sunbird",2,1200.4,1164.6825,1236.75125,827,717.95375,864.7125,390.900000000001,324.9325,490.865
"Indian Peafowl",0,1496,1437.12375,1641.3,1496,1240.57,1627.0625,15.2000000000028,-146.532499999999,283.58625
"Brown-headed Barbet",0,827,827,831,827,827,827,0,0,4
"Coppersmith Barbet",0,861,844,861,911.299999999999,843.7925,1077.5,-53.5749999999986,-216.6675,13.6900000000001
"Green Bee-eater",0,694.8,666,742.605,784,695.905,819.25375,-82.7000000000008,-127.75375,2.50249999999911
"Red Junglefowl",0,1705,1572.9225,1805.6,1681.9,1559.915,1746.3025,18.8499999999993,-134.215,173.46125
"Scaly-breasted Munia",0,1542,1483.68125,1580,1550,1429.695,1582.61625,-4.525000000001,-80.30125,138.760000000002
"White-throated Fantail",2,1767.55,1665.4825,1836.76625,1630,1574.0975,1686.26875,145.475000000001,30.7312500000054,243.5
"Ashy Prinia",1,827,827,837.449999999999,1040.25,872.99875,1164,-209.349999999999,-337,-45.5962499999999
"Asian Koel",2,2077.8,1983.845,2148.25,1076.85,666,1509.25,992.549999999999,557.6075,1437.285
"Greater Coucal",0,827,827,846.8,827,827,827,0,0,19.7999999999997
"Indian Gray Hornbill",1,827,827,831,962,861,1005.4,-134.1,-177.717499999999,-34
"Hill Partridge",2,2893,2893,2944,2491.2,2442.94375,2499,403,394,466.7625
"Chestnut-bellied Rock-Thrush",2,2896.5,2822.34625,2928.8,2175.8,2126.4925,2183.05125,725.4,647.63,788.1
"Himalayan Rubythroat",2,4081.5,4030,4086.65,1591,1556,1654.985,2485.35,2397.7425,2528.3325
"Hume's Warbler",2,3183,3013.97,3240.21125,1816,1785.0425,1877,1355.2,1193.31125,1444.1825
"Pink-browed Rosefinch",2,3615.5,3534.9625,3621,2499,2499,2499,1116.5,1035.9625,1122
"Rufous-breasted Accentor",2,3928,3643.35,4037.45,2236,2231.32,2263.9,1687.35,1407.35,1804.015
"Rosy Pipit",2,4335.8,4063.94,4561.2,1691.5,1584.24375,1824.17,2653.5,2333.28875,2943.1525
"Buff-barred Warbler",2,3464.1,3321,3518,2383.6,2309.45,2413.23,1075.9,930.96,1164.61
"Chestnut-tailed Minla",2,3373.875,3232.73375,3506.75,2417,2417,2417,956.875,815.73375,1089.75
"Fulvous-breasted Woodpecker",2,2112.45,2018.94875,2232.42625,1870.7,1683.1325,1913.2,279,143.4775,492.305
"Gray-capped Pygmy Woodpecker",2,2044.1,1931,2073,1770.3,1628.84625,1866,267.55,129.2825,420.3175
"Rusty-cheeked Scimitar-Babbler",0,2417,2417,2417,2344.8,2287.9675,2417,71.6000000000013,0,129.032500000001
"Small Minivet",2,901.45,843.15,1014.45,811,666,827,110.15,26.6962500000005,277.358749999999
"Brown Rock Chat",0,827,827,827,827,827,827,0,0,0
"Common Babbler",0,828.3,827,852,827,827,827,1.29999999999995,0,25
"Gray Francolin",0,830.5,826.99875,852,816.6,746.8675,827,26.1500000000003,0,95.755
"Laughing Dove",0,1027.3,827,1202.43,1218,827,1592,-220.55,-680.225000000003,218.84625
"Indian Silverbill",0,657.35,459.5,823,919,602,923.55,-212.15,-430.8775,89.6475000000002
"Red Avadavat",0,780,640.78625,780,666,598.1375,752.2375,114,-16.8312499999999,181.8625
"Brahminy Starling",2,1069.65,1011,1221.65,827,827,827,242.649999999998,184,394.65
"Common Greenshank",2,4323,4247,4534.35,3263,3231.3375,3263,1060.75,984,1288.0325
"Common Redshank",2,4539,4536,4541.95,3263,3263,3263,1276,1273,1278.95
"Gray-throated Martin",0,743.15,609.695,922,666,602,695.05,85.0999999999997,-54.9150000000001,269.075
"Little Ringed Plover",2,1789,1584.7,1938.75,640.95,469.8875,666,1164,957.046249999999,1384.315
"Temminck's Stint",2,4536.4,4532.1625,4610.3,425.85,422,530.5,4112,4014.2,4182.4
"Wood Sandpiper",2,4288,4172.1,4519.325,637.2,603.76,1101.56,3686,3072.3,3883.885
"Rufous-bellied Niltava",2,2511,2505.6,2511,1896.75,1757,2002.25,613.6,508.742500000001,754
"Citrine Wagtail",2,4534,4496.39625,4534,1580,1192.33,1661.9,2953,2867.165,3341.46625
"Black-rumped Flameback",2,861,811.479999999999,861,696.850000000001,666,794.028749999999,159.05,43.4500000000009,195
"Green Sandpiper",2,4534,4415.1575,4536,3256.7,3245,3263,1272.85,1160,1289.3
"Indian Spot-billed Duck",0,602,602,602,602,602,602,0,0,0
"Plain Prinia",0,1524.25,1323.24875,1817.8,1362.8,1226,1480,176.65,-85.0449999999997,551.47375
"Spotted Owlet",0,827,827,834.9325,827,827,827,0,0,7.93249999999973
"Bar-headed Goose",2,4540,4536,4560.5,602,456,809,3948.6,3734.18875,4085.60375
"Purple Heron",2,602,602,602,406.4,403.3125,409.4875,195.6,192.5125,198.6875
"Bank Myna",0,1105.5,653,1288.6,664.125,602,826.037499999998,434.824999999999,-13,635.015
"Bluethroat",2,3845,3615,3878,1585,1580,1595,2260,2025.82875,2293.9025
"Woolly-necked Stork",2,422,422,422,409,403,421.475,13,0.525,19
"Asian Pied Starling",0,827,827,827,827,827,827,0,0,0
"Rufous-naped Tit",2,3347,3112.90125,3461.4,2965.9,2921.45,3053.05,364.425000000001,118.6225,503.5575
"Indian Roller",2,601,459.9825,666.765,444.9,430.785,491.1025,141.825,3.995,218.21125
"Common Woodshrike",0,1051.5,913.499999999999,1056,1056,861,1167.3,-22.5749999999996,-172.06875,188.625
"Crested Serpent-Eagle",0,2417,2417,2417,2417,2417,2417,0,0,0
"Fire-fronted Serin",2,4432.35,4302.28,4533.025,3780.2,3659,3928.2,659.700000000003,484.437499999999,827.57875
"Shikra",0,1802.25,1609.95,1858.0025,1652.15,1414.69375,1759.81,149.549999999999,-70.2399999999998,392.8425
"Hair-crested Drongo",2,1279,1255,1306.4,961.9,870.65,1011,315.7,253,409.455
"Wire-tailed Swallow",0,827,827,830.415,1095.4,827,1145.4,-268.4,-318.4,0
"Oriental Honey-buzzard",2,1947.2,1645.10375,2021,1580,1013.46625,1602.5,369,74.8987500000009,930.265000000002
"Yellow-eyed Babbler",0,827,827,833,827,827,861,0,-34,5.26124999999999
"Orange-headed Thrush",2,995.95,881.785,1012.5,666,627.08,685.755,328.6,213.574999999999,358.0125
"Puff-throated Babbler",1,896.55,861,985,1227.55,987.4425,1255,-324,-394,-73.9412500000002
"Verditer Flycatcher",2,2499,2499,2499,1945.85,1701,2049,553.15,450,798
"White-browed Scimitar-Babbler",1,1594.5,1521.14,1739.95,2226.4,1827.9075,2398.5,-644.049999999999,-856.5,-213.585
"White-browed Wagtail",2,2652,1991.79375,3164.2,934.6,808.199999999999,1067.15,1712.7,1010.535,2236.815
"Thick-billed Flowerpecker",0,985,861,1090.7,1102,935.3625,1108.2,-108.675,-241,58.0062500000006
"Peregrine Falcon",2,2710.4,2387.2,3091.4,2099.525,2002.85,2160.2,610.85,286.593749999999,999.51125
"Ibisbill",0,3440.9,3263,3487.205,3263,3263,3263,177.899999999999,0,224.205
"Speckled Piculet",0,2050,1947.48125,2336.4,2173.55,2088.8,2229.02125,-127.275,-241.0025,160.807499999999
"Whiskered Yuhina",2,2511,2510,2516.95875,2499,2499,2499,12,11,17.9587499999998
"Bearded Vulture",2,5359,5349.685,5359,4211,4211,4211,1148,1138.685,1148
"Blue-capped Redstart",2,3534.45,3397.1525,3595.85,2328,2293,2373,1210.7,1061.8375,1290.1
"Chukar",2,4739.725,4683.8475,5196.8,4211,4211,4211,528.724999999996,472.8475,985.799999999997
"River Lapwing",0,544,475.69625,627.6075,610.199999999999,535,666,-66.35,-175.0225,57.7537499999998
"Ruddy Shelduck",2,4646,4542,4707.5,3263,3238.3,3263,1383.6,1279,1450.20125
"Fire-breasted Flowerpecker",2,2499,2499,2499,2068.95,1887.50125,2116.15,430.05,382.85,611.498749999999
"Black Francolin",2,2417,2417,2417,2201,2179,2230,216,187,238
"Yellow-footed Green-Pigeon",0,788.6,765.865,904.468749999999,832.724999999999,663.45,882.749999999999,-9.64999999999992,-116.884999999999,186.298749999999
"Red-billed Chough",2,4713,4665,4868.24,4211,4211,4211,502,454,657.240000000001
"Yellow-billed Chough",2,5267,5267,5267,4252.8,4211,4269.85,1014.2,997.150000000001,1056
"Lesser Whitethroat",2,3706.95,3554.5325,3844.45625,827,827,1125.10875,2833.6,2565.47,3012.6
"Eurasian Skylark",2,4468,4468,4468,3236,3236,3236,1232,1232,1232
"Red-naped Ibis",0,403.525,347.25,422,422.25,405.6,438,-20.525,-74.78375,3.5025
"Pale-billed Flowerpecker",0,778.4,683.94625,861,911.249999999999,804.02,1000,-133,-287.128750000001,19.27875
"White-throated Laughingthrush",0,2417,2417,2417,2417,2417,2417,0,0,0
"Streak-throated Swallow",0,1056,910.638749999999,1794.2,1214.5,861.31,1366,-110.1,-335.27875,674.2
"Himalayan Black-lored Tit",2,2411.5,2212.2875,2480.00625,2141.85,2114.7,2153,275.4,76.6974999999994,359.75375
"Scaly-breasted Cupwing",2,3324,3232.43,3324,2474.4,2407.01,2498.18,844.600000000001,770.51,916.980000000001
"Scaly Thrush",2,2965,2965,2965,2355.75,2171.18,2450.75,609.25,514.25,793.82
"Booted Eagle",2,3244,3239.4975,3263,1460.65,1058.935,1674.5,1789.05,1569.06,2182.595
"Red-crested Pochard",2,4524,4468,4524.4075,3200.25,3181.78625,3206.4,1323,1266.5925,1342.15
"Common Iora",2,850.8,798.9,884.645,761,626.49875,825.22,89.4250000000002,13.5850000000001,229.0025
"Brown-headed Gull",2,4538.6,4535.9,4541.75,1579,1354.47375,1583,2959.9,2954.0975,3185.23875
"Rufous-gorgeted Flycatcher",2,3220.5,3077.5,3271.8,1861.2,1759.38125,1957.525,1384.25,1184.74375,1485.26875
"Whistler's Warbler",2,3257.75,3166.215,3269,2003.3,1798.4,2011,1259.25,1162.865,1466.48
"Gray Treepie",0,2417,2417,2417,2417,2417,2417,0,0,0
"Common Merganser",2,4473.8,4381.22875,4528.4,3547.35,3442,3636.4,931.3,812,1052.3475
"Great Crested Grebe",2,4537.1,4536,4543.4,422,422,428.6,4114.75,4108.1,4121.4
"Alpine Swift",2,3272.4,2932.2,3434.295,2108,2103.13,2108,1164.4,824.199999999998,1326.295
"Hill Pigeon",2,4844.95,4713.2975,5020.4,4382,4325.4,4392.95,465.225,330.25,644.94375
"Brown-capped Pygmy Woodpecker",2,1709.1,1503.9525,2117.75,1092.45,1001.1375,1120.8,654.299999999999,390.66,1094.31625
"Brown Accentor",2,4800,4713,4808.7,4162,4154.8,4162,638,551,653.9
"Snow Pigeon",2,4937.4,4599.7375,5121.17875,4077,3829.45,4102,862.6,525.097500000001,1098.71125
"Little Swift",0,1952,1952,1968,1952,1573,1952,0,0,379
"Collared Owlet",2,3054.5,2893,3269,2680,2680,2680,374.5,213,589
"Koklass Pheasant",0,3160,3072.7,3227,3204.35,3025,3236,-41.2000000000003,-157,146.220000000001
"Himalayan Shrike-Babbler",2,2644.25,2603,2730.5,2385.5,2274.25,2417,273.25,189.599999999999,411.229999999999
"Lesser Yellownape",0,2049,2008.4875,2110.71125,2004.3,1870,2067,60.7749999999999,-25.8424999999988,190.01875
"Himalayan Monal",2,3538.1,3458,3648.75,3237.65,3236,3244.25,298.175,218.6825,411.115
"Large Cuckooshrike",0,861,861,861,872.625,787,918.70625,-11.625,-57.7062499999997,74
"White-winged Redstart",2,5345,5278.4,5359,3717.8,3681.7,3721.3,1627.9,1562.93375,1673.6
"Tickell's Blue Flycatcher",0,1138.25,916.844999999999,1209.25,1039.5,1003.8,1057.35,116.5,-135.915,169.749999999999
"Red-breasted Parakeet",0,679,628.825,968.3,1114.75,629.175,1652.2,-386.5,-952.599999999996,214.799999999999
"Eurasian Crag-Martin",2,4504.6,4468,4756.31374999999,2283.5,2183.63,2293.05,2253.15,2176.08,2488.4925
"Streak-throated Woodpecker",0,642.05,607.4,740.4,636.2,602,695.23,11.4,-71.8999999999998,105.84
"Black Eagle",0,2417,2312.35,2481.8,2417,2401.75,2435.55,0,-105.122500000001,64.8000000000002
"Horned Lark",2,5262.95,5023.985,5347.8,4382.5,4335.8,4399.6,876.975,646.547499999999,970.8025
"Chestnut-crowned Laughingthrush",2,2780.4,2746,2884.7,2417,2417,2417,363.4,329,467.699999999998
"Asian Emerald Dove",2,1611.95,1406.335,1769.1425,1332,1304.7975,1348.47375,279.949999999999,74.7262499999996,437.65625
"Robin Accentor",2,5317.7,5267,5345,4211,4211,4211,1106.7,1056,1134
"Eurasian Magpie",2,4249.1,4211,4253,4148,4148,4148,101.1,63,105
"Black-headed Mountain Finch",2,5356.9,5284.0625,5359,4490.05,4468,4496.35,862.65,794.92875,877
"Twite",2,4689.85,4661.39625,4789.9,4211,4211,4211,478.85,450.396250000001,578.9
"Great Rosefinch",2,4964.5,4692.64875,5249.4,4393.9,4301.2,4405.3,577.475,303.8,861.2
"Mountain Hawk-Eagle",2,2912,2439.1,3278.4075,2417,2417,2417,495,22.0999999999999,865.6
"Bar-winged Flycatcher-shrike",0,1696.35,1463.175,1961.8,1472.35,1364.59,1576.865,238.150000000001,-18.8512499999997,542.20625
"Red-billed Blue-Magpie",0,2148.875,2115,2185.3225,2173,2138,2202.025,-12.8000000000004,-67.6025000000008,36.7999999999997
"Spot-winged Grosbeak",2,2623.125,2510.82125,2763.65,2499,2337.7325,2499,181,11.9425000000001,359.5725
"White-crested Laughingthrush",0,1738.125,1534.37625,1870,1870,1870,1870,-131.875,-335.62375,0
"Rufous-chinned Laughingthrush",0,1952,1770.925,2063.75,2028.25,1823.6075,2049,-58,-275.5,169.31
"Chestnut-headed Tesia",2,2999.2,2965,3109.1,2417,2417,2417,582.2,548,692.099999999999
"Dusky Crag-Martin",1,894.399999999999,861,1011,1227,1084.48,1441.87375,-346.55,-555.05,-175.98125
"White-tailed Nuthatch",0,2699.15,2627,2739.6,2625.95,2622.3,2627,73.2749999999974,0,115.1025
"Eurasian Nutcracker",2,3218.65,3035,3269,2868.25,2860,2934.25,334,146.722500000001,409
"White-collared Blackbird",2,3319.1,3222.18,3386.8,2625,2576.35,2637.6,696.95,598.77,774.42
"Himalayan Swiftlet",2,3254.5,2893,3528.42125,2273.8,2109.75,2310.8,1001.6,602.975,1361.70125
"Yellow-browed Tit",2,2998.175,2965.5,3012.05,2893,2889.90625,2893,105.175,72.5,119.05
"Ashy-throated Warbler",2,3051,2965.85,3176.4275,2417.8,2417,2446,628.7,546.6675,758.4
"Greater Flameback",0,861,801.4825,861.4,926.499999999999,861,1052.5875,-68.2499999999989,-203.322499999999,0
"Striated Laughingthrush",2,2479,2428,2509.40625,2417,2417,2417,62,11,92.4062499999996
"Large Gray Babbler",0,735.15,654.265,848,666,602,778.175,58.8499999999999,-87.115,182.7
