"","Value","Std.Error","t-value","p-value","Lambda"
"(Intercept)",35.5586274589947,154.183094787699,0.230625980805204,0.817907554699248,0.439935156308274
"Median_S",0.183877136449055,0.0352194160797665,5.22090247131304,5.60769183386372e-07,0.439935156308274
