"Species","Group","Median_S","LCI_S","UCI_S","Median_W","LCI_W","UCI_W","Median_diff","LCI_diff","UCI_diff","elev_roundS","elev_roundW","maxTemp_June_mean","minTemp_June_mean","maxTemp_June_ci","minTemp_June_ci","tempRange_June","maxTemp_Jan_mean","minTemp_Jan_mean","maxTemp_Jan_ci","minTemp_Jan_ci","tempRange_Jan","ThermalRegime","Species3","Tree.name","HWI","Diet"
"Kalij Pheasant",0,3062.25,2901.4775,3234.2,2987.7,2844.37125,3093,105.5,-142.048750000001,318.027499999999,3100,3000,16.9991192463813,5.4701539404151,0.0468697339181514,0.0319701110303918,11.5289653059661,-2.45058419243986,-13.7617029400535,0.0456103928984545,0.0403724952058589,11.3111187476136,30.7608221864348,"Lophura leucomelanos","Lophura_leucomelanos",17.7587268,"omnivore"
"Red Junglefowl",0,1321.5,1063.86,1434.45,1451.25,1033.12,1649.64,-118.05,-456.37,258.84,1300,1500,31.558729611196,19.5627112797516,0.0478129138985327,0.0378145616164514,11.9960183314443,9.79640170397897,-2.55083386205021,0.0451870073554771,0.0333743535342371,12.3472355660292,34.1095634732462,"Gallus gallus","Gallus_gallus",23.21714883,"omnivore"
"Indian Peafowl",1,594.55,502.7275,633.8,1007.25,842.12625,1165.8,-424.200000000001,-585.24125,-238.43375,600,1000,35.9098041195477,24.2701164512655,0.0234141803249473,0.0224606985928427,11.6396876682822,13.6126699885809,1.11721166822381,0.0427266772539068,0.0284986337345262,12.4954583203571,34.7925924513239,"Pavo cristatus","Pavo_cristatus",28.71360931,"omnivore"
"Hill Partridge",2,3225.05,3133.02,3405.32,2761.4,2607.84,2800.1,475.5,338.22,706.579999999999,3200,2800,16.2309402106568,4.81013011152416,0.0451961893453638,0.0317097005924498,11.4208100991326,-0.976010292114424,-12.4362872710761,0.047429006860939,0.0406443076490743,11.4602769789617,28.6672274817329,"Arborophila torqueola","Arborophila_torqueola",25.19798408,"omnivore"
"Red-wattled Lapwing",0,1400,1203.4875,1642,1645.975,1375.225,1886.9,-247.425,-597.0125,155.3125,1400,1600,30.630136406397,18.7024270931326,0.0459548879733138,0.0359576860274805,11.9277093132643,8.79992350841408,-3.37247577766446,0.0410408363124757,0.0302668088368569,12.1723992860785,34.0026121840615,"Vanellus indicus","Vanellus_indicus",43.2386972,"invertebrates"
"Great Hornbill",0,1268.7,1068.39,1602.1,1202,1067,1376.28,74.7499999999991,-237.81,421.89,1300,1200,31.558729611196,19.5627112797516,0.0478129138985327,0.0378145616164514,11.9960183314443,12.1043963389552,-0.302781777046483,0.0414529140408808,0.0274151040609836,12.4071781160016,31.8615113882425,"Buceros bicornis","Buceros_bicornis",25.70643239,"fruit"
"Rufous-necked Hornbill",2,2130.9,1918,2213.95,1838.4,1709,2045.3,265.700000000001,23.7500000000002,472.5,2100,1800,27.1764638975482,14.1433777066307,0.0497340062127928,0.0314255894362978,13.0330861909175,7.33040540540541,-4.81171171171171,0.044476986703483,0.033743506121438,12.1421171171171,31.9881756092599,"Aceros nipalensis","Aceros_nipalensis",21.6271216,"fruit"
"Eurasian Hoopoe",2,2977.725,2845.585,3036.51625,2346.25,2282.55875,2348.77375,665.925,498.585,715.535,3000,2300,17.9262008400153,6.22407789232532,0.04855407176133,0.0319759470867803,11.70212294769,3.38556257632878,-8.70731694366272,0.040107514507065,0.0316603753488317,12.0928795199915,26.633517783678,"Upupa epops","Upupa_epops",21.7746589,"invertebrates"
"Crested Kingfisher",1,1699.925,1645.94125,1753.90875,2610.5,2598.625,2622.375,-910.575,-952.68375,-868.466250000001,1700,2600,28.2443500424809,16.3048028387226,0.0490270658147735,0.0374857154959968,11.9395472037583,0.701863136513273,-11.0015059186104,0.0453911024799525,0.036923162894389,11.7033690551236,39.2458559610913,"Megaceryle lugubris","Megaceryle_lugubris",29.88208589,"vertebrates"
"White-throated Kingfisher",1,1231.7,1207,1398.74875,1584,1285.43375,1943.955,-330.699999999999,-706.876249999998,-6.99624999999957,1200,1600,32.1217451665981,20.0951408885232,0.0473856533386101,0.0381315956449221,12.0266042780749,8.79992350841408,-3.37247577766446,0.0410408363124757,0.0302668088368569,12.1723992860785,35.4942209442626,"Halcyon smyrnensis","Halcyon_smyrnensis",20.24597458,"vertebrates"
