"Species","Group","Median_S","LCI_S","UCI_S","Median_W","LCI_W","UCI_W","Median_diff","LCI_diff","UCI_diff","elev_roundS","elev_roundW","maxTemp_June_mean","minTemp_June_mean","maxTemp_June_ci","minTemp_June_ci","tempRange_June","maxTemp_Jan_mean","minTemp_Jan_mean","maxTemp_Jan_ci","minTemp_Jan_ci","tempRange_Jan","ThermalRegime","Species3","Tree.name","HWI","Diet"
"Chukar",0,1871.9,1643.42375,2379.04,1866.25,1742.8625,2113.08625,-35.15,-394.79375,480.92375,1900,1900,27.3895571071811,15.1626063911116,0.0523529787822201,0.0377440440578373,12.2269507160695,6.72522807196371,-5.43884103766373,0.0433600987790126,0.0336114510431376,12.1640691096274,32.8283981448448,"Alectoris chukar","Alectoris_chukar",28.94734505,"seeds"
"Kalij Pheasant",0,780,611,889.9625,771.75,710.91875,914.16875,5.89999999999998,-186.24,133.61,800,800,34.8266481135088,22.767694694101,0.0371399753039667,0.0310862941515126,12.0589534194078,15.1850312514257,2.46013504265706,0.0431564250140531,0.028918822881336,12.7248962087686,32.3665130708517,"Lophura leucomelanos","Lophura_leucomelanos",17.7587268,"omnivore"
"Red Junglefowl",0,272,272,272,285.25,271.99375,314.35625,-13.25,-42.35625,0.00624999999999289,300,300,38.7297142366404,27.7808034008201,0.00569581805600079,0.00538932095846712,10.9489108358203,21.8863516327801,7.77234171372136,0.00935780358142791,0.00706596436600862,14.1140099190588,30.957372522919,"Gallus gallus","Gallus_gallus",23.21714883,"omnivore"
"Black Francolin",0,664.125,533,841.805,755.75,433.98125,1093.35,-51.4750000000001,-448.44125,318.7025,700,800,35.4448782807973,23.5015047347256,0.0320636036519555,0.027804222601936,11.9433735460717,15.1850312514257,2.46013504265706,0.0431564250140531,0.028918822881336,12.7248962087686,32.9847432381402,"Francolinus francolinus","Francolinus_francolinus",24.76331799,"seeds"
"Indian Peafowl",0,272,247,272,249,245,272,16.1,-9.5025,27,300,200,38.7297142366404,27.7808034008201,0.00569581805600079,0.00538932095846712,10.9489108358203,21.2894503358178,7.3900782397302,0.00508873434844005,0.00432350904663981,13.8993720960876,31.3396359969102,"Pavo cristatus","Pavo_cristatus",28.71360931,"omnivore"
"Hill Partridge",0,1580,1574.595,1743,1560.55,1378.4625,1795.62875,28.5500000000001,-215.62875,238.52,1600,1600,28.9564082950875,16.9328998810131,0.046710595848932,0.0364053311715484,12.0235084140745,8.79992350841408,-3.37247577766446,0.0410408363124757,0.0302668088368569,12.1723992860785,32.328884072752,"Arborophila torqueola","Arborophila_torqueola",25.19798408,"omnivore"
"Red-wattled Lapwing",0,271.35,262,272,262,253,265,9.14999999999998,-0.355000000000021,16.95625,300,300,38.7297142366404,27.7808034008201,0.00569581805600079,0.00538932095846712,10.9489108358203,21.8863516327801,7.77234171372136,0.00935780358142791,0.00706596436600862,14.1140099190588,30.957372522919,"Vanellus indicus","Vanellus_indicus",43.2386972,"invertebrates"
"Oriental Pied-Hornbill",0,245,245,250.01,259.8,245,289.8025,-14.1,-44.51,0,200,300,39.6640710249462,28.2027400137879,0.0042808564738231,0.00313442919599782,11.4613310111583,21.8863516327801,7.77234171372136,0.00935780358142791,0.00706596436600862,14.1140099190588,31.8917293112248,"Anthracoceros albirostris","Anthracoceros_albirostris",15.95960551,"fruit"
"Indian Gray Hornbill",0,272,272,272,272,272,279,0,-7,0,300,300,38.7297142366404,27.7808034008201,0.00569581805600079,0.00538932095846712,10.9489108358203,21.8863516327801,7.77234171372136,0.00935780358142791,0.00706596436600862,14.1140099190588,30.957372522919,"Ocyceros birostris","Ocyceros_birostris",21.44529833,"fruit"
"Eurasian Hoopoe",2,328.4,310.58375,409,261.1,245,269.005,74.125,49,150.61,300,300,38.7297142366404,27.7808034008201,0.00569581805600079,0.00538932095846712,10.9489108358203,21.8863516327801,7.77234171372136,0.00935780358142791,0.00706596436600862,14.1140099190588,30.957372522919,"Upupa epops","Upupa_epops",21.7746589,"invertebrates"
"Green Bee-eater",0,267.55,245.95125,272,301,268.75,368.44875,-35.15,-104.56625,0,300,300,38.7297142366404,27.7808034008201,0.00569581805600079,0.00538932095846712,10.9489108358203,21.8863516327801,7.77234171372136,0.00935780358142791,0.00706596436600862,14.1140099190588,30.957372522919,"Merops orientalis","Merops_orientalis",35.33244734,"invertebrates"
"Indian Roller",0,245,244.9,245,245,244.3,246.6,0,-1.59999999999999,0.75,200,200,39.6640710249462,28.2027400137879,0.0042808564738231,0.00313442919599782,11.4613310111583,21.2894503358178,7.3900782397302,0.00508873434844005,0.00432350904663981,13.8993720960876,32.273992785216,"Coracias benghalensis","Coracias_benghalensis",28.50438198,"omnivore"
"Crested Kingfisher",0,367.75,252.7025,381.3,361.075,306.7025,368,5.65000000000003,-69.775,64.005,400,400,37.4791724394499,27.0676377770936,0.00596803255200587,0.00638276566218357,10.4115346623563,21.863533328202,7.79342928981938,0.01547278140096,0.0118893628049454,14.0701040383826,29.6857431496305,"Megaceryle lugubris","Megaceryle_lugubris",29.88208589,"vertebrates"
"White-throated Kingfisher",0,271,254.785,272,262,247.5975,263,9.29999999999998,-6.55249999999995,19.85125,300,300,38.7297142366404,27.7808034008201,0.00569581805600079,0.00538932095846712,10.9489108358203,21.8863516327801,7.77234171372136,0.00935780358142791,0.00706596436600862,14.1140099190588,30.957372522919,"Halcyon smyrnensis","Halcyon_smyrnensis",20.24597458,"vertebrates"
"Black-rumped Flameback",0,254.1,245,272,267.25,249.24125,272,-10.775,-27,13,300,300,38.7297142366404,27.7808034008201,0.00569581805600079,0.00538932095846712,10.9489108358203,21.8863516327801,7.77234171372136,0.00935780358142791,0.00706596436600862,14.1140099190588,30.957372522919,"Dinopium benghalense","Dinopium_benghalense",20.69691878,"invertebrates"
"Scaly-bellied Woodpecker",0,1237,1201.95,1258.1,1222.4,1081.76125,1294.0225,18.25,-63.2525,159.55375,1200,1200,32.1217451665981,20.0951408885232,0.0473856533386101,0.0381315956449221,12.0266042780749,12.1043963389552,-0.302781777046483,0.0414529140408808,0.0274151040609836,12.4071781160016,32.4245269436446,"Picus squamatus","Picus_squamatus",23.45152733,"invertebrates"
"Greater Yellownape",0,523.55,405.83125,824.385,602,460.25,969.89,-69.1,-426.86,220.32875,500,600,36.7211430451953,26.1012242211496,0.00865765667490009,0.00965143036277529,10.6199188240456,17.45656637049,4.27501009693053,0.0429343337602193,0.029129036086838,13.1815562735595,32.4461329482648,"Picus flavinucha","Picus_flavinucha",23.75209001,"invertebrates"
"Gray-headed Woodpecker",0,600,460.98875,602,599,580.99875,602,0,-134.7525,14.1262499999999,600,600,35.9098041195477,24.2701164512655,0.0234141803249473,0.0224606985928427,11.6396876682822,17.45656637049,4.27501009693053,0.0429343337602193,0.029129036086838,13.1815562735595,31.6347940226172,"Picus canus","Picus_canus",25.20374788,"invertebrates"
"Lesser Yellownape",0,421.6,386,602,575.25,425.185,602,-92.925,-214,157.8,400,600,37.4791724394499,27.0676377770936,0.00596803255200587,0.00638276566218357,10.4115346623563,17.45656637049,4.27501009693053,0.0429343337602193,0.029129036086838,13.1815562735595,33.2041623425194,"Picus chlorolophus","Picus_chlorolophus",23.79629568,"invertebrates"
"Fulvous-breasted Woodpecker",0,429.55,307.5025,443.135,382.25,319.62,414.3175,46.55,-78.77,115.65,400,400,37.4791724394499,27.0676377770936,0.00596803255200587,0.00638276566218357,10.4115346623563,21.863533328202,7.79342928981938,0.01547278140096,0.0118893628049454,14.0701040383826,29.6857431496305,"Dendrocopos macei","Dendrocopos_macei",25.1325589,"invertebrates"
