"group.id","LOCALITY.ID","LATITUDE","LONGITUDE"
"S98773125","L4026934",31.6541254,76.5475202
"S98773273","L17081023",30.8868167,77.0742958
"S98773573","L17081773",31.5733546,77.1563823
"S98775055","L16460916",31.5884243,77.1606199
"S98821078","L17090163",31.5790995,77.1594809
"S98824011","L4026934",31.6541254,76.5475202
"S98831410","L17091788",31.1328744,77.2260211
"S98862641","L17096906",30.9753973,77.1955562
"S98863486","L16695546",32.2456894,77.1851025
"S98863649","L16897441",31.6377336,77.4295773
"S98863843","L17097140",31.6395319,77.4344606
"S98864088","L17097207",31.6444114,77.4407273
"S98864232","L12928162",31.9278542,77.1183353
"S98864301","L17097249",31.6479698,77.4469379
"S98864460","L16910113",31.6497533,77.448955
"S98865308","L16965481",31.6612767,77.462515
"S98865902","L17097613",31.6627632,77.4635307
"S98901443","L17103382",31.6586298,77.3330607
"S98901893","L17103474",31.6571769,77.3333544
"S98902868","L17103698",31.6654011,77.3377673
"S98903105","L17103754",31.6641708,77.3380567
"S98903322","L17103803",31.663607,77.338682
"S98903698","L17103870",31.6655623,77.3420441
"S98940718","L14630099",31.6543125,77.465023
"S98942200","L17109611",31.6654858,77.3922054
"S98942677","L17109691",31.6649725,77.39612
"S98943413","L17109775",31.6673176,77.3976362
"S98943733","L17109815",31.6709016,77.4022822
"S98979355","L14502407",32.7274141,76.6580398
"S98980447","L17115512",31.0554418,77.0258358
"S98980691","L17115573",31.6900729,77.3142893
"S98981031","L17115639",31.6880838,77.3132432
"S98981983","L17115809",31.6868916,77.3131564
"S98982112","L17115831",31.6861846,77.313257
"S98982675","L17115924",31.6839567,77.3108033
"S99021637","L7075002",32.2094242,76.3369882
"S99021767","L17122337",31.6742575,77.3381998
"S99022657","L17122519",31.6755221,77.3375276
"S99026517","L17123332",31.9911958,76.0060492
"S99028505","L16777041",32.2485927,77.1821345
"S99041568","L13538344",32.0524304,76.0782641
"S99042630","L7313376",31.1052925,77.1660894
"S99088317","L17135541",31.700817,77.2647254
"S99088684","L17135588",31.5818419,77.1586568
"S99088993","L17135637",31.5820235,77.1570622
"S99089050","L17135645",31.6981444,77.2651767
"S99089840","L17135794",31.6954498,77.2683967
"S99090959","L17136033",31.5903769,77.1623167
"S99091452","L17081773",31.5733546,77.1563823
"S99101875","L17138072",32.1995575,76.1155411
"S99102398","L13538344",32.0524304,76.0782641
"S99102484","L13538344",32.0524304,76.0782641
"S99102636","L13538344",32.0524304,76.0782641
"S99102692","L13538344",32.0524304,76.0782641
"S99158547","L17057038",31.5795485,77.1525588
"S99216296","L4157483",30.4374261,77.4898338
"S99258939","L17165979",31.6404593,77.3906454
"S99259278","L17166046",31.6408915,77.4050958
"S99304494","L16695546",32.2456894,77.1851025
"S99319853","L17176800",31.0065526,77.2732615
"S99390448","L17190101",32.5650043,76.1100606
"S99391207","L17190243",32.5659016,76.1154435
"S99394579","L17062016",30.9753171,77.1955193
"S99439455","L17199750",32.1069335,76.3786483
"S99495234","L17211018",32.0870525,76.2632083
"S99496696","L7584263",30.8590212,77.011435
"S99496805","L17211285",31.8740317,76.2220092
"S99496862","L16795275",30.86658,77.0196238
"S99497062","L7058528",30.8604948,77.0409662
"S99497181","L8338280",30.837828,77.063136
"S99498772","L17211664",32.036515,75.977013
"S99552452","L17222054",32.2404779,76.329543
"S99553069","L17222147",32.077527,75.998697
"S99553437","L17222205",30.951193,76.810367
"S99554737","L17222501",31.545908,77.0985166
"S99554980","L17222554",30.9566287,76.817393
"S99556522","L17222876",32.039325,76.043269
"S99609767","L17233096",32.537755,75.984916
"S99613081","L14723305",32.178596,76.391546
"S99613939","L17233831",32.2453837,76.3273945
"S99614659","L14723305",32.178596,76.391546
"S99666598","L17233096",32.537755,75.984916
"S99673751","L17246015",32.2237744,76.3210186
"S99675888","L12928162",31.9278542,77.1183353
"S99682190","L17247160",31.243913,77.4683456
"S99689536","L17248401",31.4042715,76.3943768
"S99691808","L17248401",31.4042715,76.3943768
"S99725908","L17256566",30.863139,77.004103
"S99729617","L17256941",31.789938,76.342212
"S99730053","L17256941",31.789938,76.342212
"S99730752","L13538344",32.0524304,76.0782641
"S99733011","L17258084",31.6375292,77.4292243
"S99733078","L17258098",31.6375915,77.4291686
"S99735887","L7033474",31.0202836,77.1562999
"S99793195","L15989497",32.5622438,76.111794
"S99794180","L17270506",31.6373902,77.4290892
"S99796402","L13538344",32.0524304,76.0782641
"S99799024","L11618240",31.4743366,76.543155
"S99804636","L12430900",31.4861979,76.6971762
"S99901903","L17289203",32.5844446,76.0840415
"S99911127","L10581540",31.5969723,76.9760117
"S99911184","L8644673",31.5968805,76.9758938
"S99911992","L11143360",31.5962869,76.9814844
"S99993896","L17306226",31.5757588,76.9889424
"S99995385","L17306398",31.6924065,76.4221132
"G1098606","L3053752",27.53874,96.441646
"G1098606","L3270359",27.5561264,96.4577931
"G1098607","L3053752",27.53874,96.441646
"G1099823","L3274312",27.5004026,96.2787819
"G1099828","L3269810",27.4955786,96.3459778
"G1099936","L3269841",27.53874,96.44165
"G1099939","L3269810",27.4955786,96.3459778
"G1348514","L3708375",27.2602516,92.4166918
"G1348515","L3708363",27.2385567,92.4145031
"G1348518","L3708350",27.1629051,92.556982
"G1348521","L3708324",27.0290584,92.6108408
"G1428800","L3708447",27.3322294,92.2532272
"G1428806","L3713395",27.5056463,92.1060934
"G1428810","L3732768",27.5869255,91.9782983
"G1579993","L4202151",26.9837632,93.0248022
"G1579994","L4202151",26.9837632,93.0248022
"G1628235","L4326964",27.4948966,96.3884544
"G1628236","L4326964",27.4948966,96.3884544
"G1628239","L4326964",27.4948966,96.3884544
"G1628240","L4326964",27.4948966,96.3884544
"G1628241","L4326964",27.4948966,96.3884544
"G1630584","L4326964",27.4948966,96.3884544
"G1635097","L3774779",27.1571114,92.4611092
"G1635098","L4323120",27.2052132,92.396543
"G1635099","L4323109",27.1871584,92.5832033
"G1635100","L4322770",27.0273241,92.610755
"G1649434","L4309063",27.0196629,93.051796
"G1649436","L4309063",27.0196629,93.051796
"G1649437","L4309063",27.0196629,93.051796
"G1649438","L4309063",27.0196629,93.051796
"G1649439","L4309063",27.0196629,93.051796
"G1649440","L4309063",27.0196629,93.051796
"G1649442","L4311145",27.0607589,93.0382347
"G1740302","L4573732",28.1581302,95.8534062
"G1740307","L4411872",28.1672909,95.8374319
"G1740364","L4573727",28.2193223,95.8469528
"G1768826","L2507946",27.1064752,92.3958778
"G1768829","L2507946",27.1064752,92.3958778
"G1768830","L2507946",27.1064752,92.3958778
"G1768832","L2507946",27.1064752,92.3958778
"G1768833","L2507946",27.1064752,92.3958778
"G1768863","L2507946",27.1064752,92.3958778
"G1768867","L3713395",27.5056463,92.1060934
"G1781165","L4611313",27.3611196,92.2699257
"G2109170","L5203077",27.066358,92.592543
"G2109173","L5203142",27.099939,92.574517
"G2109185","L5203171",27.100829,92.535211
"G2109190","L5203185",27.104673,92.529381
"G2109217","L5203203",27.193344,92.575189
"G2109292","L5203415",27.405629,92.134488
"G2109318","L5203480",27.291447,92.259803
"G2109370","L5203636",27.266001,92.256787
"G2109373","L5203673",27.257904,92.249004
"G2109392","L5203718",27.236428,92.249412
"G2109397","L5203756",27.226928,92.243286
"G2109423","L5203795",27.180016,92.220713
"G2109780","L5204555",27.167721,92.458095
"G2109820","L3508347",27.1528728,92.4738121
"G2109852","L3508347",27.1528728,92.4738121
"G2109856","L3508347",27.1528728,92.4738121
"G2109863","L3508347",27.1528728,92.4738121
"G2110229","L3774779",27.1571114,92.4611092
"G2110272","L5204870",27.068391,92.402186
"G2110296","L3508347",27.1528728,92.4738121
"G2110332","L5205647",27.112371,92.433606
"G2110364","L3508347",27.1528728,92.4738121
"G2110401","L3774779",27.1571114,92.4611092
"G2110423","L5205757",27.165328,92.458492
"G2111177","L5204555",27.167721,92.458095
"G2111214","L5206541",27.198846,92.467009
"G2111342","L5206652",27.112549,92.544641
"G2111408","L5206703",27.100658,92.541273
"G2112954","L5173931",27.4916009,96.2094283
"G2112957","L5173931",27.4916009,96.2094283
"G2112958","L5173931",27.4916009,96.2094283
"G2112960","L5173931",27.4916009,96.2094283
"G2112963","L4696975",27.4972833,96.3914694
"G2112966","L4696975",27.4972833,96.3914694
"G2112970","L4696975",27.4972833,96.3914694
"G2112972","L4696975",27.4972833,96.3914694
"G2112975","L3270359",27.5561264,96.4577931
"G2112976","L3270359",27.5561264,96.4577931
"G2112977","L3270359",27.5561264,96.4577931
"G2112983","L3270359",27.5561264,96.4577931
"G2112985","L3270359",27.5561264,96.4577931
"G2112986","L3270359",27.5561264,96.4577931
"G2112989","L3270359",27.5561264,96.4577931
"G2112990","L3270359",27.5561264,96.4577931
"G2112991","L3270359",27.5561264,96.4577931
"G2112992","L3270359",27.5561264,96.4577931
"G2112993","L3270359",27.5561264,96.4577931
"G2112997","L3270359",27.5561264,96.4577931
"G2112998","L3270359",27.5561264,96.4577931
"G2112999","L3270359",27.5561264,96.4577931
"G2113000","L3270359",27.5561264,96.4577931
"G2113001","L3270359",27.5561264,96.4577931
"G2113003","L4696975",27.4972833,96.3914694
"G2113004","L4696975",27.4972833,96.3914694
"G2113005","L4696975",27.4972833,96.3914694
"G2113006","L4696975",27.4972833,96.3914694
"G2209582","L4393809",26.9899069,92.9132867
"G2209583","L3968794",26.94049,92.99636
"G2209585","L3968794",26.94049,92.99636
"G2209586","L4393809",26.9899069,92.9132867
"G2214935","L5447620",28.1503863,95.8419143
"G2214954","L5447019",28.1609815,95.8427833
"G2214964","L5435453",28.1506934,95.8405761
"G2214966","L5435453",28.1506934,95.8405761
"G2214970","L5435453",28.1506934,95.8405761
"G2214975","L5432623",28.1506551,95.8405322
"G2329310","L3025449",27.0665912,92.4065691
"G2329311","L3834855",27.0474736,92.4183092
"G2329312","L5681544",27.061009,92.41179
"G2329313","L3025449",27.0665912,92.4065691
"G2329314","L3508347",27.1528728,92.4738121
"G2427003","L5791392",27.852509,96.0261941
"G2427004","L5786844",27.8471266,95.8901465
"G2462333","L5908934",27.107,92.525
"G2462333","L5943614",27.1068777,92.5251791
"G2753195","L6072581",27.1929887,92.5755644
"G2791161","L4573743",28.1425406,95.8431387
"G2791162","L4573743",28.1425406,95.8431387
"G2874081","L3774779",27.1571114,92.4611092
"G2874083","L3508347",27.1528728,92.4738121
"G2895087","L4270354",26.983895,93.03475
"G2945250","L6823929",27.101475,92.5730753
"G2945251","L6823922",27.350813,92.260466
"G2974637","L4393809",26.9899069,92.9132867
"G2974641","L4393809",26.9899069,92.9132867
"G2980075","L6984288",28.7526482,94.8966408
"G2980076","L5208093",28.8182063,94.7671223
"G2980082","L4326717",28.1041432,95.2685022
"G3011993","L7055096",28.6784001,94.9707254
"G3011994","L7055072",28.7534192,94.8971132
"G3011995","L7055084",28.6197702,95.0275785
"G3011996","L6583208",27.9963426,95.4405753
"G3011997","L6583208",27.9963426,95.4405753
"G3193371","L7387374",27.2449,92.1744
"G3201678","L7406795",27.080025,92.589018
"G3201679","L7406175",27.095695,92.58283
"G3201680","L7406722",27.30207,92.421269
"G3201682","L7406698",27.349718,92.26121
"G3201687","L3774779",27.1571114,92.4611092
"G3203504","L4811737",27.2820567,92.1875453
"G3207852","L4811737",27.2820567,92.1875453
"G3221862","L7390577",28.078797,95.783047
"G3221865","L7439449",28.1747769,95.799365
"G3225960","L7399825",27.0943952,92.1303391
"G3232602","L7448322",27.046934,92.594649
"G3232605","L7448481",27.142078,92.542454
"G3232606","L7450496",27.300299,92.405562
"G3232607","L7450650",27.330804,92.264772
"G3232608","L7450738",27.374325,92.268595
"G3232613","L7459922",27.487491,92.110896
"G3232614","L7460202",27.505389,92.104528
"G3232623","L7462546",27.303254,92.407479
"G3232624","L7464961",27.101124,92.541251
"G3232624","L7467898",27.106167,92.542281
"G3232626","L7462382",27.418717,92.124233
"G3232627","L7460145",27.486507,92.110462
"G3232629","L7460044",27.536259,92.0615
"G3710889","L4573727",28.2193223,95.8469528
"G3710896","L4024478",28.2331972,95.9123719
"G3710899","L8325242",28.2413124,95.9287751
"G3710900","L8325241",28.2414343,95.9264796
"G3710902","L8325233",28.2941201,95.9176922
"G3710903","L8325232",28.3061192,95.9236288
"G3710906","L8325231",28.2324246,95.9094993
"G3710911","L8325227",28.3620396,95.9325452
"G3710912","L8325226",28.3621598,95.942159
"G3710913","L8325188",28.6110356,95.8719787
"G3710914","L8325184",28.9328364,95.9716476
"G3710915","L8325180",28.9242831,95.9737915
"G3710916","L8325177",28.8968444,95.9759332
"G3710917","L8325174",28.8288144,95.9514286
"G3710918","L8325173",28.8227882,95.9372099
"G3710920","L8325169",28.8028985,95.9052477
"G3710921","L8325167",28.7936384,95.8986246
"G3710923","L8325159",28.6109955,95.8718348
"G3710927","L8325149",28.5438922,95.8414478
"G3710928","L8325146",28.5204839,95.8477067
"G3710929","L8325134",28.5142165,95.8360759
"G3710930","L8325113",28.5978521,95.8463255
"G3710931","L8325006",28.3882863,95.9289548
"G3710932","L8325004",28.3773585,95.9311973
"G3710933","L8324998",28.359062,95.934285
"G3710934","L8324998",28.359062,95.934285
"G3710935","L8324991",28.2228767,95.8073999
"G3710936","L4573742",28.2112391,95.8071756
"G3710937","L8294717",28.1882102,95.8001852
"G3710939","L8290510",28.1583055,95.8552687
"G3710940","L8290271",28.1771135,95.8046721
"G3710941","L8290278",28.1803038,95.8220565
"G3710944","L8290281",28.1881612,95.7987548
"G3710945","L8285588",28.1895355,95.7999127
"G3817885","L8536629",27.7068624,91.7244337
"G3820067","L8324995",28.2368189,95.9208605
"G3833457","L8566280",27.7221187,91.8243979
"G3833482","L8566358",27.7182432,91.8012025
"G3839550","L3612426",27.7423806,96.3346403
"G3864665","L4393809",26.9899069,92.9132867
"G3866831","L4393809",26.9899069,92.9132867
"G3866832","L4393809",26.9899069,92.9132867
"G3866833","L4393809",26.9899069,92.9132867
"G3866837","L4393809",26.9899069,92.9132867
"G3866839","L4393809",26.9899069,92.9132867
"G3866840","L4393809",26.9899069,92.9132867
"G3866841","L4393809",26.9899069,92.9132867
"G3866842","L4393809",26.9899069,92.9132867
"G3866843","L4393809",26.9899069,92.9132867
"G3870092","L4393809",26.9899069,92.9132867
"G3870093","L4393809",26.9899069,92.9132867
"G3870575","L8645557",27.1266585,93.739401
"G3888459","L8682925",27.045879,92.779703
"G3888485","L8682925",27.045879,92.779703
"G3888494","L8682925",27.045879,92.779703
"G3888496","L8682925",27.045879,92.779703
"G4215406","L9320210",27.092354,92.110492
"G4215407","L3774779",27.1571114,92.4611092
"G4215410","L3025449",27.0665912,92.4065691
"G4215415","L3025449",27.0665912,92.4065691
"G4215416","L3025449",27.0665912,92.4065691
"G4215422","L9301265",27.026653,92.137624
"G4220697","L8829410",27.2042833,92.461815
"G4220706","L8852809",27.439512,96.6074395
"G4266460","L9436325",27.539178,96.488664
"G4266464","L9436347",27.538965,96.488641
"G4266483","L9436386",27.512429,96.502899
"G4645347","L10116789",28.631139,95.939464
"G4774535","L7711444",27.0976232,92.3245515
"G4774542","L7711378",27.1950151,92.4632224
"G4774544","L7711378",27.1950151,92.4632224
"G4898127","L10532389",27.0924381,92.183598
"G4898130","L10533447",27.2131767,92.4644267
"G4898153","L10533472",27.0921802,92.1832237
"G4898154","L10533466",27.0356901,92.1280307
"G4902211","L10532988",28.1631239,97.0320424
"G4902212","L10538910",27.8891951,96.0299803
"G4902224","L10532994",27.9386704,96.7741879
"G4902226","L10532990",28.1897667,97.0221374
"G4903104","L10543835",27.0678916,92.4115446
"G4921495","L6942046",27.16965,92.45806
"G4923753","L10647548",27.1238453,92.2585949
"G4924634","L10648647",27.3327107,92.2557794
"G4924635","L10648646",27.324814,92.2563178
"G4926868","L10653104",27.4828623,92.1126745
"G4927024","L10653459",27.4063919,92.2832552
"G4968893","L10692413",27.4937034,96.2380401
"G4968894","L5242578",27.48729,96.207344
"G4968895","L5242578",27.48729,96.207344
"G4968905","L4696975",27.4972833,96.3914694
"G4968906","L4696975",27.4972833,96.3914694
"G4968907","L4696975",27.4972833,96.3914694
"G4968908","L10692481",27.499739,96.3418042
"G4968909","L10692477",27.4992989,96.3331145
"G4968910","L5242578",27.48729,96.207344
"G4968911","L5242578",27.48729,96.207344
"G4968912","L5242578",27.48729,96.207344
"G4968913","L5242578",27.48729,96.207344
"G4968914","L5242578",27.48729,96.207344
"G4968915","L5242578",27.48729,96.207344
"G4968916","L5242578",27.48729,96.207344
"G4977396","L10745660",26.957631,92.9898429
"G5183956","L11121286",27.407499,92.2879718
"G5183960","L11121267",27.1017327,92.5423458
"G5254399","L4393809",26.9899069,92.9132867
"G5258655","L6241123",27.4059663,92.2827959
"G5489631","L11676593",27.1940885,93.7505225
"G5489632","L11707045",27.0677979,93.5416428
"G5489633","L11713219",27.0415139,93.487216
"G5555439","L11807063",27.0528511,93.4937674
"G5617046","L12048114",27.1762548,93.7500283
"G5648740","L12147662",27.1629593,93.7545603
"G5648741","L12146342",27.1901585,93.7830373
"G5648742","L12148353",27.1624024,93.7516101
"G5670884","L12170814",27.0719892,93.556616
"G6002315","L12936260",27.1711659,93.7531116
"G6005655","L12942840",27.0118554,93.711792
"G6035693","L13005008",27.2100771,92.4152903
"G6068842","L13014017",27.1695186,93.7564893
"G6147277","L7200238",28.0978966,95.7407907
"G6182781","L13325012",27.0459945,93.4879942
"G6186118","L13333745",27.9184557,96.2250174
"G6186137","L13283300",27.9242249,96.3422548
"G6186332","L13342472",27.9562681,96.3905832
"G6186333","L13333745",27.9184557,96.2250174
"G6186334","L13342467",27.9424539,96.3907451
"G6186335","L13342459",28.1758105,97.0287412
"G6206336","L10739589",26.9386176,92.9780892
"G6212436","L13401896",26.9972377,93.0986878
"G6213595","L9945635",27.5085,96.5091667
"G6216147","L3270359",27.5561264,96.4577931
"G6216149","L13403409",27.5322042,96.4914259
"G6216150","L13403400",27.5432101,96.481907
"G6267875","L10739589",26.9386176,92.9780892
"G6339558","L10739589",26.9386176,92.9780892
"G6350820","L13719110",28.1897217,95.8052659
"G6642727","L12936260",27.1711659,93.7531116
"G6663881","L13239107",27.919293,96.23382
"G6821751","L10512447",28.2239627,95.8017412
"G6821753","L10512535",28.1699895,95.8324519
"G6821759","L10512579",28.188292,95.798753
"G6831949","L6942046",27.16965,92.45806
"G6839876","L6942046",27.16965,92.45806
"G7498872","L3025449",27.0665912,92.4065691
"G7508905","L5643594",27.3792367,92.2702646
"G7508906","L5643594",27.3792367,92.2702646
"G7508907","L5643594",27.3792367,92.2702646
"G7531580","L3508339",26.9944693,92.4199212
"G7549530","L13341976",28.157863,97.0222319
"G7550212","L17109078",27.91307,96.303195
"G7558221","L17147954",28.06611,95.71251
"G7569125","L14361009",28.1576111,95.6702927
"G7581182","L14892398",27.996173,95.440296
"G7590218","L17211138",27.6394921,95.7977681
"G7590326","L17211278",27.6683111,95.8728741
"G7590327","L17211278",27.6683111,95.8728741
"G7590341","L17211233",27.6677577,95.8728871
"G7590528","L14140752",27.8535736,96.0264371
"G7594918","L17220750",27.9123996,96.3238894
"G7596380","L17222905",27.9179709,96.3218756
"G7596381","L17222906",27.9161267,96.3333712
"G7596382","L17222907",27.9163408,96.3315305
"G7596390","L17222909",27.917845,96.3333886
"G7596391","L17222860",27.920066,96.3363757
"G7596394","L17222913",27.9200216,96.3348653
"G7596396","L17222869",27.9339838,96.3562525
"G7596401","L17222915",27.9400611,96.3728372
"G7596403","L17222916",27.9415059,96.3758464
"G7596407","L17222918",27.945736,96.3901513
"G7596409","L17222920",27.9578516,96.3996691
"G7596411","L17222924",27.9707078,96.3959967
"G7596413","L17222926",28.0599243,96.4606043
"G7606112","L8984882",27.335025,92.26378
"G7612918","L17258235",28.1333518,97.0116405
"G7612923","L17258239",28.1385558,97.0059865
"G7612926","L17258242",28.1380735,97.0039405
"G7612934","L17258246",28.1446723,97.0066356
"G7612939","L17258247",28.1527011,97.0047567
"G7612943","L17258277",28.1540868,97.005512
"G7612946","L17258279",28.1546779,97.0039616
"G7612953","L17258287",28.1521438,97.0048097
"G7612957","L17258293",28.1502269,97.0043718
"G7612961","L17258296",28.1495248,97.0048676
"G7612962","L17258297",28.1484232,97.0041895
"G7612965","L17258300",28.1417186,97.0015953
"G7612968","L17258303",28.1452995,97.0037466
"G7612971","L17258305",28.1350597,97.0057577
"G7612980","L17258308",28.1337725,97.0218165
"G7612983","L17258311",28.1315822,97.0216619
"G7612985","L17258315",28.1602397,97.0271612
"G7612986","L17258319",28.1641844,97.0299145
"G7612988","L17258321",28.1676513,97.0300916
"G7612989","L17258324",28.1819531,97.0289253
"G7612991","L17258327",28.1817798,97.0288891
"G7612992","L17258331",28.1839715,97.03087
"G7613002","L17258343",28.2150821,97.0183855
"G7613004","L17258344",28.2297015,97.0285162
"G7613008","L17258348",28.2308014,97.0269162
"G7613016","L17258356",28.2327342,97.0267794
"G7613020","L17258360",28.2473644,97.0240294
"G7613022","L17258363",28.2598093,97.017791
"G7613030","L17258366",28.2734637,97.0145693
"G7613033","L17258370",28.2813693,97.0204082
"G7613036","L17258373",28.282918,97.0158137
"G7613284","L17258380",28.2832104,97.0172467
"G7613309","L17259058",28.3069104,97.0243465
"G7613318","L17259064",28.2539027,97.0315896
"G7613322","L17259084",27.956458,96.9643256
"G7613323","L17259087",27.8929053,96.8287948
"G7613325","L17259092",27.9403629,96.7621683
"G7613330","L17259096",27.9627201,96.6703164
"G7613337","L17259098",27.9812434,96.6494691
"G7613343","L17259105",28.0011131,96.6372816
"G7613349","L17259115",28.0595939,96.4625415
"G7613453","L17259406",28.0317673,96.4450341
"G7613455","L17259427",27.9777938,96.3977004
"G7613457","L17259431",27.9746016,96.3971881
"G7613465","L17259440",28.1230287,97.0171419
"G7613470","L17259453",28.2567858,97.0274177
"G7613744","L10538650",27.9182883,96.2214299
"G7613745","L17243164",28.0460129,96.4394228
"G7613746","L17243155",28.0785115,96.5427812
"G7613747","L2812509",28.1359851,97.0196199
"G7613750","L10532990",28.1897667,97.0221374
"G7613752","L10532990",28.1897667,97.0221374
"G7613753","L10532988",28.1631239,97.0320424
"G7617616","L17270144",27.9202786,96.3064116
"G7617619","L17270149",27.882733,96.3631586
"G7618152","L17222916",27.9415059,96.3758464
"G7618197","L17270902",27.8756849,96.3534443
"G7618198","L17270903",27.8302111,96.3361701
"G7618199","L17270905",27.785983,96.3469504
"G7618200","L17270906",27.8148913,96.336059
"G7618201","L17270908",27.7564557,96.3588149
"G7618483","L17271461",27.7332703,96.3228825
"G7618485","L17271462",27.7186251,96.3260479
"G7618612","L17271817",27.6461223,95.8698564
"G7618646","L17271932",27.6348794,95.8432272
"G7619805","L6942046",27.16965,92.45806
"G7630206","L17148071",27.1361509,92.2691232
"G7668617","L14947252",28.127837,97.01832
"G7715237","L14107447",28.283085,97.0174461
"G7715238","L4411872",28.1672909,95.8374319
"G7715239","L14105027",27.9048123,96.1135879
"G7736832","L4696975",27.4972833,96.3914694
"G7744581","L17479405",26.9374375,92.9794778
"G7744582","L17479405",26.9374375,92.9794778
"G7744583","L17479394",26.9444008,92.9639095
"G7744584","L17479373",26.9604438,92.9280461
"G7744585","L17479394",26.9444008,92.9639095
"G7744586","L17479373",26.9604438,92.9280461
"G7744587","L17479373",26.9604438,92.9280461
"G7744588","L4393809",26.9899069,92.9132867
"G7744589","L10739589",26.9386176,92.9780892
"G7744590","L17479809",26.9437929,92.9774471
"G7744591","L17479735",26.9427616,92.9781702
"G7744592","L17479809",26.9437929,92.9774471
"G7744593","L17479405",26.9374375,92.9794778
"G7744594","L17479405",26.9374375,92.9794778
"G7744595","L10739589",26.9386176,92.9780892
"G7752010","L17479405",26.9374375,92.9794778
"G7752197","L10739589",26.9386176,92.9780892
"G7752198","L10739589",26.9386176,92.9780892
"G7752199","L10739589",26.9386176,92.9780892
"G7752204","L10739589",26.9386176,92.9780892
"G7752206","L17479405",26.9374375,92.9794778
"G7752207","L17479405",26.9374375,92.9794778
"G7752210","L17505173",26.9745515,92.9162406
"G7752211","L17496566",26.9774281,92.9186462
"G7752212","L17497257",26.98019,92.9193366
"G7752213","L17497111",26.9819716,92.9193807
"G7752214","L17497088",26.9803204,92.9205131
"G7752215","L17497081",26.9803138,92.9206518
"G7752216","L17497054",26.9801255,92.9209601
"G7766226","L3508339",26.9944693,92.4199212
"G7787967","L17490768",27.354548,92.245123
"G7787968","L17490990",27.401421,92.145308
"G7787969","L17490990",27.401421,92.145308
"G7788242","L3508339",26.9944693,92.4199212
"G7870036","L17742511",27.6385135,95.8386259
"G7888224","L17760516",27.1305972,93.7403022
"G7888224","L17770108",27.1305511,93.7407911
"G7888232","L17770108",27.1305511,93.7407911
"G7888232","L17760516",27.1305972,93.7403022
"G7888239","L17760516",27.1305972,93.7403022
"G7888239","L17770108",27.1305511,93.7407911
"G7888249","L17760516",27.1305972,93.7403022
"G7888249","L17770108",27.1305511,93.7407911
"G7888252","L17760516",27.1305972,93.7403022
"G7895155","L17760516",27.1305972,93.7403022
"G7895155","L17770108",27.1305511,93.7407911
"G7895159","L17770108",27.1305511,93.7407911
"G7895169","L17770108",27.1305511,93.7407911
"G7902888","L17770108",27.1305511,93.7407911
"G7903038","L17770108",27.1305511,93.7407911
"G7903043","L17770108",27.1305511,93.7407911
"G7925986","L17623940",27.062328,93.0355162
"G7954696","L3508339",26.9944693,92.4199212
"G7954697","L3508339",26.9944693,92.4199212
"G7954698","L3508339",26.9944693,92.4199212
"G7954699","L3508339",26.9944693,92.4199212
"G7954700","L3508339",26.9944693,92.4199212
"G7954701","L3508339",26.9944693,92.4199212
"G7954702","L3508339",26.9944693,92.4199212
"G7954703","L3508339",26.9944693,92.4199212
"G7954704","L3508339",26.9944693,92.4199212
"G8141163","L18367640",28.0429957,95.3355782
"G8141168","L18368107",28.0150575,95.4615675
"G8141170","L18368299",28.0117927,95.454675
"G8141173","L18368296",28.0148725,95.46252
"G8141185","L18367654",28.1261896,95.1592056
"G8296787","L18838156",27.081375,92.40516
"G8297676","L3834855",27.0474736,92.4183092
"G8301188","L10001501",27.1145889,92.4368384
"G8331657","L11842447",28.2236892,95.8045072
"G8331659","L12192463",28.1875263,95.807124
"G8331660","L18858986",28.1898442,95.8047434
"G8340588","L18964975",28.1806508,95.8201765
"G8340589","L18964970",28.1785589,95.8191718
"G8340590","L18964967",28.178215,95.8074472
"G8340591","L18964902",28.181855,95.7947404
"G8340592","L4573732",28.1581302,95.8534062
"G8342213","L18968528",28.2223933,95.8388034
"G8342216","L18968522",28.1931297,95.8033291
"G8342217","L18966005",28.1828501,95.8119405
"G8342218","L4573732",28.1581302,95.8534062
"G8342220","L18968540",28.2197328,95.8069528
"G8342221","L18968539",28.205635,95.811642
"G8342224","L18965377",28.2016782,95.8113784
"G8342225","L18965365",28.2061181,95.8130947
"G8342226","L18965362",28.1996645,95.81163
"G8342227","L18965355",28.1951014,95.8075633
"G8342228","L18965342",28.188771,95.8068778
"G8342229","L18968547",28.1623938,95.8428187
"G8342230","L18968544",28.2122375,95.8024594
"G8342280","L4411872",28.1672909,95.8374319
"G8347072","L18984721",28.1413924,95.8429941
"G8347155","L18985186",28.1212743,95.7481858
"G8347717","L18986589",28.154841,95.6786383
"G8347718","L18985915",28.144179,95.7052213
"G8348390","L18988190",28.2152336,95.8012324
"G8348391","L18988172",28.2070162,95.8100399
"G8348392","L18988186",28.2024506,95.810829
"G8348417","L3025449",27.0665912,92.4065691
"G8348419","L3508347",27.1528728,92.4738121
"G8348420","L18987727",27.0884254,92.5919436
"G8348436","L9465626",27.2824103,92.1916343
"G8348437","L15589679",27.5150979,92.0985735
"G8348441","L3508339",26.9944693,92.4199212
"G8348616","L18986589",28.154841,95.6786383
"G8350996","L18983502",27.060274,92.413246
"G8350998","L3774779",27.1571114,92.4611092
"G8351029","L18981041",28.211673,95.80728
