"group.id","LOCALITY.ID","LATITUDE","LONGITUDE"
"G2879900","L6749802",30.4047453,78.0926462
"G2879901","L6749815",30.4163022,78.0989118
"G2880028","L6769716",29.4578,79.144265
"G2882745","L4399416",30.4555829,78.0870223
"G2882746","L3944944",30.4682217,78.0307245
"G2882747","L4399416",30.4555829,78.0870223
"G2882748","L4399416",30.4555829,78.0870223
"G2882750","L4635210",30.5437308,78.184671
"G2882755","L6623056",30.4966344,78.1627434
"G2882756","L4237832",30.4455871,78.1616643
"G2882787","L4213938",29.3651215,79.0253878
"G2882789","L6744445",29.33954,78.9652433
"G2882790","L6744445",29.33954,78.9652433
"G2882791","L6744445",29.33954,78.9652433
"G2882792","L6744445",29.33954,78.9652433
"G2882793","L6744448",29.3078083,78.94921
"G2882794","L6744448",29.3078083,78.94921
"G2882796","L4052303",29.3054191,78.9257383
"G2882797","L4052303",29.3054191,78.9257383
"G2882798","L6744448",29.3078083,78.94921
"G2899235","L2348198",30.282495,77.9735059
"G2899811","L3866301",29.7749,78.24933
"G2899812","L3866301",29.7749,78.24933
"G2903636","L3866301",29.7749,78.24933
"G2903638","L3866301",29.7749,78.24933
"G2903639","L3866301",29.7749,78.24933
"G2903640","L3866301",29.7749,78.24933
"G2903641","L3866301",29.7749,78.24933
"G2903717","L3866301",29.7749,78.24933
"G2903745","L3866301",29.7749,78.24933
"G2903807","L3866301",29.7749,78.24933
"G2903808","L3866301",29.7749,78.24933
"G2903869","L6793899",30.298518,78.050541
"G2903950","L3866301",29.7749,78.24933
"G2903954","L3866301",29.7749,78.24933
"G2903955","L3866301",29.7749,78.24933
"G2907787","L2589981",29.39954,79.13261
"G2907816","L2628182",29.3983284,79.1310883
"G2910044","L3866301",29.7749,78.24933
"G2910045","L3866301",29.7749,78.24933
"G2911857","L2594417",29.3308749,79.3813249
"G2911985","L959201",29.417268,79.1334615
"G2917302","L4190274",29.3790338,79.6847069
"G2917302","L5890672",29.3976691,79.6555781
"G2921482","L6823531",29.4949165,79.1376077
"G2922238","L3866301",29.7749,78.24933
"G2922246","L3866301",29.7749,78.24933
"G2922249","L3866301",29.7749,78.24933
"G2923020","L3866301",29.7749,78.24933
"G2923021","L3866301",29.7749,78.24933
"G2925328","L6485616",29.4679604,79.6417809
"G2927339","L5121983",29.4954269,79.1392563
"G2932092","L6844638",29.459604,79.5820776
"G2941193","L6869731",29.3988747,79.1329231
"G2942186","L3845285",29.4694736,79.6559429
"G2943871","L2348198",30.282495,77.9735059
"G2945555","L2348198",30.282495,77.9735059
"G2945556","L2348198",30.282495,77.9735059
"G2945661","L2348198",30.282495,77.9735059
"G2945663","L2348198",30.282495,77.9735059
"G2945664","L2348198",30.282495,77.9735059
"G2945665","L2348198",30.282495,77.9735059
"G2945666","L2348198",30.282495,77.9735059
"G2945740","L3359137",30.2855119,77.9747377
"G2945740","L2348198",30.282495,77.9735059
"G2945741","L2348198",30.282495,77.9735059
"G2945741","L3359137",30.2855119,77.9747377
"G2945742","L4025382",30.286355,77.9744017
"G2945742","L2348198",30.282495,77.9735059
"G2945743","L3359137",30.2855119,77.9747377
"G2945743","L2348198",30.282495,77.9735059
"G2945744","L2348198",30.282495,77.9735059
"G2945744","L3359137",30.2855119,77.9747377
"G2945745","L2348198",30.282495,77.9735059
"G2945745","L3359137",30.2855119,77.9747377
"G2947593","L6926300",28.9402767,79.831725
"G2947594","L6926359",28.9359717,79.7782933
"G2948242","L6869731",29.3988747,79.1329231
"G2950830","L3930263",30.272339,78.071967
"G2950831","L3930263",30.272339,78.071967
"G2950840","L3930263",30.272339,78.071967
"G2950844","L3930263",30.272339,78.071967
"G2950940","L2348198",30.282495,77.9735059
"G2950942","L2348198",30.282495,77.9735059
"G2950943","L2348198",30.282495,77.9735059
"G2950944","L2348198",30.282495,77.9735059
"G2950945","L2348198",30.282495,77.9735059
"G2950947","L2348198",30.282495,77.9735059
"G2950949","L2348198",30.282495,77.9735059
"G2950950","L2348198",30.282495,77.9735059
"G2950951","L2348198",30.282495,77.9735059
"G2951360","L2348198",30.282495,77.9735059
"G2951873","L2348198",30.282495,77.9735059
"G2951876","L2348198",30.282495,77.9735059
"G2951877","L2348198",30.282495,77.9735059
"G2951878","L2348198",30.282495,77.9735059
"G2951879","L2348198",30.282495,77.9735059
"G2951880","L2348198",30.282495,77.9735059
"G2951881","L2348198",30.282495,77.9735059
"G2951882","L2348198",30.282495,77.9735059
"G2951883","L2348198",30.282495,77.9735059
"G2951989","L3045952",30.2824311,77.967546
"G2952008","L2348198",30.282495,77.9735059
"G2954839","L2348198",30.282495,77.9735059
"G2954839","L6950761",30.2813428,77.9721299
"G2954841","L6950761",30.2813428,77.9721299
"G2954841","L2348198",30.282495,77.9735059
"G2954842","L2348198",30.282495,77.9735059
"G2954842","L3366957",30.2796102,77.9813486
"G2954843","L2348198",30.282495,77.9735059
"G2954843","L3366957",30.2796102,77.9813486
"G2954844","L3366957",30.2796102,77.9813486
"G2954844","L2348198",30.282495,77.9735059
"G2954845","L2348198",30.282495,77.9735059
"G2954845","L3366957",30.2796102,77.9813486
"G2954846","L2348198",30.282495,77.9735059
"G2954846","L6950761",30.2813428,77.9721299
"G2954847","L2348198",30.282495,77.9735059
"G2954847","L6950761",30.2813428,77.9721299
"G2954848","L2348198",30.282495,77.9735059
"G2954848","L6950761",30.2813428,77.9721299
"G2954892","L2348198",30.282495,77.9735059
"G2954893","L2348198",30.282495,77.9735059
"G2954895","L2348198",30.282495,77.9735059
"G2954896","L2348198",30.282495,77.9735059
"G2954899","L2348198",30.282495,77.9735059
"G2954900","L2348198",30.282495,77.9735059
"G2954901","L2348198",30.282495,77.9735059
"G2954902","L2348198",30.282495,77.9735059
"G2955498","L1967959",30.3858934,78.0611444
"G2955499","L3881983",30.393955,78.0694701
"G2955500","L3881983",30.393955,78.0694701
"G2955832","L6949465",30.4040826,78.0459952
"G2955833","L6949369",30.393237,78.0288935
"G2955833","L6949251",30.3944956,78.0217266
"G2955834","L6949251",30.3944956,78.0217266
"G2955835","L6949084",30.3687482,78.0416149
"G2962684","L2348198",30.282495,77.9735059
"G2962687","L2348198",30.282495,77.9735059
"G2962690","L2348198",30.282495,77.9735059
"G2962692","L2348198",30.282495,77.9735059
"G2962697","L2348198",30.282495,77.9735059
"G2968406","L2348198",30.282495,77.9735059
"G2971374","L4252156",29.423152,79.426421
"G2971375","L4281878",29.4600016,79.4115186
"G2971376","L4281878",29.4600016,79.4115186
"G2971378","L2464264",29.4226085,79.4288349
"G2981287","L6998655",30.2584631,78.9343979
"G2981291","L6998728",30.4897313,79.1021633
"G2982143","L2576676",30.316724,77.985144
"G2982802","L2348198",30.282495,77.9735059
"G2982803","L2348198",30.282495,77.9735059
"G3002934","L1968610",30.3444356,77.9978228
"G3002935","L1968610",30.3444356,77.9978228
"G3002936","L1968610",30.3444356,77.9978228
"G3002937","L1968610",30.3444356,77.9978228
"G3002938","L1968610",30.3444356,77.9978228
"G3002939","L1968610",30.3444356,77.9978228
"G3002940","L1968610",30.3444356,77.9978228
"G3002941","L1968610",30.3444356,77.9978228
"G3002942","L1968610",30.3444356,77.9978228
"G3002943","L1968610",30.3444356,77.9978228
"G3002944","L1968610",30.3444356,77.9978228
"G3002945","L1968610",30.3444356,77.9978228
"G3002946","L1968610",30.3444356,77.9978228
"G3056033","L7152197",29.4957675,79.1387577
"G3091075","L4285219",30.0846206,80.2393556
"G3091079","L4282256",30.075043,80.2317381
"G3092102","L6691321",30.0801013,80.235525
"G3092103","L6695936",30.0791764,80.2369707
"G3092108","L6805891",30.088057,80.2370686
"G3105963","L2613797",30.4369426,77.6741982
"G3157215","L4058636",30.4856811,79.2009115
"G3157217","L4058636",30.4856811,79.2009115
"G3158280","L7340506",29.472957,79.5736742
"G3158281","L7340506",29.472957,79.5736742
"G3158283","L7340506",29.472957,79.5736742
"G3158284","L7340506",29.472957,79.5736742
"G3158285","L7340506",29.472957,79.5736742
"G3162788","L7352491",30.2798161,77.9745737
"G3164371","L1968610",30.3444356,77.9978228
"G3171340","L7364556",30.3375222,78.0007377
"G3171340","L1968610",30.3444356,77.9978228
"G3175727","L1968610",30.3444356,77.9978228
"G3176001","L1968610",30.3444356,77.9978228
"G3179239","L1968610",30.3444356,77.9978228
"G3179492","L7376523",30.318583,78.071857
"G3184903","L1968610",30.3444356,77.9978228
"G3185226","L1968610",30.3444356,77.9978228
"G3185236","L1968610",30.3444356,77.9978228
"G3187833","L1968610",30.3444356,77.9978228
"G3187916","L1968610",30.3444356,77.9978228
"G3187916","L7392485",30.3473149,78.0129386
"G3191321","L1968610",30.3444356,77.9978228
"G3191322","L1968610",30.3444356,77.9978228
"G3192195","L2038053",29.7076565,78.573913
"G3192197","L2038053",29.7076565,78.573913
"G3192202","L2038053",29.7076565,78.573913
"G3192204","L2038053",29.7076565,78.573913
"G3192206","L2038053",29.7076565,78.573913
"G3195915","L1968610",30.3444356,77.9978228
"G3196474","L1968610",30.3444356,77.9978228
"G3197475","L5584648",29.8940683,78.2990828
"G3199894","L2348198",30.282495,77.9735059
"G3200083","L1968610",30.3444356,77.9978228
"G3200381","L1968610",30.3444356,77.9978228
"G3200972","L1968610",30.3444356,77.9978228
"G3203022","L1968610",30.3444356,77.9978228
"G3208404","L1968610",30.3444356,77.9978228
"G3208410","L1968610",30.3444356,77.9978228
"G3210499","L1968610",30.3444356,77.9978228
"G3210501","L1968610",30.3444356,77.9978228
"G3210503","L1968610",30.3444356,77.9978228
"G3210735","L1968610",30.3444356,77.9978228
"G3210735","L7331969",30.3410814,77.9994015
"G3210833","L1968610",30.3444356,77.9978228
"G3210836","L1968610",30.3444356,77.9978228
"G3210839","L1968610",30.3444356,77.9978228
"G3210864","L1968610",30.3444356,77.9978228
"G3211078","L1968610",30.3444356,77.9978228
"G3214455","L7331969",30.3410814,77.9994015
"G3214455","L1968610",30.3444356,77.9978228
"G3215816","L7437473",29.3409991,79.5315822
"G3218993","L1968610",30.3444356,77.9978228
"G3222248","L1968610",30.3444356,77.9978228
"G3222316","L1968610",30.3444356,77.9978228
"G3225287","L1968610",30.3444356,77.9978228
"G3225573","L7331969",30.3410814,77.9994015
"G3225573","L1968610",30.3444356,77.9978228
"G3227759","L1968610",30.3444356,77.9978228
"G3227760","L1968610",30.3444356,77.9978228
"G3227773","L1968610",30.3444356,77.9978228
"G3228336","L1968610",30.3444356,77.9978228
"G3230799","L1968610",30.3444356,77.9978228
"G3230799","L7331969",30.3410814,77.9994015
"G3230980","L1968610",30.3444356,77.9978228
"G3232715","L7467549",29.3653553,79.5368931
"G3232720","L7467549",29.3653553,79.5368931
"G3232756","L7467549",29.3653553,79.5368931
"G3232757","L7467549",29.3653553,79.5368931
"G3239213","L3866301",29.7749,78.24933
"G3245448","L1968610",30.3444356,77.9978228
"G3245482","L1968610",30.3444356,77.9978228
"G3247126","L1968610",30.3444356,77.9978228
"G3247232","L7309089",30.3455672,78.3948494
"G3247232","L7495336",30.3454211,78.3942439
"G3249696","L1968610",30.3444356,77.9978228
"G3249706","L1968610",30.3444356,77.9978228
"G3250444","L3121381",30.4582529,79.269619
"G3250450","L7450060",30.4711182,79.3463087
"G3250454","L3121381",30.4582529,79.269619
"G3250455","L3121381",30.4582529,79.269619
"G3250464","L3121381",30.4582529,79.269619
"G3250465","L7449972",30.4950835,79.2936945
"G3251193","L5980571",29.2871046,79.331578
"G3251352","L5584648",29.8940683,78.2990828
"G3251353","L3849480",29.7056831,78.6517342
"G3251357","L2038053",29.7076565,78.573913
"G3251359","L2038053",29.7076565,78.573913
"G3251360","L2038053",29.7076565,78.573913
"G3251361","L5584648",29.8940683,78.2990828
"G3259843","L7521454",30.1507971,78.7751706
"G3259845","L7521454",30.1507971,78.7751706
"G3259925","L1968610",30.3444356,77.9978228
"G3265470","L2038053",29.7076565,78.573913
"G3265471","L2038053",29.7076565,78.573913
"G3265473","L3849480",29.7056831,78.6517342
"G3265476","L2043003",29.7124323,78.6096454
"G3265477","L2043003",29.7124323,78.6096454
"G3276820","L4664482",29.8616348,78.3109342
"G3276827","L2038053",29.7076565,78.573913
"G3294873","L1968610",30.3444356,77.9978228
"G3296575","L1968610",30.3444356,77.9978228
"G3299930","L7611195",30.2800878,78.0514625
"G3309968","L7616495",30.3506965,78.6256276
"G3309969","L7616556",30.2633061,78.7163621
"G3309970","L7620361",30.0044046,79.5690283
"G3309971","L7620361",30.0044046,79.5690283
"G3309973","L7621093",29.9697259,79.5708959
"G3309974","L7630449",29.9070251,79.6242803
"G3309977","L7636051",29.9160111,79.845647
"G3309997","L7636056",29.9611629,79.9831499
"G3309998","L7636067",29.9626313,79.9996918
"G3310000","L7636071",29.9630598,80.001563
"G3310001","L7636075",29.9619119,80.0226844
"G3310003","L7636080",29.968419,80.0843821
"G3310004","L7636086",29.9636129,80.091944
"G3310005","L7636091",29.9702236,80.1019565
"G3310006","L7636112",29.9611296,80.1179939
"G3310007","L7636115",29.9833039,80.1382685
"G3310008","L7636119",30.0076248,80.1462654
"G3310011","L7636140",30.0537245,80.2110063
"G3310015","L7636237",30.0718914,80.2330224
"G3310016","L7636295",30.0750784,80.2315096
"G3310017","L7636284",30.0686092,80.2316404
"G3310023","L7636237",30.0718914,80.2330224
"G3310024","L7636237",30.0718914,80.2330224
"G3310025","L7636258",30.0885562,80.2403552
"G3310026","L7636254",30.0773448,80.2369815
"G3310028","L7636237",30.0718914,80.2330224
"G3310030","L7636162",30.0486544,80.2265232
"G3310056","L7637651",29.5839394,79.6400502
"G3310105","L7637793",29.361448,79.5314827
"G3318597","L6278715",30.7257059,78.4367609
"G3318611","L6278715",30.7257059,78.4367609
"G3336774","L1968610",30.3444356,77.9978228
"G3336775","L1968610",30.3444356,77.9978228
"G3340848","L4025382",30.286355,77.9744017
"G3343254","L1968610",30.3444356,77.9978228
"G3343255","L7392485",30.3473149,78.0129386
"G3343256","L7392485",30.3473149,78.0129386
"G3345249","L6869731",29.3988747,79.1329231
"G3345499","L7706629",29.4706619,79.1524341
"G3345728","L2348198",30.282495,77.9735059
"G3345729","L4570134",30.2915591,77.9526436
"G3347652","L1968610",30.3444356,77.9978228
"G3347653","L3149018",30.4028987,78.094232
"G3347654","L2755595",30.4078243,78.0979067
"G3352767","L4237073",29.5450865,79.1066211
"G3356338","L1968610",30.3444356,77.9978228
"G3356518","L2972484",30.4046504,78.0739492
"G3356528","L3866301",29.7749,78.24933
"G3356891","L1968610",30.3444356,77.9978228
"G3358349","L7740071",29.3887329,79.12626
"G3361438","L1968610",30.3444356,77.9978228
"G3364549","L1968610",30.3444356,77.9978228
"G3364884","L5980571",29.2871046,79.331578
"G3364896","L3830151",29.3211282,79.3608999
"G3368138","L1968610",30.3444356,77.9978228
"G3368243","L1968610",30.3444356,77.9978228
"G3368245","L1968610",30.3444356,77.9978228
"G3368249","L1968610",30.3444356,77.9978228
"G3370445","L1968610",30.3444356,77.9978228
"G3372490","L1968610",30.3444356,77.9978228
"G3372496","L1968610",30.3444356,77.9978228
"G3376385","L1968610",30.3444356,77.9978228
"G3379053","L4664482",29.8616348,78.3109342
"G3384833","L1968610",30.3444356,77.9978228
"G3386676","L1968610",30.3444356,77.9978228
"G3388037","L1968610",30.3444356,77.9978228
"G3392940","L7809906",30.32479,78.0062326
"G3393043","L1968610",30.3444356,77.9978228
"G3394465","L1968610",30.3444356,77.9978228
"G3397374","L1968610",30.3444356,77.9978228
"G3400232","L1968610",30.3444356,77.9978228
"G3401840","L4225532",30.3765423,78.0163005
"G3401924","L1968610",30.3444356,77.9978228
"G3403320","L4225532",30.3765423,78.0163005
"G3408542","L1968610",30.3444356,77.9978228
"G3409881","L1968610",30.3444356,77.9978228
"G3409961","L2043012",29.6923681,78.5234874
"G3413634","L5980571",29.2871046,79.331578
"G3413636","L4943390",29.3227839,79.3558976
"G3414730","L5980571",29.2871046,79.331578
"G3414733","L7852093",29.2327029,79.0124773
"G3417613","L7858089",30.3463224,78.0123493
"G3420126","L1968610",30.3444356,77.9978228
"G3422288","L7621750",30.4724377,78.0496447
"G3422318","L7605647",30.4693309,78.0557452
"G3422520","L7866399",30.3439295,78.0147247
"G3424877","L7869060",30.4006013,78.0230006
"G3424878","L7869060",30.4006013,78.0230006
"G3429628","L4225532",30.3765423,78.0163005
"G3494570","L4927759",30.4518189,78.1095529
"G3528844","L3121381",30.4582529,79.269619
"G3539846","L4341327",29.7676,78.5614
"G3539847","L8232371",29.8056346,78.6099801
"G3591207","L6715353",30.3163825,78.0457538
"G3591208","L6715353",30.3163825,78.0457538
"G3619315","L2348198",30.282495,77.9735059
"G3624915","L2348198",30.282495,77.9735059
"G3628334","L8213591",30.284328,77.974593
"G3628500","L8200273",30.6156809,79.0139294
"G3628625","L2348198",30.282495,77.9735059
"G3634189","L2043012",29.6923681,78.5234874
"G3634331","L8220371",30.1887516,78.2000748
"G3636876","L8232070",29.837822,78.688585
"G3636876","L8232929",29.838294,78.6885249
"G3638917","L8232371",29.8056346,78.6099801
"G3639732","L8236598",30.2795626,77.9878764
"G3643925","L4252156",29.423152,79.426421
"G3644334","L1968610",30.3444356,77.9978228
"G3652457","L1967999",30.3122598,78.0516011
"G3662265","L1968610",30.3444356,77.9978228
"G3662628","L5960675",30.487708,79.1766597
"G3662631","L6964737",30.2582424,78.9345574
"G3662636","L6965262",30.4875309,79.1766
"G3662641","L6964737",30.2582424,78.9345574
"G3662643","L6964846",30.4859453,79.1186213
"G3664622","L7412168",29.3649005,79.5342652
"G3664623","L7416610",29.3718858,79.5344629
"G3664624","L7416517",29.3648757,79.5860021
"G3667016","L1967999",30.3122598,78.0516011
"G3667018","L1967999",30.3122598,78.0516011
"G3667131","L1967999",30.3122598,78.0516011
"G3672190","L8139300",30.423708,78.040087
"G3675094","L8007618",30.300926,78.163005
"G3675095","L8290597",30.334432,78.125707
"G3675097","L8290605",30.304406,78.15746
"G3684515","L4664482",29.8616348,78.3109342
"G3684937","L1967999",30.3122598,78.0516011
"G3685236","L3866301",29.7749,78.24933
"G3687653","L6330950",29.7580254,78.247456
"G3693891","L3866301",29.7749,78.24933
"G3694019","L3866301",29.7749,78.24933
"G3699096","L4664482",29.8616348,78.3109342
"G3699102","L3932047",29.8025601,78.2537269
"G3699247","L5756489",29.7901996,78.380744
"G3699253","L5756489",29.7901996,78.380744
"G3699585","L8282678",29.4940575,79.1410094
"G3699591","L8282678",29.4940575,79.1410094
"G3703887","L3866301",29.7749,78.24933
"G3704191","L3708371",29.46375,79.22275
"G3704192","L5980571",29.2871046,79.331578
"G3704193","L3928011",29.4082845,79.222286
"G3710780","L8718686",29.95634,78.1805134
"G3711006","L3866301",29.7749,78.24933
"G3711073","L8348685",29.3322212,79.3922402
"G3711075","L5980571",29.2871046,79.331578
"G3715417","L1967999",30.3122598,78.0516011
"G3719405","L1967999",30.3122598,78.0516011
"G3723115","L3391951",29.384157,79.438448
"G3723570","L8370117",30.35468,78.1036573
"G3723571","L8370117",30.35468,78.1036573
"G3723722","L1967999",30.3122598,78.0516011
"G3723729","L1967999",30.3122598,78.0516011
"G3723855","L8370909",30.3114097,78.0532359
"G3723857","L1967999",30.3122598,78.0516011
"G3729529","L1967999",30.3122598,78.0516011
"G3734718","L1967999",30.3122598,78.0516011
"G3738196","L1967999",30.3122598,78.0516011
"G3738999","L1967999",30.3122598,78.0516011
"G3741218","L1967999",30.3122598,78.0516011
"G3744778","L1968610",30.3444356,77.9978228
"G3744779","L1967999",30.3122598,78.0516011
"G3747729","L1967999",30.3122598,78.0516011
"G3748322","L8405816",30.3221144,78.0247079
"G3750867","L2348198",30.282495,77.9735059
"G3750868","L2348198",30.282495,77.9735059
"G3755156","L1967999",30.3122598,78.0516011
"G3766444","L3455289",29.3992258,79.3006039
"G3771995","L3231340",29.9705837,78.2111398
"G3772159","L3802150",29.3476013,79.5288706
"G3772160","L8418379",29.494074,79.1411734
"G3774793","L1967999",30.3122598,78.0516011
"G3774806","L1967999",30.3122598,78.0516011
"G3775350","L4225532",30.3765423,78.0163005
"G3778828","L2613797",30.4369426,77.6741982
"G3778832","L2613797",30.4369426,77.6741982
"G3778856","L2613797",30.4369426,77.6741982
"G3778857","L2613797",30.4369426,77.6741982
"G3778909","L6864324",30.3385748,77.9955096
"G3778955","L1967999",30.3122598,78.0516011
"G3779394","L8455074",30.7890718,77.8332973
"G3779395","L8455074",30.7890718,77.8332973
"G3782062","L1967999",30.3122598,78.0516011
"G3782766","L1967999",30.3122598,78.0516011
"G3785829","L1967999",30.3122598,78.0516011
"G3786694","L1967999",30.3122598,78.0516011
"G3788915","L1967999",30.3122598,78.0516011
"G3794053","L2348198",30.282495,77.9735059
"G3794079","L1967999",30.3122598,78.0516011
"G3796933","L2348198",30.282495,77.9735059
"G3797003","L1967999",30.3122598,78.0516011
"G3801656","L2348198",30.282495,77.9735059
"G3801656","L8502779",30.2836262,77.9752804
"G3801657","L8495341",30.2836762,77.9749071
"G3801657","L2348198",30.282495,77.9735059
"G3801658","L4025382",30.286355,77.9744017
"G3801658","L2348198",30.282495,77.9735059
"G3801659","L2348198",30.282495,77.9735059
"G3801659","L8432466",30.2854287,77.9747496
"G3809934","L3866301",29.7749,78.24933
"G3809935","L4664482",29.8616348,78.3109342
"G3810244","L3391951",29.384157,79.438448
"G3813090","L8525020",29.9108474,78.1976706
"G3823758","L4025382",30.286355,77.9744017
"G3827490","L8718686",29.95634,78.1805134
"G3827580","L3231340",29.9705837,78.2111398
"G3827735","L6330950",29.7580254,78.247456
"G3827837","L8554277",29.8453252,78.1833428
"G3827838","L6330950",29.7580254,78.247456
"G3831229","L1967999",30.3122598,78.0516011
"G3832608","L1967999",30.3122598,78.0516011
"G3832754","L3982615",30.3822909,78.1321692
"G3835213","L1967999",30.3122598,78.0516011
"G3835386","L1967999",30.3122598,78.0516011
"G3835435","L1967999",30.3122598,78.0516011
"G3837248","L3391767",30.3161359,78.0587478
"G3839147","L1967999",30.3122598,78.0516011
"G3839413","L2348198",30.282495,77.9735059
"G3839457","L1967999",30.3122598,78.0516011
"G3839494","L1967999",30.3122598,78.0516011
"G3839514","L2348198",30.282495,77.9735059
"G3839575","L1967999",30.3122598,78.0516011
"G3843374","L1967999",30.3122598,78.0516011
"G3846800","L1967999",30.3122598,78.0516011
"G3847109","L6818498",30.36059,78.0827867
"G3847279","L2348198",30.282495,77.9735059
"G3847460","L1967999",30.3122598,78.0516011
"G3850197","L1967999",30.3122598,78.0516011
"G3852337","L1967999",30.3122598,78.0516011
"G3852675","L1967999",30.3122598,78.0516011
"G3855793","L8166798",30.2838316,77.9748972
"G3856696","L2348198",30.282495,77.9735059
"G3856821","L2348198",30.282495,77.9735059
"G3856964","L2348198",30.282495,77.9735059
"G3856965","L2348198",30.282495,77.9735059
"G3857148","L2348198",30.282495,77.9735059
"G3857149","L2348198",30.282495,77.9735059
"G3857152","L2348198",30.282495,77.9735059
"G3857153","L2348198",30.282495,77.9735059
"G3857154","L2348198",30.282495,77.9735059
"G3857155","L2348198",30.282495,77.9735059
"G3857213","L1968610",30.3444356,77.9978228
"G3857237","L2348198",30.282495,77.9735059
"G3857238","L2348198",30.282495,77.9735059
"G3857239","L2348198",30.282495,77.9735059
"G3857240","L2348198",30.282495,77.9735059
"G3857250","L2348198",30.282495,77.9735059
"G3857251","L2348198",30.282495,77.9735059
"G3857252","L2348198",30.282495,77.9735059
"G3857253","L2348198",30.282495,77.9735059
"G3857254","L2348198",30.282495,77.9735059
"G3857256","L2348198",30.282495,77.9735059
"G3857278","L2348198",30.282495,77.9735059
"G3857279","L2348198",30.282495,77.9735059
"G3857285","L1968610",30.3444356,77.9978228
"G3857289","L3866301",29.7749,78.24933
"G3857291","L8579151",29.382793,79.430498
"G3857295","L8597417",29.38555,79.433839
"G3857297","L8585405",29.405773,79.446766
"G3857300","L8562385",29.537635,79.161449
"G3857302","L8593123",29.374625,79.535673
"G3857303","L8593094",29.355287,79.528567
"G3857309","L8575299",29.495102,79.137732
"G3857310","L6869731",29.3988747,79.1329231
"G3857311","L8575385",29.585982,78.861545
"G3857313","L8579193",29.368382,79.411884
"G3857314","L8579197",29.293154,79.338229
"G3857317","L8575385",29.585982,78.861545
"G3857320","L8575364",29.553202,78.932646
"G3857322","L8575327",29.536301,79.054306
"G3857323","L8575299",29.495102,79.137732
"G3857325","L8562388",29.434613,79.129227
"G3857355","L2348198",30.282495,77.9735059
"G3857356","L2348198",30.282495,77.9735059
"G3857370","L2348198",30.282495,77.9735059
"G3857390","L2348198",30.282495,77.9735059
"G3857391","L2348198",30.282495,77.9735059
"G3857392","L2348198",30.282495,77.9735059
"G3857523","L2348198",30.282495,77.9735059
"G3857527","L6330950",29.7580254,78.247456
"G3857529","L4289532",29.796154,78.215189
"G3857544","L2348198",30.282495,77.9735059
"G3857548","L2348198",30.282495,77.9735059
"G3857559","L2348198",30.282495,77.9735059
"G3857563","L2348198",30.282495,77.9735059
"G3857596","L2348198",30.282495,77.9735059
"G3859540","L2348198",30.282495,77.9735059
"G3859542","L2348198",30.282495,77.9735059
"G3859675","L2348198",30.282495,77.9735059
"G3859814","L1968610",30.3444356,77.9978228
"G3859815","L1968610",30.3444356,77.9978228
"G3859818","L2348198",30.282495,77.9735059
"G3859819","L2348198",30.282495,77.9735059
"G3859821","L1968610",30.3444356,77.9978228
"G3859822","L1968610",30.3444356,77.9978228
"G3859823","L1968610",30.3444356,77.9978228
"G3859826","L1968610",30.3444356,77.9978228
"G3859829","L1968610",30.3444356,77.9978228
"G3859830","L1968610",30.3444356,77.9978228
"G3859831","L1968610",30.3444356,77.9978228
"G3859832","L1968610",30.3444356,77.9978228
"G3859833","L1968610",30.3444356,77.9978228
"G3859871","L2348198",30.282495,77.9735059
"G3859872","L2348198",30.282495,77.9735059
"G3859873","L2348198",30.282495,77.9735059
"G3859874","L2348198",30.282495,77.9735059
"G3859875","L2348198",30.282495,77.9735059
"G3859876","L2348198",30.282495,77.9735059
"G3859877","L2348198",30.282495,77.9735059
"G3859878","L2348198",30.282495,77.9735059
"G3859879","L2348198",30.282495,77.9735059
"G3859880","L2348198",30.282495,77.9735059
"G3859881","L2348198",30.282495,77.9735059
"G3859882","L2348198",30.282495,77.9735059
"G3859883","L2348198",30.282495,77.9735059
"G3859884","L2348198",30.282495,77.9735059
"G3859885","L2348198",30.282495,77.9735059
"G3859886","L2348198",30.282495,77.9735059
"G3859894","L2348198",30.282495,77.9735059
"G3859950","L2348198",30.282495,77.9735059
"G3860020","L2348198",30.282495,77.9735059
"G3860021","L2348198",30.282495,77.9735059
"G3860045","L2348198",30.282495,77.9735059
"G3860046","L2348198",30.282495,77.9735059
"G3860048","L2348198",30.282495,77.9735059
"G3860050","L2348198",30.282495,77.9735059
"G3860062","L2348198",30.282495,77.9735059
"G3860331","L2348198",30.282495,77.9735059
"G3860444","L1968610",30.3444356,77.9978228
"G3860445","L1968610",30.3444356,77.9978228
"G3860448","L1968610",30.3444356,77.9978228
"G3860449","L1968610",30.3444356,77.9978228
"G3860450","L1968610",30.3444356,77.9978228
"G3860452","L1968610",30.3444356,77.9978228
"G3860453","L1968610",30.3444356,77.9978228
"G3860455","L1968610",30.3444356,77.9978228
"G3860465","L1968610",30.3444356,77.9978228
"G3860472","L1968610",30.3444356,77.9978228
"G3860475","L1968610",30.3444356,77.9978228
"G3860477","L2348198",30.282495,77.9735059
"G3860687","L8621659",30.2837064,77.9753667
"G3860687","L2348198",30.282495,77.9735059
"G3860688","L8621603",30.2837095,77.975417
"G3860688","L2348198",30.282495,77.9735059
"G3860690","L2348198",30.282495,77.9735059
"G3864603","L2348198",30.282495,77.9735059
"G3864605","L2348198",30.282495,77.9735059
"G3864606","L2348198",30.282495,77.9735059
"G3864607","L2348198",30.282495,77.9735059
