"Species","Group","Median_S","LCI_S","UCI_S","Median_W","LCI_W","UCI_W","Median_diff","LCI_diff","UCI_diff"
"Green-backed Tit",2,2146,2108,2173,2055,2046,2073,92,46,124
"Oriental Turtle-Dove",2,2173,2173,2174,1302,1056,1347.5,871,825.5,1117
"Common Rosefinch",2,3171,3100,3190,1399,1305,1542,1755.25,1608.4875,1863.5125
"Great Barbet",2,1913,1898,1936,1694,1630,1754.5625,219,155.9875,289.0125
"Ashy Drongo",2,1944.5,1900,1974,666,664,827,1277.5,1117,1306.025
"Gray-winged Blackbird",2,2035,2017,2067,1614,1542,1764.0875,421,272.95,494
"White-capped Redstart",2,2740,2705.5,2827,1309,1264,1342,1438.5,1375.975,1533.1
"Spotted Dove",2,664,664,664,602,602,602,62,62,62
"Black-headed Jay",0,2035,1991.925,2042.1,2014,1944.5,2035,13.75,-24.5,88
"Gray-headed Canary-Flycatcher",2,2067,2031.9875,2100,602,602,602,1465,1429.9875,1498
"Indian White-eye",2,742.25,666,827,664,660.975,664,78.5,2,163
"Rock Pigeon",0,660,638,666,640.5,602,666,10.5,-25.025,58
"Scaly-bellied Woodpecker",2,2110,2011,2173,1924,1912,2028.025,160,26.975,260
"Spotted Forktail",2,2173,2173,2173,1757,1667,1812,416,361,506
"Black Drongo",2,440.5,409,567,404,388,409,37,4.4875,169
"White-throated Kingfisher",2,443,409,584,403,388,409,42,10.4875,181
"Black-throated Tit",2,2067,2054.4875,2100,2011,1978.4875,2030.5375,63.5,37.9875,106.025
"Variegated Laughingthrush",2,2630,2621,2717.5,2178,2173,2293,450,336.975,522
"Eurasian Jay",0,2085,2072,2105.5,2104.5,2074,2130.6875,-18,-45,19.025
"Gray-headed Woodpecker",2,1743,1611.475,1861,1488,1383,1542,261,108.45,435.0125
"Himalayan Woodpecker",2,2233,2180.4625,2377.625,2166,2111,2173,87,22.975,221.0875
"Crested Kingfisher",2,1237,1130.7125,1254,761,576.575,1015,454,191.2,679.5125
"Jungle Babbler",0,653,638,653,625,602,653,26,-7.025,51
"Jungle Myna",0,827,827,827,666,645.5,827,161,0,189
"Oriental Magpie-Robin",2,653,653,660,599,480.5,602,54,51,172.5125
"Red-wattled Lapwing",0,394.5,388,409,388,369,403,7,-13,31
"Lemon-rumped Warbler",2,2540,2391.95,2668,1523,1398,1573,1022,863.7,1218
"Blue-throated Barbet",2,1332,1315,1351,1248,1183,1255,84,67,149.2
"Brownish-flanked Bush Warbler",2,2275,2173,2333.275,1742.5,1660.5,1862.5,521,367.575,639
"Common Tailorbird",0,602,602,628,602,602,602,0,0,26
"Plum-headed Parakeet",2,827,827,827,602,602,638,225,189,225
"Black-chinned Babbler",1,1052,898.9875,1236.5,1248,1219,1303.05,-199.5,-341.225,-11
"Brown-fronted Woodpecker",0,1807,1743,1872.025,1761.75,1689,1810,51.25,-48,153.525
"Chestnut-bellied Nuthatch",2,1332,1254,1332,1073,861,1237,249,84,465.1
"Himalayan Prinia",2,1633.25,1557.5,1730.6875,1514,1400,1577,133,13,279.0625
"Kalij Pheasant",2,1846.25,1749,1931,1710,1622.5,1795,143.5,6.5,278.0125
"Red-billed Leiothrix",1,1332,1332,1332,1365,1365,1365,-33,-33,-33
"Rufous Sibia",2,2173,2173,2173,1994,1944,2026.0375,179,146.9625,229
"Eurasian Hoopoe",2,1985,1842.725,2173,421.5,404,480.5,1560.75,1409.975,1763.0125
"Slaty-headed Parakeet",2,1720.5,1659.5,1767,1368,1365,1419,348.75,270,396.025
"Long-tailed Minivet",2,2093,2011,2166.025,1164,1015,1255,909,792.4625,1077.075
"Eurasian Collared-Dove",2,1419,1419,1475.0125,326,321,383.0125,1093.5,1036,1141
"Long-tailed Shrike",2,2048.5,1799.95,2173,666,602,781.025,1382.75,1115.4875,1545.5125
"Greenish Warbler",2,1653,1396,1810,441,395.5,591,1194.75,923.875,1389.55
"Siberian Stonechat",2,1913,1836.9875,2068.0375,875,602,1164.5,1060.5,748.5,1340.225
"Baya Weaver",2,616,604.475,616,602,594.6875,602,14,2.475,21.3125
"Pied Bushchat",2,1002.5,861,1035,359.25,289,403,639,490,713.5125
"Gray-breasted Prinia",0,666,664,727,666,627.9875,764.0125,0,-97,56.025
"Paddyfield Pipit",1,275.5,275.5,275.5,316.5,316.5,316.5,-41,-41,-41
"Indian Robin",0,780,627.9375,827,615,528,691,161,-5.0875,276
"Purple Sunbird",2,602,595.4875,602,409,372,409,193,190,228
"Indian Peafowl",0,388,386,404.5,404,388,438,-15.5,-50,7
"Brown-headed Barbet",0,602,602,602,599,479.725,602,3,0,122.275
"Coppersmith Barbet",0,602,601,602,516.5,433.6,602,85.5,0,168.2
"Green Bee-eater",1,372,368,374,653,602,664,-281,-294,-230
"Red Junglefowl",0,602,565,616,602,602,666,0,-70.1,14
"Scaly-breasted Munia",0,602,584,610.5625,627,602,666,-26,-78,0
"White-throated Fantail",2,829,827,954,664,638,664.5,173,163,299.125
"Ashy Prinia",1,409,409,442,599,519.9375,602,-190,-193,-90
"Greater Coucal",2,592,589,602,409,404.4875,443,182,149,193
"Indian Gray Hornbill",0,602,602,602,602,602,602,0,0,0
"Hill Partridge",0,2129,2085,2173,2173,2101,2173,-28,-85.025,48.025
"Chestnut-bellied Rock-Thrush",2,2183,2082.575,2337,1498,1365,1653.425,699,507.55,911.3
"Hume's Warbler",2,2192.5,2116.3625,2417,602,602,602,1590.5,1514.3625,1815
"Pink-browed Rosefinch",2,2840,2784,2986,1986,1906,2035,870.5,772.9375,1052.5625
"Fulvous-breasted Woodpecker",0,926,736,1056,750,656.2,1015,183.5,-128.825,378.8
"Gray-capped Pygmy Woodpecker",2,666,616,831,602,602,649.35,64,12.1625,224.025
"Rusty-cheeked Scimitar-Babbler",0,1382,1332,1419,1383,1365,1434,-11,-91.025,52.0125
"Brown Rock Chat",0,589,440,599,599,443.4625,602,-7,-156.0375,138.0625
"Common Babbler",1,598.5,437.8125,601.7375,630,602,666,-67,-209.5625,-0.874999999999999
"Laughing Dove",0,637,440.9875,827,642.5,442.4875,827,-21.5,-284.0875,217.6875
"Brahminy Starling",2,692,638,827,445.75,421,602,228,48,359.075
"Rufous-bellied Niltava",2,2417,2417,2417,1102.5,962.975,1237,1314.5,1180,1454.025
"Black-rumped Flameback",0,444.5,403,602,405,388,440.0125,42.5,-18.025,202.025
"Spotted Owlet",0,409,388,551,387.5,321,420.8125,26.5,-12,187.25
"Bank Myna",2,384,384,384,306,306,306,78,78,78
"Asian Pied Starling",0,368,326,385.5125,388,368,405,-20,-71.025,6.01249999999999
"Indian Roller",2,321,295,341.35,279,272,313,42,0.150000000000002,60.85
"Fire-fronted Serin",2,3540,3446.5,3566.0875,2788,2419.675,3198,739,325.925,1120.325
"Hair-crested Drongo",0,638,616,664,653,633,653,-15,-37,15.0125
"Yellow-eyed Babbler",0,827,772.8,827,666,602,827,161,0,225
"Puff-throated Babbler",0,602,602,602,602,602,602,0,0,0
"Verditer Flycatcher",2,1952,1942.5,1959.25,602,602,609,1350,1332.5,1357.25
"Speckled Piculet",0,1315,1173,1336.5,1279,1253.4,1383,-4,-134.05,80.6
"Whiskered Yuhina",2,2380,2174,2417,1861.5,1684.9,1946.0125,520,306.95,699.15
"Chukar",2,3540,3453.3625,3540,3263,3254,3321,277,154.75,290
"Fire-breasted Flowerpecker",2,2417,2269.525,2417,1332,1264,1415,1068.5,914.975,1153
"Black Francolin",0,1580,1550,1580,1542,1453.75,1667,38,-98,123.5
"Red-billed Chough",2,3540,3540,3684,3245,3244,3263,296,277,439.025
"Yellow-billed Chough",2,4030,3875.9,4150.025,3455.5,3231,3558,577.5,368.975,845
"Pale-billed Flowerpecker",0,664,653,664,664,664,664,0,-11,0
"White-throated Laughingthrush",0,2035,2010,2049,2035,2035,2098,-17,-65,14
"Himalayan Black-lored Tit",0,1580,1537,1716.0875,1542,1502,1623.05,31,-54.0125,166.5125
"Gray Treepie",2,1523,1472,1565,1332,1258,1360,203,123.4875,267.0125
"Hill Pigeon",2,4162,4031,4211,3540,3540,3636,589,428,671
"Lesser Yellownape",0,1365,1264,1382,1302,1242.5,1365,33,-46.5625,122.0125
"White-winged Redstart",2,4534,4432,4665,3240,3240,3240,1294,1192,1425
"Horned Lark",2,4410,4322,4480,3286,3250.5,3487,1116,891,1212
"Chestnut-crowned Laughingthrush",2,2417,2336.9625,2417,2173,2173,2173,244,163.9625,244
"Asian Emerald Dove",0,647,602,666,602,602,602,45,0,64
"Robin Accentor",2,4432,4307.5,4525.5,3540,3540,3549,892,767.5,985.375
"Eurasian Magpie",0,3267.5,3245,3293,3263,3254,3263,8,-18,30
"Bar-winged Flycatcher-shrike",2,666,616,749.9,602,602,602,64,14,147.9
"Red-billed Blue-Magpie",1,1478,1419,1524,1542,1502,1580.5,-77.25,-150,-11.5
"White-crested Laughingthrush",0,1051,898,1332,1248,1218,1332,-197,-351.025,84
"White-tailed Nuthatch",0,2119,2098,2173,2108,2100,2145,12,-35.5125,72.5
"Striated Laughingthrush",0,2042,2011,2100,2034,1966,2049,24,-24,90.5
"Small Niltava",2,2090,2011,2173,1254,1221.5,1332,818.75,711.5,922
"Black-hooded Oriole",0,388,388,465,442,403,590.0125,-41.75,-186.05,33
"Jungle Owlet",0,388,388,388,394,388,438.1875,-6,-50.1875,0
"Rufous-bellied Woodpecker",0,2173,2092.475,2417,2173,2134.5625,2195.225,1,-80,247.675
"Scarlet Minivet",2,1446,1382.5,1558.25,741.5,654,1015,717,402.25,876.25
"Lineated Barbet",0,421,387,477,441,409.325,446,-21,-58,42.8750000000001
"Green-tailed Sunbird",2,2417,2417,2417,1383,1344.5,1542,1034,875,1072.5
"Oriental Pied-Hornbill",0,602,445.9625,602,602,602,602,0,-156.0375,0
"Maroon Oriole",2,2010,1943,2073,1357,830.65,1560.2,665,427.575,1186.35
"Red-whiskered Bulbul",0,409,409,409,409,404,409,0,0,5
"Greater Yellownape",0,1383,1365,1469,1383,1365,1425,0,-43.8375,88.45
"Blue-winged Minla",0,1352,1332,1365,1365,1365,1383,-26,-51,0
"Streak-breasted Scimitar-Babbler",0,2417,2417,2417,2380,2173,2417,37,0,244
