"","Value","Std.Error","t-value","p-value","Lambda"
"(Intercept)",-28.5629988893639,88.3523794789204,-0.323284998749565,0.746955006657426,0.299649480876365
"Median_S",0.192305361831297,0.0312064654642024,6.16235638899558,6.99400649667676e-09,0.299649480876365
