"","Value","Std.Error","t-value","p-value","Lambda"
"(Intercept)",3213.0436743466,113.033991211663,28.4254642334091,8.52235764362848e-70,-0.0333920011859762
"ThermalRegime",-102.03929440393,3.12133051226898,-32.6909611150903,2.96105167939502e-79,-0.0333920011859762
"HWI",1.45474191761391,0.83817349530494,1.73560954356431,0.0842801841806818,-0.0333920011859762
"Dietinvertebrates",17.3289732916269,38.8106368290338,0.446500617033506,0.655752291772494,-0.0333920011859762
"Dietomnivore",-11.584731215693,40.5502386070531,-0.285688361243775,0.775433026308598,-0.0333920011859762
"Dietseeds",-21.6199884722186,46.5833057708118,-0.464114517303435,0.643105534758031,-0.0333920011859762
"Dietvertebrates",-9.16475279666128,76.4569983728667,-0.119868069525388,0.904716342254723,-0.0333920011859762
