"Species","Group","Median_S","LCI_S","UCI_S","Median_W","LCI_W","UCI_W","Median_diff","LCI_diff","UCI_diff","elev_roundS","elev_roundW","maxTemp_June_mean","minTemp_June_mean","maxTemp_June_ci","minTemp_June_ci","tempRange_June","maxTemp_Jan_mean","minTemp_Jan_mean","maxTemp_Jan_ci","minTemp_Jan_ci","tempRange_Jan","ThermalRegime","Species3","Tree.name","HWI","Diet"
"Kalij Pheasant",2,914.45,798.1,1045.295,487,243.6,531,440.125,302.7325,694.91,900,500,34.4428358060341,22.2947674997511,0.04349096041162,0.0352590587250573,12.148068306283,20.9677051338306,7.01919591926283,0.0229869522087908,0.0174710463618794,13.9485092145678,27.4236398867713,"Lophura leucomelanos","Lophura_leucomelanos",17.7587268,"omnivore"
"Red Junglefowl",0,142.85,121.35,185.57,121.4,97.34,138.6,22.95,-4.97999999999999,65.78,100,100,41.2864569675398,29.00652815419,0.00779262804102413,0.00373754560110998,12.2799288133498,22.8558792429749,8.46627386037916,0.00587300718385101,0.00568208617921472,14.3896053825957,32.8201831071606,"Gallus gallus","Gallus_gallus",23.21714883,"omnivore"
"Indian Peafowl",0,97.8,96,100.25,93.5,77.44375,112.40375,4.025,-14.55375,20.65625,100,100,41.2864569675398,29.00652815419,0.00779262804102413,0.00373754560110998,12.2799288133498,22.8558792429749,8.46627386037916,0.00587300718385101,0.00568208617921472,14.3896053825957,32.8201831071606,"Pavo cristatus","Pavo_cristatus",28.71360931,"omnivore"
"Hill Partridge",0,1313.4,1119.25,1446.4,1301.9,1173.9,1714,3.19999999999982,-484.28,253.99,1300,1300,31.558729611196,19.5627112797516,0.0478129138985327,0.0378145616164514,11.9960183314443,11.3993692406248,-1.02548662100232,0.0442932696457408,0.0313380092208575,12.4248558616272,32.5842162321983,"Arborophila torqueola","Arborophila_torqueola",25.19798408,"omnivore"
"Red-wattled Lapwing",0,82,79,108.4025,81,60.2925,105.60375,1.8,-24.005,31.91,100,100,41.2864569675398,29.00652815419,0.00779262804102413,0.00373754560110998,12.2799288133498,22.8558792429749,8.46627386037916,0.00587300718385101,0.00568208617921472,14.3896053825957,32.8201831071606,"Vanellus indicus","Vanellus_indicus",43.2386972,"invertebrates"
"Great Hornbill",0,182,142,256,142,126.8,142,40,0,114,200,100,39.6640710249462,28.2027400137879,0.0042808564738231,0.00313442919599782,11.4613310111583,22.8558792429749,8.46627386037916,0.00587300718385101,0.00568208617921472,14.3896053825957,31.197797164567,"Buceros bicornis","Buceros_bicornis",25.70643239,"fruit"
"Rufous-necked Hornbill",0,617.8,352.96375,835,489,426.64125,612.2,124.075,-141.525,342.76,600,500,35.9098041195477,24.2701164512655,0.0234141803249473,0.0224606985928427,11.6396876682822,20.9677051338306,7.01919591926283,0.0229869522087908,0.0174710463618794,13.9485092145678,28.8906082002849,"Aceros nipalensis","Aceros_nipalensis",21.6271216,"fruit"
"Eurasian Hoopoe",2,1206.625,1199.05625,1212.25,81.65,75.05,101.5875,1122.275,1099.78125,1132.04375,1200,100,32.1217451665981,20.0951408885232,0.0473856533386101,0.0381315956449221,12.0266042780749,22.8558792429749,8.46627386037916,0.00587300718385101,0.00568208617921472,14.3896053825957,23.6554713062189,"Upupa epops","Upupa_epops",21.7746589,"invertebrates"
"Crested Kingfisher",0,208,203.05,262.6375,245.2,176.3,318.55,-36.9,-112.35,41.35,200,200,39.6640710249462,28.2027400137879,0.0042808564738231,0.00313442919599782,11.4613310111583,21.2894503358178,7.3900782397302,0.00508873434844005,0.00432350904663981,13.8993720960876,32.273992785216,"Megaceryle lugubris","Megaceryle_lugubris",29.88208589,"vertebrates"
"White-throated Kingfisher",1,44,44,46.05,68.025,45.4,81.205,-23.85,-37.0025,-0.298749999999998,0,100,39.9922732810824,27.6320106926588,0.0121766292998815,0.00306778405792983,12.3602625884236,22.8558792429749,8.46627386037916,0.00587300718385101,0.00568208617921472,14.3896053825957,31.5259994207032,"Halcyon smyrnensis","Halcyon_smyrnensis",20.24597458,"vertebrates"
