"Species","Group","Median_S","LCI_S","UCI_S","Median_W","LCI_W","UCI_W","Median_diff","LCI_diff","UCI_diff","elev_roundS","elev_roundW","maxTemp_June_mean","minTemp_June_mean","maxTemp_June_ci","minTemp_June_ci","tempRange_June","maxTemp_Jan_mean","minTemp_Jan_mean","maxTemp_Jan_ci","minTemp_Jan_ci","tempRange_Jan","ThermalRegime","Tree.name","Scientific","HWI","Diet"
"Asian Koel",2,1943.95,1878.6725,2046.85125,1256,1219,1256,689,624.01375,799.264999999999,1900,1300,24.2758222735141,13.6378678592037,0.0245302345975058,0.0274683253856939,10.6379544143104,5.78517844700782,-6.09761554540528,0.0663275996715154,0.0565749901578103,11.8827939924131,30.3734378189194,"Eudynamys_scolopaceus","Eudynamys scolopaceus",31.36645392,"fruit"
"Greater Coucal",0,851.424999999999,827,896.8175,827,827,871.05375,18.8499999999998,-19.8324999999995,69.5999999999999,900,800,32.2180233038592,21.2051731261879,0.0350487650186013,0.0164268078164792,11.0128501776713,15.0333780860744,2.16991124039681,0.0260219693770875,0.0135480323086813,12.8634668456776,30.0481120634624,"Centropus_sinensis","Centropus sinensis",13.23180548,"vertebrates"
"Asian Emerald Dove",0,1556.3,1382.69625,1630,1352.25,1332,1542,195.875,-31.9649999999998,283.5,1600,1400,26.4195904474947,15.6067514786296,0.0196456148452248,0.0223343614709647,10.8128389688651,5.33718499673394,-6.55278990614364,0.0558935948982156,0.0474996847036743,11.8899749028776,32.9723803536383,"Chalcophaps_indica","Chalcophaps indica",28.69523682,"omnivore"
"Eurasian Collared-Dove",2,2417,2417,2417,1591,1462,1683.8175,826,732.5,955,2400,1600,20.590126165661,10.0533461327482,0.0315662889661523,0.0379269153896788,10.5367800329128,7.44244503961611,-4.65066956812856,0.0574917750954054,0.045535121685832,12.0931146077447,25.2407957337896,"Streptopelia_decaocto","Streptopelia decaocto",37.84538878,"omnivore"
"Oriental Turtle-Dove",2,3420,3311.29625,3471.0325,2401.05,2231.45,2417,1010.1,899.9625,1170.3025,3400,2400,14.0503919724051,3.61497334587645,0.0302095904080279,0.0376917133206809,10.4354186265287,1.99117754616932,-9.74692814042787,0.0698936441465475,0.0567109994181187,11.7381056865972,23.797320112833,"Streptopelia_orientalis","Streptopelia orientalis",32.75114632,"omnivore"
"Spotted Dove",2,2173,2106.99375,2173,1383,1323.65,1462.2175,790,693.697500000001,849,2200,1400,21.9630222441106,11.3754658130181,0.0307198183067672,0.0350704380073125,10.5875564310925,5.33718499673394,-6.55278990614364,0.0558935948982156,0.0474996847036743,11.8899749028776,28.5158121502542,"Stigmatopelia_chinensis","Streptopelia chinensis",30.6093332,"seeds"
"Laughing Dove",0,1013.4,827,1126.5725,827,827,1103.0075,154.374999999999,-127.085,267.16125,1000,800,31.2243186946711,20.4364086096164,0.0356604414552322,0.0182958567026918,10.7879100850547,15.0333780860744,2.16991124039681,0.0260219693770875,0.0135480323086813,12.8634668456776,29.0544074542743,"Stigmatopelia_senegalensis","Streptopelia senegalensis",34.48991766,"seeds"
"Hill Pigeon",2,4665,4632,4756.6,4211,4211,4237.02125,454,413.270000000002,545.6,4700,4200,9.04921211048159,-1.73240527620397,0.0237330356582923,0.0203147041081401,10.7816173866856,-9.63818449873631,-20.7644818871104,0.0331931005830625,0.0301343419884783,11.1262973883741,29.813693997592,"Columba_rupestris","Columba rupestris",48.60645148,"seeds"
"Rock Pigeon",0,2100,2067,2243,2108,2108,2117.0125,-8,-41,135,2100,2100,22.8072994519183,12.2086779604717,0.0270675667341757,0.0313685154254475,10.5986214914466,4.09719315728284,-7.86919946852682,0.0672487777898436,0.0556859096653147,11.9663926258097,30.6764989204451,"Columba_livia","Columba livia",44.18079137,"seeds"
"Mountain Scops-Owl",0,2417,2417,2417,2417,2417,2417,0,0,0,2400,2400,20.590126165661,10.0533461327482,0.0315662889661523,0.0379269153896788,10.5367800329128,1.99117754616932,-9.74692814042787,0.0698936441465475,0.0567109994181187,11.7381056865972,30.3370543060889,"Otus_spilocephalus","Otus spilocephalus",25.46493589,"invertebrates"
"Spotted Owlet",0,827,827,827,827,827,827,0,0,0.801249999999947,800,800,33.1288506004326,21.9737226821809,0.03330585812865,0.0161188466669687,11.1551279182517,15.0333780860744,2.16991124039681,0.0260219693770875,0.0135480323086813,12.8634668456776,30.9589393600358,"Athene_brama","Athene brama",29.247852,"invertebrates"
"Jungle Owlet",0,1419,1356.1,1419,1365,1063.18875,1421.82375,54,-22.035,348.356250000002,1400,1400,28.8915322996528,17.5134493072507,0.0172517299945106,0.0109816899559281,11.3780829924021,5.33718499673394,-6.55278990614364,0.0558935948982156,0.0474996847036743,11.8899749028776,35.4443222057964,"Glaucidium_radiatum","Glaucidium radiatum",26.89636707,"invertebrates"
"Collared Owlet",2,2921.8,2893,3103.05,2618,2600.5,2621.1,307.299999999999,271.9,482.414999999999,2900,2600,17.1327012147164,6.59523726295552,0.0321389244120375,0.039348961009504,10.5374639517609,0.45910780669145,-11.1373923293136,0.068103353480913,0.0563813833800931,11.5965001360051,28.27009354403,"Glaucidium_brodiei","Taenioptynx brodiei",20.71829123,"vertebrates"
