"","Value","Std.Error","t-value","p-value","Lambda"
"(Intercept)",51.0087810138622,177.445139622253,0.287462260856793,0.774005419430461,0.595128728479974
"Median_S",0.164316323488031,0.0257569063471683,6.37950541393709,9.00886001947259e-10,0.595128728479974
