"","Value","Std.Error","t.value","p.value","dataset","Variable","adjP"
"76",76.4841691148685,85.117064803287,0.89857620550744,0.370009810441805,"95.q3.sam30","relevel(Diet, ref = ""invertebrates"")seeds",0.535592242748572
"77",7.6485298107669,189.111354242081,0.0404445827243987,0.967780932421558,"95.q3.sam30","relevel(Diet, ref = ""invertebrates"")vertebrates",0.968752014814589
"78",3570.05410243799,256.315254016825,13.9283715911955,1.39138131452386e-24,"95.q3.sam60","(Intercept)",5.31254683727292e-24
"79",-175.986465670567,10.7356362249272,-16.3927374198784,2.5991585554076e-29,"95.q3.sam60","ThermalRegime",1.05643218703664e-28
"80",8.02923879848409,3.53850204674744,2.26910672719958,0.0255487199850912,"95.q3.sam60","HWI",0.0643827743624298
"81",-194.708101606245,86.8283564201005,-2.24244831566535,0.0272830437011481,"95.q3.sam60","relevel(Diet, ref = ""invertebrates"")fruit",0.0661089135835512
"82",-155.774193943468,51.4539544738525,-3.02744843494251,0.00318271612473892,"95.q3.sam60","relevel(Diet, ref = ""invertebrates"")omnivore",0.0100255557929276
"83",-75.5818155134581,112.197918007011,-0.673647219627866,0.502188693079808,"95.q3.sam60","relevel(Diet, ref = ""invertebrates"")seeds",0.637231579395445
"84",-198.218630662582,249.557548980997,-0.794280243061994,0.429033006679929,"95.q3.sam60","relevel(Diet, ref = ""invertebrates"")vertebrates",0.594045701556825
"85",3797.05179833084,128.120806169284,29.6364963026681,9.73469717294848e-66,"50.q1.sam30","(Intercept)",1.11506531253774e-64
"86",-190.303939489329,5.70195027935012,-33.3752365709892,1.17190721077118e-72,"50.q1.sam30","ThermalRegime",1.47660308557169e-71
"87",0.655927907040655,2.26949051734348,0.2890198932439,0.772952346116023,"50.q1.sam30","HWI",0.811599963421824
"88",-118.654152259536,55.5379752092301,-2.13645081248508,0.0342124765904456,"50.q1.sam30","relevel(Diet, ref = ""invertebrates"")fruit",0.0813353217055876
"89",-40.4582496356711,36.1680100479122,-1.11861973003424,0.265033027454068,"50.q1.sam30","relevel(Diet, ref = ""invertebrates"")omnivore",0.425648451169194
"90",84.1916123650516,65.1900741272466,1.29147900953012,0.198460206389877,"50.q1.sam30","relevel(Diet, ref = ""invertebrates"")seeds",0.33791872979898
"91",-55.5321735728089,119.643075138628,-0.464148664755274,0.643192466216869,"50.q1.sam30","relevel(Diet, ref = ""invertebrates"")vertebrates",0.727961394767192
"92",3697.21495519239,172.116304834137,21.4809105898206,4.91515061594494e-33,"50.q1.sam60","(Intercept)",2.06436325869688e-32
"93",-187.921979996766,7.972140996847,-23.572335219747,1.3914927433062e-35,"50.q1.sam60","ThermalRegime",6.04579605712349e-35
"94",4.10023725616782,2.99291751836942,1.36998003820756,0.174950239887817,"50.q1.sam60","HWI",0.310475073603732
"95",-98.8017186536331,88.2975090099653,-1.11896382764866,0.266874822558463,"50.q1.sam60","relevel(Diet, ref = ""invertebrates"")fruit",0.425648451169194
"96",-72.7138641068192,41.0646284346535,-1.77071769253993,0.080840270221872,"50.q1.sam60","relevel(Diet, ref = ""invertebrates"")omnivore",0.161680540443744
"97",-39.1989272436631,85.2603189732783,-0.459755812735682,0.647076795348615,"50.q1.sam60","relevel(Diet, ref = ""invertebrates"")seeds",0.727961394767192
"98",-136.988064513532,185.647010709713,-0.737895342294168,0.462976294725004,"50.q1.sam60","relevel(Diet, ref = ""invertebrates"")vertebrates",0.634076229732071
"99",3898.90719598832,104.743124288447,37.2235144070297,1.24017549260562e-85,"50.q2.sam30","(Intercept)",2.6043685344718e-84
"100",-194.552222605229,5.27603523652454,-36.8747011502876,5.43258268364309e-85,"50.q2.sam30","ThermalRegime",8.55631772673787e-84
"101",-0.582948281815052,1.68661503963342,-0.345632090380123,0.730029666329553,"50.q2.sam30","HWI",0.784613789203034
"102",-104.998262009535,49.3976081435999,-2.12557380722367,0.0349256802687471,"50.q2.sam30","relevel(Diet, ref = ""invertebrates"")fruit",0.0814932539604099
"103",-15.3810648680981,31.5432781346657,-0.487617831045738,0.626423980922661,"50.q2.sam30","relevel(Diet, ref = ""invertebrates"")omnivore",0.724123133910599
"104",174.243170489475,56.7620598267295,3.06971189948648,0.0024802954675435,"50.q2.sam30","relevel(Diet, ref = ""invertebrates"")seeds",0.00801326227975592
"105",-59.305824614597,102.158005496021,-0.58053036887948,0.562295383487884,"50.q2.sam30","relevel(Diet, ref = ""invertebrates"")vertebrates",0.68124248384109
"106",3797.06633216099,151.834395397949,25.0079458097035,3.18667119006142e-41,"50.q2.sam60","(Intercept)",1.54430988441438e-40
"107",-191.706545144234,7.33233175001212,-26.1453725336305,1.0790728455093e-42,"50.q2.sam60","ThermalRegime",5.43852714136687e-42
"108",1.21236795391165,2.34318287526733,0.517402191142819,0.606203726355621,"50.q2.sam60","HWI",0.715756069294929
"109",-106.95596255939,56.7136092943971,-1.885895887955,0.062684572880398,"50.q2.sam60","relevel(Diet, ref = ""invertebrates"")fruit",0.131127853393589
"110",-58.4045297001564,35.9255686386051,-1.62570926260568,0.10767072276378,"50.q2.sam60","relevel(Diet, ref = ""invertebrates"")omnivore",0.211976735441192
"111",-20.3082282372223,73.7021265234241,-0.27554467143859,0.783558794753484,"50.q2.sam60","relevel(Diet, ref = ""invertebrates"")seeds",0.815937257346603
"112",-103.405893685247,155.237774422172,-0.666112961681821,0.507121806449044,"50.q2.sam60","relevel(Diet, ref = ""invertebrates"")vertebrates",0.637231579395445
"113",3728.7480377091,145.088510424426,25.6998161108789,6.6429915331356e-64,"50.q3.sam30","(Intercept)",6.97514110979238e-63
"114",-190.078501979233,5.52486811710911,-34.4041700091643,8.59820347003054e-84,"50.q3.sam30","ThermalRegime",1.20374848580428e-82
"115",1.59036897088013,2.28741572886736,0.695268879552396,0.487731816798203,"50.q3.sam30","HWI",0.637231579395445
"116",-50.0396918807011,56.8648347118119,-0.879976036759795,0.379978128870318,"50.q3.sam30","relevel(Diet, ref = ""invertebrates"")fruit",0.537946564468091
"117",-34.5858034187197,35.6497580199859,-0.970155348581337,0.333195999094625,"50.q3.sam30","relevel(Diet, ref = ""invertebrates"")omnivore",0.49391406924615
"118",72.8393446347364,63.9497856430682,1.13900842516165,0.256126158701379,"50.q3.sam30","relevel(Diet, ref = ""invertebrates"")seeds",0.419115532420438
"119",-48.785842709039,147.39917395291,-0.330977721249814,0.74102413424731,"50.q3.sam30","relevel(Diet, ref = ""invertebrates"")vertebrates",0.784613789203034
"120",3805.56072079233,135.565330129981,28.0717844093584,1.72805978955485e-47,"50.q3.sam60","(Intercept)",1.14597649202058e-46
"121",-188.002713171088,6.84942833896971,-27.4479422029207,1.13839739585271e-46,"50.q3.sam60","ThermalRegime",6.51991235806552e-46
"122",-1.35508189427989,1.89006680899335,-0.716949204034542,0.475183132922383,"50.q3.sam60","HWI",0.636947603704471
"123",-137.192242512634,51.998109317063,-2.63840828665697,0.00974958648036056,"50.q3.sam60","relevel(Diet, ref = ""invertebrates"")fruit",0.027919270375578
"124",-63.103163462364,32.257938312451,-1.95620572062435,0.0534092623355662,"50.q3.sam60","relevel(Diet, ref = ""invertebrates"")omnivore",0.118062579899673
"125",-2.66024035450641,67.7284376078427,-0.0392780410779528,0.968752014814589,"50.q3.sam60","relevel(Diet, ref = ""invertebrates"")seeds",0.968752014814589
"126",-287.031408051016,136.679641604449,-2.10003044112221,0.0384043107333006,"50.q3.sam60","relevel(Diet, ref = ""invertebrates"")vertebrates",0.0879807845890159
