"","Value","Std.Error","t-value","p-value","Lambda"
"(Intercept)",-329.619824441595,132.412583561017,-2.48933912153222,0.0134736941619449,0.268458393384023
"Median_S",0.217866612000332,0.0272903380081249,7.98328741606162,5.81459783192187e-14,0.268458393384023
