"Species","Group","Median_S","LCI_S","UCI_S","Median_W","LCI_W","UCI_W","Median_diff","LCI_diff","UCI_diff"
"Wedge-tailed Green-Pigeon",2,1865.5,1739,1943.55,1018,833,1343.2,832.5,489.65,1087
"Yellow-breasted Greenfinch",2,2538,2436.9875,2611,2096,1999,2345,418.75,182.1375,555.175
"Black-winged Cuckooshrike",2,1256.75,1202.2625,1330.2,449.5,383.1625,487.1625,817.5,754.325,890.3875
"Blyth's Leaf Warbler",2,2394,2341.5,2457.6,842.5,509.5,1296,1555,1094.8,1904.3
"Chestnut-crowned Warbler",2,2076.25,2002,2189,1581.5,1377,1797.2,504.75,271.925,714.274999999999
"Rufous-winged Fulvetta",2,2179,2028.8,2347,1827.5,1739,1918,377.5,189.8,564
"Gray-throated Babbler",0,897.5,760,989,948,867,1074,-37,-218.6125,68.6124999999999
"Pin-striped Tit-Babbler",2,472,415.7,515,254,202.525,331,213.25,124.5875,284.4125
"Black-tailed Crake",2,2448,2340,2538,2332,2309,2336,116,19.675,212.825
"Blue-winged Minla",2,1934,1807,1977.025,1377,1150.8125,1402,562,424.4625,775
"Blyth's Shrike-Babbler",2,1749.5,1683.5625,1984.0625,1166,996.1875,1316.125,596,439.25,948.4375
"Gray Bushchat",2,2225.5,2074,2282,1507,1391,1653,701,501.4875,858.5
"Gray-headed Canary-Flycatcher",2,1739,1701,1739,707,580,833,1031.5,906,1159
"Nepal Fulvetta",0,960,884,1017,938.5,840.5,1074,21.5,-167.5,134
"Russet Sparrow",0,2308,2265,2382,2340,2312,2404,-36,-111.0125,42.5624999999999
"White-tailed Nuthatch",0,2090,1979,2255.0625,1961,1867,2077.5125,128.25,-41.7375,321.05
"Gray-sided Bush Warbler",2,3161,3117.5625,3356.25,1359.5,1219.0625,1487,1813,1670.625,1995.6875
"Nepal House-Martin",2,1832,1636.925,2317,1113,914,1302.9375,720,430,1248.2
"Himalayan Bulbul",0,1200,1067,1311.5,1018,948,1113,186.75,-8.025,334.5
"Oriental Turtle-Dove",2,2344,2312,2417,1665,1553,1784,698,577.5,825.0125
"Rufous Sibia",2,2366,2270.95,2483,2180,2042,2246.0625,212.75,79,366.025
"Large Niltava",2,1739,1672.9625,1788.5,1474.5,1322,1612,259.75,125.475,417
"Lineated Barbet",2,203.5,152,262.5,143.5,142,185,50,0.0749999999999984,102.125
"Greater Yellownape",0,1166,994.8625,1362.5,966,886.5,1262,162,-106.025,411.025
"Red Junglefowl",0,480.5,351.5,513,337,234.5,489,134,-112.4,267.6
"Black-crested Bulbul",0,472,433,540,443.5,331,531,45,-70,181.225
"Common Green-Magpie",0,989,929.3125,1161,960.5,874,1123,18,-128.075,178.55
"Oriental Magpie-Robin",1,513,401,529,794.5,695,849,-301,-411.1,-182
"Common Myna",0,557,454.425,592.6875,811.75,538.4875,865,-258,-389.5375,28
"Common Tailorbird",1,515,499.8625,542,767,677,835.0125,-254,-322.025,-161.9875
"Red-wattled Lapwing",0,199.5,199,214,250,202.375,258,-42,-59,9
"Rufous-gorgeted Flycatcher",2,2975,2840,3137,1391,1300,1507,1577,1399.875,1778.625
"Whiskered Yuhina",2,2042,1979,2089,1536,1470,1633,504.5,388.975,589.5125
"Barred Cuckoo-Dove",0,1739,1540,1823,1527,1120.5,1707,200.5,-18,594.5
"Scarlet Minivet",2,1001,954,1129.5,833,637.8625,865,228.25,116.9875,395.5625
"Barn Swallow",2,1431,1416.75,1481.825,1067,1067,1067,364,349.75,414.825
"Rufous-bellied Niltava",2,2010.5,1966.5,2128.2,948,732.4,1066,1079,959.85,1282.8
"White-collared Blackbird",2,2720,2698,2771,2534,2512,2538,182,160,241
"Blue-fronted Redstart",2,3842.5,3758.5,3965.5,2312,2265,2363,1522.75,1429.4875,1653.6125
"Black-chinned Yuhina",0,1037,994,1297,1101,1067,1304,-72.5,-268.8,193.575
"Yellow-bellied Warbler",2,618,613.05,625.65,595,520.65,621.15,23,0.5,92.4
"Cattle Egret",0,139,139,154.0125,142,134,207,-3,-67,13
"Gray-backed Shrike",2,2538,2512,2539,1070.5,887.5,1175.1,1464,1357,1646.525
"Gray-headed Woodpecker",0,972,515,1109,833,833,1063.6,84.5,-352.675,272.85
"Mountain Imperial-Pigeon",2,1067,928,1297.75,652.5,302.15,833,431,111.175,808.075
"Long-tailed Broadbill",2,948,760,1001,705.5,489,898,241.25,46.25,461
"Gray Treepie",1,1184,1062.975,1253,1407,1334,1474,-228,-364.1125,-142.9625
"Red-whiskered Bulbul",2,515,513,549,267,250,415.5875,249,100.475,285
"Rufous-necked Laughingthrush",1,570.5,554.7,613.975,815,635.8,840,-230,-267.2,-62.7
"Chestnut-tailed Starling",2,309,256,431.6125,190.5,142.9875,238.05,127,63.9875,264
"Bar-winged Flycatcher-shrike",0,1112,884,1305,948,852,1069,161.5,-123.075,412.0875
"Greenish Warbler",2,3061,2769.775,3345.25,641,373.575,933.6,2373.25,2127.9125,2877.95
"Lesser Yellownape",0,887,584,948,914,791,992.5,-56.5,-351.65,93.3000000000001
"Black Eagle",0,1681.5,1470,1918,1541,1345.55,1739,113.75,-157,411.0625
"Collared Owlet",2,1555.5,1199.9,1739,1067,833,1331,527,24.9,868.275
"Chestnut-headed Tesia",2,2443,2421,2500,1493,1377,1612.35,948.5,819.4375,1096.5125
"Chestnut-bellied Rock-Thrush",2,2310,2112.9,2545.5,1243,1098,1349,1099,852.6,1347.125
"Stripe-throated Yuhina",2,2576,2491,2688.125,1739,1739,1941,807.75,619,948.5
"Whistler's Warbler",2,2533,2443,2636,1067,948,1312.5,1466,1167,1642
"Yellow-browed Tit",2,2414,2414,2414,2413,2413,2413,1,1,1
"Fire-tailed Sunbird",2,3540,3384.6,3686,1860,1715.5,1945,1680,1551,1969.725
"Red-billed Chough",2,3127,2962,3520,2846,2739,2858,318,114,733.1
"Rufous-vented Tit",2,3650.5,3628.5,3667.8375,3407,3389,3410.375,250.5,224.425,275.9
"Eurasian Nutcracker",0,2895,2843.9875,2974,2875,2814,2913,31,-54,143
"Fulvous-breasted Woodpecker",1,189.5,154.65,481.05,489,307,489,-292,-334.35,-7.95000000000002
"Snow Pigeon",2,4077,3910.4,4166.5,3341.5,3024.6,3407,742.5,520.3,1081.6
"Rufous-breasted Accentor",2,3875.25,3797.5875,3952.9125,2535,2530.25,2539.75,1340.25,1267.3375,1413.1625
"Yellow-billed Blue-Magpie",0,2558,2548.5,2643,2594,2558,2677,-30.5,-116,58
"Black-faced Warbler",2,2273.5,2273.5,2273.5,1978,1978,1978,295.5,295.5,295.5
"White-throated Laughingthrush",2,2559.5,2558,2605,2332,2117,2438,227,120,455
"Dark-breasted Rosefinch",2,3738.5,3710,3878.4,2210.75,2097.8,2337.55,1557.25,1393.125,1734.4375
"Red-billed Leiothrix",2,2121.75,2039,2219,1829.5,1727.4125,1886.1625,282,182.975,421.075
"Scaly-breasted Munia",0,1207,514.6,1280.2,1071,529,1224.8,56.5,-645.4,674.9
"Rufous Treepie",0,156,118,185.875,185,140,247.525,-30,-101.35,34.175
"Long-tailed Shrike",2,1810,1595,1944.0125,1074,953.85,1252.7375,670.75,442.875,918.075
"Himalayan White-browed Rosefinch",2,4049,3979.9,4107.5,3407,3407,3407,642,572.9,700.5
"Indian Pond-Heron",0,145,139,199,142,118,182,6,-39.6,57
"Black Drongo",0,172,139,365,183.5,135.5,283.7375,0.75,-111,191.5375
"House Sparrow",0,216.5,152.9875,392.5,258.5,146,412.6625,-44,-198,154.5
"Jungle Myna",1,86,73,136,155,135.5,225.0375,-69,-143.0375,-16.9625
"White-breasted Waterhen",0,199,156.4,199,170.5,120.7,212.9,0,-34.9,78.3
"Coal Tit",2,3353,3143,3447,2962,2788,3137,367.5,95.6125,627
"Eurasian Hoopoe",2,2334,2302.1,2342.95,1204.25,415.225,1226.8,1127,1105.35,1921.075
"Black-faced Laughingthrush",2,3361,3181,3419,2913,2823.1375,2995,445.25,254.975,549.075
"Spotted Laughingthrush",1,2719.5,2600.5,2771,2902,2763.5,3107,-183.75,-409,-44.9875
"Kalij Pheasant",0,2100.5,1836.0625,2423,1869,1532.3125,2089,259,-104.425,662.5
"Gray-winged Blackbird",2,2133.25,1979,2287,1800,1718.5,1941,338.25,137.275,506.7875
"Crimson Sunbird",0,649.5,459.85,735,731,580,808.5,-96.5,-281,116.5375
"Rose-ringed Parakeet",0,137,116.175,139,155,134.375,218,-19,-79.05,1.64999999999999
"Black Kite",2,139,124,139,112,110,122,26,9,29
"Brown Parrotbill",0,2659,2558,2677,2606.25,2560,2677,14,-119,110.475
"House Crow",0,1148,1007,1285.5,1264,701.5,1409,-103.25,-343.5375,455
"Himalayan Prinia",1,1207,1198,1227.275,1288,1239,1360.55,-72,-161.5,-32
"Eurasian Jay",2,2677,2555.55,2677,2538,2450.85,2538,139,17.55,220.675
"White-browed Fulvetta",1,2738,2688,2777,2838,2780.75,2860,-96,-166.25,-27
"Rusty-cheeked Scimitar-Babbler",0,1313,1222.5,1468,1309,1236,1380,13.5,-116,166.075
"White-browed Wagtail",2,1199,1199,1199,258,258,258,941,941,941
"Indian Peafowl",0,213,172,363,238,183.6125,306,-14,-97.7375,120
"Jungle Babbler",1,138.25,119.4625,139,250,243,279,-113,-147.5125,-104
"Eurasian Collared-Dove",2,139,139,139,112,110,126,27,13,29
