"Species","Group","Median_S","LCI_S","UCI_S","Median_W","LCI_W","UCI_W","Median_diff","LCI_diff","UCI_diff","elev_roundS","elev_roundW","maxTemp_June_mean","minTemp_June_mean","maxTemp_June_ci","minTemp_June_ci","tempRange_June","maxTemp_Jan_mean","minTemp_Jan_mean","maxTemp_Jan_ci","minTemp_Jan_ci","tempRange_Jan","ThermalRegime","Tree.name","Scientific","HWI","Diet"
"White-throated Fantail",2,827,827,858,627,602,653,200,174,239.5,800,600,33.1288506004326,21.9737226821809,0.03330585812865,0.0161188466669687,11.1551279182517,16.6673224978614,3.48064442543484,0.0220866208077492,0.0124960789734125,13.1866780724266,29.6482061749978,"Rhipidura_albicollis","Rhipidura albicollis",17.32114512,"invertebrates"
"White-browed Fantail",2,666,602,694.8,499,455,589.95,147,76.05,208,700,500,33.9750876189114,22.7355983119948,0.0313743902482196,0.0158341631548663,11.2394893069165,17.7348758070159,4.32065960627167,0.0201811620585231,0.0127904185067229,13.4142162007442,29.6544280126397,"Rhipidura_aureola","Rhipidura aureola",21.05084499,"invertebrates"
"Hair-crested Drongo",1,602,602,616,653,653,653,-51,-51,-37,600,700,34.9175192472198,23.660621613915,0.0278416027627093,0.0157774437863449,11.2568976333048,15.7827766254202,2.81868965023961,0.0251712745679281,0.013123553805389,12.9640869751806,32.0988295969802,"Dicrurus_hottentottus","Dicrurus hottentottus",24.4694317,"invertebrates"
"Black Drongo",2,580,562,591,406,398,409,175.5,157.4875,186,600,400,34.9175192472198,23.660621613915,0.0278416027627093,0.0157774437863449,11.2568976333048,18.7463075293665,5.15725014442519,0.0184769880609363,0.0124636720790396,13.5890573849413,29.7602691027946,"Dicrurus_macrocercus","Dicrurus macrocercus",27.11140206,"invertebrates"
"Ashy Drongo",2,1943,1897.8875,1952,664,664,666,1279,1229.4375,1288,1900,700,24.2758222735141,13.6378678592037,0.0245302345975058,0.0274683253856939,10.6379544143104,15.7827766254202,2.81868965023961,0.0251712745679281,0.013123553805389,12.9640869751806,21.4571326232745,"Dicrurus_leucophaeus","Dicrurus leucophaeus",30.10929264,"invertebrates"
"Bronzed Drongo",0,1365,1332,1365,1332,1332,1332,33,0,33,1400,1300,28.8915322996528,17.5134493072507,0.0172517299945106,0.0109816899559281,11.3780829924021,5.78517844700782,-6.09761554540528,0.0663275996715154,0.0565749901578103,11.8827939924131,34.9891478450581,"Dicrurus_aeneus","Dicrurus aeneus",27.86537116,"invertebrates"
"Black-hooded Oriole",1,388,388,410.575,469,407.4375,499,-74,-111,-15,400,500,37.5845152127864,26.1657904871943,0.0136710487453596,0.0136089274947692,11.4187247255921,17.7348758070159,4.32065960627167,0.0201811620585231,0.0127904185067229,13.4142162007442,33.2638556065147,"Oriolus_xanthornus","Oriolus xanthornus",26.9861565,"fruit"
"Maroon Oriole",2,1974,1945.925,2035,1332,871,1365.225,679,586.8875,1116.0125,2000,1300,23.5467727063163,12.9313969571231,0.0262792150076309,0.0295975363092804,10.6153757491932,5.78517844700782,-6.09761554540528,0.0663275996715154,0.0565749901578103,11.8827939924131,29.6443882517216,"Oriolus_traillii","Oriolus traillii",26.13313045,"omnivore"
"Yellow-bellied Fairy-Fantail",2,1388,1011,1650.775,771,697,827,643,224.175,893.125,1400,800,28.8915322996528,17.5134493072507,0.0172517299945106,0.0109816899559281,11.3780829924021,15.0333780860744,2.16991124039681,0.0260219693770875,0.0135480323086813,12.8634668456776,26.721621059256,"Chelidorhynx_hypoxantha","Chelidorhynx hypoxanthus",15.57092907,"invertebrates"
"Gray-headed Canary-Flycatcher",2,2076,2035,2116.5,602,602,602,1474,1433,1514.5,2100,600,22.8072994519183,12.2086779604717,0.0270675667341757,0.0313685154254475,10.5986214914466,16.6673224978614,3.48064442543484,0.0220866208077492,0.0124960789734125,13.1866780724266,19.3266550264835,"Culicicapa_ceylonensis","Culicicapa ceylonensis",19.98883172,"invertebrates"
"Yellow-browed Tit",2,2356,2204,2417,2146,2114,2197,209.5,58,281.8625,2400,2100,20.590126165661,10.0533461327482,0.0315662889661523,0.0379269153896788,10.5367800329128,4.09719315728284,-7.86919946852682,0.0672487777898436,0.0556859096653147,11.9663926258097,28.4593256341878,"Sylviparus_modestus","Sylviparus modestus",21.64941389,"invertebrates"
"Gray-crested Tit",2,2784,2765.8875,2784,2696.5,2639,2696.5,87.5,69.3875,145,2800,2700,17.7782168716741,7.22285614586059,0.0328881986443415,0.0399584556377819,10.5553607258135,-0.327026286966046,-11.8718510405257,0.0677731651669995,0.0568063857053669,11.5448247535597,29.6500679121998,"Parus_dichrous","Lophophanes dichrous",19.18806648,"invertebrates"
"Rufous-naped Tit",0,2645,2625,2677,2600.5,2545,2638.5,47,-5,130.5,2600,2600,19.1826185510926,8.65074802792638,0.0319313165028291,0.0391370775628596,10.5318705231662,0.45910780669145,-11.1373923293136,0.068103353480913,0.0563813833800931,11.5965001360051,30.3200108804062,"Parus_rufonuchalis","Periparus rufonuchalis",17.72162617,"invertebrates"
"Coal Tit",2,2393,2330,2499,2165,2128.4125,2183,235,159,339.5625,2400,2200,20.590126165661,10.0533461327482,0.0315662889661523,0.0379269153896788,10.5367800329128,3.21761470902077,-8.59770171550521,0.0685275517245786,0.055464942177344,11.815316424526,29.1878278811662,"Parus_ater","Periparus ater",20.92307692,"invertebrates"
"Green-backed Tit",2,2173,2146,2173,2035,2026,2046,133,107.4875,141,2200,2000,21.9630222441106,11.3754658130181,0.0307198183067672,0.0350704380073125,10.5875564310925,4.78706777316736,-7.22295988934993,0.0659352760407029,0.054062192892762,12.0100276625173,29.1859821334605,"Parus_monticolus","Parus monticolus",15.66479173,"invertebrates"
"Cinereous Tit",2,1278,1248,1309,1011,952.4,1025,276.5,233,347,1300,1000,29.6548734226214,18.214364790586,0.0189297806672846,0.0105403264791269,11.4405086320353,13.745191806978,1.05044263148759,0.0354177270966883,0.0164659807924123,12.6947491754904,28.6044307911338,"Parus_major","Parus cinereus",19.18394538,"invertebrates"
"Himalayan Black-lored Tit",0,1542,1498,1573,1542,1542,1581,0,-72.5125,29.525,1500,1500,27.3748386704006,16.6901984658468,0.022558936362611,0.0197416698387654,10.6846402045538,7.58187629368075,-4.57675636186534,0.0699953558139449,0.0558822703995525,12.1586326555461,31.9515950322659,"Parus_xanthogenys","Machlolophus xanthogenys",16.53381643,"invertebrates"
"Yellow-eyed Babbler",0,638,602,827,666,602,784,-11,-125.4125,189,600,700,34.9175192472198,23.660621613915,0.0278416027627093,0.0157774437863449,11.2568976333048,15.7827766254202,2.81868965023961,0.0251712745679281,0.013123553805389,12.9640869751806,32.0988295969802,"Chrysomma_sinense","Chrysomma sinense",11.37869095,"invertebrates"
"Black-chinned Babbler",1,1016,1011,1153.225,1248,1191,1255,-211.25,-244,-80.475,1000,1200,31.2243186946711,20.4364086096164,0.0356604414552322,0.0182958567026918,10.7879100850547,12.5616765358993,-0.11119541080681,0.0408701599668271,0.0195692942942554,12.6728719467061,31.3355141054779,"Stachyris_pyrrhops","Cyanoderma pyrrhops",8.906125356,"invertebrates"
"Indian White-eye",0,666,664,691,664,653,664,2,0,27,700,700,33.9750876189114,22.7355983119948,0.0313743902482196,0.0158341631548663,11.2394893069165,15.7827766254202,2.81868965023961,0.0251712745679281,0.013123553805389,12.9640869751806,31.1563979686718,"Zosterops_palpebrosus","Zosterops palpebrosus",21.11433824,"omnivore"
"Whiskered Yuhina",2,2174,2173,2256.1875,1863,1861,1916,311,262,394,2200,1900,21.9630222441106,11.3754658130181,0.0307198183067672,0.0350704380073125,10.5875564310925,5.37111944604732,-6.6761180034622,0.0658910313070091,0.053758639857238,12.0472374495095,28.6391402475728,"Yuhina_flavicollis","Yuhina flavicollis",16.47946843,"invertebrates"
"Chestnut-tailed Minla",2,2489,2417,2627,2011,1935,2100,464.75,343.925,671,2500,2000,19.8681162136832,9.32003748828491,0.0333885310926067,0.0393156683729168,10.5480787253983,4.78706777316736,-7.22295988934993,0.0659352760407029,0.054062192892762,12.0100276625173,27.0910761030331,"Minla_strigula","Actinodura strigula",14.13029854,"invertebrates"
"Blue-winged Minla",0,1365,1365,1365,1365,1365,1383,0,-18,0,1400,1400,28.8915322996528,17.5134493072507,0.0172517299945106,0.0109816899559281,11.3780829924021,5.33718499673394,-6.55278990614364,0.0558935948982156,0.0474996847036743,11.8899749028776,35.4443222057964,"Minla_cyanouroptera","Actinodura cyanouroptera",9.945848157,"omnivore"
"Red-billed Leiothrix",1,1332,1332,1332,1365,1365,1365,-33,-33,-33,1300,1400,29.6548734226214,18.214364790586,0.0189297806672846,0.0105403264791269,11.4405086320353,5.33718499673394,-6.55278990614364,0.0558935948982156,0.0474996847036743,11.8899749028776,36.207663328765,"Leiothrix_lutea","Leiothrix lutea",12.74622441,"invertebrates"
"Rufous Sibia",2,2173,2173,2173,1986,1952,2014,187,159,221,2200,2000,21.9630222441106,11.3754658130181,0.0307198183067672,0.0350704380073125,10.5875564310925,4.78706777316736,-7.22295988934993,0.0659352760407029,0.054062192892762,12.0100276625173,29.1859821334605,"Heterophasia_capistrata","Heterophasia capistrata",16.87569208,"omnivore"
"Striated Laughingthrush",0,2035,2002,2092.1,1974,1914.4625,2011,61,0,135.05,2000,2000,23.5467727063163,12.9313969571231,0.0262792150076309,0.0295975363092804,10.6153757491932,4.78706777316736,-7.22295988934993,0.0659352760407029,0.054062192892762,12.0100276625173,30.7697325956662,"Garrulax_striatus","Grammatoptila striata",9.883632758,"invertebrates"
"Streaked Laughingthrush",0,1947,1943,1956.5125,1952,1944,1952,-4,-9,9.01249999999999,1900,2000,24.2758222735141,13.6378678592037,0.0245302345975058,0.0274683253856939,10.6379544143104,4.78706777316736,-7.22295988934993,0.0659352760407029,0.054062192892762,12.0100276625173,31.498782162864,"Garrulax_lineatus","Trochalopteron lineatum",8.654461007,"invertebrates"
"Variegated Laughingthrush",2,2417,2417,2417,2173,2173,2181,244,236,244,2400,2200,20.590126165661,10.0533461327482,0.0315662889661523,0.0379269153896788,10.5367800329128,3.21761470902077,-8.59770171550521,0.0685275517245786,0.055464942177344,11.815316424526,29.1878278811662,"Garrulax_variegatus","Trochalopteron variegatum",12.27401839,"invertebrates"
"Chestnut-crowned Laughingthrush",2,2402.5,2203,2417,2173,2173,2173,229.5,30,244,2400,2200,20.590126165661,10.0533461327482,0.0315662889661523,0.0379269153896788,10.5367800329128,3.21761470902077,-8.59770171550521,0.0685275517245786,0.055464942177344,11.815316424526,29.1878278811662,"Garrulax_erythrocephalus","Trochalopteron erythrocephalum",3.950341178,"invertebrates"
"Rufous-chinned Laughingthrush",0,1332,1332,1365,1365,1365,1365,-33,-33,0,1300,1400,29.6548734226214,18.214364790586,0.0189297806672846,0.0105403264791269,11.4405086320353,5.33718499673394,-6.55278990614364,0.0558935948982156,0.0474996847036743,11.8899749028776,36.207663328765,"Garrulax_rufogularis","Ianthocincla rufogularis",5.45186105,"invertebrates"
"White-crested Laughingthrush",0,1014.5,898,1105,1056,1011,1151,-34.5,-167.025,90.025,1000,1100,31.2243186946711,20.4364086096164,0.0356604414552322,0.0182958567026918,10.7879100850547,13.1852037037037,0.488657407407407,0.0389425375550695,0.0179902706131124,12.6965462962963,30.7356612872637,"Garrulax_leucolophus","Garrulax leucolophus",5.692448289,"invertebrates"
"White-throated Laughingthrush",2,2085,2067,2115.025,2011,1966,2035,74,34.975,126,2100,2000,22.8072994519183,12.2086779604717,0.0270675667341757,0.0313685154254475,10.5986214914466,4.78706777316736,-7.22295988934993,0.0659352760407029,0.054062192892762,12.0100276625173,30.0302593412682,"Garrulax_albogularis","Pterorhinus albogularis",7.277778343,"invertebrates"
"Large Gray Babbler",0,599,599,602,554.5,499,602,46.5,-3,103,600,600,34.9175192472198,23.660621613915,0.0278416027627093,0.0157774437863449,11.2568976333048,16.6673224978614,3.48064442543484,0.0220866208077492,0.0124960789734125,13.1866780724266,31.436874821785,"Turdoides_malcolmi","Argya malcolmi",15.35530754,"invertebrates"
"Jungle Babbler",0,638,638,653,631,602,653,11,-15,48,600,600,34.9175192472198,23.660621613915,0.0278416027627093,0.0157774437863449,11.2568976333048,16.6673224978614,3.48064442543484,0.0220866208077492,0.0124960789734125,13.1866780724266,31.436874821785,"Turdoides_striata","Argya striata",9.46000401,"omnivore"
"Common Babbler",0,599,575,683,602,599,666,-3,-67,74.2499999999998,600,600,34.9175192472198,23.660621613915,0.0278416027627093,0.0157774437863449,11.2568976333048,16.6673224978614,3.48064442543484,0.0220866208077492,0.0124960789734125,13.1866780724266,31.436874821785,"Turdoides_caudata","Argya caudata",11.21091407,"omnivore"
"Puff-throated Babbler",0,602,602,602,602,602,602,0,0,0,600,600,34.9175192472198,23.660621613915,0.0278416027627093,0.0157774437863449,11.2568976333048,16.6673224978614,3.48064442543484,0.0220866208077492,0.0124960789734125,13.1866780724266,31.436874821785,"Pellorneum_ruficeps","Pellorneum ruficeps",8.626835437,"invertebrates"
"Streak-breasted Scimitar-Babbler",0,2417,2417,2417,2417,2417,2417,0,0,0,2400,2400,20.590126165661,10.0533461327482,0.0315662889661523,0.0379269153896788,10.5367800329128,1.99117754616932,-9.74692814042787,0.0698936441465475,0.0567109994181187,11.7381056865972,30.3370543060889,"Pomatorhinus_ruficollis","Pomatorhinus ruficollis",10.00654519,"invertebrates"
"White-browed Scimitar-Babbler",0,1135.5,930.8125,1332,1039,1039,1270,2.25,-160.375,293,1100,1000,30.2814074074074,19.7186851851852,0.0355023162546574,0.0196774185508175,10.5627222222222,13.745191806978,1.05044263148759,0.0354177270966883,0.0164659807924123,12.6947491754904,29.2309647759198,"Pomatorhinus_schisticeps","Pomatorhinus schisticeps",10.53778361,"invertebrates"
"Rusty-cheeked Scimitar-Babbler",0,1419,1419,1478,1434,1398,1516,-15,-97,44,1400,1400,28.8915322996528,17.5134493072507,0.0172517299945106,0.0109816899559281,11.3780829924021,5.33718499673394,-6.55278990614364,0.0558935948982156,0.0474996847036743,11.8899749028776,35.4443222057964,"Pomatorhinus_erythrogenys","Erythrogenys erythrogenys",5.504791561,"invertebrates"
"Scaly-breasted Cupwing",0,1952,1862,2011,1862,1801,1862,90,0,196,2000,1900,23.5467727063163,12.9313969571231,0.0262792150076309,0.0295975363092804,10.6153757491932,5.37111944604732,-6.6761180034622,0.0658910313070091,0.053758639857238,12.0472374495095,30.2228907097785,"Pnoepyga_albiventer","Pnoepyga albiventer",6.452056788,"invertebrates"
"Gray-breasted Prinia",0,665.5,664,696.1,658.5,616,666,10,-2,64,700,700,33.9750876189114,22.7355983119948,0.0313743902482196,0.0158341631548663,11.2394893069165,15.7827766254202,2.81868965023961,0.0251712745679281,0.013123553805389,12.9640869751806,31.1563979686718,"Prinia_hodgsonii","Prinia hodgsonii",10.71805726,"invertebrates"
"Plain Prinia",2,522,458.7,543.3,434.5,375.5,489,91,13.9,152.5,500,400,36.562360461788,25.090897815094,0.0172640392963805,0.0151420040932137,11.471462646694,18.7463075293665,5.15725014442519,0.0184769880609363,0.0124636720790396,13.5890573849413,31.4051103173628,"Prinia_inornata","Prinia inornata",14.16797488,"invertebrates"
"Ashy Prinia",1,458.5,409,584,593,565,600,-132.25,-190,-7,500,600,36.562360461788,25.090897815094,0.0172640392963805,0.0151420040932137,11.471462646694,16.6673224978614,3.48064442543484,0.0220866208077492,0.0124960789734125,13.1866780724266,33.0817160363532,"Prinia_socialis","Prinia socialis",10.26808511,"invertebrates"
"Striated Prinia",2,1763.5,1695,1830,1542,1516,1619,215.5,121,292,1800,1500,25.0048428093645,14.3575451505017,0.022853791322713,0.0255990846015844,10.6472976588629,7.58187629368075,-4.57675636186534,0.0699953558139449,0.0558822703995525,12.1586326555461,29.5815991712298,"Prinia_crinigera",NA,10.87885935,"invertebrates"
"Common Tailorbird",0,602,601,602,602,602,602,0,-1,0,600,600,34.9175192472198,23.660621613915,0.0278416027627093,0.0157774437863449,11.2568976333048,16.6673224978614,3.48064442543484,0.0220866208077492,0.0124960789734125,13.1866780724266,31.436874821785,"Orthotomus_sutorius","Orthotomus sutorius",10.61962388,"invertebrates"
"Red-vented Bulbul",0,650,638,653,653,653,653,-3,-15,0,600,700,34.9175192472198,23.660621613915,0.0278416027627093,0.0157774437863449,11.2568976333048,15.7827766254202,2.81868965023961,0.0251712745679281,0.013123553805389,12.9640869751806,32.0988295969802,"Pycnonotus_cafer","Pycnonotus cafer",16.99361609,"omnivore"
"Black-crested Bulbul",0,442.5,403.9625,453,410,388,446,19.5,-37.5,58,400,400,37.5845152127864,26.1657904871943,0.0136710487453596,0.0136089274947692,11.4187247255921,18.7463075293665,5.15725014442519,0.0184769880609363,0.0124636720790396,13.5890573849413,32.4272650683612,"Pycnonotus_melanicterus","Rubigula flaviventris",11.70930131,"fruit"
"Red-whiskered Bulbul",0,409,392.975,409,409,409,409,0,-16.025,0,400,400,37.5845152127864,26.1657904871943,0.0136710487453596,0.0136089274947692,11.4187247255921,18.7463075293665,5.15725014442519,0.0184769880609363,0.0124636720790396,13.5890573849413,32.4272650683612,"Pycnonotus_jocosus","Pycnonotus jocosus",14.25432338,"omnivore"
"Himalayan Bulbul",2,1365,1348.9875,1385,1248,1237,1256,117,95.5,139,1400,1200,28.8915322996528,17.5134493072507,0.0172517299945106,0.0109816899559281,11.3780829924021,12.5616765358993,-0.11119541080681,0.0408701599668271,0.0195692942942554,12.6728719467061,29.0027277104596,"Pycnonotus_leucogenys","Pycnonotus leucogenys",14.63443237,"omnivore"
"Ashy Bulbul",0,1080,867,1332,1332,1200.5,1332,-236,-465,24.5,1100,1300,30.2814074074074,19.7186851851852,0.0355023162546574,0.0196774185508175,10.5627222222222,5.78517844700782,-6.09761554540528,0.0663275996715154,0.0565749901578103,11.8827939924131,36.3790229528127,"Hemixos_flavala","Hemixos flavala",18.40568415,"omnivore"
"Mountain Bulbul",0,1383,1365,1747.175,1502,1388,1575.5,-119,-191.5,281.5125,1400,1500,28.8915322996528,17.5134493072507,0.0172517299945106,0.0109816899559281,11.3780829924021,7.58187629368075,-4.57675636186534,0.0699953558139449,0.0558822703995525,12.1586326555461,33.4682886615181,"Hypsipetes_mcclellandii","Ixos mcclellandii",18.08391102,"omnivore"
"Black Bulbul",2,1818,1759,1861,1365,1348.975,1366,453.5,394,497,1800,1400,25.0048428093645,14.3575451505017,0.022853791322713,0.0255990846015844,10.6472976588629,5.33718499673394,-6.55278990614364,0.0558935948982156,0.0474996847036743,11.8899749028776,31.5576327155081,"Hypsipetes_leucocephalus","Hypsipetes leucocephalus",24.70445229,"fruit"
"Gray-hooded Warbler",2,1943,1942,1952,1383,1365,1423,560,520,578,1900,1400,24.2758222735141,13.6378678592037,0.0245302345975058,0.0274683253856939,10.6379544143104,5.33718499673394,-6.55278990614364,0.0558935948982156,0.0474996847036743,11.8899749028776,30.8286121796577,"Phylloscopus_xanthoschistos","Phylloscopus xanthoschistos",16.03329717,"invertebrates"
"Greenish Warbler",2,861,827,1060,591,555,602,270,236,468.025,900,600,32.2180233038592,21.2051731261879,0.0350487650186013,0.0164268078164792,11.0128501776713,16.6673224978614,3.48064442543484,0.0220866208077492,0.0124960789734125,13.1866780724266,28.7373788784244,"Phylloscopus_trochiloides","Phylloscopus trochiloides",19.14556042,"invertebrates"
"Whistler's Warbler",2,1376.5,700,1630,602,602,602,774.5,98,1028,1400,600,28.8915322996528,17.5134493072507,0.0172517299945106,0.0109816899559281,11.3780829924021,16.6673224978614,3.48064442543484,0.0220866208077492,0.0124960789734125,13.1866780724266,25.410887874218,"Seicercus_whistleri","Phylloscopus whistleri",14.76874658,"invertebrates"
"Hume's Warbler",2,1415,1276,1419,602,602,602,813,674,817,1400,600,28.8915322996528,17.5134493072507,0.0172517299945106,0.0109816899559281,11.3780829924021,16.6673224978614,3.48064442543484,0.0220866208077492,0.0124960789734125,13.1866780724266,25.410887874218,"Phylloscopus_humei","Phylloscopus humei",24.74809336,"invertebrates"
"Lemon-rumped Warbler",2,1942,1862,2001.6875,1542,1517.95,1591.025,387.5,296.9875,459.5125,1900,1500,24.2758222735141,13.6378678592037,0.0245302345975058,0.0274683253856939,10.6379544143104,7.58187629368075,-4.57675636186534,0.0699953558139449,0.0558822703995525,12.1586326555461,28.8525786353794,"Phylloscopus_chloronotus","Phylloscopus chloronotus",16.95657218,"invertebrates"
"Buff-barred Warbler",2,2083.5,2049,2173,1916,1868.3375,1968.075,174.25,107,277.025,2100,1900,22.8072994519183,12.2086779604717,0.0270675667341757,0.0313685154254475,10.5986214914466,5.37111944604732,-6.6761180034622,0.0658910313070091,0.053758639857238,12.0472374495095,29.4834174553805,"Phylloscopus_pulcher","Phylloscopus pulcher",14.20580279,"invertebrates"
"Ashy-throated Warbler",2,2417,2337,2456,1952,1877,2035,465,371,540.05,2400,2000,20.590126165661,10.0533461327482,0.0315662889661523,0.0379269153896788,10.5367800329128,4.78706777316736,-7.22295988934993,0.0659352760407029,0.054062192892762,12.0100276625173,27.8130860550109,"Phylloscopus_maculipennis","Phylloscopus maculipennis",16.98375989,"invertebrates"
"Tickell's Leaf Warbler",2,2054,2035,2517.8,1520.5,1377.6,1567.7,592.5,478.7,1042.2,2100,1500,22.8072994519183,12.2086779604717,0.0270675667341757,0.0313685154254475,10.5986214914466,7.58187629368075,-4.57675636186534,0.0699953558139449,0.0558822703995525,12.1586326555461,27.3840558137836,"Phylloscopus_affinis","Phylloscopus affinis",14.80250533,"invertebrates"
"Black-faced Warbler",0,2146,2083,2187,2145,2099.9875,2173,2,-61.5375,58.0125,2100,2100,22.8072994519183,12.2086779604717,0.0270675667341757,0.0313685154254475,10.5986214914466,4.09719315728284,-7.86919946852682,0.0672487777898436,0.0556859096653147,11.9663926258097,30.6764989204451,"Abroscopus_schisticeps","Abroscopus schisticeps",16.12581814,"invertebrates"
"Gray-sided Bush Warbler",2,2295,2142,2417,1630,1390,1826,634,359,903,2300,1600,21.2497724230254,10.6922445336903,0.0319295312743603,0.037291653644243,10.5575278893351,7.44244503961611,-4.65066956812856,0.0574917750954054,0.045535121685832,12.0931146077447,25.900441991154,"Cettia_brunnifrons","Cettia brunnifrons",10.6239541,"invertebrates"
"Brownish-flanked Bush Warbler",2,2148,2093,2173,1862,1862,1867,285.5,231,311,2100,1900,22.8072994519183,12.2086779604717,0.0270675667341757,0.0313685154254475,10.5986214914466,5.37111944604732,-6.6761180034622,0.0658910313070091,0.053758639857238,12.0472374495095,29.4834174553805,"Cettia_fortipes","Horornis fortipes",11.26084373,"invertebrates"
"Chestnut-headed Tesia",2,2173,1721,2173,1542.5,1407.5,1574,617.5,179,758,2200,1500,21.9630222441106,11.3754658130181,0.0307198183067672,0.0350704380073125,10.5875564310925,7.58187629368075,-4.57675636186534,0.0699953558139449,0.0558822703995525,12.1586326555461,26.5397786059759,"Tesia_castaneocoronata","Cettia castaneocoronata",13.81636995,"invertebrates"
"Black-throated Tit",2,2093,2067,2109.5,1994,1974,2011,92,62,122.5125,2100,2000,22.8072994519183,12.2086779604717,0.0270675667341757,0.0313685154254475,10.5986214914466,4.78706777316736,-7.22295988934993,0.0659352760407029,0.054062192892762,12.0100276625173,30.0302593412682,"Aegithalos_concinnus","Aegithalos concinnus",17.63180272,"invertebrates"
"Eurasian Crag-Martin",2,3283,3225.5,3503,1640,1543,1836,1628,1421,1891.175,3300,1600,14.6274480712166,4.17065611605671,0.0315891136744542,0.0390317608031205,10.4567919551599,7.44244503961611,-4.65066956812856,0.0574917750954054,0.045535121685832,12.0931146077447,19.2781176393452,"Hirundo_rupestris","Ptyonoprogne rupestris",56.18947482,"invertebrates"
"Bar-tailed Treecreeper",2,2035,2010,2067,1850.5,1800,1870,192,149,247.5125,2000,1900,23.5467727063163,12.9313969571231,0.0262792150076309,0.0295975363092804,10.6153757491932,5.37111944604732,-6.6761180034622,0.0658910313070091,0.053758639857238,12.0472374495095,30.2228907097785,"Certhia_himalayana","Certhia himalayana",20.14125195,"invertebrates"
"Wallcreeper",0,1564,1223,1653,1333,1225.1875,1505.4375,216,-153.225,383.1875,1600,1300,26.4195904474947,15.6067514786296,0.0196456148452248,0.0223343614709647,10.8128389688651,5.78517844700782,-6.09761554540528,0.0663275996715154,0.0565749901578103,11.8827939924131,32.5172059929,"Tichodroma_muraria","Tichodroma muraria",18.79818989,"invertebrates"
"Eurasian Wren",0,2786,2630,2940,2797,2788,2844,-9,-202,132.225,2800,2800,17.7782168716741,7.22285614586059,0.0328881986443415,0.0399584556377819,10.5553607258135,-1.10556573322865,-12.6098752508069,0.0658190421223337,0.0560578679462492,11.5043095175783,30.388092122481,"Troglodytes_troglodytes","Troglodytes troglodytes",12.40553703,"invertebrates"
"White-tailed Nuthatch",0,2118,2100,2170,2100,2100,2100,18,0,69.025,2100,2100,22.8072994519183,12.2086779604717,0.0270675667341757,0.0313685154254475,10.5986214914466,4.09719315728284,-7.86919946852682,0.0672487777898436,0.0556859096653147,11.9663926258097,30.6764989204451,"Sitta_himalayensis","Sitta himalayensis",20.4149484,"invertebrates"
"Velvet-fronted Nuthatch",0,600.75,486,644,602,602,602,-1,-116,42,600,600,34.9175192472198,23.660621613915,0.0278416027627093,0.0157774437863449,11.2568976333048,16.6673224978614,3.48064442543484,0.0220866208077492,0.0124960789734125,13.1866780724266,31.436874821785,"Sitta_frontalis","Sitta frontalis",23.06378825,"invertebrates"
"Chestnut-bellied Nuthatch",0,1087.5,949.9,1254,932,861,1057,175,-22.025,387,1100,900,30.2814074074074,19.7186851851852,0.0355023162546574,0.0196774185508175,10.5627222222222,14.3619287662177,1.62382447731592,0.0300012781986552,0.0141672933514139,12.7381042889017,28.6575829300915,"Sitta_castanea","Sitta cinnamoventris",22.47727329,"invertebrates"
"Brahminy Starling",2,638,628,638,580,534.5,602,58,35.9875,101.55,600,600,34.9175192472198,23.660621613915,0.0278416027627093,0.0157774437863449,11.2568976333048,16.6673224978614,3.48064442543484,0.0220866208077492,0.0124960789734125,13.1866780724266,31.436874821785,"Sturnus_pagodarum","Sturnia pagodarum",27.28302752,"omnivore"
"Bank Myna",0,441.5,370,513,368,323,387,74,-0.0624999999999964,168.5375,400,400,37.5845152127864,26.1657904871943,0.0136710487453596,0.0136089274947692,11.4187247255921,18.7463075293665,5.15725014442519,0.0184769880609363,0.0124636720790396,13.5890573849413,32.4272650683612,"Acridotheres_ginginianus","Acridotheres ginginianus",24.33165815,"omnivore"
"Common Myna",2,941,900.9625,1010,827,776,827,114,50.4625,193,900,800,32.2180233038592,21.2051731261879,0.0350487650186013,0.0164268078164792,11.0128501776713,15.0333780860744,2.16991124039681,0.0260219693770875,0.0135480323086813,12.8634668456776,30.0481120634624,"Acridotheres_tristis","Acridotheres tristis",21.84696376,"omnivore"
"Jungle Myna",2,827,827,827,664.25,638,671.0625,162.75,155.9375,189,800,700,33.1288506004326,21.9737226821809,0.03330585812865,0.0161188466669687,11.1551279182517,15.7827766254202,2.81868965023961,0.0251712745679281,0.013123553805389,12.9640869751806,30.310160950193,"Acridotheres_fuscus","Acridotheres fuscus",24.7162719,"omnivore"
"Asian Pied Starling",0,368,354,372,388,368,403,-17,-35,4,400,400,37.5845152127864,26.1657904871943,0.0136710487453596,0.0136089274947692,11.4187247255921,18.7463075293665,5.15725014442519,0.0184769880609363,0.0124636720790396,13.5890573849413,32.4272650683612,"Sturnus_contra","Gracupica contra",22.54255993,"omnivore"
"Orange-headed Thrush",0,602,602,644,602,602,602,0,0,42,600,600,34.9175192472198,23.660621613915,0.0278416027627093,0.0157774437863449,11.2568976333048,16.6673224978614,3.48064442543484,0.0220866208077492,0.0124960789734125,13.1866780724266,31.436874821785,"Zoothera_cinerea","Geokichla citrina",29.45463822,"omnivore"
