"Species","Group","Median_S","LCI_S","UCI_S","Median_W","LCI_W","UCI_W","Median_diff","LCI_diff","UCI_diff"
"Gray Bushchat",2,3025.75,2938.80875,3046,2318.35,2076.69625,2330.8,721,633.95,948.955000000001
"Gray-headed Canary-Flycatcher",2,2561,2484.335,2691.72625,1699.875,1513.27375,1833.65,861.425000000001,710.12625,1064.5125
"Nepal Fulvetta",0,2158.5,1951.95,2449.25,1943.2,1844.7775,2044.5625,192.949999999998,-48.3099999999998,512.0575
"Russet Sparrow",0,3138.05,3086.95,3141.8075,3140,3139.4,3140,-1.80000000000018,-53.0500000000011,2.09999999999991
"White-tailed Nuthatch",2,3118.8,2802.91,3139.7,2766.2,2570.18125,2866,316.8,15.1362500000004,558.479999999999
"Himalayan Bulbul",0,2189.55,2015,2290,2089,1824.4,2251,115.75,-143.987499999999,399.4875
"Oriental Turtle-Dove",2,3140,3137,3232.85125,2850.8,2784.31625,2893.2,294.6,247.25,401.705000000002
"Rufous Sibia",2,3022.45,2943.975,3058.5,2805,2767.98375,2886.45,216.75,119.9825,268.222499999999
"Large Niltava",0,2246.325,2094.625,2306,2265.775,2098.625,2325,-18.2750000000005,-208.075,188.2125
"Greater Yellownape",0,2187,1961,2322.58,1942,1842.04,2081.5,222.599999999999,-43.7899999999997,420.77
"Black-crested Bulbul",2,1790.2,1568.28,1861.16,1283.1,1229.1125,1328.855,535.449999999999,246.1525,577.124999999999
"Common Green-Magpie",1,1551.7,1402,1596.25,1910.725,1697.45,2079.95,-396.349999999999,-642.2875,-132.887499999999
"Oriental Magpie-Robin",1,1597.7,1488.11125,1736,1784,1722,1862.0225,-190.975,-334.6075,-16.4962500000004
"Common Myna",0,1816.65,1719.5325,1945.0375,1965,1814.6825,2147.245,-157.95,-395.56125,24.3425000000004
"Common Tailorbird",1,1463.4,1406.2375,1648.35,1673,1582.955,1735.15,-200.85,-307.1025,-14.0424999999993
"Red-wattled Lapwing",1,1400.15,1245.2725,1613.8325,1644.65,1558.59,1690.95875,-205.3,-432.17125,-29.4275000000001
"Whiskered Yuhina",2,2814.9,2771,2839,2529.275,2469.78125,2633.6,291.25,167.759999999999,360.215
"Scarlet Minivet",2,2801,2600.58375,2962,1800.9,1656.9625,1922.01625,1005.5,777.456250000001,1240.31375
"White-collared Blackbird",2,3854.8,3710,3932,3402.8,3305.15,3407,457.95,305.97,567.9025
"Blue-fronted Redstart",2,4326.5,4317,4393,3088.8,3036.55,3111,1265.5,1212.225,1334.825
"Gray-backed Shrike",2,3460.625,3257.355,3685.85,2558.725,2530,2598,901.225,692.986249999999,1142.635
"Gray Treepie",0,1985.5,1848.39,2216.31375,2177.3,2040.2675,2297.73,-144.925000000001,-371.407500000001,111.35
"Red-whiskered Bulbul",0,1314.4,954,1488.31,1225.3,1144,1257.6,111.6,-293.2,320.905
"Chestnut-tailed Starling",2,1416,1230.5825,1498.8325,894.499999999999,823.415,1184.9,483.275,199.523750000002,632.492499999999
"Lesser Yellownape",2,2457.175,2077.53375,2474,1785.775,1510.2525,1883.405,625.649999999999,348.68,774.81125
"Chestnut-headed Tesia",2,3146,3146,3146,2358.8,2253.8675,2474,787.2,672,892.1325
"Stripe-throated Yuhina",2,3361,3234.32125,3368.7,2762.025,2702.065,2776.8,589.35,477.83,652.54
"Whistler's Warbler",2,3289.3,3175.15,3361,1840.6,1744.985,2063,1457.025,1208.82875,1596.3725
"Red-billed Chough",2,4773.35,4701.7,4885.6,4289.75,4138.16625,4339.2,507.525,377.400000000001,687.749999999999
"Eurasian Nutcracker",2,3722,3676.4825,3740.7,3639.1,3565,3680.75,84.5000000000002,35.7237500000005,159.9025
"Yellow-billed Blue-Magpie",0,3292.8,3145.985,3378.2,3371,3258.1,3427.7,-86.9750000000001,-241.160000000002,44.8125000000002
"White-throated Laughingthrush",2,3152.75,3092.8,3232.60125,2816.25,2731.78875,2868,341.150000000001,265.5275,445.113749999999
"Red-billed Leiothrix",2,2753.4,2749,2777.8175,2472.1,2347.46875,2641.3525,285.175,114,411.55375
"Long-tailed Shrike",2,3051.4,2869.70625,3199.4,2044.35,1933.47375,2290,994.4,693.96,1211.35
"Black Drongo",2,2348.75,2072.295,2605.02875,1487,1282.895,1744.42375,839.674999999998,391.594999999999,1236.13875
"House Sparrow",2,2079,1961.325,2186.7225,1854,1562.725,2032.6,228,40.6350000000006,554.716250000001
"Jungle Myna",0,1106.625,340.4825,1417.95,1144.3,814.445,1257.95,-16.9999999999995,-822.942499999999,426.0275
"Black-faced Laughingthrush",2,4164,4116,4249.5,3839.05,3752,3884.1,336,240.511250000001,471.33625
"Spotted Laughingthrush",1,3406.65,3326,3434.7,3542,3539.6,3542.3,-135.5,-216,-103.995
"Crimson Sunbird",2,1556,1455.6575,1801.62,1416.175,1395.145,1499.90125,146.65,34.5050000000001,384.623749999999
"House Crow",0,2563.6,2550.995,2616.05875,2558,2538,2563.7,11.6999999999998,-10.4112500000001,59.2287499999998
"Rusty-cheeked Scimitar-Babbler",0,1997.55,1947.4,2017,1959.85,1937.85,2004.475,25.75,-18.9,72.9
"Jungle Babbler",1,972.6,554.8325,1164.3875,1320.625,1207.4225,1469.8,-387.775000000001,-832.9875,-111.295
"Eurasian Collared-Dove",2,1167.69999999999,1067,1790.17,463,375.22,463,712.3,604,1327.17
