"","Value","Std.Error","t-value","p-value","Lambda"
"(Intercept)",3970.67902484315,167.897157261564,23.6494714360012,4.23865179830411e-58,0.345856555333684
"ThermalRegime",-126.500099616243,4.24725342165956,-29.7839773278268,6.63066405425226e-73,0.345856555333684
"HWI",2.42725975216537,1.99679498343129,1.21557784965704,0.22567816520591,0.345856555333684
"Dietinvertebrates",-9.65532739843453,58.6393989545567,-0.164655974832161,0.869392618693069,0.345856555333684
"Dietomnivore",-71.164615148626,60.6504803717,-1.17335616655449,0.242145352252893,0.345856555333684
"Dietseeds",-21.6059237518169,73.747676771512,-0.292970906985413,0.769869233788578,0.345856555333684
"Dietvertebrates",-131.083550300054,108.664429628727,-1.20631517367667,0.229219929464372,0.345856555333684
