"Species","Group","Median_S","LCI_S","UCI_S","Median_W","LCI_W","UCI_W","Median_diff","LCI_diff","UCI_diff","elev_roundS","elev_roundW","maxTemp_June_mean","minTemp_June_mean","maxTemp_June_ci","minTemp_June_ci","tempRange_June","maxTemp_Jan_mean","minTemp_Jan_mean","maxTemp_Jan_ci","minTemp_Jan_ci","tempRange_Jan","ThermalRegime","Species3","Tree.name","HWI","Diet"
"Chukar",2,3540,3540,3540,3263,3259.5,3263,277,277,280.5,3500,3300,14.0532906764168,2.98640310786106,0.0378581321638507,0.0297107990207223,11.0668875685558,-4.58953978099395,-15.6057661382954,0.04542907048331,0.0410978008925615,11.0162263573015,29.6590568147122,"Alectoris chukar","Alectoris_chukar",28.94734505,"seeds"
"Kalij Pheasant",2,1912.75,1831.975,1931,1732.5,1667,1773,173.5,100.875,243.5125,1900,1700,27.3895571071811,15.1626063911116,0.0523529787822201,0.0377440440578373,12.2269507160695,8.11191963616373,-4.04807836473587,0.0448703514731545,0.0334114256335395,12.1599980008996,31.437635471917,"Lophura leucomelanos","Lophura_leucomelanos",17.7587268,"omnivore"
"Koklass Pheasant",0,2417,2312,2510.5,2368,2293,2417,49,-50.025,166.6,2400,2400,23.541152562936,11.1284561722778,0.0546705602225242,0.0352396776069264,12.4126963906582,2.48172277828329,-9.48831665150136,0.0425458519984202,0.0336241706500588,11.9700394297847,33.0294692144374,"Pucrasia macrolopha","Pucrasia_macrolopha",28.8286769,"omnivore"
"Himalayan Monal",2,2893,2893,2937.5,2734.5,2680,2775,164,118,213,2900,2700,18.6759867120146,6.92743810804398,0.050036170415283,0.033187661863865,11.7485486039706,-0.169578724049098,-11.7119942415517,0.0474446604380811,0.0395483739708326,11.5424155175027,30.3879809535663,"Lophophorus impejanus","Lophophorus_impejanus",21.09188816,"omnivore"
"Red Junglefowl",0,602,601,602,602,602,602,0,-1,0,600,600,35.9098041195477,24.2701164512655,0.0234141803249473,0.0224606985928427,11.6396876682822,17.45656637049,4.27501009693053,0.0429343337602193,0.029129036086838,13.1815562735595,31.6347940226172,"Gallus gallus","Gallus_gallus",23.21714883,"omnivore"
"Black Francolin",0,1583.5,1580,1626,1542,1542,1625,38,-33,80.05,1600,1500,28.9564082950875,16.9328998810131,0.046710595848932,0.0364053311715484,12.0235084140745,9.79640170397897,-2.55083386205021,0.0451870073554771,0.0333743535342371,12.3472355660292,31.5072421571377,"Francolinus francolinus","Francolinus_francolinus",24.76331799,"seeds"
"Indian Peafowl",0,388,388,403.5,404,388,426,-15.5,-38,0.0124999999999886,400,400,37.4791724394499,27.0676377770936,0.00596803255200587,0.00638276566218357,10.4115346623563,21.863533328202,7.79342928981938,0.01547278140096,0.0118893628049454,14.0701040383826,29.6857431496305,"Pavo cristatus","Pavo_cristatus",28.71360931,"omnivore"
"Hill Partridge",1,2096,2067.975,2100,2173,2145,2173,-77,-102,-41.4875,2100,2200,27.1764638975482,14.1433777066307,0.0497340062127928,0.0314255894362978,13.0330861909175,4.17222118175859,-8.01574117426725,0.0380559323250754,0.0304197356685805,12.1879623560258,35.1922050718155,"Arborophila torqueola","Arborophila_torqueola",25.19798408,"omnivore"
"Red-wattled Lapwing",2,409,408,422,388,388,403,21,6.4875,34,400,400,37.4791724394499,27.0676377770936,0.00596803255200587,0.00638276566218357,10.4115346623563,21.863533328202,7.79342928981938,0.01547278140096,0.0118893628049454,14.0701040383826,29.6857431496305,"Vanellus indicus","Vanellus_indicus",43.2386972,"invertebrates"
"Oriental Pied-Hornbill",0,602,599,602,602,602,602,0,-3,0,600,600,35.9098041195477,24.2701164512655,0.0234141803249473,0.0224606985928427,11.6396876682822,17.45656637049,4.27501009693053,0.0429343337602193,0.029129036086838,13.1815562735595,31.6347940226172,"Anthracoceros albirostris","Anthracoceros_albirostris",15.95960551,"fruit"
