"","Value","Std.Error","t-value","p-value","Lambda"
"(Intercept)",-375.658407662558,102.490663120436,-3.66529395190977,0.000309108690588153,0.105017487746117
"Median_S",0.226608341678556,0.0280042172487308,8.09193628466175,3.82833139359874e-14,0.105017487746117
