"Species","Group","Median_S","LCI_S","UCI_S","Median_W","LCI_W","UCI_W","Median_diff","LCI_diff","UCI_diff"
"White-tailed Nuthatch",2,2643.65,2627,2738.6,2624.75,2615.5,2626.85,19.2749999999978,0.599999999999909,114.3
"Long-billed Thrush",2,2786.6,2786.6,2786.6,2438.95,2438.95,2438.95,347.65,347.65,347.65
"Eurasian Nutcracker",2,3228,3054.7975,3269,2860,2860,2917.75,361.325,174.4875,409
"White-collared Blackbird",2,3322.15,3230.37,3386.8,2619.4,2564.45,2633.4,720.625,609.76375,797.202500000001
"Himalayan Swiftlet",2,3272.5,2894.25,3524.3,2267.6,2111.5875,2304.4,1011.55,609.175,1363.0625
"Blyth's Leaf Warbler",2,3225.1,3216.455,3233.745,2046.55,2038.4275,2054.6725,1178.55,1161.7825,1195.3175
"Yellow-browed Tit",2,3001.85,2965.5,3012.05,2893,2889.7,2893,108.849999999999,72.5162500000001,119.05
"Ashy-throated Warbler",2,3073.4,2976,3175.4,2417.7,2417,2435.635,652.950000000001,552.995,755.3325
"Greater Flameback",0,861,813.6575,861.4,900.000000000001,861,1035,-46.9000000000005,-181,0
"Striated Laughingthrush",2,2479,2428,2489.4,2417,2417,2417,62,11,72.3999999999996
"Brown Boobook",1,664,664,664,800.899999999999,800.899999999999,800.899999999999,-136.899999999999,-136.899999999999,-136.899999999999
"Large Gray Babbler",0,732.25,654,844.5,666,614.98,777.05,55.75,-78.6474999999998,180.46
"Small Niltava",2,2417,2417,2417,1773.2,1757,1794,643.8,623,660
"Black-hooded Oriole",0,721,666,752,666,655.9975,666,55,0,86
"Stork-billed Kingfisher",0,602,602,734.44,630.9,602,666,-17.7499999999998,-64,111.29
"Jungle Owlet",0,700.25,666,848.04625,713.1,655.48,827,0,-150.06875,166.61
"Rufous-bellied Woodpecker",2,2727.25,2684.8,2738,2485.8,2417,2490.45,244.3,202.988749999999,305.95
"Blue-bearded Bee-eater",0,827,763.82625,870.9275,772.25,666,861,49.625,-69.8187499999997,193.81
"Changeable Hawk-Eagle",0,1240.8,666,1288.8,666,625.3125,716,555.199999999999,-13.0849999999999,630.51375
"Himalayan Flameback",0,693.925,664.17,753.2,718.55,656.375,849.6225,-14.6249999999999,-156.305,84.2524999999999
"Scarlet Minivet",2,2412.25,2156.60875,2494.8,1925.5,1870,1994.6,490.125,220.385000000001,620.75
"Lineated Barbet",0,828.199999999999,738.169999999999,867,724.4,666,836.42,87.9000000000001,-61.4300000000004,195
"Green-tailed Sunbird",2,2660,2650.1,2706.8,2417,2221,2417,246.899999999999,234.75,445.000000000001
"Oriental Pied-Hornbill",0,827,827,827,827,827,859.305,0,-32.3049999999997,0
"Black-crested Bulbul",0,861,660.19,920.85,837.75,710.97,861,16.8,-176.53,153.12
"Maroon Oriole",0,2417,2417,2417,2417,2417,2417,0,0,0
"Velvet-fronted Nuthatch",2,873.25,752,948.4,719.125,666,807.05,154.85,9.95874999999997,255.30625
"Black-faced Warbler",0,2417,2417,2417,2417,2417,2417,0,0,0
"Red-whiskered Bulbul",0,822.1,780,827,827,791,827,-1.90000000000146,-47,28.4099999999999
"Greater Yellownape",0,2100,2049,2174.9475,2075.7,2035,2115.5,18.1999999999998,-43.8600000000004,105.71
"Ashy Bulbul",0,2055.15,1457.56625,2115.0725,1470.9,1369.4775,1701.4,519.7,-74.8650000000003,729.3
"Blue-winged Minla",0,2126.775,2073,2173.45,2118.5,2077.05,2174,-3.15000000000009,-93.01875,72.51625
"Mountain Bulbul",0,2119.8,2052.8925,2173.8,2100,1995.35,2109.75,29.5500000000002,-51.0075,135.25
"Bronzed Drongo",2,2094.05,2049,2249.5,2049,1858.535,2065.8,77.4250000000001,5.97000000000001,278.342499999999
"Great Hornbill",0,963.524999999999,857.86125,1069.18875,994,994,994,-30.4750000000006,-136.13875,75.1887499999989
"Streak-breasted Scimitar-Babbler",0,2417,2417,2417,2417,2417,2417,0,0,0
