"","Value","Std.Error","t-value","p-value","Lambda"
"(Intercept)",-55.1666687809556,54.3181777256624,-1.01562075700659,0.31089605892918,0.156563167797552
"Median_S",0.165203566737885,0.022628500243314,7.30068563809028,4.83702671997947e-12,0.156563167797552
