"","Value","Std.Error","t-value","p-value","Lambda"
"(Intercept)",-22.4397443968434,86.5794505071743,-0.259180951893243,0.795703106966346,0.335588628055331
"Median_S",0.174656464225258,0.0226602096776377,7.70762789532431,2.80200946790136e-13,0.335588628055331
