"","Value","Std.Error","t-value","p-value","Lambda"
"(Intercept)",-51.5744041265512,64.90448714421,-0.794620008505098,0.427969161136097,0.279292455582631
"Median_S",0.149058998389688,0.0241297416410532,6.17739719749369,4.8548206381725e-09,0.279292455582631
