"","Value","Std.Error","t-value","p-value","Lambda"
"(Intercept)",-372.356849647986,139.839936900228,-2.66273611031199,0.00856356273094078,0.432429763480927
"Median_S",0.242469393112683,0.0275738836248844,8.79344369517332,2.52296952028845e-15,0.432429763480927
