"","Value","Std.Error","t-value","p-value","Lambda"
"(Intercept)",37.5396606399856,185.548063168288,0.202317717571312,0.839853635471207,0.608718379467386
"Median_S",0.170215787452287,0.0273363862073319,6.22671139342599,2.35449941562623e-09,0.608718379467386
