"Species","Group","Median_S","LCI_S","UCI_S","Median_W","LCI_W","UCI_W","Median_diff","LCI_diff","UCI_diff"
"Golden-throated Barbet",2,615.425,499.335,681.2275,258.9,146.09375,515,331.875,89.045,525.9925
"Gray-hooded Warbler",0,559,489,666.1775,489,489,685.5625,56.8,-120.03125,174
"Mountain Bulbul",0,540,537.45,579.1575,551,490.95,633.44,-13.55,-93.8224999999999,74.12
"Spotted Dove",1,44,44,46.7,80,68,91.0025,-34.8,-47,-22.8975
"White-throated Fantail",0,122.2,89.595,139,130.5,109.795,143.05375,-7.25000000000001,-43.12375,17.2575
"Asian Pied Starling",0,75,51.49375,78.1075,63.1,46,81,5.87500000000001,-24.40625,29
"Beautiful Sibia",2,1719.2,1595,1739,668.2,527,880.3225,1022,832.0225,1200.57
"Black-throated Sunbird",2,509,417.41,515,331,188.095,478.865,169.55,16.965,313.875
"Bay Woodpecker",2,592.25,549,660.27,489,374.50875,489.10625,112.05,60,189.66
"Olive-backed Pipit",2,1405.95,1074,1789.40875,262.2,142,532.38,1148.8,743.65,1610.3225
"Small Niltava",2,577.3,417.7925,753,142,125,164,442.2,275.8,616.6
"Ashy Drongo",2,433,399.79625,490.2,125,111.7975,142,304.125,270.99125,371
"Hair-crested Drongo",0,99,98.9975,176.2175,114.775,94.82375,127.405,-13.05,-28,58.2075
"Red-vented Bulbul",1,86,75,104.95125,112,110,122.50375,-26,-38.8,-8
"Chestnut-crowned Laughingthrush",2,1739,1739,1739,1310.6,1128.22375,1447.71125,428.4,291.28875,610.77625
"Streak-breasted Scimitar-Babbler",0,1244.8,1100,1654.76375,1302.05,1148.1,1450.84625,-14.525,-261.6425,415.65375
"Striated Laughingthrush",0,1001,955.5,1084,816.925,489,1000,183.95,-20.80375,545.3025
"Rufous-winged Fulvetta",2,1698.125,1659.29375,1736.95625,877.5,835.225,919.775,820.625,817.18125,824.06875
"Blue-winged Minla",2,992.5,958.145,1128.335,217.5,157,489,773.8,501.7375,891.535
"Gray Bushchat",2,1259,1210.7425,1371,340.9,213.0925,533.2,915.6,718.94,1082.58125
"Gray-headed Canary-Flycatcher",2,515,454.04375,515,122.575,93.4,141.605,390,331.67625,421.0075
"Nepal Fulvetta",0,408.25,244.4825,475.9125,489,344.49,489,-76,-236.86,59.2775
"Russet Sparrow",0,1235.75,1201.3975,1320.61,1303.5,1268,1402,-68.3000000000001,-174.225,22.6400000000001
"White-tailed Nuthatch",0,1103,965.85,1373.76125,1301,604.8,1409.20375,-121.65,-376.9975,503.44875
"Himalayan Bulbul",0,439.5,359.19125,475.6025,430.725,373.39,523.435,-2.79999999999995,-114.71875,77.0225
"Oriental Turtle-Dove",2,1026,906,1158.35,308.7,180.85875,545.55125,708.975,448.0325,908.095
"Rufous Sibia",2,1396.8,1349.65,1468.1,653.95,569.58875,730.62125,750.025,650.38,883.6225
"Large Niltava",2,876.2,508.05,1084,288.6,142,489,538.975,141.76875,889.20625
"Greater Yellownape",2,242.8,178.7,318.96,142.4,126.44,203.96,93,10.7,180.45
"Black-crested Bulbul",2,165.875,158.37875,167.45125,125.4,121.7625,140.785,37.725,26.31375,41.64375
"Common Green-Magpie",2,430.6,317,447.9,256.3,207.175,376.1625,159.025,36.4125,228.28125
"Oriental Magpie-Robin",1,52,46,75.15375,110,102,112,-57,-64.95125,-28.695
"Common Myna",0,86.8,81.89875,99,102,81.0975,108.4025,-9.89999999999999,-22.4075,15.00125
"Common Tailorbird",0,101.7,51.6975,137,118.525,104.23875,140.005,-17.675,-67.9025,25
"Red-wattled Lapwing",0,81.05,79.3325,97.59,81.675,60.94625,90.0525,3.625,-9.40249999999999,28.38875
"Whiskered Yuhina",2,1246,1078.5,1336.055,489,489,492.01875,754.4,589.5,847.055
"Scarlet Minivet",2,409,313.4,437.0075,128.75,124.5275,142,275.325,177.38,307.50625
"White-collared Blackbird",2,2332,2305.84125,2378.50375,1563.5,1332.93125,1783.75375,761.15,556.265,1004.15875
"Blue-fronted Redstart",2,1941.6,1432.65,2331.3025,1067,898,1074,885.6,367.3,1274.4875
"Gray-backed Shrike",2,479.9,381.37125,569.27625,132.6,118,142,349.225,252.09375,441.05875
"Gray Treepie",1,409,337.28,440,518.5,489,647.7075,-116.75,-258.1375,-59
"Red-whiskered Bulbul",0,99.9,78.75,137,86.8,76,123.51,9.2,-34.1675,51.61
"Chestnut-tailed Starling",0,46,44,78.6075,80.25,66.91625,99.46125,-33,-52.75375,1.11499999999998
"Lesser Yellownape",2,317,306.04375,398.59125,142,140.4975,161.94375,175.05,144.6125,257.69375
"Chestnut-headed Tesia",2,1739,1739,1739,531,351,749.03,1208,989.97,1388
"Stripe-throated Yuhina",2,1739,1739,1739,881.2,848.71125,974.5,857.8,764.5,890.28875
"Whistler's Warbler",2,1739,1739,1739,305.175,162,489,1433.65,1250,1577
"Red-billed Chough",2,2266,2262.6,2310.1,2185,1854,2262.605,98.3000000000002,4,423.4
"Eurasian Nutcracker",2,2460.35,2359.45,2524,1811.8,1490.8,2356.75125,632.05,76.8775000000001,986.40625
"Yellow-billed Blue-Magpie",0,2024.4,1819.75,2089.275,1945.95,1903,2104.205,43.3999999999999,-193.63,178
"White-throated Laughingthrush",2,1701,1511.4225,1910.6475,1366.4,1184.2,1571.655,348.075,96.8487499999999,619.275
"Red-billed Leiothrix",2,1394.85,1326.47,1457.8175,948,873.1,1070.90375,450.15,283.095,547.69125
"Long-tailed Shrike",2,381.975,129.2,914.165,107.4,81.39875,110,280.35,24.34375,818.27625
"Black Drongo",1,44,44,46,79.1,46.39875,87,-34.9,-42.65875,-2.1
"House Sparrow",0,108.65,86.65,121,108,86.69625,112,0.125,-22.57375,24.76875
"Jungle Myna",1,44,44,44,73,46,84.6,-29,-40.6,-2
"Black-faced Laughingthrush",0,1739,1739,2465.7125,1739,1402.9325,1778,58.2,-25.5999999999999,788.3175
"Spotted Laughingthrush",0,1739,1739,2336.8775,2269.7,2140,2438,-512,-699,63.4799999999987
"Crimson Sunbird",0,123.175,47.28875,162.0225,134.4,113.18125,154.36,-17.275,-95.49625,39.1537499999999
"House Crow",0,108.05,86,112.85,102,85,109.50125,3.14999999999999,-22,24.45
"Rusty-cheeked Scimitar-Babbler",0,695,676.65,827.525,648.7,576.75,776,46.3,-91.35,225.15
"Jungle Babbler",1,44,44,44,81.075,46.36125,110,-37.075,-66,-2.36125
"Eurasian Collared-Dove",0,46,44.24,77.4,49.55,46.95,67.69,-1.8,-21.69,26.04
