"","Value","Std.Error","t-value","p-value","Lambda"
"(Intercept)",-120.589390645418,180.498968065436,-0.668089086258383,0.504879045979752,0.699004347708391
"Median_S",0.201099923836023,0.0259676807451556,7.74423891796879,5.38791740479214e-13,0.699004347708391
