"","Value","Std.Error","t.value","p.value","dataset","Variable","adjP"
"89",-52.9464875745697,33.5913747300714,-1.57619293643173,0.116689820188475,"50.q1.sam30","relevel(Diet, ref = ""invertebrates"")omnivore",0.276369826774585
"90",-41.4696873203608,49.8159670031406,-0.832457740261196,0.406223950576479,"50.q1.sam30","relevel(Diet, ref = ""invertebrates"")seeds",0.695263599003713
"91",-67.2565718976582,94.7233339466999,-0.710031721808936,0.478578492693116,"50.q1.sam30","relevel(Diet, ref = ""invertebrates"")vertebrates",0.706410436402098
"92",3972.20145940829,139.116830456946,28.5529899319955,5.19500240532403e-60,"50.q1.sam60","(Intercept)",1.81825084186341e-59
"93",-121.758564629467,3.94398721001259,-30.8719471301425,4.36204175044786e-64,"50.q1.sam60","ThermalRegime",1.57033503016123e-63
"94",0.578965413297183,1.92410188568675,0.300901640190711,0.763939123075767,"50.q1.sam60","HWI",0.911148428572628
"95",-158.549570454281,57.7714556058699,-2.74442748224907,0.00686221768370291,"50.q1.sam60","relevel(Diet, ref = ""invertebrates"")fruit",0.0233686331931504
"96",-83.5662800646098,36.4020870330947,-2.29564530156296,0.0231925434216398,"50.q1.sam60","relevel(Diet, ref = ""invertebrates"")omnivore",0.0730565117781654
"97",-75.4090028564724,55.3893140834269,-1.3614359394827,0.175578738830307,"50.q1.sam60","relevel(Diet, ref = ""invertebrates"")seeds",0.388121422677521
"98",-207.322612031438,107.333878327842,-1.93156732302349,0.0554478005114803,"50.q1.sam60","relevel(Diet, ref = ""invertebrates"")vertebrates",0.15878233782833
"99",3894.01155476386,102.625787785544,37.9437920895781,3.58738765669686e-95,"50.q2.sam30","(Intercept)",2.26005422371902e-94
"100",-121.8993875283,2.67500814505543,-45.56972574219,7.0732037402124e-110,"50.q2.sam30","ThermalRegime",8.91223671266762e-109
"101",1.28576085621269,1.68123310342404,0.764772507508969,0.44527799764035,"50.q2.sam30","HWI",0.706410436402098
"102",-116.961033214735,49.6168235211634,-2.35728579369549,0.0193420799522402,"50.q2.sam30","relevel(Diet, ref = ""invertebrates"")fruit",0.0641342651047965
"103",-36.4012882777761,31.695901439865,-1.14845410996871,0.252106545878282,"50.q2.sam30","relevel(Diet, ref = ""invertebrates"")omnivore",0.524013981894706
"104",-54.2936942836747,47.4339100524244,-1.14461772650977,0.253689308695056,"50.q2.sam30","relevel(Diet, ref = ""invertebrates"")seeds",0.524013981894706
"105",-42.2384535679591,93.466606596622,-0.451909565415694,0.651807294165676,"50.q2.sam30","relevel(Diet, ref = ""invertebrates"")vertebrates",0.797356495775487
"106",3834.24372539526,120.47938190926,31.8248953856938,2.31649780011461e-70,"50.q2.sam60","(Intercept)",8.58466831807179e-70
"107",-119.34693731313,3.11136715615959,-38.3583586645692,1.20409478848187e-81,"50.q2.sam60","ThermalRegime",5.05719811162385e-81
"108",1.17295718873399,1.94650113523008,0.602597741919806,0.547645716796127,"50.q2.sam60","HWI",0.732572033861313
"109",-104.999150574582,56.6807022737721,-1.85246735418747,0.0658362913047815,"50.q2.sam60","relevel(Diet, ref = ""invertebrates"")fruit",0.180334189226141
"110",-53.5773504118109,35.4004392717899,-1.51346569460526,0.132171884800388,"50.q2.sam60","relevel(Diet, ref = ""invertebrates"")omnivore",0.302793772451798
"111",-37.3307734580228,53.6425069922325,-0.695917762818736,0.487509229025996,"50.q2.sam60","relevel(Diet, ref = ""invertebrates"")seeds",0.706410436402098
"112",-147.751361262578,110.550933139706,-1.33650035387635,0.183319442535109,"50.q2.sam60","relevel(Diet, ref = ""invertebrates"")vertebrates",0.391495758634301
"113",3858.76288006964,111.145518272427,34.7181149545902,7.11437061569087e-90,"50.q3.sam30","(Intercept)",3.44773345221942e-89
"114",-121.745181180608,2.71852065507138,-44.7836145565028,1.15209843719366e-110,"50.q3.sam30","ThermalRegime",1.61293781207112e-109
"115",1.27525283338527,1.80967110469387,0.704687625324604,0.481770858289887,"50.q3.sam30","HWI",0.706410436402098
"116",-113.275284879689,51.5728442574175,-2.19641337433889,0.029136231489439,"50.q3.sam30","relevel(Diet, ref = ""invertebrates"")fruit",0.089540613845593
"117",-28.1169830340646,33.2299183762496,-0.846134580160769,0.398422811241746,"50.q3.sam30","relevel(Diet, ref = ""invertebrates"")omnivore",0.695263599003713
"118",-37.8872258218119,50.7202195523157,-0.746984657326511,0.455892741508269,"50.q3.sam30","relevel(Diet, ref = ""invertebrates"")seeds",0.706410436402098
"119",6.82142796244871,99.5083779180334,0.0685512929179453,0.945410799304594,"50.q3.sam30","relevel(Diet, ref = ""invertebrates"")vertebrates",0.97640787469163
"120",3877.7716978002,114.048123701341,34.0011880244075,4.11124267264924e-75,"50.q3.sam60","(Intercept)",1.67102121533485e-74
"121",-120.096999973712,3.06109570099654,-39.2333372441163,5.36187195808791e-84,"50.q3.sam60","ThermalRegime",2.41284238113956e-83
"122",0.938365180990691,1.85940754682488,0.504658154471321,0.614493282354069,"50.q3.sam60","HWI",0.782082359359724
"123",-110.15791091259,55.0491398987304,-2.00108323427467,0.0470742780561873,"50.q3.sam60","relevel(Diet, ref = ""invertebrates"")fruit",0.141222834168562
"124",-55.8991004608929,34.3888625059212,-1.62550012962098,0.106024152043247,"50.q3.sam60","relevel(Diet, ref = ""invertebrates"")omnivore",0.256904676104791
"125",-44.0077034880668,51.1197066035039,-0.860875509896809,0.390594828089159,"50.q3.sam60","relevel(Diet, ref = ""invertebrates"")seeds",0.695263599003713
"126",-78.6813613496291,92.6215508492378,-0.84949302433621,0.396876294528281,"50.q3.sam60","relevel(Diet, ref = ""invertebrates"")vertebrates",0.695263599003713
