"Species","Group","Median_S","LCI_S","UCI_S","Median_W","LCI_W","UCI_W","Median_diff","LCI_diff","UCI_diff"
"Bronzed Drongo",0,2077,1584.32375,2352,1712.025,1386.3975,1756.26375,405.549999999999,-124.148749999999,792.10375
"Chestnut-bellied Nuthatch",0,2037.35,1628.18,2265.2,1956.2,1510.97,2144.3,104.150000000001,-400.91,599.856249999999
"Common Hill Myna",1,1199.7,639,1839.9,1946.3,1860,1971.8,-715.100000000001,-1311.84,-74.5049999999988
"Golden-fronted Leafbird",1,1006.75,838.725,1114.6575,1875,1203.985,1964.57,-905.25,-1033.6025,-89.3275000000002
"Long-tailed Sibia",2,1804.75,1742.2875,1867.2125,1706.6,1675.82,1737.38,98.1500000000002,66.4675000000004,129.8325
"Maroon Oriole",2,2677,2468.9,2677,1822.4,1243.1,2137.2075,797.600000000001,404.485000000001,1404.76
"Pin-tailed Green-Pigeon",1,1164.725,1148.88375,1180.56625,1325.3,1244.075,1406.525,-160.575,-225.95875,-95.19125
"Pygmy Cupwing",2,2533,2533,2533,1644.325,1635.94125,1652.70875,888.675,880.291250000001,897.05875
"Rufous-necked Hornbill",2,2130.9,1918,2213.95,1838.4,1709,2045.3,265.700000000001,23.7500000000002,472.5
"Rusty-fronted Barwing",0,2474,2447.95,2474,2463,2131,2474,11,-18.8025000000002,336.455
"Streaked Spiderhunter",2,2105.4,2007.69,2448.8,1338.4,1147.87625,1412.7375,767.6,653.982500000001,1128.0125
"Sultan Tit",0,1834.025,1555.70375,1938.7,1739,1660.7225,1764.9,99.6749999999994,-143.908750000001,205.33125
"White-throated Bulbul",0,1084,994,1280.6,1272.6,970.024999999999,1530.75,-141.275,-489.825,205.66875
"Blue Whistling-Thrush",2,3168,3137,3309.5,3092.175,2967.95,3118.97375,108.175,29.1849999999998,287.05875
"Crested Kingfisher",1,1699.925,1645.94125,1753.90875,2610.5,2598.625,2622.375,-910.575,-952.68375,-868.466250000001
"White Wagtail",2,3791.6,3434.65,4119.9125,2558,2533.6,2598,1216.425,872.734999999998,1565.08125
"White-throated Kingfisher",1,1231.7,1207,1398.74875,1584,1285.43375,1943.955,-330.699999999999,-706.876249999998,-6.99624999999957
"Brown Dipper",2,3132.725,3042.59,3132.95,2805,2779.3375,2842.7625,327.725,249.121249999999,351.6
"River Lapwing",0,2384.7,2309,2598,2309,2309,2336.95,67.1249999999995,-23,287.878749999999
"Great Barbet",2,2564.75,2505.5,2677,2352.375,2219.43875,2463,232.349999999999,83.5862500000003,431.07875
"Great Hornbill",0,1268.7,1068.39,1602.1,1202,1067,1376.28,74.7499999999991,-237.81,421.89
"Lesser Necklaced Laughingthrush",0,1360.15,1309,1433.35,1449.25,1271.6425,1507,-76.5,-174.9825,117.8625
"Orange-bellied Leafbird",1,1830.65,1739,1960.25,2156,1937.9825,2464.6525,-350,-720.10375,-46.7625
"Red-tailed Minla",2,3056.2,2979.6,3146,2471.8,2233,2611.75,603.300000000001,406.42875,880.708749999999
"White-crested Laughingthrush",0,1739,1721.9,1946,1806.5,1645.15375,1946.1,-47.1750000000001,-203.399999999999,157.3675
"Little Cormorant",0,840.649999999997,345.804999999999,1042,1266,336.86,1299.16,-305.600000000001,-856.075,603.89
"Black Bulbul",2,2798.55,2749,2887.3175,2398,2086.97,2474,407,283.39875,701.4575
"Black-hooded Oriole",0,540,503.5675,540,513.05,373.71625,614.9,25.8000000000001,-85.6412499999997,166.103750000001
"Black-throated Tit",0,2665.9,2454.17,2958.2,2654.95,2463,2684,45.324999999998,-220.255,430.765
"Common Iora",0,1422,973.995,1695,1258.35,1005.51,1428.4,159.95,-351.495,563.652499999999
"Golden-throated Barbet",0,2320.975,2073.66,2474,2394.4,2056.835,2475.2,-23.9500000000003,-334.990000000001,328.308750000001
"Gray-hooded Warbler",0,2440.6,2347.3775,2474,2325,2233,2405.11625,100,-22.0612500000002,205.505
"Hill Partridge",2,3225.05,3133.02,3405.32,2761.4,2607.84,2800.1,475.5,338.22,706.579999999999
"Little Pied Flycatcher",2,2325,2144.26875,2387.15,1414.075,1305.2125,1510.35,923.65,691.574999999999,1053.50625
"Mountain Bulbul",0,2080.5,1837,2465.75,2443,2167.4075,2474,-311.599999999999,-605.67,110.500000000001
"Spotted Dove",2,2192,2014.9575,2474.04375,1641.7,1283.5175,1905.8,551.325000000001,191.796249999999,959.929999999999
"White-naped Yuhina",0,1954.85,1603.075,2003,1939.65,1812.125,2303.25,-30.05,-494.125,91.0875000000002
"White-throated Fantail",2,2496.8,2463.55,2677,2189,1953.0975,2318.47,337.550000000001,160.6375,615.372499999999
"Asian Pied Starling",0,419,308.84625,459.55125,463,329.075,624.5,-44,-228.6225,99
"Himalayan Swiftlet",2,4034.8,3649.71,4128.8775,2112.1,2036.035,2285.65,1845.5,1421.8725,2033.275
"Beautiful Sibia",2,3056,2930.84375,3146,2474,2463,2474,583,458.448750000001,678.75625
"Black-throated Sunbird",2,2140.75,2009,2313.33875,1752.6,1508.8,1996.35,372.700000000001,111.165,671.135
"Bay Woodpecker",0,2474,2415.315,2531,2519.375,2173.47,2758.6,-59.325000000001,-293.413749999997,313.547499999998
"Olive-backed Pipit",2,4055.2,3845.3,4120.75,2920,2845.8325,2965.2,1126,924.74125,1245.00125
"Small Niltava",2,2392.05,2041.395,2475.38375,1761.425,1565.09875,1866.61,631.799999999999,243.64625,886.2225
"Ashy Drongo",2,2854,2749.2975,2945.01625,1759.35,1721.0975,1924.235,1087,908.4825,1194.20875
"Blue-winged Laughingthrush",2,2474,2474,2474,2341,2124.9925,2451.75,133,22.25,349.0075
"Hair-crested Drongo",0,1720,1539.285,1880.9075,1443.5,1315.185,1661.7,283.6,-11.76,507.755
"Little Egret",2,2284.8,1200.44,2309,504.5,309.58,777.11,1542.6,437.57,1991.51
"Silver-eared Mesia",0,1843,1739,1944.94875,1935,1455.81875,2073.8,-59.3250000000003,-298.74375,418.098750000001
"Red-vented Bulbul",0,1944,1854.3925,2018.21375,1973.575,1904.19125,2057.4075,-38.249999999999,-156.2075,72.6524999999999
"Asian Barred Owlet",0,1975.95,1408.45,2166.85,2110,1821.8775,2332.5,-174.3,-734.752500000001,225.32
"Crested Serpent-Eagle",0,2114,1899,2261.85,2033.45,1746.9,2284.85,72.3000000000002,-231.55,387.8
"Chestnut-crowned Laughingthrush",2,3146,3146,3188.8,3030.3,2939.935,3110.50875,117.425000000002,35.4912500000004,213.83
"Gray-cheeked Warbler",0,2463.4,2307.1375,2501,2547.5,2096.98,2635.7,-101.125,-280.55125,297.235000000001
"Streak-breasted Scimitar-Babbler",2,3084.5,2920.80375,3146,2745.25,2739,2774.4,332.2,169.79375,407
"Striated Laughingthrush",0,2753.8,2655.34,2798.5,2773.35,2677,3060.4,-45.575,-338.837499999999,94.3062499999995
"Wedge-tailed Green-Pigeon",2,2828.8,2717.3825,2881,2232.5,1891.71,2478.4,557.9,279.404999999999,930.845
"Yellow-breasted Greenfinch",2,3146,3074.065,3146,2627.4,2558,2677,512.4,433.5925,585.5025
"Black-winged Cuckooshrike",2,2749,2681.0125,2769.2575,1386.225,1114.05875,1465.80625,1326.025,1281.3975,1651.4825
"Blyth's Leaf Warbler",2,3143,3137,3229.72,2300.75,1792.04,2474,839.550000000001,665.55,1352.32
"Chestnut-crowned Warbler",0,2794.65,2500,3066.85,2554.9,2278.8725,2694.75,243,-56.5949999999991,676.283749999999
"Rufous-winged Fulvetta",2,2987,2707.56,3129.2,2670.7,2383,2708.85,356,46.3649999999996,667.69
"Gray-throated Babbler",0,1921.7,1643.5,2107.2,1822.95,1501,2325,109.125,-536.04875,527.31125
"Pin-striped Tit-Babbler",0,1262.75,764.00875,2583.5,708.2,574.3175,1281.25,417.049999999998,-356.5,1929.25
"Black-tailed Crake",2,2758.45,2677,2876.6825,2614.45,2538,2677,140.05,0.262499999999999,263.51
"Blue-winged Minla",2,2675.5,2474,2698,2011.85,1807.65625,2359.8725,613.55,209.02875,873
"Blyth's Shrike-Babbler",2,2556.4,2474,2662.6,2354.85,1865.69375,2463,238.325000000001,34.0750000000001,727.043750000001
"Gray Bushchat",2,3041.95,2949.42125,3085.065,2304.2,2053.74125,2349.7225,736.200000000001,632.33375,997.11
"Gray-headed Canary-Flycatcher",2,2561,2474,2710.6525,1707.2,1498,1852.5025,866.35,683.275,1093.67875
"Nepal Fulvetta",0,2120.625,1934,2474,1935.9,1813.9875,2055.27375,175.325,-67.95375,539
"Russet Sparrow",0,3139.7,3057.53625,3146,3140,3139.5425,3140,-0.149999999999636,-82.4637499999989,6
"White-tailed Nuthatch",0,3129.2,2769.19,3140,2785.9,2511.55,2891.85,315.825,-21.9200000000003,589.123750000001
"Gray-sided Bush Warbler",2,4116,4050.25625,4147.5625,2276.975,2108.54375,2309.05,1836.225,1751.675,2007.45625
"Nepal House-Martin",2,4274,4210.3625,4597,2854.05,2151.915,3271.88875,1545.75,974.56125,2278.26
"Himalayan Bulbul",0,2177.3,1995.1825,2290,2089,1709.65625,2321.3,105.550000000002,-239.65125,458.46125
"Oriental Turtle-Dove",2,3162.1,3137,3253.20375,2880.9,2791.9,2962,286.575,178,420.372500000001
"Rufous Sibia",2,3025,2940.47625,3095.91625,2821.9,2775,2928.54125,198.850000000002,68.7337500000017,291.418750000001
"Large Niltava",0,2245.15,2089,2309.6,2259.85,2056.48125,2326.6,-17.575,-224.85125,198.66375
"Lineated Barbet",0,399,323.54,965.799999999997,450.85,274.1625,563.06,-16.7999999999996,-200.4575,580.807499999997
"Greater Yellownape",0,2166,1936.56875,2399,1941.25,1805.985,2093.2,207.5,-85.5325000000002,497.51
"Red Junglefowl",0,1321.5,1063.86,1434.45,1451.25,1033.12,1649.64,-118.05,-456.37,258.84
"Black-crested Bulbul",0,1558.45,927.89,2326.8,1271.95,1126.37,1411.0375,312.475,-318.937500000001,1106.8475
"Common Green-Magpie",1,1499.65,1397.97,1608.01875,1881.2,1653.43625,2090.75,-403.125,-657.62125,-108.901250000001
"Oriental Magpie-Robin",1,1578.75,1474,1736,1784,1697.43875,1893.23,-202.825,-366.5125,-6.08625000000016
"Common Myna",0,1812.4,1688.04875,1955.225,1981,1813.9975,2325,-191.124999999999,-515.32375,46.8150000000002
"Common Tailorbird",0,1461.5,1402,1659.99625,1673,1559.3875,1754.03,-203.4,-326.7625,13.4600000000005
"Red-wattled Lapwing",0,1400,1203.4875,1642,1645.975,1375.225,1886.9,-247.425,-597.0125,155.3125
"Rufous-gorgeted Flycatcher",2,3573.5,3393.2,3636.15,2389.625,2252.1875,2474,1173.15,975.90625,1327.44375
"Whiskered Yuhina",2,2825.9,2771,2876.81,2529.95,2464.4875,2677,282.05,131.37,379.553750000001
"Barred Cuckoo-Dove",2,2644.75,2501.4,2714.8,2239.5,1958.5,2463,376.6,110.5,739.7
"Scarlet Minivet",2,2802.1,2577.3375,2962,1792.8,1622.77,1946,1019.375,726.636250000001,1297.2075
"Barn Swallow",2,2305.75,2129.525,2324.0375,1695.3,1658.535,1771.775,549.2,467.927500000001,607.3875
"Rufous-bellied Niltava",2,2856.8,2709,2954.25,2013.2,1667.45,2438.75,832.200000000001,354.090000000001,1177.4
"White-collared Blackbird",2,3859.6,3710,4003.0275,3407,3337.4,3421.1,459.25,303,619
"Blue-fronted Redstart",2,4347.5,4292.25,4393,3117.5,3066.27375,3161.6,1229.5,1156.62625,1307.2
"Black-chinned Yuhina",0,2072.975,1901.5,2376.05,2521.7,2090.15875,2762,-421.425,-754.134999999999,109.512499999999
"Yellow-bellied Warbler",0,1426.85,1402,1440.695,1574.5,1402,1897.3,-154.249999999999,-458.429999999999,22.3649999999995
"Cattle Egret",0,940.350000000001,556.72125,1207,529,453.194999999999,682.89875,362.075,-26.1637500000003,709.05625
"Gray-backed Shrike",2,3495.8,3233.69625,3744.00625,2560.95,2530,2598,934.674999999999,666.07125,1185.44375
"Gray-headed Woodpecker",0,1828.4,1713.3675,1948.23,1710.5,1492.27,1843,118.95,-69.5300000000003,347.0975
"Mountain Imperial-Pigeon",2,2658.5,2089,2725.7975,1739,1472.4,1766.5,936.25,350,1202.53
"Long-tailed Broadbill",0,1470.05,1264.81875,1701,1442.05,1309,1667.15,20.1250000000002,-338.9125,363.375
"Gray Treepie",0,1978.575,1820.77875,2232.25125,2142.65,1982.555,2311.42,-138.025,-396.64,148.961249999998
"Red-whiskered Bulbul",0,1291.1,954,1498.68375,1221.25,1144,1267.35,83.5999999999995,-299.905,333.055
"Rufous-necked Laughingthrush",0,1736,1525.5825,1903.58875,1648.275,1430.325,1786.92,74.3250000000002,-155.68625,387.675
"Chestnut-tailed Starling",2,1416,1213.295,1511.05,914,804.23625,1203.61,458.700000000001,131.0925,660.879999999999
"Bar-winged Flycatcher-shrike",0,2063.775,1808.365,2439.9475,1893.6,1766.2075,1955.15,192.2,-77.5237500000007,590.37625
"Greenish Warbler",2,4196.625,4121.77625,4217,2072.15,1956.9825,2233,2052.35,1983.2575,2256.6225
"Lesser Yellownape",0,2407.04999999999,1729.65,3096,1729.2,1448.995,1925.92,669.4,-38.3149999999999,1510.965
"Black Eagle",2,2808.5,2673.26,3266.75,2474,2188.745,2543.3,439.65,182.88125,903.8025
"Collared Owlet",1,2538.6,2501,2741.35,3278.6,2772.8,3300.2,-716.6,-784.365,-201.23625
"Chestnut-headed Tesia",2,3146,3145.3925,3146,2353.625,2103.63,2474,792.95,672,1042.37
"Chestnut-bellied Rock-Thrush",2,3423.6,3213.76,3434,2314.55,2098.865,2573.06,1067.25,806.275000000001,1326.32
"Stripe-throated Yuhina",2,3361,3242.0225,3391.79375,2762.7,2677,2784.7625,593.7,473.1,676.97875
"Whistler's Warbler",2,3319.625,3160.2725,3361,1828,1691.42875,2064.1,1468.875,1189.065,1630.8125
"Yellow-browed Tit",2,3137,3137,3137,2883.9,2883.9,2883.9,253.1,253.1,253.1
"Fire-tailed Sunbird",2,4217,4211.125,4301.925,2292,2237.32,2325,1955.5,1892,2018.85
"Red-billed Chough",2,4784.25,4681,4912.55,4330.8,4126.09875,4389.6,475.3,315.89,704.9325
"Rufous-vented Tit",2,4189.325,3799.26375,4198.55,3752,3722,3769.8,417.125,45.5875,476.55
"Eurasian Nutcracker",0,3722,3651.39625,3807.6,3667,3571.8425,3722,62.375,-24.79125,175.5
"Fulvous-breasted Woodpecker",0,1789.5,888.755,1842.15,1440.15,1241.66,1636.57,272.05,-626.924999999999,594.19
"Snow Pigeon",2,4887,4792.43,4892.95,4304.8,4069.3,4386.35,574.05,464.35,817.05
"Rufous-breasted Accentor",2,4247.55,4235.2475,4259.8525,3387.95,3381.8225,3394.0775,859.6,853.425,865.775
"Yellow-billed Blue-Magpie",0,3304,3142.385,3434,3415.1,3256.2775,3434,-115.175,-286.9,89.4137499999992
"Black-faced Warbler",2,2776.45,2776.45,2776.45,2474,2474,2474,302.449999999999,302.449999999999,302.449999999999
"White-throated Laughingthrush",2,3163,3062.2,3233,2832.2,2699.97125,2931.3,334.625,196.9475,469.702499999999
"Dark-breasted Rosefinch",2,4270,4217,4275.3,3490.7,3309.05,3555.02,771.200000000001,677.43,953.1525
"Red-billed Leiothrix",2,2762.75,2746.25,2794.01875,2473.8,2329.875,2663.37625,283.25,99.2725000000002,430.617499999999
"Scaly-breasted Munia",0,1669,1591.56,1764.96,1629.6,1563,1688.44,41.7,-96.8799999999999,190.57
"Rufous Treepie",0,588.5,324.08,641,793.199999999998,552.875,1237.98,-259.499999999999,-668.9,66.395
"Long-tailed Shrike",2,3067.6,2839.35,3330,2039.1,1896.04875,2330.5,1015.8,672.49375,1338.1875
"Himalayan White-browed Rosefinch",2,4261.65,4229.8,4272,3925.5,3851.8425,3925.95,346.05,303.85,419.55
"Indian Pond-Heron",0,757.5,239.78,1713.7,505,352.25,776.999999999999,249.099999999996,-337.359999999999,1254.38
"Black Drongo",2,2364.5,2023.73625,2663.8075,1483.325,1243.695,1754.01875,840.075000000001,350.065,1317.2675
"House Sparrow",0,2082.55,1922.4625,2297.4925,1854,1493.75875,2042,236.5,-6.26499999999997,629.23
"Jungle Myna",0,1092.725,298.29625,1483.1375,1153,677,1410.1,-82.1500000000013,-902.54,516.301249999998
"White-breasted Waterhen",0,1154.75,330.505,1662.815,2008.4,1065.835,2342.425,-1045.75,-1768.28,1.78500000000084
"Coal Tit",2,4131,3923.755,4149,3752,3722,3752,385,178.4725,423.925
"Eurasian Hoopoe",2,2977.725,2845.585,3036.51625,2346.25,2282.55875,2348.77375,665.925,498.585,715.535
"Black-faced Laughingthrush",2,4167,4112,4253.7,3866.35,3752,3912.8,326.700000000001,211.400000000001,481.20375
"Spotted Laughingthrush",1,3406.8,3300.8,3492.8,3544.4,3524,3547.1,-134.45,-243.9,-43.4850000000005
"Kalij Pheasant",0,3062.25,2901.4775,3234.2,2987.7,2844.37125,3093,105.5,-142.048750000001,318.027499999999
"Gray-winged Blackbird",2,2928.45,2724.915,3140,2415,2202.4,2504.25,515.699999999998,253.69875,886.5825
"Crimson Sunbird",0,1556,1402,1974.8375,1425.4,1366.735,1620.745,121.775,-104.30625,539.356249999999
"Rose-ringed Parakeet",0,440,207.595,1438.4125,1196.8,401.4675,1636.1,-723.499999999997,-1265.43,602.747500000001
"Black Kite",0,521.8,189.81,1238.3,1037,264.46,1428,-504.9,-1105,499.789999999997
"Brown Parrotbill",0,3028.3,2992,3252.65,3245.75,3021,3251.25,-100.800000000001,-241.23375,115.144999999999
"House Crow",0,2565,2545.8,2673.5,2558,2538,2606.52125,10.2999999999997,-38.4537500000003,116.275
"Himalayan Prinia",0,1736,1556,1949.09,1959.95,1755.0025,2075.35,-197.35,-500.745,72.6274999999997
"Eurasian Jay",0,3014.8,2810.1925,3138.65,2913,2688.325,2913,223.15,-102.8075,449.90875
"White-browed Fulvetta",0,3589.4,3439.2,3744.05,3594.5,3542,3603.25,-1.50000000000045,-147.35,185.35
"Rusty-cheeked Scimitar-Babbler",0,1990.3,1864.2125,2058,1958.65,1899.435,2011.135,26.7999999999997,-118.835,120
"White-browed Wagtail",2,4054,4054,4054,2309,2309,2309,1745,1745,1745
"Indian Peafowl",1,594.55,502.7275,633.8,1007.25,842.12625,1165.8,-424.200000000001,-585.24125,-238.43375
"Jungle Babbler",1,981.199999999999,535.5725,1175.6,1355.5,1096.25125,1513.5,-395.8,-891.01625,-88.48625
"Eurasian Collared-Dove",0,1067,440,2074,463,266.1,734.799999999999,643.424999999998,-127.01,1663.04625
