"","Value","Std.Error","t-value","p-value","Lambda"
"(Intercept)",-307.757491902645,162.133063105269,-1.89817848382242,0.0594080253177325,0.639747613929247
"Median_S",0.235898902673915,0.0237430771698336,9.93548144524557,1.51252550505515e-18,0.639747613929247
