"Species","Group","Median_S","LCI_S","UCI_S","Median_W","LCI_W","UCI_W","Median_diff","LCI_diff","UCI_diff","elev_roundS","elev_roundW","maxTemp_June_mean","minTemp_June_mean","maxTemp_June_ci","minTemp_June_ci","tempRange_June","maxTemp_Jan_mean","minTemp_Jan_mean","maxTemp_Jan_ci","minTemp_Jan_ci","tempRange_Jan","ThermalRegime","Tree.name","Scientific","HWI","Diet"
"Maroon Oriole",2,1974,1942.5,2035,1332,871.9875,1542,646,446.35,1109.0125,2000,1300,23.5467727063163,12.9313969571231,0.0262792150076309,0.0295975363092804,10.6153757491932,5.78517844700782,-6.09761554540528,0.0663275996715154,0.0565749901578103,11.8827939924131,29.6443882517216,"Oriolus_traillii","Oriolus traillii",26.13313045,"omnivore"
"Yellow-bellied Fairy-Fantail",2,1439.5,1011,1652.5,791,748.75,861,630,184,872.5,1400,800,28.8915322996528,17.5134493072507,0.0172517299945106,0.0109816899559281,11.3780829924021,15.0333780860744,2.16991124039681,0.0260219693770875,0.0135480323086813,12.8634668456776,26.721621059256,"Chelidorhynx_hypoxantha","Chelidorhynx hypoxanthus",15.57092907,"invertebrates"
"Gray-headed Canary-Flycatcher",2,2076,2034.9625,2125,602,602,602,1474,1432.9625,1523,2100,600,22.8072994519183,12.2086779604717,0.0270675667341757,0.0313685154254475,10.5986214914466,16.6673224978614,3.48064442543484,0.0220866208077492,0.0124960789734125,13.1866780724266,19.3266550264835,"Culicicapa_ceylonensis","Culicicapa ceylonensis",19.98883172,"invertebrates"
"Yellow-browed Tit",2,2362.75,2229.875,2402.2875,2142,2080.85,2188,211,82.6625,274.9875,2400,2100,20.590126165661,10.0533461327482,0.0315662889661523,0.0379269153896788,10.5367800329128,4.09719315728284,-7.86919946852682,0.0672487777898436,0.0556859096653147,11.9663926258097,28.4593256341878,"Sylviparus_modestus","Sylviparus modestus",21.64941389,"invertebrates"
"Rufous-naped Tit",0,2677,2630,2705,2635,2559.5,2642,35,-8.5625,117.5,2700,2600,18.4698703906535,7.91922234392114,0.0329308446178263,0.0400501253423931,10.5506480467324,0.45910780669145,-11.1373923293136,0.068103353480913,0.0563813833800931,11.5965001360051,29.6072627199671,"Parus_rufonuchalis","Periparus rufonuchalis",17.72162617,"invertebrates"
"Coal Tit",2,2510,2431.9875,2539,2200,2179,2245,302,217,342,2500,2200,19.8681162136832,9.32003748828491,0.0333885310926067,0.0393156683729168,10.5480787253983,3.21761470902077,-8.59770171550521,0.0685275517245786,0.055464942177344,11.815316424526,28.4658179291884,"Parus_ater","Periparus ater",20.92307692,"invertebrates"
"Green-backed Tit",2,2173,2146,2173,2044,2034,2054,127,100.975,138,2200,2000,21.9630222441106,11.3754658130181,0.0307198183067672,0.0350704380073125,10.5875564310925,4.78706777316736,-7.22295988934993,0.0659352760407029,0.054062192892762,12.0100276625173,29.1859821334605,"Parus_monticolus","Parus monticolus",15.66479173,"invertebrates"
"Cinereous Tit",2,1309,1270,1348.0375,1109,1053,1164,203,129.975,269.5,1300,1100,29.6548734226214,18.214364790586,0.0189297806672846,0.0105403264791269,11.4405086320353,13.1852037037037,0.488657407407407,0.0389425375550695,0.0179902706131124,12.6965462962963,29.166216015214,"Parus_major","Parus cinereus",19.18394538,"invertebrates"
"Himalayan Black-lored Tit",0,1542,1498,1575,1542,1523,1602,-14,-79.5125,38.05,1500,1500,27.3748386704006,16.6901984658468,0.022558936362611,0.0197416698387654,10.6846402045538,7.58187629368075,-4.57675636186534,0.0699953558139449,0.0558822703995525,12.1586326555461,31.9515950322659,"Parus_xanthogenys","Machlolophus xanthogenys",16.53381643,"invertebrates"
"Yellow-eyed Babbler",0,638,599,827,666,602,805.5,-1,-167.0125,203.5,600,700,34.9175192472198,23.660621613915,0.0278416027627093,0.0157774437863449,11.2568976333048,15.7827766254202,2.81868965023961,0.0251712745679281,0.013123553805389,12.9640869751806,32.0988295969802,"Chrysomma_sinense","Chrysomma sinense",11.37869095,"invertebrates"
"Black-chinned Babbler",1,1073,1011,1237,1254,1227,1305,-181.5,-264.05,-11,1100,1300,30.2814074074074,19.7186851851852,0.0355023162546574,0.0196774185508175,10.5627222222222,5.78517844700782,-6.09761554540528,0.0663275996715154,0.0565749901578103,11.8827939924131,36.3790229528127,"Stachyris_pyrrhops","Cyanoderma pyrrhops",8.906125356,"invertebrates"
"Indian White-eye",0,677,664,764.075,664,660,664,13,0,102.025,700,700,33.9750876189114,22.7355983119948,0.0313743902482196,0.0158341631548663,11.2394893069165,15.7827766254202,2.81868965023961,0.0251712745679281,0.013123553805389,12.9640869751806,31.1563979686718,"Zosterops_palpebrosus","Zosterops palpebrosus",21.11433824,"omnivore"
"Whiskered Yuhina",2,2174,2173,2309,1863,1855.5,1952,311,221,445.5125,2200,1900,21.9630222441106,11.3754658130181,0.0307198183067672,0.0350704380073125,10.5875564310925,5.37111944604732,-6.6761180034622,0.0658910313070091,0.053758639857238,12.0472374495095,28.6391402475728,"Yuhina_flavicollis","Yuhina flavicollis",16.47946843,"invertebrates"
"Chestnut-tailed Minla",2,2511,2417,2738,2017,1926.4375,2137.5,512,350,731.0625,2500,2000,19.8681162136832,9.32003748828491,0.0333885310926067,0.0393156683729168,10.5480787253983,4.78706777316736,-7.22295988934993,0.0659352760407029,0.054062192892762,12.0100276625173,27.0910761030331,"Minla_strigula","Actinodura strigula",14.13029854,"invertebrates"
"Blue-winged Minla",0,1365,1351.9125,1365,1365,1365,1383,0,-19,0,1400,1400,28.8915322996528,17.5134493072507,0.0172517299945106,0.0109816899559281,11.3780829924021,5.33718499673394,-6.55278990614364,0.0558935948982156,0.0474996847036743,11.8899749028776,35.4443222057964,"Minla_cyanouroptera","Actinodura cyanouroptera",9.945848157,"omnivore"
"Red-billed Leiothrix",1,1332,1332,1332,1365,1365,1365,-33,-33,-33,1300,1400,29.6548734226214,18.214364790586,0.0189297806672846,0.0105403264791269,11.4405086320353,5.33718499673394,-6.55278990614364,0.0558935948982156,0.0474996847036743,11.8899749028776,36.207663328765,"Leiothrix_lutea","Leiothrix lutea",12.74622441,"invertebrates"
"Rufous Sibia",2,2173,2173,2173,2009,1954.4375,2035,164,138,218.5625,2200,2000,21.9630222441106,11.3754658130181,0.0307198183067672,0.0350704380073125,10.5875564310925,4.78706777316736,-7.22295988934993,0.0659352760407029,0.054062192892762,12.0100276625173,29.1859821334605,"Heterophasia_capistrata","Heterophasia capistrata",16.87569208,"omnivore"
"Striated Laughingthrush",0,2035,1970,2101.0125,1983,1905,2035,58.75,-17.025,158.525,2000,2000,23.5467727063163,12.9313969571231,0.0262792150076309,0.0295975363092804,10.6153757491932,4.78706777316736,-7.22295988934993,0.0659352760407029,0.054062192892762,12.0100276625173,30.7697325956662,"Garrulax_striatus","Grammatoptila striata",9.883632758,"invertebrates"
"Streaked Laughingthrush",0,1952,1943,1987,1954,1952,1994,-7,-49,24.5,2000,2000,23.5467727063163,12.9313969571231,0.0262792150076309,0.0295975363092804,10.6153757491932,4.78706777316736,-7.22295988934993,0.0659352760407029,0.054062192892762,12.0100276625173,30.7697325956662,"Garrulax_lineatus","Trochalopteron lineatum",8.654461007,"invertebrates"
"Variegated Laughingthrush",2,2417,2417,2499,2213,2173,2293,236,128.5,325,2400,2200,20.590126165661,10.0533461327482,0.0315662889661523,0.0379269153896788,10.5367800329128,3.21761470902077,-8.59770171550521,0.0685275517245786,0.055464942177344,11.815316424526,29.1878278811662,"Garrulax_variegatus","Trochalopteron variegatum",12.27401839,"invertebrates"
"Chestnut-crowned Laughingthrush",2,2417,2176.5,2417,2173,2173,2173,244,3.9875,244,2400,2200,20.590126165661,10.0533461327482,0.0315662889661523,0.0379269153896788,10.5367800329128,3.21761470902077,-8.59770171550521,0.0685275517245786,0.055464942177344,11.815316424526,29.1878278811662,"Garrulax_erythrocephalus","Trochalopteron erythrocephalum",3.950341178,"invertebrates"
"Rufous-chinned Laughingthrush",0,1332,1332,1365,1365,1365,1365,-33,-33,0,1300,1400,29.6548734226214,18.214364790586,0.0189297806672846,0.0105403264791269,11.4405086320353,5.33718499673394,-6.55278990614364,0.0558935948982156,0.0474996847036743,11.8899749028776,36.207663328765,"Garrulax_rufogularis","Ianthocincla rufogularis",5.45186105,"invertebrates"
"White-crested Laughingthrush",0,1051,954.5,1248,1081,1014,1248,-42,-227,185.025,1100,1100,30.2814074074074,19.7186851851852,0.0355023162546574,0.0196774185508175,10.5627222222222,13.1852037037037,0.488657407407407,0.0389425375550695,0.0179902706131124,12.6965462962963,29.79275,"Garrulax_leucolophus","Garrulax leucolophus",5.692448289,"invertebrates"
"White-throated Laughingthrush",2,2085,2054.925,2146,2011,1965.95,2035,74,32,135.025,2100,2000,22.8072994519183,12.2086779604717,0.0270675667341757,0.0313685154254475,10.5986214914466,4.78706777316736,-7.22295988934993,0.0659352760407029,0.054062192892762,12.0100276625173,30.0302593412682,"Garrulax_albogularis","Pterorhinus albogularis",7.277778343,"invertebrates"
"Jungle Babbler",0,638,637,653,638,602,653,1,-15,48,600,600,34.9175192472198,23.660621613915,0.0278416027627093,0.0157774437863449,11.2568976333048,16.6673224978614,3.48064442543484,0.0220866208077492,0.0124960789734125,13.1866780724266,31.436874821785,"Turdoides_striata","Argya striata",9.46000401,"omnivore"
"Common Babbler",0,599,562,775.5,602,599,710.1125,-3,-106.05,145.7125,600,600,34.9175192472198,23.660621613915,0.0278416027627093,0.0157774437863449,11.2568976333048,16.6673224978614,3.48064442543484,0.0220866208077492,0.0124960789734125,13.1866780724266,31.436874821785,"Turdoides_caudata","Argya caudata",11.21091407,"omnivore"
"Puff-throated Babbler",0,602,602,602,602,602,602,0,0,0,600,600,34.9175192472198,23.660621613915,0.0278416027627093,0.0157774437863449,11.2568976333048,16.6673224978614,3.48064442543484,0.0220866208077492,0.0124960789734125,13.1866780724266,31.436874821785,"Pellorneum_ruficeps","Pellorneum ruficeps",8.626835437,"invertebrates"
"Streak-breasted Scimitar-Babbler",0,2417,2417,2417,2417,2417,2417,0,0,0,2400,2400,20.590126165661,10.0533461327482,0.0315662889661523,0.0379269153896788,10.5367800329128,1.99117754616932,-9.74692814042787,0.0698936441465475,0.0567109994181187,11.7381056865972,30.3370543060889,"Pomatorhinus_ruficollis","Pomatorhinus ruficollis",10.00654519,"invertebrates"
"Rusty-cheeked Scimitar-Babbler",0,1419,1419,1498,1498,1415,1542,-64,-123,63.025,1400,1500,28.8915322996528,17.5134493072507,0.0172517299945106,0.0109816899559281,11.3780829924021,7.58187629368075,-4.57675636186534,0.0699953558139449,0.0558822703995525,12.1586326555461,33.4682886615181,"Pomatorhinus_erythrogenys","Erythrogenys erythrogenys",5.504791561,"invertebrates"
"Scaly-breasted Cupwing",0,1980.5,1862,2111,1862,1797.5,1862,145,0,281.25,2000,1900,23.5467727063163,12.9313969571231,0.0262792150076309,0.0295975363092804,10.6153757491932,5.37111944604732,-6.6761180034622,0.0658910313070091,0.053758639857238,12.0472374495095,30.2228907097785,"Pnoepyga_albiventer","Pnoepyga albiventer",6.452056788,"invertebrates"
"Gray-breasted Prinia",0,666,664,759.05,664,616,691,9.5,-16.0875,104.6,700,700,33.9750876189114,22.7355983119948,0.0313743902482196,0.0158341631548663,11.2394893069165,15.7827766254202,2.81868965023961,0.0251712745679281,0.013123553805389,12.9640869751806,31.1563979686718,"Prinia_hodgsonii","Prinia hodgsonii",10.71805726,"invertebrates"
"Plain Prinia",0,522,447,558.5,434.5,368,513.25,91,-0.5,163,500,400,36.562360461788,25.090897815094,0.0172640392963805,0.0151420040932137,11.471462646694,18.7463075293665,5.15725014442519,0.0184769880609363,0.0124636720790396,13.5890573849413,31.4051103173628,"Prinia_inornata","Prinia inornata",14.16797488,"invertebrates"
"Ashy Prinia",1,428.5,409,584,591,491.4875,601,-157,-190,-1.46250000000003,400,600,37.5845152127864,26.1657904871943,0.0136710487453596,0.0136089274947692,11.4187247255921,16.6673224978614,3.48064442543484,0.0220866208077492,0.0124960789734125,13.1866780724266,34.1038707873516,"Prinia_socialis","Prinia socialis",10.26808511,"invertebrates"
"Striated Prinia",2,1752,1691.5,1830,1542,1507.5,1640,206,103,302.075,1800,1500,25.0048428093645,14.3575451505017,0.022853791322713,0.0255990846015844,10.6472976588629,7.58187629368075,-4.57675636186534,0.0699953558139449,0.0558822703995525,12.1586326555461,29.5815991712298,"Prinia_crinigera",NA,10.87885935,"invertebrates"
"Common Tailorbird",0,602,599,602,602,602,602,0,-3,0,600,600,34.9175192472198,23.660621613915,0.0278416027627093,0.0157774437863449,11.2568976333048,16.6673224978614,3.48064442543484,0.0220866208077492,0.0124960789734125,13.1866780724266,31.436874821785,"Orthotomus_sutorius","Orthotomus sutorius",10.61962388,"invertebrates"
"Red-vented Bulbul",0,653,638,653,653,653,653,0,-15,0,700,700,33.9750876189114,22.7355983119948,0.0313743902482196,0.0158341631548663,11.2394893069165,15.7827766254202,2.81868965023961,0.0251712745679281,0.013123553805389,12.9640869751806,31.1563979686718,"Pycnonotus_cafer","Pycnonotus cafer",16.99361609,"omnivore"
"Black-crested Bulbul",0,442,388,471,410,388,446,15.5,-50.35,68.675,400,400,37.5845152127864,26.1657904871943,0.0136710487453596,0.0136089274947692,11.4187247255921,18.7463075293665,5.15725014442519,0.0184769880609363,0.0124636720790396,13.5890573849413,32.4272650683612,"Pycnonotus_melanicterus","Rubigula flaviventris",11.70930131,"fruit"
"Red-whiskered Bulbul",0,409,388,409,409,404.4875,409,0,-21,1.52499999999998,400,400,37.5845152127864,26.1657904871943,0.0136710487453596,0.0136089274947692,11.4187247255921,18.7463075293665,5.15725014442519,0.0184769880609363,0.0124636720790396,13.5890573849413,32.4272650683612,"Pycnonotus_jocosus","Pycnonotus jocosus",14.25432338,"omnivore"
"Himalayan Bulbul",2,1383,1365,1413,1269.75,1255,1309,113,66.4875,151.025,1400,1300,28.8915322996528,17.5134493072507,0.0172517299945106,0.0109816899559281,11.3780829924021,5.78517844700782,-6.09761554540528,0.0663275996715154,0.0565749901578103,11.8827939924131,34.9891478450581,"Pycnonotus_leucogenys","Pycnonotus leucogenys",14.63443237,"omnivore"
"Ashy Bulbul",0,1096,867,1332,1332,1183.5625,1332,-227,-465,42.125,1100,1300,30.2814074074074,19.7186851851852,0.0355023162546574,0.0196774185508175,10.5627222222222,5.78517844700782,-6.09761554540528,0.0663275996715154,0.0565749901578103,11.8827939924131,36.3790229528127,"Hemixos_flavala","Hemixos flavala",18.40568415,"omnivore"
"Mountain Bulbul",0,1383,1365,1838,1502,1374,1577,-102.5,-205.55,335.65,1400,1500,28.8915322996528,17.5134493072507,0.0172517299945106,0.0109816899559281,11.3780829924021,7.58187629368075,-4.57675636186534,0.0699953558139449,0.0558822703995525,12.1586326555461,33.4682886615181,"Hypsipetes_mcclellandii","Ixos mcclellandii",18.08391102,"omnivore"
"Black Bulbul",2,1818,1756.9625,1862,1366,1365,1388,452,383,496,1800,1400,25.0048428093645,14.3575451505017,0.022853791322713,0.0255990846015844,10.6472976588629,5.33718499673394,-6.55278990614364,0.0558935948982156,0.0474996847036743,11.8899749028776,31.5576327155081,"Hypsipetes_leucocephalus","Hypsipetes leucocephalus",24.70445229,"fruit"
"Gray-hooded Warbler",2,1943,1934.5,1952,1419,1369,1487,524.5,456,572.5125,1900,1400,24.2758222735141,13.6378678592037,0.0245302345975058,0.0274683253856939,10.6379544143104,5.33718499673394,-6.55278990614364,0.0558935948982156,0.0474996847036743,11.8899749028776,30.8286121796577,"Phylloscopus_xanthoschistos","Phylloscopus xanthoschistos",16.03329717,"invertebrates"
"Greenish Warbler",2,861,827,1254.1875,591,491,602,272,238.9625,670.5,900,600,32.2180233038592,21.2051731261879,0.0350487650186013,0.0164268078164792,11.0128501776713,16.6673224978614,3.48064442543484,0.0220866208077492,0.0124960789734125,13.1866780724266,28.7373788784244,"Phylloscopus_trochiloides","Phylloscopus trochiloides",19.14556042,"invertebrates"
"Whistler's Warbler",2,1388,917.5,1942,602,602,666,786,296,1285.3375,1400,600,28.8915322996528,17.5134493072507,0.0172517299945106,0.0109816899559281,11.3780829924021,16.6673224978614,3.48064442543484,0.0220866208077492,0.0124960789734125,13.1866780724266,25.410887874218,"Seicercus_whistleri","Phylloscopus whistleri",14.76874658,"invertebrates"
"Hume's Warbler",2,1419,1345.65,1498,602,602,636.025,817,730,896,1400,600,28.8915322996528,17.5134493072507,0.0172517299945106,0.0109816899559281,11.3780829924021,16.6673224978614,3.48064442543484,0.0220866208077492,0.0124960789734125,13.1866780724266,25.410887874218,"Phylloscopus_humei","Phylloscopus humei",24.74809336,"invertebrates"
"Lemon-rumped Warbler",2,1972,1862,2035.5125,1573,1535.975,1612,399,288.9875,473.525,2000,1600,23.5467727063163,12.9313969571231,0.0262792150076309,0.0295975363092804,10.6153757491932,7.44244503961611,-4.65066956812856,0.0574917750954054,0.045535121685832,12.0931146077447,28.1974422744449,"Phylloscopus_chloronotus","Phylloscopus chloronotus",16.95657218,"invertebrates"
"Buff-barred Warbler",2,2100,2049,2204,1936.5,1862,2011,178.75,87.4625,311,2100,1900,22.8072994519183,12.2086779604717,0.0270675667341757,0.0313685154254475,10.5986214914466,5.37111944604732,-6.6761180034622,0.0658910313070091,0.053758639857238,12.0472374495095,29.4834174553805,"Phylloscopus_pulcher","Phylloscopus pulcher",14.20580279,"invertebrates"
"Ashy-throated Warbler",2,2417,2377,2554.5,1952,1877,2077.5375,475.25,340.9625,633,2400,2000,20.590126165661,10.0533461327482,0.0315662889661523,0.0379269153896788,10.5367800329128,4.78706777316736,-7.22295988934993,0.0659352760407029,0.054062192892762,12.0100276625173,27.8130860550109,"Phylloscopus_maculipennis","Phylloscopus maculipennis",16.98375989,"invertebrates"
"Tickell's Leaf Warbler",2,1990.5,1990.5,1990.5,1452,1452,1452,538.5,538.5,538.5,2000,1500,23.5467727063163,12.9313969571231,0.0262792150076309,0.0295975363092804,10.6153757491932,7.58187629368075,-4.57675636186534,0.0699953558139449,0.0558822703995525,12.1586326555461,28.1235290681816,"Phylloscopus_affinis","Phylloscopus affinis",14.80250533,"invertebrates"
"Black-faced Warbler",0,2152,2074.5,2208,2145,2085,2173,12,-71.5125,104,2200,2100,21.9630222441106,11.3754658130181,0.0307198183067672,0.0350704380073125,10.5875564310925,4.09719315728284,-7.86919946852682,0.0672487777898436,0.0556859096653147,11.9663926258097,29.8322217126374,"Abroscopus_schisticeps","Abroscopus schisticeps",16.12581814,"invertebrates"
"Gray-sided Bush Warbler",2,2295,2099.5,2417,1640,1365,1905.5,615.5,297.8,952.5,2300,1600,21.2497724230254,10.6922445336903,0.0319295312743603,0.037291653644243,10.5575278893351,7.44244503961611,-4.65066956812856,0.0574917750954054,0.045535121685832,12.0931146077447,25.900441991154,"Cettia_brunnifrons","Cettia brunnifrons",10.6239541,"invertebrates"
"Brownish-flanked Bush Warbler",2,2173,2095,2215,1862,1843.5,1906,310.5,231.975,353.5125,2200,1900,21.9630222441106,11.3754658130181,0.0307198183067672,0.0350704380073125,10.5875564310925,5.37111944604732,-6.6761180034622,0.0658910313070091,0.053758639857238,12.0472374495095,28.6391402475728,"Cettia_fortipes","Horornis fortipes",11.26084373,"invertebrates"
"Chestnut-headed Tesia",2,2159.5,1644.5,2174,1542,1394,1584.5,616,119,773,2200,1500,21.9630222441106,11.3754658130181,0.0307198183067672,0.0350704380073125,10.5875564310925,7.58187629368075,-4.57675636186534,0.0699953558139449,0.0558822703995525,12.1586326555461,26.5397786059759,"Tesia_castaneocoronata","Cettia castaneocoronata",13.81636995,"invertebrates"
"Black-throated Tit",2,2096,2067,2123,2007,1979.4875,2026.075,91,56,128,2100,2000,22.8072994519183,12.2086779604717,0.0270675667341757,0.0313685154254475,10.5986214914466,4.78706777316736,-7.22295988934993,0.0659352760407029,0.054062192892762,12.0100276625173,30.0302593412682,"Aegithalos_concinnus","Aegithalos concinnus",17.63180272,"invertebrates"
"Eurasian Crag-Martin",2,3270,3173,3538.425,1685.5,1419,1850.5375,1596.25,1393.7625,1902.6375,3300,1700,14.6274480712166,4.17065611605671,0.0315891136744542,0.0390317608031205,10.4567919551599,6.94363612358067,-5.17668339054661,0.0630589802083708,0.0502189904553621,12.1203195141273,19.8041314617632,"Hirundo_rupestris","Ptyonoprogne rupestris",56.18947482,"invertebrates"
"Bar-tailed Treecreeper",2,2053,2011,2072.5125,1862,1810,1913,188.5,133.4875,246,2100,1900,22.8072994519183,12.2086779604717,0.0270675667341757,0.0313685154254475,10.5986214914466,5.37111944604732,-6.6761180034622,0.0658910313070091,0.053758639857238,12.0472374495095,29.4834174553805,"Certhia_himalayana","Certhia himalayana",20.14125195,"invertebrates"
"Wallcreeper",0,1565,1295.45,1662.775,1453,1332,1622,41,-239.275,260.5625,1600,1500,26.4195904474947,15.6067514786296,0.0196456148452248,0.0223343614709647,10.8128389688651,7.58187629368075,-4.57675636186534,0.0699953558139449,0.0558822703995525,12.1586326555461,30.99634680936,"Tichodroma_muraria","Tichodroma muraria",18.79818989,"invertebrates"
"Eurasian Wren",0,2787,2630,2949,2844,2788,2893,-56,-214,117.5,2800,2800,17.7782168716741,7.22285614586059,0.0328881986443415,0.0399584556377819,10.5553607258135,-1.10556573322865,-12.6098752508069,0.0658190421223337,0.0560578679462492,11.5043095175783,30.388092122481,"Troglodytes_troglodytes","Troglodytes troglodytes",12.40553703,"invertebrates"
"White-tailed Nuthatch",0,2135.5,2097,2173,2100,2100,2108,35.5,-5.5,73,2100,2100,22.8072994519183,12.2086779604717,0.0270675667341757,0.0313685154254475,10.5986214914466,4.09719315728284,-7.86919946852682,0.0672487777898436,0.0556859096653147,11.9663926258097,30.6764989204451,"Sitta_himalayensis","Sitta himalayensis",20.4149484,"invertebrates"
"Velvet-fronted Nuthatch",0,600,486,665,602,602,602,-2,-116,63,600,600,34.9175192472198,23.660621613915,0.0278416027627093,0.0157774437863449,11.2568976333048,16.6673224978614,3.48064442543484,0.0220866208077492,0.0124960789734125,13.1866780724266,31.436874821785,"Sitta_frontalis","Sitta frontalis",23.06378825,"invertebrates"
"Chestnut-bellied Nuthatch",0,1210,994,1273.05,1015,861,1139,164.25,-70,381.125,1200,1000,29.4866395262768,19.052396373057,0.0347984080946709,0.0210127020279514,10.4342431532198,13.745191806978,1.05044263148759,0.0354177270966883,0.0164659807924123,12.6947491754904,28.4361968947892,"Sitta_castanea","Sitta cinnamoventris",22.47727329,"invertebrates"
"Brahminy Starling",2,638,602,638,580,451.9375,602,58,3,185.025,600,600,34.9175192472198,23.660621613915,0.0278416027627093,0.0157774437863449,11.2568976333048,16.6673224978614,3.48064442543484,0.0220866208077492,0.0124960789734125,13.1866780724266,31.436874821785,"Sturnus_pagodarum","Sturnia pagodarum",27.28302752,"omnivore"
"Bank Myna",0,432.5,368,524,368,310,388,73,-6.5,181.05,400,400,37.5845152127864,26.1657904871943,0.0136710487453596,0.0136089274947692,11.4187247255921,18.7463075293665,5.15725014442519,0.0184769880609363,0.0124636720790396,13.5890573849413,32.4272650683612,"Acridotheres_ginginianus","Acridotheres ginginianus",24.33165815,"omnivore"
"Common Myna",2,1011,947.975,1026,892,827,923,121,57.9875,199,1000,900,31.2243186946711,20.4364086096164,0.0356604414552322,0.0182958567026918,10.7879100850547,14.3619287662177,1.62382447731592,0.0300012781986552,0.0141672933514139,12.7381042889017,29.6004942173552,"Acridotheres_tristis","Acridotheres tristis",21.84696376,"omnivore"
"Jungle Myna",2,827,827,827,666,634.3125,778,161,49,192.6875,800,700,33.1288506004326,21.9737226821809,0.03330585812865,0.0161188466669687,11.1551279182517,15.7827766254202,2.81868965023961,0.0251712745679281,0.013123553805389,12.9640869751806,30.310160950193,"Acridotheres_fuscus","Acridotheres fuscus",24.7162719,"omnivore"
"Asian Pied Starling",0,368,326,372,388,368,403,-18,-59,4,400,400,37.5845152127864,26.1657904871943,0.0136710487453596,0.0136089274947692,11.4187247255921,18.7463075293665,5.15725014442519,0.0184769880609363,0.0124636720790396,13.5890573849413,32.4272650683612,"Sturnus_contra","Gracupica contra",22.54255993,"omnivore"
"Orange-headed Thrush",0,609,602,649.375,602,602,602,7,0,47.375,600,600,34.9175192472198,23.660621613915,0.0278416027627093,0.0157774437863449,11.2568976333048,16.6673224978614,3.48064442543484,0.0220866208077492,0.0124960789734125,13.1866780724266,31.436874821785,"Zoothera_cinerea","Geokichla citrina",29.45463822,"omnivore"
"Mistle Thrush",0,2434,2313.4875,2662,2630,2630,2630,-196,-316.5125,32,2400,2600,20.590126165661,10.0533461327482,0.0315662889661523,0.0379269153896788,10.5367800329128,0.45910780669145,-11.1373923293136,0.068103353480913,0.0563813833800931,11.5965001360051,31.7275184949746,"Turdus_viscivorus","Turdus viscivorus",35.48908524,"omnivore"
"Gray-winged Blackbird",2,2035,2011,2055,1641,1542,1793,393.25,248.4625,491.5375,2000,1600,23.5467727063163,12.9313969571231,0.0262792150076309,0.0295975363092804,10.6153757491932,7.44244503961611,-4.65066956812856,0.0574917750954054,0.045535121685832,12.0931146077447,28.1974422744449,"Turdus_boulboul","Turdus boulboul",26.4554695,"invertebrates"
"White-collared Blackbird",2,2784,2784,2893,2173,2173,2222,611,565,720,2800,2200,17.7782168716741,7.22285614586059,0.0328881986443415,0.0399584556377819,10.5553607258135,3.21761470902077,-8.59770171550521,0.0685275517245786,0.055464942177344,11.815316424526,26.3759185871793,"Turdus_albocinctus","Turdus albocinctus",24.90550183,"omnivore"
"Long-billed Thrush",2,2417,2417,2417,2173,2159.5,2307,244,0.975000000000001,257.5,2400,2200,20.590126165661,10.0533461327482,0.0315662889661523,0.0379269153896788,10.5367800329128,3.21761470902077,-8.59770171550521,0.0685275517245786,0.055464942177344,11.815316424526,29.1878278811662,"Zoothera_monticola","Zoothera monticola",24.38484938,"invertebrates"
"Himalayan Bluetail",2,2351,2173,2417,1964,1951,2011,378,199,465,2400,2000,20.590126165661,10.0533461327482,0.0315662889661523,0.0379269153896788,10.5367800329128,4.78706777316736,-7.22295988934993,0.0659352760407029,0.054062192892762,12.0100276625173,27.8130860550109,"Tarsiger_cyanurus","Tarsiger rufilatus",24.20172469,"invertebrates"
"Golden Bush-Robin",2,2146,1953,2336.725,1582.5,1434,1684.5,565.5,346.375,777.7125,2100,1600,22.8072994519183,12.2086779604717,0.0270675667341757,0.0313685154254475,10.5986214914466,7.44244503961611,-4.65066956812856,0.0574917750954054,0.045535121685832,12.0931146077447,27.4579690200469,"Tarsiger_chrysaeus","Tarsiger chrysaeus",16.57522016,"invertebrates"
"Rufous-bellied Niltava",2,2382.5,2174,2417,1012.5,791,1134,1373,1119.9625,1590,2400,1000,20.590126165661,10.0533461327482,0.0315662889661523,0.0379269153896788,10.5367800329128,13.745191806978,1.05044263148759,0.0354177270966883,0.0164659807924123,12.6947491754904,19.5396835341734,"Niltava_sundara","Niltava sundara",18.11338347,"invertebrates"
"Small Niltava",2,2173,2011,2173,1293.5,1133,1332,849,688,1005.375,2200,1300,21.9630222441106,11.3754658130181,0.0307198183067672,0.0350704380073125,10.5875564310925,5.78517844700782,-6.09761554540528,0.0663275996715154,0.0565749901578103,11.8827939924131,28.0606377895159,"Niltava_macgrigoriae","Niltava macgrigoriae",16.34040579,"invertebrates"
"Verditer Flycatcher",2,1921,1884,1943,630,602,779.025,1288,1135.925,1341,1900,600,24.2758222735141,13.6378678592037,0.0245302345975058,0.0274683253856939,10.6379544143104,16.6673224978614,3.48064442543484,0.0220866208077492,0.0124960789734125,13.1866780724266,20.7951778480793,"Eumyias_thalassinus","Eumyias thalassinus",20.87373116,"invertebrates"
