"","Value","Std.Error","t-value","p-value","Lambda"
"(Intercept)",-386.618240998864,139.520567874585,-2.77104836146019,0.00633618474340616,0.426949967338822
"Median_S",0.250269073700498,0.0282268585629849,8.86634526268844,2.87478502949409e-15,0.426949967338822
