"Species","Group","Median_S","LCI_S","UCI_S","Median_W","LCI_W","UCI_W","Median_diff","LCI_diff","UCI_diff","elev_roundS","elev_roundW","maxTemp_June_mean","minTemp_June_mean","maxTemp_June_ci","minTemp_June_ci","tempRange_June","maxTemp_Jan_mean","minTemp_Jan_mean","maxTemp_Jan_ci","minTemp_Jan_ci","tempRange_Jan","ThermalRegime","Species3","Tree.name","HWI","Diet"
"Chukar",0,1887.7,1722.1525,2002.5125,1765.65,1696.25,1854.11,110.875,-68.8137500000002,252.34375,1900,1800,27.3895571071811,15.1626063911116,0.0523529787822201,0.0377440440578373,12.2269507160695,7.33040540540541,-4.81171171171171,0.044476986703483,0.033743506121438,12.1421171171171,32.2012688188928,"Alectoris chukar","Alectoris_chukar",28.94734505,"seeds"
"Kalij Pheasant",0,775,637.1175,791,761,666,772.8075,10.6,-124,109,800,800,34.8266481135088,22.767694694101,0.0371399753039667,0.0310862941515126,12.0589534194078,15.1850312514257,2.46013504265706,0.0431564250140531,0.028918822881336,12.7248962087686,32.3665130708517,"Lophura leucomelanos","Lophura_leucomelanos",17.7587268,"omnivore"
"Koklass Pheasant",2,1882.5,1773.49375,2035,1689,1638.4,1802,191,34.4775,356.00625,1900,1700,27.3895571071811,15.1626063911116,0.0523529787822201,0.0377440440578373,12.2269507160695,8.11191963616373,-4.04807836473587,0.0448703514731545,0.0334114256335395,12.1599980008996,31.437635471917,"Pucrasia macrolopha","Pucrasia_macrolopha",28.8286769,"omnivore"
"Himalayan Monal",2,2187.2,2121.5,2537.3,2070.35,1775.5,2111,150.8,19.7825000000002,589.31875,2200,2100,25.7851999250866,13.0330040265943,0.0528940719782139,0.0341782841058608,12.7521958984924,5.15347965287724,-7.19780520684135,0.0331857422927083,0.0282161834627527,12.3512848597186,32.983005131928,"Lophophorus impejanus","Lophophorus_impejanus",21.09188816,"omnivore"
"Red Junglefowl",0,272,272,272,284.5,272,304.9525,-12.5,-32.9525,0,300,300,38.7297142366404,27.7808034008201,0.00569581805600079,0.00538932095846712,10.9489108358203,21.8863516327801,7.77234171372136,0.00935780358142791,0.00706596436600862,14.1140099190588,30.957372522919,"Gallus gallus","Gallus_gallus",23.21714883,"omnivore"
"Black Francolin",0,631.6,599.93,742.505,595.375,437.3,943.045,39.1499999999999,-307.6075,213.405,600,600,35.9098041195477,24.2701164512655,0.0234141803249473,0.0224606985928427,11.6396876682822,17.45656637049,4.27501009693053,0.0429343337602193,0.029129036086838,13.1815562735595,31.6347940226172,"Francolinus francolinus","Francolinus_francolinus",24.76331799,"seeds"
"Indian Peafowl",2,272,259,272,248.45,245,267,19,2.24625,27,300,200,38.7297142366404,27.7808034008201,0.00569581805600079,0.00538932095846712,10.9489108358203,21.2894503358178,7.3900782397302,0.00508873434844005,0.00432350904663981,13.8993720960876,31.3396359969102,"Pavo cristatus","Pavo_cristatus",28.71360931,"omnivore"
"Hill Partridge",0,1580,1580,1580,1573,1518.2,1657.25,8.55000000000018,-77.25,62.8499999999999,1600,1600,28.9564082950875,16.9328998810131,0.046710595848932,0.0364053311715484,12.0235084140745,8.79992350841408,-3.37247577766446,0.0410408363124757,0.0302668088368569,12.1723992860785,32.328884072752,"Arborophila torqueola","Arborophila_torqueola",25.19798408,"omnivore"
"Red-wattled Lapwing",2,272,266.7475,272,262,262,262.8,10,4.7475,10,300,300,38.7297142366404,27.7808034008201,0.00569581805600079,0.00538932095846712,10.9489108358203,21.8863516327801,7.77234171372136,0.00935780358142791,0.00706596436600862,14.1140099190588,30.957372522919,"Vanellus indicus","Vanellus_indicus",43.2386972,"invertebrates"
"Oriental Pied-Hornbill",0,245,245,245,259,245,283.55875,-14,-38.55875,0,200,300,39.6640710249462,28.2027400137879,0.0042808564738231,0.00313442919599782,11.4613310111583,21.8863516327801,7.77234171372136,0.00935780358142791,0.00706596436600862,14.1140099190588,31.8917293112248,"Anthracoceros albirostris","Anthracoceros_albirostris",15.95960551,"fruit"
"Indian Gray Hornbill",0,272,272,272,272,272,272,0,0,0,300,300,38.7297142366404,27.7808034008201,0.00569581805600079,0.00538932095846712,10.9489108358203,21.8863516327801,7.77234171372136,0.00935780358142791,0.00706596436600862,14.1140099190588,30.957372522919,"Ocyceros birostris","Ocyceros_birostris",21.44529833,"fruit"
"Eurasian Hoopoe",2,323.4,321,382.205,258.85,248.995,263,67.575,59,125.01375,300,300,38.7297142366404,27.7808034008201,0.00569581805600079,0.00538932095846712,10.9489108358203,21.8863516327801,7.77234171372136,0.00935780358142791,0.00706596436600862,14.1140099190588,30.957372522919,"Upupa epops","Upupa_epops",21.7746589,"invertebrates"
"Green Bee-eater",0,271.65,260.7,272,299.925,272,345.025,-29,-77.00625,0,300,300,38.7297142366404,27.7808034008201,0.00569581805600079,0.00538932095846712,10.9489108358203,21.8863516327801,7.77234171372136,0.00935780358142791,0.00706596436600862,14.1140099190588,30.957372522919,"Merops orientalis","Merops_orientalis",35.33244734,"invertebrates"
"Blue-bearded Bee-eater",0,245,245,245.4,308,245,370.605,-62.9,-125.605,0,200,300,39.6640710249462,28.2027400137879,0.0042808564738231,0.00313442919599782,11.4613310111583,21.8863516327801,7.77234171372136,0.00935780358142791,0.00706596436600862,14.1140099190588,31.8917293112248,"Nyctyornis athertoni","Nyctyornis_athertoni",25.17546249,"invertebrates"
"Indian Roller",0,245,245,245,245,245,245,0,0,0,200,200,39.6640710249462,28.2027400137879,0.0042808564738231,0.00313442919599782,11.4613310111583,21.2894503358178,7.3900782397302,0.00508873434844005,0.00432350904663981,13.8993720960876,32.273992785216,"Coracias benghalensis","Coracias_benghalensis",28.50438198,"omnivore"
"Crested Kingfisher",0,365.75,335.7,373.86,336.5,314.5975,363,26,-17.59875,53,400,300,37.4791724394499,27.0676377770936,0.00596803255200587,0.00638276566218357,10.4115346623563,21.8863516327801,7.77234171372136,0.00935780358142791,0.00706596436600862,14.1140099190588,29.7068307257285,"Megaceryle lugubris","Megaceryle_lugubris",29.88208589,"vertebrates"
"White-throated Kingfisher",0,271,262,272,262,255.25,262,9.32500000000002,0,15.80125,300,300,38.7297142366404,27.7808034008201,0.00569581805600079,0.00538932095846712,10.9489108358203,21.8863516327801,7.77234171372136,0.00935780358142791,0.00706596436600862,14.1140099190588,30.957372522919,"Halcyon smyrnensis","Halcyon_smyrnensis",20.24597458,"vertebrates"
"Greater Flameback",0,276.425,245.8,339.1025,297,290.4975,307.605,-20.75,-51.4,42.1125,300,300,38.7297142366404,27.7808034008201,0.00569581805600079,0.00538932095846712,10.9489108358203,21.8863516327801,7.77234171372136,0.00935780358142791,0.00706596436600862,14.1140099190588,30.957372522919,"Chrysocolaptes lucidus","Chrysocolaptes_lucidus",19.87077838,"invertebrates"
"Himalayan Flameback",0,285,283.0175,351.195,327.5,315,370.45,-39.2,-84.41,21.2875,300,300,38.7297142366404,27.7808034008201,0.00569581805600079,0.00538932095846712,10.9489108358203,21.8863516327801,7.77234171372136,0.00935780358142791,0.00706596436600862,14.1140099190588,30.957372522919,"Dinopium shorii","Dinopium_shorii",22.24073943,"invertebrates"
"Black-rumped Flameback",0,255.5,245,272,267.125,259,272,-12.3,-27,11.15125,300,300,38.7297142366404,27.7808034008201,0.00569581805600079,0.00538932095846712,10.9489108358203,21.8863516327801,7.77234171372136,0.00935780358142791,0.00706596436600862,14.1140099190588,30.957372522919,"Dinopium benghalense","Dinopium_benghalense",20.69691878,"invertebrates"
"Scaly-bellied Woodpecker",0,1237,1235.9,1254.5,1171.3,1090.4,1255,62.05,-18,148.75,1200,1200,32.1217451665981,20.0951408885232,0.0473856533386101,0.0381315956449221,12.0266042780749,12.1043963389552,-0.302781777046483,0.0414529140408808,0.0274151040609836,12.4071781160016,32.4245269436446,"Picus squamatus","Picus_squamatus",23.45152733,"invertebrates"
"Greater Yellownape",0,483.4,429.75,601,562.8,461.3975,633.3075,-71.4,-169.75,76.96,500,600,36.7211430451953,26.1012242211496,0.00865765667490009,0.00965143036277529,10.6199188240456,17.45656637049,4.27501009693053,0.0429343337602193,0.029129036086838,13.1815562735595,32.4461329482648,"Picus flavinucha","Picus_flavinucha",23.75209001,"invertebrates"
"Streak-throated Woodpecker",0,264.5,245,335.915,255.8,245,351.79,-4.79999999999998,-75.98,54.2500000000001,300,300,38.7297142366404,27.7808034008201,0.00569581805600079,0.00538932095846712,10.9489108358203,21.8863516327801,7.77234171372136,0.00935780358142791,0.00706596436600862,14.1140099190588,30.957372522919,"Picus xanthopygaeus","Picus_xanthopygaeus",22.34897824,"invertebrates"
