"","Value","Std.Error","t-value","p-value","Lambda"
"(Intercept)",-69.789313662441,58.6751845417653,-1.18941788095723,0.23574408782629,0.221841017976954
"Median_S",0.19574541966405,0.023387841814831,8.36953752354874,1.1815465094003e-14,0.221841017976954
