"elev_round","maxTemp_Jan_mean","maxTemp_June_mean","minTemp_Jan_mean","minTemp_June_mean","maxTemp_Jan_ci","maxTemp_June_ci","minTemp_Jan_ci","minTemp_June_ci","tempRange_Jan","tempRange_June"
0,22.4846750689144,32.3794304655639,10.6793893933689,26.3906310637435,0.00227083934580705,0.0061840192046576,0.00455175027753879,0.00171526771033263,11.8052856755455,5.98879940182034
500,20.5707623158738,29.0596724667349,9.2541052912643,24.2008597748209,0.00921463684572689,0.00843734868414254,0.00980848025467446,0.00552682776031367,11.3166570246095,4.85881269191402
1000,17.1854475735479,26.2956776464672,6.14276464671863,21.3903507669097,0.012167197821065,0.006847200075065,0.0136895505861058,0.0061236483498836,11.0426829268293,4.90532687955746
1500,14.0237424647525,23.7506219173987,3.24992942192404,18.8128717803942,0.0143490142580304,0.00793744529130218,0.0158897097182556,0.0073705926706801,10.7738130428284,4.9377501370045
2000,10.8485804797833,21.2914272586574,0.326276842716193,16.327082124202,0.0175500950607201,0.00942109503120125,0.019684205712964,0.00987512986257556,10.5223036370671,4.96434513445541
2500,7.67053816943826,18.8965071363101,-2.73452926541836,13.8342968443106,0.0179731111348308,0.0112751856572965,0.0230157772759021,0.0124592438100669,10.4050674348566,5.06221029199948
3000,4.74957389739585,16.6227107595152,-5.57481750585679,11.433171493566,0.0167632699282463,0.0119070905283208,0.0231455448871671,0.0131154420202759,10.3243914032526,5.18953926594914
3500,2.23756175017643,14.6942190072924,-8.34283109856504,9.14885909197836,0.0150051045874245,0.0139578471556442,0.0220062975862318,0.012330177360307,10.5803928487415,5.54535991531404
4000,0.048837087663017,13.2190198061232,-11.2333443754795,6.96304484273659,0.0114245067323277,0.01275142286998,0.0175208583292491,0.00919110962188084,11.2821814631425,6.25597496338657
4500,-2.59284149813828,11.2554126816091,-14.5610589910199,4.50574122070526,0.0108792892974371,0.00808412742348838,0.0170320264386429,0.0080775104818358,11.9682174928817,6.74967146090385
5000,-4.70038598916926,9.49619771863118,-17.0389174197159,2.41496963112933,0.0102942023064718,0.00709535676902177,0.0163630981421036,0.00770201397384963,12.3385314305466,7.08122808750185
5500,-6.84860306424617,7.73615778292777,-19.7758095146131,0.200722608471739,0.01421141890099,0.0110792435384614,0.021319466708983,0.0106456637300925,12.9272064503669,7.53543517445603
6000,-9.12493989756454,5.08355806417895,-21.9000418103899,-1.94206125222118,0.0332813774642903,0.0309523882905441,0.0521347195748598,0.0262661195513728,12.7751019128253,7.02561931640013
6500,-10.4384455239417,2.77036780013879,-22.5842470506593,-3.42553782095767,0.111049674211331,0.0969393582755713,0.139495443246243,0.0991262929890777,12.1458015267176,6.19590562109646
7000,-12.3830508474576,0.966779661016949,-24.9847457627119,-5.25457627118644,0.330528446315264,0.306776351825317,0.371998566668567,0.306040353130665,12.6016949152542,6.22135593220339
7500,-14.194,-0.864,-26.318,-7.022,0.91058889972073,0.828136745380062,1.02255547053764,0.843845035897379,12.124,6.158
8000,-15.625,-2.675,-26.725,-8.65,3.8173951116991,3.42448273646589,4.10954454019801,3.61684105733751,11.1,5.975
