"elev_round","maxTemp_Jan_mean","maxTemp_June_mean","minTemp_Jan_mean","minTemp_June_mean","maxTemp_Jan_ci","maxTemp_June_ci","minTemp_Jan_ci","minTemp_June_ci","tempRange_Jan","tempRange_June"
0,25.8500978225427,39.9837804789682,11.1507246114271,27.631511539437,0.00734947175253139,0.0121708763541127,0.0090904530599691,0.00305701728189431,14.6993732111155,12.3522689395312
100,22.68091988602,40.2793311364172,8.45592167976958,28.7070896669776,0.00479249775697933,0.00868758979569177,0.00458561937447797,0.00352837540308968,14.2249982062504,11.5722414694396
200,21.3064467454179,39.5949324640952,7.40465909644719,28.1828251114352,0.00501507755328562,0.00442546853170197,0.00427930126409902,0.00311322898821447,13.9017876489707,11.41210735266
300,21.9301787895169,38.5420341562056,7.85661441127595,27.7398974913408,0.00878258465422691,0.00602176177919718,0.00678571594210819,0.00509508838579865,14.0735643782409,10.8021366648648
400,21.9204888637222,37.3125831681767,7.90014156285391,27.0375819884862,0.014318537362347,0.00619585017126625,0.0111946451757955,0.00595182959868824,14.0203473008683,10.2750011796905
500,21.0026787026346,36.6167146006088,7.06429726041776,26.0829432140233,0.0221262133279169,0.00899718683540984,0.0169979510202672,0.00934975943045655,13.9383814422169,10.5337713865855
600,17.6768499785421,35.6202286800319,4.41107228250874,24.2695205689412,0.0401554877576687,0.0238793385159671,0.027826001720567,0.0207120410873624,13.2657776960333,11.3507081110907
700,16.4047838086477,35.1632614695412,3.39718411263549,23.4922323107076,0.04166241749966,0.0323081550019697,0.0280281844450317,0.0259063533244453,13.0075996960122,11.6710291588336
800,15.3308357720778,34.5871836804958,2.511650025822,22.7458598726115,0.0415179892589261,0.0373150004852082,0.0276401380261479,0.0294186322436303,12.8191857462558,11.8413238078843
900,14.6544369803166,34.1797341100202,1.93252219664584,22.2566261098323,0.0408332127668031,0.0435674758998384,0.0270153807298511,0.0333708020825634,12.7219147836708,11.9231080001879
1000,13.7768260000975,33.3640598353067,1.16581396481996,21.4913560395654,0.0411038068418147,0.0464721677081083,0.0269278787115457,0.0356918808636499,12.6110120352775,11.8727037957414
1100,12.9041548582996,32.4626518218624,0.36955971659919,20.659245951417,0.0410996980735286,0.0470250674366944,0.0266199959832182,0.0359778641740867,12.5345951417004,11.8034058704453
1200,12.2880296967652,31.856057465169,-0.240423275321795,20.0788989056549,0.0401213827674831,0.0466535933025525,0.0259861369611079,0.0358130226700696,12.528452972087,11.7771585595141
1300,11.5944372753249,31.2782330168679,-0.953677758318739,19.5424923956125,0.0426648352931371,0.0469845295804119,0.02961389267905,0.0354412431526839,12.5481150336437,11.7357406212554
1400,9.10310656411022,30.1667761929654,-3.17164513479202,18.458539317452,0.0545552352093473,0.0386134316662239,0.0434495447775333,0.029454486394809,12.2747516989022,11.7082368755134
1500,9.1340485322599,29.8078266813504,-3.20788364409676,17.9949227205408,0.0488013852812971,0.0433284161522204,0.0379422905539773,0.0319143678030133,12.3419321763567,11.8129039608096
1600,8.53837331334333,28.6136131934033,-3.69585457271364,16.8350862068966,0.0429636334386091,0.0428603233338594,0.0327878119455713,0.0327413227921243,12.234227886057,11.7785269865067
1700,7.88635962590436,27.8869022410446,-4.34504587965414,16.1913666843127,0.0462799515851485,0.0452610258597332,0.0355009467350221,0.0340103168683332,12.2314055055585,11.695535556732
1800,7.18022452889027,27.2831113289081,-5.04295006014167,15.5136142914421,0.0453269469856703,0.0459127315004906,0.0350782468028419,0.0338581112635962,12.2231745890319,11.769497037466
1900,6.60538686665447,27.0015410645692,-5.63908907993415,15.0412063288824,0.0441502790419685,0.0494758320150586,0.0347257294004388,0.0350215960179082,12.2444759465886,11.9603347356868
2000,5.94978662306066,27.1813703984366,-6.37418338451721,14.7138156582778,0.037729966067191,0.0498544809991125,0.0304257716128522,0.0324555515832219,12.3239700075779,12.4675547401587
2100,5.1406814097054,26.8139407673674,-7.26730874423693,14.0475033210909,0.034238619815305,0.048855772471583,0.028731862100908,0.0301432635393693,12.4079901539423,12.7664374462765
2200,4.21458757306776,25.4664299631955,-8.05001515479541,12.9801212383633,0.0385620051466046,0.0510738780554165,0.0306439170692222,0.0324707995824646,12.2646027278632,12.4863087248322
